Date,size3sma
2012/01/10,23413
2012/01/11,25778
2012/01/12,25716
2012/01/13,23079
2012/01/14,20564
2012/01/15,20791
2012/01/16,20105
2012/01/17,19974
2012/01/18,21284
2012/01/19,21797
2012/01/20,22230
2012/01/21,20063
2012/01/22,18524
2012/01/23,16641
2012/01/24,18569
2012/01/25,21375
2012/01/26,23664
2012/01/27,22759
2012/01/28,20791
2012/01/29,19422
2012/01/30,17559
2012/01/31,18488
2012/02/01,19446
2012/02/02,21416
2012/02/03,21030
2012/02/04,21111
2012/02/05,20968
2012/02/06,20294
2012/02/07,20640
2012/02/08,20597
2012/02/09,22087
2012/02/10,23884
2012/02/11,24558
2012/02/12,23358
2012/02/13,22979
2012/02/14,25888
2012/02/15,29361
2012/02/16,31413
2012/02/17,27052
2012/02/18,22484
2012/02/19,17134
2012/02/20,17236
2012/02/21,19445
2012/02/22,20472
2012/02/23,21625
2012/02/24,21393
2012/02/25,20921
2012/02/26,19403
2012/02/27,18502
2012/02/28,18894
2012/02/29,18571
2012/03/01,19610
2012/03/02,22509
2012/03/03,23575
2012/03/04,23189
2012/03/05,21975
2012/03/06,23023
2012/03/07,22257
2012/03/08,20775
2012/03/09,19217
2012/03/10,18917
2012/03/11,18736
2012/03/12,18466
2012/03/13,20623
2012/03/14,22863
2012/03/15,25257
2012/03/16,23726
2012/03/17,21064
2012/03/18,18161
2012/03/19,18472
2012/03/20,18765
2012/03/21,19848
2012/03/22,19214
2012/03/23,20012
2012/03/24,18407
2012/03/25,18015
2012/03/26,17910
2012/03/27,19486
2012/03/28,20893
2012/03/29,21809
2012/03/30,22088
2012/03/31,20052
2012/04/01,18279
2012/04/02,20306
2012/04/03,24008
2012/04/04,25659
2012/04/05,26814
2012/04/06,26197
2012/04/07,25420
2012/04/08,21422
2012/04/09,19677
2012/04/10,21072
2012/04/11,23871
2012/04/12,26968
2012/04/13,27292
2012/04/14,26973
2012/04/15,27017
2012/04/16,27390
2012/04/17,28612
2012/04/18,29735
2012/04/19,28472
2012/04/20,28203
2012/04/21,24609
2012/04/22,23790
2012/04/23,22673
2012/04/24,23618
2012/04/25,25674
2012/04/26,26516
2012/04/27,26517
2012/04/28,24711
2012/04/29,21897
2012/04/30,21349
2012/05/01,23430
2012/05/02,27621
2012/05/03,32806
2012/05/04,36447
2012/05/05,37318
2012/05/06,35902
2012/05/07,38755
2012/05/08,42112
2012/05/09,46482
2012/05/10,44521
2012/05/11,49654
2012/05/12,54331
2012/05/13,55725
2012/05/14,65710
2012/05/15,70875
2012/05/16,79125
2012/05/17,71918
2012/05/18,71363
2012/05/19,82665
2012/05/20,93131
2012/05/21,104672
2012/05/22,100043
2012/05/23,98217
2012/05/24,92965
2012/05/25,97524
2012/05/26,89909
2012/05/27,82661
2012/05/28,78978
2012/05/29,90488
2012/05/30,95602
2012/05/31,87453
2012/06/01,78783
2012/06/02,61481
2012/06/03,70499
2012/06/04,87399
2012/06/05,118042
2012/06/06,102002
2012/06/07,93424
2012/06/08,76834
2012/06/09,89214
2012/06/10,88612
2012/06/11,96040
2012/06/12,87341
2012/06/13,106815
2012/06/14,133058
2012/06/15,164848
2012/06/16,152917
2012/06/17,131146
2012/06/18,113008
2012/06/19,108856
2012/06/20,105914
2012/06/21,103529
2012/06/22,92793
2012/06/23,79113
2012/06/24,74323
2012/06/25,75136
2012/06/26,83246
2012/06/27,84743
2012/06/28,85528
2012/06/29,77891
2012/06/30,74335
2012/07/01,64740
2012/07/02,65729
2012/07/03,61834
2012/07/04,65473
2012/07/05,65208
2012/07/06,67775
2012/07/07,66590
2012/07/08,63741
2012/07/09,63422
2012/07/10,75989
2012/07/11,90646
2012/07/12,92024
2012/07/13,81708
2012/07/14,67805
2012/07/15,71277
2012/07/16,79141
2012/07/17,89087
2012/07/18,94350
2012/07/19,98652
2012/07/20,105265
2012/07/21,107900
2012/07/22,102735
2012/07/23,98247
2012/07/24,88635
2012/07/25,81928
2012/07/26,75710
2012/07/27,71145
2012/07/28,78645
2012/07/29,81756
2012/07/30,90635
2012/07/31,105034
2012/08/01,108552
2012/08/02,107740
2012/08/03,86282
2012/08/04,80483
2012/08/05,84242
2012/08/06,93995
2012/08/07,90552
2012/08/08,90876
2012/08/09,82456
2012/08/10,83307
2012/08/11,76187
2012/08/12,80010
2012/08/13,97932
2012/08/14,103570
2012/08/15,122116
2012/08/16,122230
2012/08/17,132623
2012/08/18,118144
2012/08/19,108903
2012/08/20,97431
2012/08/21,96877
2012/08/22,96942
2012/08/23,92082
2012/08/24,88286
2012/08/25,87783
2012/08/26,84852
2012/08/27,87358
2012/08/28,82273
2012/08/29,86780
2012/08/30,85569
2012/08/31,97168
2012/09/01,104592
2012/09/02,102949
2012/09/03,98066
2012/09/04,102064
2012/09/05,106276
2012/09/06,106421
2012/09/07,95536
2012/09/08,93182
2012/09/09,85514
2012/09/10,89434
2012/09/11,95847
2012/09/12,94830
2012/09/13,96459
2012/09/14,92632
2012/09/15,93716
2012/09/16,87430
2012/09/17,75657
2012/09/18,77001
2012/09/19,83139
2012/09/20,89976
2012/09/21,88655
2012/09/22,79605
2012/09/23,78187
2012/09/24,79605
2012/09/25,79095
2012/09/26,86560
2012/09/27,83895
2012/09/28,91346
2012/09/29,79444
2012/09/30,74735
2012/10/01,75331
2012/10/02,87628
2012/10/03,100425
2012/10/04,108618
2012/10/05,112851
2012/10/06,112078
2012/10/07,115571
2012/10/08,108871
2012/10/09,114022
2012/10/10,102436
2012/10/11,100514
2012/10/12,92056
2012/10/13,94561
2012/10/14,98227
2012/10/15,97070
2012/10/16,97640
2012/10/17,100821
2012/10/18,102783
2012/10/19,99209
2012/10/20,92863
2012/10/21,100434
2012/10/22,109148
2012/10/23,118663
2012/10/24,112003
2012/10/25,102909
2012/10/26,84393
2012/10/27,68173
2012/10/28,54890
2012/10/29,57104
2012/10/30,74067
2012/10/31,87242
2012/11/01,90097
2012/11/02,88635
2012/11/03,82829
2012/11/04,80510
2012/11/05,81788
2012/11/06,93061
2012/11/07,103859
2012/11/08,104645
2012/11/09,94126
2012/11/10,88268
2012/11/11,79074
2012/11/12,81161
2012/11/13,80698
2012/11/14,88006
2012/11/15,100344
2012/11/16,112454
2012/11/17,121090
2012/11/18,116213
2012/11/19,112943
2012/11/20,110710
2012/11/21,115951
2012/11/22,111161
2012/11/23,107066
2012/11/24,96663
2012/11/25,102940
2012/11/26,105526
2012/11/27,105086
2012/11/28,98799
2012/11/29,97771
2012/11/30,103607
2012/12/01,101008
2012/12/02,88774
2012/12/03,76702
2012/12/04,91889
2012/12/05,114121
2012/12/06,134225
2012/12/07,125657
2012/12/08,115941
2012/12/09,111300
2012/12/10,113922
2012/12/11,118097
2012/12/12,122832
2012/12/13,133301
2012/12/14,149960
2012/12/15,147701
2012/12/16,145149
2012/12/17,133031
2012/12/18,152630
2012/12/19,150534
2012/12/20,158289
2012/12/21,148436
2012/12/22,149293
2012/12/23,142317
2012/12/24,136335
2012/12/25,123515
2012/12/26,117996
2012/12/27,116598
2012/12/28,125141
2012/12/29,127629
2012/12/30,122218
2012/12/31,109505
2013/01/01,97508
2013/01/02,97193
2013/01/03,103711
2013/01/04,121304
2013/01/05,122692
2013/01/06,120220
2013/01/07,108083
2013/01/08,118438
2013/01/09,134347
2013/01/10,153774
2013/01/11,166399
2013/01/12,171319
2013/01/13,170881
2013/01/14,150858
2013/01/15,149258
2013/01/16,155381
2013/01/17,179672
2013/01/18,188640
2013/01/19,181608
2013/01/20,161807
2013/01/21,146574
2013/01/22,141622
2013/01/23,152862
2013/01/24,156626
2013/01/25,163078
2013/01/26,155676
2013/01/27,159453
2013/01/28,160852
2013/01/29,162586
2013/01/30,151002
2013/01/31,136383
2013/02/01,143632
2013/02/02,154050
2013/02/03,162295
2013/02/04,153767
2013/02/05,148101
2013/02/06,141456
2013/02/07,149543
2013/02/08,162439
2013/02/09,179111
2013/02/10,171183
2013/02/11,166024
2013/02/12,170411
2013/02/13,171877
2013/02/14,169539
2013/02/15,154006
2013/02/16,142853
2013/02/17,132250
2013/02/18,131610
2013/02/19,143463
2013/02/20,151241
2013/02/21,150665
2013/02/22,152844
2013/02/23,157425
2013/02/24,163151
2013/02/25,157401
2013/02/26,161267
2013/02/27,156722
2013/02/28,164675
2013/03/01,171958
2013/03/02,183492
2013/03/03,177992
2013/03/04,167373
2013/03/05,172086
2013/03/06,184565
2013/03/07,196947
2013/03/08,185927
2013/03/09,173364
2013/03/10,167873
2013/03/11,170883
2013/03/12,178577
2013/03/13,172629
2013/03/14,167793
2013/03/15,165349
2013/03/16,143161
2013/03/17,118141
2013/03/18,96465
2013/03/19,106966
2013/03/20,114679
2013/03/21,121171
2013/03/22,120569
2013/03/23,127619
2013/03/24,128591
2013/03/25,141232
2013/03/26,153296
2013/03/27,173546
2013/03/28,175775
2013/03/29,181256
2013/03/30,180274
2013/03/31,171131
2013/04/01,158276
2013/04/02,154176
2013/04/03,166303
2013/04/04,193740
2013/04/05,198614
2013/04/06,190067
2013/04/07,184681
2013/04/08,186365
2013/04/09,193219
2013/04/10,180896
2013/04/11,188022
2013/04/12,182904
2013/04/13,175153
2013/04/14,161378
2013/04/15,160748
2013/04/16,172749
2013/04/17,168960
2013/04/18,163137
2013/04/19,173271
2013/04/20,171139
2013/04/21,164017
2013/04/22,142504
2013/04/23,148185
2013/04/24,177020
2013/04/25,186548
2013/04/26,180928
2013/04/27,160121
2013/04/28,142223
2013/04/29,138854
2013/04/30,150278
2013/05/01,166397
2013/05/02,182851
2013/05/03,183179
2013/05/04,179042
2013/05/05,164281
2013/05/06,157851
2013/05/07,162209
2013/05/08,163525
2013/05/09,172172
2013/05/10,178705
2013/05/11,190052
2013/05/12,187735
2013/05/13,180453
2013/05/14,184214
2013/05/15,196153
2013/05/16,206935
2013/05/17,197632
2013/05/18,180817
2013/05/19,160960
2013/05/20,163282
2013/05/21,165437
2013/05/22,171213
2013/05/23,164980
2013/05/24,159978
2013/05/25,156684
2013/05/26,147058
2013/05/27,143585
2013/05/28,150442
2013/05/29,159335
2013/05/30,161913
2013/05/31,154503
2013/06/01,142767
2013/06/02,131107
2013/06/03,124150
2013/06/04,125792
2013/06/05,134618
2013/06/06,140298
2013/06/07,148652
2013/06/08,140354
2013/06/09,137194
2013/06/10,125154
2013/06/11,125246
2013/06/12,115987
2013/06/13,112447
2013/06/14,114945
2013/06/15,111729
2013/06/16,111192
2013/06/17,115371
2013/06/18,133014
2013/06/19,150952
2013/06/20,156014
2013/06/21,150216
2013/06/22,136004
2013/06/23,118814
2013/06/24,119920
2013/06/25,123365
2013/06/26,128006
2013/06/27,125341
2013/06/28,127806
2013/06/29,122815
2013/06/30,111212
2013/07/01,103864
2013/07/02,107723
2013/07/03,105524
2013/07/04,100171
2013/07/05,91147
2013/07/06,90572
2013/07/07,83517
2013/07/08,84934
2013/07/09,91267
2013/07/10,96896
2013/07/11,103806
2013/07/12,120032
2013/07/13,127538
2013/07/14,121582
2013/07/15,105903
2013/07/16,104373
2013/07/17,105539
2013/07/18,109583
2013/07/19,104910
2013/07/20,98962
2013/07/21,87609
2013/07/22,91938
2013/07/23,105671
2013/07/24,119656
2013/07/25,129770
2013/07/26,123580
2013/07/27,113503
2013/07/28,101427
2013/07/29,103132
2013/07/30,104886
2013/07/31,111909
2013/08/01,120143
2013/08/02,126701
2013/08/03,126796
2013/08/04,119421
2013/08/05,120111
2013/08/06,120286
2013/08/07,127585
2013/08/08,129149
2013/08/09,124561
2013/08/10,117017
2013/08/11,101839
2013/08/12,109169
2013/08/13,117883
2013/08/14,139416
2013/08/15,149093
2013/08/16,163674
2013/08/17,158419
2013/08/18,147569
2013/08/19,146041
2013/08/20,153271
2013/08/21,155774
2013/08/22,140716
2013/08/23,134595
2013/08/24,132285
2013/08/25,135676
2013/08/26,141589
2013/08/27,156548
2013/08/28,162207
2013/08/29,156298
2013/08/30,143928
2013/08/31,123327
2013/09/01,110658
2013/09/02,99717
2013/09/03,110629
2013/09/04,127934
2013/09/05,140084
2013/09/06,145466
2013/09/07,148714
2013/09/08,144991
2013/09/09,137178
2013/09/10,126775
2013/09/11,118704
2013/09/12,115638
2013/09/13,107435
2013/09/14,101717
2013/09/15,110208
2013/09/16,130425
2013/09/17,155629
2013/09/18,163712
2013/09/19,155472
2013/09/20,143950
2013/09/21,130736
2013/09/22,122698
2013/09/23,125102
2013/09/24,127625
2013/09/25,129213
2013/09/26,136733
2013/09/27,133878
2013/09/28,132558
2013/09/29,117254
2013/09/30,120628
2013/10/01,129310
2013/10/02,144980
2013/10/03,148880
2013/10/04,145725
2013/10/05,123851
2013/10/06,113057
2013/10/07,118207
2013/10/08,128566
2013/10/09,135269
2013/10/10,132640
2013/10/11,132724
2013/10/12,124220
2013/10/13,117786
2013/10/14,113026
2013/10/15,110801
2013/10/16,110509
2013/10/17,117186
2013/10/18,131307
2013/10/19,135464
2013/10/20,131550
2013/10/21,130438
2013/10/22,131951
2013/10/23,136328
2013/10/24,142705
2013/10/25,140260
2013/10/26,137619
2013/10/27,123493
2013/10/28,126309
2013/10/29,132567
2013/10/30,135245
2013/10/31,135137
2013/11/01,122021
2013/11/02,115696
2013/11/03,105262
2013/11/04,109864
2013/11/05,126878
2013/11/06,153925
2013/11/07,187029
2013/11/08,211393
2013/11/09,216212
2013/11/10,201093
2013/11/11,174735
2013/11/12,155377
2013/11/13,159051
2013/11/14,170025
2013/11/15,181401
2013/11/16,158849
2013/11/17,144385
2013/11/18,170895
2013/11/19,235914
2013/11/20,266914
2013/11/21,273185
2013/11/22,244681
2013/11/23,236746
2013/11/24,206551
2013/11/25,194316
2013/11/26,208294
2013/11/27,235494
2013/11/28,254941
2013/11/29,254492
2013/11/30,232917
2013/12/01,212957
2013/12/02,206629
2013/12/03,201662
2013/12/04,216383
2013/12/05,218777
2013/12/06,213295
2013/12/07,190588
2013/12/08,151358
2013/12/09,152565
2013/12/10,161555
2013/12/11,186679
2013/12/12,186005
2013/12/13,181165
2013/12/14,171622
2013/12/15,172100
2013/12/16,172938
2013/12/17,173477
2013/12/18,184166
2013/12/19,173723
2013/12/20,178489
2013/12/21,168437
2013/12/22,172989
2013/12/23,168090
2013/12/24,165885
2013/12/25,170633
2013/12/26,169879
2013/12/27,162875
2013/12/28,163359
2013/12/29,166195
2013/12/30,175816
2013/12/31,164732
2014/01/01,141536
2014/01/02,154169
2014/01/03,171543
2014/01/04,198154
2014/01/05,182522
2014/01/06,184672
2014/01/07,181842
2014/01/08,179089
2014/01/09,158671
2014/01/10,148743
2014/01/11,142893
2014/01/12,137754
2014/01/13,144336
2014/01/14,155735
2014/01/15,167669
2014/01/16,165356
2014/01/17,170486
2014/01/18,164596
2014/01/19,158948
2014/01/20,157071
2014/01/21,182218
2014/01/22,191962
2014/01/23,192356
2014/01/24,176003
2014/01/25,174137
2014/01/26,171657
2014/01/27,177147
2014/01/28,193679
2014/01/29,198505
2014/01/30,194222
2014/01/31,178132
2014/02/01,164494
2014/02/02,159156
2014/02/03,163584
2014/02/04,186758
2014/02/05,207558
2014/02/06,217286
2014/02/07,225294
2014/02/08,213932
2014/02/09,214095
2014/02/10,202585
2014/02/11,206744
2014/02/12,220208
2014/02/13,222572
2014/02/14,231042
2014/02/15,207452
2014/02/16,183386
2014/02/17,180722
2014/02/18,195872
2014/02/19,215960
2014/02/20,219209
2014/02/21,229185
2014/02/22,222246
2014/02/23,216914
2014/02/24,207060
2014/02/25,239285
2014/02/26,246793
2014/02/27,240760
2014/02/28,225756
2014/03/01,235162
2014/03/02,245632
2014/03/03,277554
2014/03/04,309591
2014/03/05,324327
2014/03/06,295217
2014/03/07,259114
2014/03/08,234988
2014/03/09,219888
2014/03/10,229600
2014/03/11,243039
2014/03/12,256302
2014/03/13,249182
2014/03/14,267330
2014/03/15,249509
2014/03/16,219732
2014/03/17,188294
2014/03/18,184759
2014/03/19,203221
2014/03/20,204926
2014/03/21,224504
2014/03/22,231223
2014/03/23,207309
2014/03/24,201667
2014/03/25,202835
2014/03/26,235776
2014/03/27,242963
2014/03/28,234140
2014/03/29,210554
2014/03/30,208417
2014/03/31,204888
2014/04/01,219901
2014/04/02,207833
2014/04/03,196407
2014/04/04,189754
2014/04/05,188358
2014/04/06,200774
2014/04/07,215988
2014/04/08,249528
2014/04/09,259987
2014/04/10,263558
2014/04/11,240577
2014/04/12,215985
2014/04/13,185293
2014/04/14,182757
2014/04/15,206616
2014/04/16,242857
2014/04/17,245385
2014/04/18,233364
2014/04/19,207449
2014/04/20,189409
2014/04/21,184455
2014/04/22,216056
2014/04/23,240203
2014/04/24,269916
2014/04/25,249435
2014/04/26,228771
2014/04/27,195827
2014/04/28,199926
2014/04/29,215653
2014/04/30,245429
2014/05/01,229764
