Date,transactionvalue30smaUSD
2010/10/27,30.463
2010/10/28,32.42
2010/10/29,33.357
2010/10/30,34.007
2010/10/31,35.163
2010/11/01,34.449
2010/11/02,35.444
2010/11/03,33.714
2010/11/04,35.923
2010/11/05,36.049
2010/11/06,38.726
2010/11/07,40.331
2010/11/08,48.485
2010/11/09,48.454
2010/11/10,49.063
2010/11/11,49.16
2010/11/12,49.106
2010/11/13,48.48
2010/11/14,47.741
2010/11/15,46.727
2010/11/16,46.259
2010/11/17,46.05
2010/11/18,45.432
2010/11/19,44.554
2010/11/20,43.559
2010/11/21,42.921
2010/11/22,43.479
2010/11/23,43.951
2010/11/24,42.69
2010/11/25,41.132
2010/11/26,39.762
2010/11/27,37.977
2010/11/28,37.334
2010/11/29,37.098
2010/11/30,36.697
2010/12/01,36.701
2010/12/02,36.368
2010/12/03,35.908
2010/12/04,33.827
2010/12/05,33.42
2010/12/06,31.407
2010/12/07,29.798
2010/12/08,20.732
2010/12/09,20.353
2010/12/10,19.728
2010/12/11,19.975
2010/12/12,19.529
2010/12/13,20.515
2010/12/14,21.14
2010/12/15,22.068
2010/12/16,23.026
2010/12/17,23.062
2010/12/18,24.097
2010/12/19,25.493
2010/12/20,26.093
2010/12/21,27.324
2010/12/22,27.501
2010/12/23,27.329
2010/12/24,28.18
2010/12/25,29.557
2010/12/26,29.95
2010/12/27,30.93
2010/12/28,31.214
2010/12/29,32.622
2010/12/30,32.734
2010/12/31,33.022
2011/01/01,32.777
2011/01/02,32.988
2011/01/03,32.376
2011/01/04,32.446
2011/01/05,31.34
2011/01/06,30.72
2011/01/07,30.838
2011/01/08,30.65
2011/01/09,30.506
2011/01/10,30.142
2011/01/11,30.445
2011/01/12,28.964
2011/01/13,28.557
2011/01/14,27.946
2011/01/15,27.425
2011/01/16,27.225
2011/01/17,26.727
2011/01/18,26.695
2011/01/19,26.622
2011/01/20,25.937
2011/01/21,25.611
2011/01/22,25.303
2011/01/23,25.454
2011/01/24,24.731
2011/01/25,24.551
2011/01/26,23.957
2011/01/27,40.223
2011/01/28,38.783
2011/01/29,38.449
2011/01/30,39.7
2011/01/31,41.137
2011/02/01,42.825
2011/02/02,45.26
2011/02/03,46.813
2011/02/04,47.864
2011/02/05,49.859
2011/02/06,51.885
2011/02/07,56.627
2011/02/08,58.665
2011/02/09,61.461
2011/02/10,64.296
2011/02/11,67.403
2011/02/12,68.797
2011/02/13,69.992
2011/02/14,71.498
2011/02/15,72.033
2011/02/16,72.197
2011/02/17,72.227
2011/02/18,73.4
2011/02/19,76.076
2011/02/20,78.708
2011/02/21,81.241
2011/02/22,84.682
2011/02/23,88.725
2011/02/24,91.229
2011/02/25,93
2011/02/26,78.591
2011/02/27,80.55
2011/02/28,81.928
2011/03/01,90.842
2011/03/02,126.167
2011/03/03,125.872
2011/03/04,127.459
2011/03/05,127.398
2011/03/06,128.694
2011/03/07,129.388
2011/03/08,129.023
2011/03/09,127.661
2011/03/10,131.393
2011/03/11,131.797
2011/03/12,129.715
2011/03/13,128.321
2011/03/14,128.262
2011/03/15,127.512
2011/03/16,126.619
2011/03/17,126.498
2011/03/18,127.472
2011/03/19,126.985
2011/03/20,125.988
2011/03/21,123.306
2011/03/22,122.359
2011/03/23,120.668
2011/03/24,119.427
2011/03/25,118.797
2011/03/26,118.218
2011/03/27,117.164
2011/03/28,115.779
2011/03/29,114.278
2011/03/30,113.995
2011/03/31,104.478
2011/04/01,68.173
2011/04/02,67.362
2011/04/03,63.928
2011/04/04,63.543
2011/04/05,62.146
2011/04/06,60.144
2011/04/07,59.563
2011/04/08,57.565
2011/04/09,53.473
2011/04/10,50.803
2011/04/11,50.341
2011/04/12,49.899
2011/04/13,49.789
2011/04/14,50.172
2011/04/15,50.444
2011/04/16,54.526
2011/04/17,73.269
2011/04/18,73.932
2011/04/19,102.03
2011/04/20,163.8
2011/04/21,170.247
2011/04/22,171.99
2011/04/23,172.399
2011/04/24,170.793
2011/04/25,170.028
2011/04/26,171.308
2011/04/27,173.377
2011/04/28,175.645
2011/04/29,192.457
2011/04/30,200.422
2011/05/01,203.614
2011/05/02,206.277
2011/05/03,212.158
2011/05/04,222.106
2011/05/05,225.934
2011/05/06,234.443
2011/05/07,239.542
2011/05/08,260.605
2011/05/09,264.14
2011/05/10,291.816
2011/05/11,301.434
2011/05/12,311.769
2011/05/13,336.497
2011/05/14,438.238
2011/05/15,455.851
2011/05/16,466.456
2011/05/17,457.881
2011/05/18,463.864
2011/05/19,443.679
2011/05/20,396.135
2011/05/21,413.469
2011/05/22,445.757
2011/05/23,460.452
2011/05/24,472.567
2011/05/25,486.713
2011/05/26,500.653
2011/05/27,529.016
2011/05/28,538.275
2011/05/29,535.205
2011/05/30,540.021
2011/05/31,549.05
2011/06/01,557.668
2011/06/02,567.307
2011/06/03,585.928
2011/06/04,610.506
2011/06/05,639.152
2011/06/06,682.501
2011/06/07,700.688
2011/06/08,754.69
2011/06/09,787.927
2011/06/10,849.251
2011/06/11,924.2
2011/06/12,978.808
2011/06/13,947.549
2011/06/14,998.964
2011/06/15,1200
2011/06/16,1606
2011/06/17,1674
2011/06/18,1725
2011/06/19,1937
2011/06/20,1978
2011/06/21,2136
2011/06/22,2183
2011/06/23,2256
2011/06/24,2488
2011/06/25,3098
2011/06/26,3295
2011/06/27,3371
2011/06/28,3715
2011/06/29,3857
2011/06/30,3929
2011/07/01,3971
2011/07/02,4009
2011/07/03,4014
2011/07/04,4054
2011/07/05,4036
2011/07/06,4010
2011/07/07,3994
2011/07/08,3952
2011/07/09,4016
2011/07/10,4085
2011/07/11,4045
2011/07/12,4025
2011/07/13,4025
2011/07/14,4057
2011/07/15,3875
2011/07/16,3521
2011/07/17,3476
2011/07/18,3580
2011/07/19,3487
2011/07/20,3448
2011/07/21,3329
2011/07/22,3343
2011/07/23,3292
2011/07/24,3074
2011/07/25,2518
2011/07/26,2355
2011/07/27,2340
2011/07/28,2171
2011/07/29,2057
2011/07/30,1996
2011/07/31,1974
2011/08/01,1947
2011/08/02,1931
2011/08/03,1881
2011/08/04,1873
2011/08/05,1871
2011/08/06,1862
2011/08/07,1857
2011/08/08,1768
2011/08/09,1707
2011/08/10,1706
2011/08/11,1665
2011/08/12,1608
2011/08/13,1518
2011/08/14,1505
2011/08/15,1455
2011/08/16,1438
2011/08/17,1290
2011/08/18,1174
2011/08/19,1174
2011/08/20,1111
2011/08/21,1045
2011/08/22,1021
2011/08/23,1012
2011/08/24,969.115
2011/08/25,921.185
2011/08/26,858.766
2011/08/27,786.953
2011/08/28,754.213
2011/08/29,739.469
2011/08/30,715.574
2011/08/31,696.745
2011/09/01,690.334
2011/09/02,681.754
2011/09/03,679.717
2011/09/04,723.215
2011/09/05,792.491
2011/09/06,876.408
2011/09/07,859.824
2011/09/08,793.719
2011/09/09,758.682
2011/09/10,745.129
2011/09/11,758.117
2011/09/12,763.603
2011/09/13,753.314
2011/09/14,747.838
2011/09/15,741.881
2011/09/16,743.971
2011/09/17,734.534
2011/09/18,715.239
2011/09/19,711.98
2011/09/20,708.166
2011/09/21,705.131
2011/09/22,692.254
2011/09/23,674.446
2011/09/24,664.041
2011/09/25,661.978
2011/09/26,551.498
2011/09/27,553.157
2011/09/28,553.75
2011/09/29,554.101
2011/09/30,551.896
2011/10/01,552.443
2011/10/02,552.823
2011/10/03,552.356
2011/10/04,497.771
2011/10/05,424.787
2011/10/06,342.124
2011/10/07,331.302
2011/10/08,324.739
2011/10/09,321.653
2011/10/10,321.658
2011/10/11,301.141
2011/10/12,289.377
2011/10/13,286.96
2011/10/14,283.812
2011/10/15,284.767
2011/10/16,273.752
2011/10/17,272.036
2011/10/18,269.709
2011/10/19,265.535
2011/10/20,262.154
2011/10/21,261.096
2011/10/22,262.491
2011/10/23,263.207
2011/10/24,261.768
2011/10/25,259.041
2011/10/26,258.054
2011/10/27,257.161
2011/10/28,256.848
2011/10/29,256.236
2011/10/30,252.931
2011/10/31,247.932
2011/11/01,247.242
2011/11/02,244.08
2011/11/03,238.191
2011/11/04,233.117
2011/11/05,223.661
2011/11/06,218.064
2011/11/07,215.701
2011/11/08,227.03
2011/11/09,234.922
2011/11/10,232.803
2011/11/11,231.455
2011/11/12,228.378
2011/11/13,226.985
2011/11/14,223.33
2011/11/15,221.38
2011/11/16,240.21
2011/11/17,287.484
2011/11/18,353.396
2011/11/19,409.842
2011/11/20,422.935
2011/11/21,438.933
2011/11/22,478.711
2011/11/23,494.61
2011/11/24,512.167
2011/11/25,521.008
2011/11/26,538.234
2011/11/27,558.403
2011/11/28,606.332
2011/11/29,655.841
2011/11/30,739.24
2011/12/01,763.011
2011/12/02,845.17
2011/12/03,900.368
2011/12/04,945.283
2011/12/05,985.57
2011/12/06,1066
2011/12/07,1153
2011/12/08,1213
2011/12/09,1233
2011/12/10,1248
2011/12/11,1259
2011/12/12,1270
2011/12/13,1273
2011/12/14,1276
2011/12/15,1281
2011/12/16,1263
2011/12/17,1218
2011/12/18,1155
2011/12/19,1103
2011/12/20,1091
2011/12/21,1078
2011/12/22,1037
2011/12/23,1022
2011/12/24,1007
2011/12/25,998.025
2011/12/26,987.32
2011/12/27,975.326
2011/12/28,926.258
2011/12/29,885.434
2011/12/30,801.727
2011/12/31,775.771
2012/01/01,697.752
2012/01/02,644.825
2012/01/03,601.28
2012/01/04,568.08
2012/01/05,503.332
2012/01/06,432.412
2012/01/07,365.845
2012/01/08,342.887
2012/01/09,339.181
2012/01/10,334.178
2012/01/11,330.076
2012/01/12,335.324
2012/01/13,340.289
2012/01/14,341.425
2012/01/15,341.313
2012/01/16,347.682
2012/01/17,353.366
2012/01/18,354.902
2012/01/19,356.243
2012/01/20,354.163
2012/01/21,354.57
2012/01/22,359.043
2012/01/23,360.09
2012/01/24,363.374
2012/01/25,356.896
2012/01/26,351.294
2012/01/27,353.602
2012/01/28,347.789
2012/01/29,349.85
2012/01/30,351.766
2012/01/31,349.397
2012/02/01,353.911
2012/02/02,356.688
2012/02/03,355.51
2012/02/04,344.888
2012/02/05,333.846
2012/02/06,331.609
2012/02/07,327.292
2012/02/08,319.274
2012/02/09,313.896
2012/02/10,309.228
2012/02/11,308.345
2012/02/12,303.807
2012/02/13,302.393
2012/02/14,315.619
2012/02/15,322.615
2012/02/16,333.44
2012/02/17,343.451
2012/02/18,347.055
2012/02/19,345.125
2012/02/20,345.046
2012/02/21,343.197
2012/02/22,349.194
2012/02/23,351.706
2012/02/24,355.129
2012/02/25,354.188
2012/02/26,353.722
2012/02/27,355.132
2012/02/28,354.368
2012/02/29,352.749
2012/03/01,359.575
2012/03/02,358.583
2012/03/03,359.584
2012/03/04,365.001
2012/03/05,363.992
2012/03/06,363.625
2012/03/07,363.369
2012/03/08,367.92
2012/03/09,374.619
2012/03/10,379.339
2012/03/11,385.219
2012/03/12,389.867
2012/03/13,393.513
2012/03/14,399.615
2012/03/15,390.47
2012/03/16,382.347
2012/03/17,370.135
2012/03/18,360.206
2012/03/19,356.13
2012/03/20,358.261
2012/03/21,360.074
2012/03/22,369.487
2012/03/23,376.558
2012/03/24,382.972
2012/03/25,379.379
2012/03/26,380.839
2012/03/27,384.794
2012/03/28,390.893
2012/03/29,407.302
2012/03/30,422.498
2012/03/31,429.736
2012/04/01,435.889
2012/04/02,441.967
2012/04/03,443.249
2012/04/04,451.998
2012/04/05,464.607
2012/04/06,469.646
2012/04/07,465.755
2012/04/08,484.495
2012/04/09,512.709
2012/04/10,515.227
2012/04/11,530.63
2012/04/12,543.903
2012/04/13,547.664
2012/04/14,554.183
2012/04/15,569.888
2012/04/16,589.141
2012/04/17,602.413
2012/04/18,611.41
2012/04/19,614.778
2012/04/20,663.386
2012/04/21,675.366
2012/04/22,678.598
2012/04/23,677.266
2012/04/24,683.222
2012/04/25,693.879
2012/04/26,711.729
2012/04/27,731.151
2012/04/28,725.66
2012/04/29,723.401
2012/04/30,719.552
2012/05/01,719.225
2012/05/02,719.82
2012/05/03,717.038
2012/05/04,712.992
2012/05/05,706.666
2012/05/06,702.15
2012/05/07,713.315
2012/05/08,716.868
2012/05/09,699.988
2012/05/10,701.009
2012/05/11,682.849
2012/05/12,686.285
2012/05/13,683.728
2012/05/14,676.832
2012/05/15,676.424
2012/05/16,677.444
2012/05/17,688.01
2012/05/18,680.75
2012/05/19,671.8
2012/05/20,622.413
2012/05/21,612.818
2012/05/22,616.175
2012/05/23,608.824
2012/05/24,599.786
2012/05/25,591.293
2012/05/26,595.36
2012/05/27,573.811
2012/05/28,566.063
2012/05/29,563.367
2012/05/30,560.21
2012/05/31,581.772
2012/06/01,582.763
2012/06/02,595.247
2012/06/03,590.728
2012/06/04,592.811
2012/06/05,601.17
2012/06/06,609.515
2012/06/07,599.258
2012/06/08,619.058
2012/06/09,610.139
2012/06/10,611.818
2012/06/11,600.234
2012/06/12,610.087
2012/06/13,604.918
2012/06/14,592.198
2012/06/15,573.222
2012/06/16,557.962
2012/06/17,551.697
2012/06/18,559.19
2012/06/19,560.846
2012/06/20,551.968
2012/06/21,531.239
2012/06/22,541.268
2012/06/23,563.294
2012/06/24,566.947
2012/06/25,544.952
2012/06/26,544.023
2012/06/27,545.839
2012/06/28,556.53
2012/06/29,564.867
2012/06/30,539.377
2012/07/01,535.7
2012/07/02,519.006
2012/07/03,523.981
2012/07/04,527.524
2012/07/05,529.712
2012/07/06,513.942
2012/07/07,523.188
2012/07/08,489.382
2012/07/09,501.025
2012/07/10,500.818
2012/07/11,492.424
2012/07/12,479.974
2012/07/13,497.429
2012/07/14,509.295
2012/07/15,509.24
2012/07/16,507.981
2012/07/17,521.92
2012/07/18,523.111
2012/07/19,522.367
2012/07/20,523.656
2012/07/21,534.924
2012/07/22,527.802
2012/07/23,517.167
2012/07/24,516.614
2012/07/25,514.068
2012/07/26,524.188
2012/07/27,533.907
2012/07/28,519.62
2012/07/29,504.674
2012/07/30,499.396
2012/07/31,505.932
2012/08/01,518.825
2012/08/02,522.896
2012/08/03,520.148
2012/08/04,517.487
2012/08/05,526.283
2012/08/06,510.538
2012/08/07,525.86
2012/08/08,521.616
2012/08/09,524.819
2012/08/10,538.227
2012/08/11,542.171
2012/08/12,534.333
2012/08/13,522.142
2012/08/14,526.815
2012/08/15,522.998
2012/08/16,522.16
2012/08/17,536.106
2012/08/18,546.865
2012/08/19,586.246
2012/08/20,647.036
2012/08/21,675.889
2012/08/22,724.526
2012/08/23,786.3
2012/08/24,893.73
2012/08/25,917.796
2012/08/26,933.857
2012/08/27,987.705
2012/08/28,1061
2012/08/29,1209
2012/08/30,1310
2012/08/31,1364
2012/09/01,1418
2012/09/02,1459
2012/09/03,1475
2012/09/04,1510
2012/09/05,1570
2012/09/06,1734
2012/09/07,1923
2012/09/08,1994
2012/09/09,2018
2012/09/10,2207
2012/09/11,2388
2012/09/12,2518
2012/09/13,2794
2012/09/14,2972
2012/09/15,3051
2012/09/16,3217
2012/09/17,3406
2012/09/18,3513
2012/09/19,3834
2012/09/20,4001
2012/09/21,4286
2012/09/22,4483
2012/09/23,4478
2012/09/24,4545
2012/09/25,4534
2012/09/26,4488
2012/09/27,4425
2012/09/28,4301
2012/09/29,4200
2012/09/30,4152
2012/10/01,4107
2012/10/02,4073
2012/10/03,4059
2012/10/04,4019
2012/10/05,3969
2012/10/06,3805
2012/10/07,3623
2012/10/08,3551
2012/10/09,3521
2012/10/10,3325
2012/10/11,3144
2012/10/12,3035
2012/10/13,2775
2012/10/14,2602
2012/10/15,2513
2012/10/16,2351
2012/10/17,2180
2012/10/18,2069
2012/10/19,1709
2012/10/20,1532
2012/10/21,1203
2012/10/22,947.139
2012/10/23,865.239
2012/10/24,775.828
2012/10/25,766.403
2012/10/26,761.086
2012/10/27,776.217
2012/10/28,761.88
2012/10/29,756.208
2012/10/30,776.077
2012/10/31,799.197
2012/11/01,813.589
2012/11/02,803.98
2012/11/03,816.394
2012/11/04,818.622
2012/11/05,818.808
2012/11/06,819.324
2012/11/07,819.476
2012/11/08,819.248
2012/11/09,820.526
2012/11/10,808.256
2012/11/11,778.164
2012/11/12,752.962
2012/11/13,744.588
2012/11/14,749.625
2012/11/15,744.385
2012/11/16,739.035
2012/11/17,723.395
2012/11/18,705.128
2012/11/19,685.237
2012/11/20,679.434
2012/11/21,668.265
2012/11/22,655.316
2012/11/23,646.854
2012/11/24,642.915
2012/11/25,635.529
2012/11/26,613.442
2012/11/27,616.28
2012/11/28,620.334
2012/11/29,585.195
2012/11/30,546.133
2012/12/01,513.935
2012/12/02,523.848
2012/12/03,529.29
2012/12/04,529.721
2012/12/05,541.396
2012/12/06,558.945
2012/12/07,569.439
2012/12/08,568.178
2012/12/09,575.287
2012/12/10,582.29
2012/12/11,595.629
2012/12/12,632.548
2012/12/13,662.317
2012/12/14,680.631
2012/12/15,677.612
2012/12/16,664.159
2012/12/17,651.69
2012/12/18,649.204
2012/12/19,645.896
2012/12/20,641.07
2012/12/21,648.691
2012/12/22,642.203
2012/12/23,638.316
2012/12/24,635.146
2012/12/25,635.415
2012/12/26,630.157
2012/12/27,617.46
2012/12/28,606.962
2012/12/29,605.287
2012/12/30,601.72
2012/12/31,614.285
2013/01/01,614.682
2013/01/02,602.875
2013/01/03,587.59
2013/01/04,571.389
2013/01/05,555.802
2013/01/06,541.438
2013/01/07,544.056
2013/01/08,549.308
2013/01/09,554.573
2013/01/10,546.443
2013/01/11,513.978
2013/01/12,482.752
2013/01/13,456.908
2013/01/14,445.498
2013/01/15,444.707
2013/01/16,445.022
2013/01/17,442.771
2013/01/18,448.565
2013/01/19,450.78
2013/01/20,448.738
2013/01/21,451.505
2013/01/22,459.49
2013/01/23,475.668
2013/01/24,486.031
2013/01/25,496.397
2013/01/26,502.746
2013/01/27,507.817
2013/01/28,515.25
2013/01/29,536.716
2013/01/30,557.594
2013/01/31,556.917
2013/02/01,555.772
2013/02/02,554.228
2013/02/03,548.253
2013/02/04,549.484
2013/02/05,560.075
2013/02/06,573.648
2013/02/07,568.757
2013/02/08,577.037
2013/02/09,589.272
2013/02/10,596.294
2013/02/11,604.489
2013/02/12,613.637
2013/02/13,618.614
2013/02/14,621.687
2013/02/15,622.22
2013/02/16,625.155
2013/02/17,628.343
2013/02/18,636.011
2013/02/19,645.822
2013/02/20,650.141
2013/02/21,649.881
2013/02/22,645.278
2013/02/23,646.95
2013/02/24,657.486
2013/02/25,669.502
2013/02/26,679.182
2013/02/27,685.111
2013/02/28,680.735
2013/03/01,667.708
2013/03/02,677.053
2013/03/03,674.989
2013/03/04,675.36
2013/03/05,701.803
2013/03/06,725.365
2013/03/07,733.288
2013/03/08,733.202
2013/03/09,739.697
2013/03/10,738.198
2013/03/11,739.8
2013/03/12,766.168
2013/03/13,785.788
2013/03/14,797.797
2013/03/15,904.815
2013/03/16,979.311
2013/03/17,996.201
2013/03/18,1108
2013/03/19,1160
2013/03/20,1216
2013/03/21,1270
2013/03/22,1305
2013/03/23,1345
2013/03/24,1362
2013/03/25,1413
2013/03/26,1474
2013/03/27,1583
2013/03/28,1644
2013/03/29,1686
2013/03/30,1751
2013/03/31,1827
2013/04/01,1883
2013/04/02,2012
2013/04/03,2144
2013/04/04,2244
2013/04/05,2341
2013/04/06,2423
2013/04/07,2475
2013/04/08,2583
2013/04/09,2761
2013/04/10,3006
2013/04/11,3096
2013/04/12,3151
2013/04/13,3201
2013/04/14,3124
2013/04/15,3080
2013/04/16,3109
2013/04/17,3055
2013/04/18,3378
2013/04/19,3412
2013/04/20,3420
2013/04/21,3450
2013/04/22,3524
2013/04/23,3589
2013/04/24,3668
2013/04/25,3701
2013/04/26,3662
2013/04/27,3653
2013/04/28,3642
2013/04/29,3711
2013/04/30,3701
2013/05/01,3717
2013/05/02,3631
2013/05/03,3535
2013/05/04,3428
2013/05/05,3331
2013/05/06,3276
2013/05/07,3258
2013/05/08,3183
2013/05/09,3019
2013/05/10,2798
2013/05/11,2698
2013/05/12,2637
2013/05/13,2627
2013/05/14,2624
2013/05/15,2609
2013/05/16,2585
2013/05/17,2560
2013/05/18,2218
2013/05/19,2140
2013/05/20,2095
2013/05/21,2059
2013/05/22,1982
2013/05/23,1923
2013/05/24,1828
2013/05/25,1766
2013/05/26,1711
2013/05/27,1688
2013/05/28,1683
2013/05/29,1586
2013/05/30,1538
2013/05/31,1489
2013/06/01,1466
2013/06/02,1448
2013/06/03,1469
2013/06/04,1467
2013/06/05,1454
2013/06/06,1446
2013/06/07,1435
2013/06/08,1428
2013/06/09,1431
2013/06/10,1434
2013/06/11,1444
2013/06/12,1420
2013/06/13,1426
2013/06/14,1435
2013/06/15,1431
2013/06/16,1418
2013/06/17,1406
2013/06/18,1420
2013/06/19,1421
2013/06/20,1424
2013/06/21,1422
2013/06/22,1409
2013/06/23,1381
2013/06/24,1366
2013/06/25,1377
2013/06/26,1368
2013/06/27,1355
2013/06/28,1335
2013/06/29,1332
2013/06/30,1319
2013/07/01,1344
2013/07/02,1360
2013/07/03,1366
2013/07/04,1384
2013/07/05,1407
2013/07/06,1398
2013/07/07,1397
2013/07/08,1418
2013/07/09,1433
2013/07/10,1466
2013/07/11,1491
2013/07/12,1506
2013/07/13,1523
2013/07/14,1522
2013/07/15,1540
2013/07/16,1572
2013/07/17,1609
2013/07/18,1631
2013/07/19,1650
2013/07/20,1640
2013/07/21,1625
2013/07/22,1654
2013/07/23,1700
2013/07/24,1716
2013/07/25,1720
2013/07/26,1738
2013/07/27,1735
2013/07/28,1743
2013/07/29,1754
2013/07/30,1788
2013/07/31,1780
2013/08/01,1801
2013/08/02,1794
2013/08/03,1778
2013/08/04,1744
2013/08/05,1751
2013/08/06,1747
2013/08/07,1742
2013/08/08,1713
2013/08/09,1682
2013/08/10,1646
2013/08/11,1620
2013/08/12,1605
2013/08/13,1634
2013/08/14,1660
2013/08/15,1634
2013/08/16,1604
2013/08/17,1591
2013/08/18,1574
2013/08/19,1584
2013/08/20,1597
2013/08/21,1607
2013/08/22,1577
2013/08/23,1568
2013/08/24,1550
2013/08/25,1532
2013/08/26,1542
2013/08/27,1547
2013/08/28,1540
2013/08/29,1638
2013/08/30,1635
2013/08/31,1638
2013/09/01,1655
2013/09/02,1675
2013/09/03,1713
2013/09/04,1730
2013/09/05,1742
2013/09/06,1740
2013/09/07,1747
2013/09/08,1741
2013/09/09,1780
2013/09/10,1795
2013/09/11,1810
2013/09/12,1788
2013/09/13,1766
2013/09/14,1775
2013/09/15,1757
2013/09/16,1755
2013/09/17,1749
2013/09/18,1756
2013/09/19,1761
2013/09/20,1738
2013/09/21,1729
2013/09/22,1715
2013/09/23,1738
2013/09/24,1756
2013/09/25,1773
2013/09/26,1772
2013/09/27,1786
2013/09/28,1666
2013/09/29,1669
2013/09/30,1668
2013/10/01,1672
2013/10/02,1679
2013/10/03,1660
2013/10/04,1651
2013/10/05,1633
2013/10/06,1628
2013/10/07,1644
2013/10/08,1676
2013/10/09,1679
2013/10/10,1685
2013/10/11,1682
2013/10/12,1685
2013/10/13,1684
2013/10/14,1698
2013/10/15,1742
2013/10/16,1779
2013/10/17,1824
2013/10/18,1843
2013/10/19,1879
2013/10/20,1905
2013/10/21,1967
2013/10/22,2040
2013/10/23,2105
2013/10/24,2145
2013/10/25,2359
2013/10/26,2388
2013/10/27,2397
2013/10/28,2424
2013/10/29,2586
2013/10/30,2613
2013/10/31,2612
2013/11/01,2633
2013/11/02,2687
2013/11/03,2738
2013/11/04,2859
2013/11/05,2988
2013/11/06,3065
2013/11/07,3190
2013/11/08,3304
2013/11/09,3433
2013/11/10,3503
2013/11/11,3582
2013/11/12,3740
2013/11/13,3913
2013/11/14,4060
2013/11/15,4551
2013/11/16,4922
2013/11/17,5196
2013/11/18,5596
2013/11/19,6011
2013/11/20,6285
2013/11/21,6789
2013/11/22,7365
2013/11/23,7789
2013/11/24,8096
2013/11/25,8504
2013/11/26,9740
2013/11/27,10699
2013/11/28,11569
2013/11/29,12429
2013/11/30,13244
2013/12/01,13791
2013/12/02,14267
2013/12/03,14659
2013/12/04,15086
2013/12/05,15536
2013/12/06,15900
2013/12/07,16551
2013/12/08,16995
2013/12/09,17370
2013/12/10,17616
2013/12/11,17969
2013/12/12,18203
2013/12/13,18414
2013/12/14,18528
2013/12/15,18192
2013/12/16,18528
2013/12/17,18704
2013/12/18,18670
2013/12/19,18580
2013/12/20,18546
2013/12/21,18282
2013/12/22,17944
2013/12/23,17699
2013/12/24,17457
2013/12/25,17313
2013/12/26,16294
2013/12/27,15531
2013/12/28,14755
2013/12/29,14182
2013/12/30,13650
2013/12/31,13262
2014/01/01,12983
2014/01/02,12807
2014/01/03,12611
2014/01/04,12320
2014/01/05,12277
2014/01/06,11896
2014/01/07,11694
2014/01/08,11485
2014/01/09,11381
2014/01/10,11175
2014/01/11,10942
2014/01/12,10725
2014/01/13,10658
2014/01/14,10771
2014/01/15,10254
2014/01/16,10022
2014/01/17,9761
2014/01/18,9545
2014/01/19,9535
2014/01/20,9530
2014/01/21,9405
2014/01/22,9331
2014/01/23,9207
2014/01/24,9165
2014/01/25,9112
2014/01/26,9044
2014/01/27,9104
2014/01/28,8969
2014/01/29,8822
2014/01/30,8798
2014/01/31,8672
2014/02/01,8572
2014/02/02,8432
2014/02/03,8333
2014/02/04,8183
2014/02/05,8039
2014/02/06,7854
2014/02/07,7806
2014/02/08,7737
2014/02/09,7655
2014/02/10,7704
2014/02/11,7705
2014/02/12,7650
2014/02/13,7487
2014/02/14,7411
2014/02/15,7465
2014/02/16,7487
2014/02/17,7476
2014/02/18,7311
2014/02/19,7097
2014/02/20,7010
2014/02/21,6942
2014/02/22,6853
2014/02/23,6686
2014/02/24,6659
