Date,hashrate30trx
2011/11/24,-0.559
2011/11/25,-0.557
2011/11/26,-0.557
2011/11/27,-0.557
2011/11/28,-0.559
2011/11/29,-0.559
2011/11/30,-0.559
2011/12/01,-0.552
2011/12/02,-0.541
2011/12/03,-0.53
2011/12/04,-0.52
2011/12/05,-0.509
2011/12/06,-0.496
2011/12/07,-0.482
2011/12/08,-0.468
2011/12/09,-0.455
2011/12/10,-0.44
2011/12/11,-0.427
2011/12/12,-0.415
2011/12/13,-0.406
2011/12/14,-0.395
2011/12/15,-0.386
2011/12/16,-0.381
2011/12/17,-0.375
2011/12/18,-0.367
2011/12/19,-0.358
2011/12/20,-0.347
2011/12/21,-0.335
2011/12/22,-0.323
2011/12/23,-0.31
2011/12/24,-0.298
2011/12/25,-0.283
2011/12/26,-0.262
2011/12/27,-0.238
2011/12/28,-0.216
2011/12/29,-0.195
2011/12/30,-0.179
2011/12/31,-0.163
2012/01/01,-0.147
2012/01/02,-0.132
2012/01/03,-0.116
2012/01/04,-0.099
2012/01/05,-0.085
2012/01/06,-0.068
2012/01/07,-0.049
2012/01/08,-0.027
2012/01/09,-0.004
2012/01/10,0.018
2012/01/11,0.038
2012/01/12,0.06
2012/01/13,0.077
2012/01/14,0.093
2012/01/15,0.107
2012/01/16,0.121
2012/01/17,0.137
2012/01/18,0.15
2012/01/19,0.158
2012/01/20,0.163
2012/01/21,0.171
2012/01/22,0.179
2012/01/23,0.188
2012/01/24,0.196
2012/01/25,0.204
2012/01/26,0.208
2012/01/27,0.21
2012/01/28,0.212
2012/01/29,0.216
2012/01/30,0.224
2012/01/31,0.233
2012/02/01,0.24
2012/02/02,0.245
2012/02/03,0.253
2012/02/04,0.261
2012/02/05,0.268
2012/02/06,0.274
2012/02/07,0.278
2012/02/08,0.28
2012/02/09,0.28
2012/02/10,0.28
2012/02/11,0.279
2012/02/12,0.28
2012/02/13,0.281
2012/02/14,0.279
2012/02/15,0.274
2012/02/16,0.268
2012/02/17,0.261
2012/02/18,0.258
2012/02/19,0.26
2012/02/20,0.262
2012/02/21,0.259
2012/02/22,0.256
2012/02/23,0.256
2012/02/24,0.255
2012/02/25,0.257
2012/02/26,0.26
2012/02/27,0.263
2012/02/28,0.265
2012/02/29,0.271
2012/03/01,0.276
2012/03/02,0.28
2012/03/03,0.277
2012/03/04,0.272
2012/03/05,0.266
2012/03/06,0.261
2012/03/07,0.257
2012/03/08,0.257
2012/03/09,0.259
2012/03/10,0.268
2012/03/11,0.273
2012/03/12,0.279
2012/03/13,0.287
2012/03/14,0.293
2012/03/15,0.293
2012/03/16,0.291
2012/03/17,0.292
2012/03/18,0.295
2012/03/19,0.299
2012/03/20,0.302
2012/03/21,0.306
2012/03/22,0.311
2012/03/23,0.31
2012/03/24,0.311
2012/03/25,0.315
2012/03/26,0.319
2012/03/27,0.32
2012/03/28,0.321
2012/03/29,0.321
2012/03/30,0.321
2012/03/31,0.325
2012/04/01,0.328
2012/04/02,0.328
2012/04/03,0.324
2012/04/04,0.318
2012/04/05,0.308
2012/04/06,0.295
2012/04/07,0.281
2012/04/08,0.268
2012/04/09,0.259
2012/04/10,0.25
2012/04/11,0.243
2012/04/12,0.236
2012/04/13,0.226
2012/04/14,0.213
2012/04/15,0.197
2012/04/16,0.18
2012/04/17,0.165
2012/04/18,0.148
2012/04/19,0.135
2012/04/20,0.126
2012/04/21,0.12
2012/04/22,0.115
2012/04/23,0.112
2012/04/24,0.107
2012/04/25,0.1
2012/04/26,0.094
2012/04/27,0.086
2012/04/28,0.08
2012/04/29,0.077
2012/04/30,0.079
2012/05/01,0.085
2012/05/02,0.091
2012/05/03,0.097
2012/05/04,0.104
2012/05/05,0.11
2012/05/06,0.118
2012/05/07,0.127
2012/05/08,0.139
2012/05/09,0.153
2012/05/10,0.168
2012/05/11,0.176
2012/05/12,0.184
2012/05/13,0.189
2012/05/14,0.192
2012/05/15,0.194
2012/05/16,0.191
2012/05/17,0.184
2012/05/18,0.178
2012/05/19,0.173
2012/05/20,0.169
2012/05/21,0.165
2012/05/22,0.157
2012/05/23,0.147
2012/05/24,0.136
2012/05/25,0.121
2012/05/26,0.105
2012/05/27,0.093
2012/05/28,0.083
2012/05/29,0.072
2012/05/30,0.058
2012/05/31,0.047
2012/06/01,0.035
2012/06/02,0.028
2012/06/03,0.025
2012/06/04,0.024
2012/06/05,0.022
2012/06/06,0.023
2012/06/07,0.022
2012/06/08,0.021
2012/06/09,0.023
2012/06/10,0.027
2012/06/11,0.034
2012/06/12,0.039
2012/06/13,0.044
2012/06/14,0.049
2012/06/15,0.054
2012/06/16,0.06
2012/06/17,0.068
2012/06/18,0.075
2012/06/19,0.087
2012/06/20,0.095
2012/06/21,0.101
2012/06/22,0.103
2012/06/23,0.109
2012/06/24,0.117
2012/06/25,0.123
2012/06/26,0.13
2012/06/27,0.138
2012/06/28,0.145
2012/06/29,0.15
2012/06/30,0.153
2012/07/01,0.154
2012/07/02,0.156
2012/07/03,0.158
2012/07/04,0.163
2012/07/05,0.167
2012/07/06,0.171
2012/07/07,0.177
2012/07/08,0.186
2012/07/09,0.196
2012/07/10,0.204
2012/07/11,0.21
2012/07/12,0.214
2012/07/13,0.217
2012/07/14,0.223
2012/07/15,0.227
2012/07/16,0.23
2012/07/17,0.235
2012/07/18,0.242
2012/07/19,0.249
2012/07/20,0.253
2012/07/21,0.257
2012/07/22,0.259
2012/07/23,0.262
2012/07/24,0.265
2012/07/25,0.269
2012/07/26,0.278
2012/07/27,0.287
2012/07/28,0.3
2012/07/29,0.309
2012/07/30,0.325
2012/07/31,0.338
2012/08/01,0.347
2012/08/02,0.355
2012/08/03,0.367
2012/08/04,0.379
2012/08/05,0.389
2012/08/06,0.395
2012/08/07,0.4
2012/08/08,0.407
2012/08/09,0.415
2012/08/10,0.424
2012/08/11,0.433
2012/08/12,0.444
2012/08/13,0.455
2012/08/14,0.467
2012/08/15,0.48
2012/08/16,0.493
2012/08/17,0.502
2012/08/18,0.507
2012/08/19,0.511
2012/08/20,0.522
2012/08/21,0.537
2012/08/22,0.547
2012/08/23,0.556
2012/08/24,0.563
2012/08/25,0.567
2012/08/26,0.574
2012/08/27,0.582
2012/08/28,0.588
2012/08/29,0.595
2012/08/30,0.602
2012/08/31,0.607
2012/09/01,0.611
2012/09/02,0.613
2012/09/03,0.618
2012/09/04,0.618
2012/09/05,0.622
2012/09/06,0.629
2012/09/07,0.641
2012/09/08,0.652
2012/09/09,0.66
2012/09/10,0.666
2012/09/11,0.672
2012/09/12,0.674
2012/09/13,0.672
2012/09/14,0.671
2012/09/15,0.668
2012/09/16,0.663
2012/09/17,0.661
2012/09/18,0.662
2012/09/19,0.662
2012/09/20,0.659
2012/09/21,0.658
2012/09/22,0.662
2012/09/23,0.664
2012/09/24,0.664
2012/09/25,0.664
2012/09/26,0.659
2012/09/27,0.651
2012/09/28,0.646
2012/09/29,0.642
2012/09/30,0.639
2012/10/01,0.633
2012/10/02,0.623
2012/10/03,0.612
2012/10/04,0.598
2012/10/05,0.583
2012/10/06,0.568
2012/10/07,0.553
2012/10/08,0.541
2012/10/09,0.531
2012/10/10,0.522
2012/10/11,0.513
2012/10/12,0.504
2012/10/13,0.495
2012/10/14,0.484
2012/10/15,0.475
2012/10/16,0.467
2012/10/17,0.46
2012/10/18,0.453
2012/10/19,0.448
2012/10/20,0.44
2012/10/21,0.436
2012/10/22,0.432
2012/10/23,0.428
2012/10/24,0.423
2012/10/25,0.416
2012/10/26,0.41
2012/10/27,0.409
2012/10/28,0.41
2012/10/29,0.411
2012/10/30,0.413
2012/10/31,0.414
2012/11/01,0.411
2012/11/02,0.408
2012/11/03,0.403
2012/11/04,0.401
2012/11/05,0.4
2012/11/06,0.398
2012/11/07,0.394
2012/11/08,0.394
2012/11/09,0.392
2012/11/10,0.392
2012/11/11,0.389
2012/11/12,0.384
2012/11/13,0.376
2012/11/14,0.369
2012/11/15,0.36
2012/11/16,0.35
2012/11/17,0.341
2012/11/18,0.334
2012/11/19,0.324
2012/11/20,0.316
2012/11/21,0.309
2012/11/22,0.303
2012/11/23,0.297
2012/11/24,0.294
2012/11/25,0.291
2012/11/26,0.29
2012/11/27,0.289
2012/11/28,0.291
2012/11/29,0.296
2012/11/30,0.298
2012/12/01,0.299
2012/12/02,0.3
2012/12/03,0.299
2012/12/04,0.294
2012/12/05,0.282
2012/12/06,0.269
2012/12/07,0.253
2012/12/08,0.238
2012/12/09,0.221
2012/12/10,0.204
2012/12/11,0.188
2012/12/12,0.174
2012/12/13,0.158
2012/12/14,0.138
2012/12/15,0.114
2012/12/16,0.089
2012/12/17,0.063
2012/12/18,0.039
2012/12/19,0.018
2012/12/20,-0.004
2012/12/21,-0.025
2012/12/22,-0.044
2012/12/23,-0.058
2012/12/24,-0.071
2012/12/25,-0.083
2012/12/26,-0.095
2012/12/27,-0.103
2012/12/28,-0.108
2012/12/29,-0.112
2012/12/30,-0.115
2012/12/31,-0.114
2013/01/01,-0.111
2013/01/02,-0.108
2013/01/03,-0.104
2013/01/04,-0.1
2013/01/05,-0.097
2013/01/06,-0.096
2013/01/07,-0.095
2013/01/08,-0.091
2013/01/09,-0.09
2013/01/10,-0.087
2013/01/11,-0.087
2013/01/12,-0.09
2013/01/13,-0.095
2013/01/14,-0.098
2013/01/15,-0.101
2013/01/16,-0.105
2013/01/17,-0.11
2013/01/18,-0.118
2013/01/19,-0.124
2013/01/20,-0.129
2013/01/21,-0.132
2013/01/22,-0.134
2013/01/23,-0.136
2013/01/24,-0.138
2013/01/25,-0.14
2013/01/26,-0.142
2013/01/27,-0.142
2013/01/28,-0.141
2013/01/29,-0.139
2013/01/30,-0.135
2013/01/31,-0.127
2013/02/01,-0.116
2013/02/02,-0.105
2013/02/03,-0.092
2013/02/04,-0.077
2013/02/05,-0.058
2013/02/06,-0.039
2013/02/07,-0.021
2013/02/08,-0.003
2013/02/09,0.012
2013/02/10,0.028
2013/02/11,0.046
2013/02/12,0.062
2013/02/13,0.076
2013/02/14,0.092
2013/02/15,0.109
2013/02/16,0.131
2013/02/17,0.157
2013/02/18,0.188
2013/02/19,0.218
2013/02/20,0.249
2013/02/21,0.285
2013/02/22,0.319
2013/02/23,0.352
2013/02/24,0.382
2013/02/25,0.413
2013/02/26,0.442
2013/02/27,0.472
2013/02/28,0.5
2013/03/01,0.526
2013/03/02,0.549
2013/03/03,0.571
2013/03/04,0.596
2013/03/05,0.62
2013/03/06,0.642
2013/03/07,0.66
2013/03/08,0.676
2013/03/09,0.693
2013/03/10,0.712
2013/03/11,0.733
2013/03/12,0.743
2013/03/13,0.751
2013/03/14,0.762
2013/03/15,0.777
2013/03/16,0.795
2013/03/17,0.819
2013/03/18,0.849
2013/03/19,0.88
2013/03/20,0.911
2013/03/21,0.949
2013/03/22,0.992
2013/03/23,1.037
2013/03/24,1.089
2013/03/25,1.138
2013/03/26,1.181
2013/03/27,1.214
2013/03/28,1.245
2013/03/29,1.278
2013/03/30,1.311
2013/03/31,1.34
2013/04/01,1.373
2013/04/02,1.406
2013/04/03,1.435
2013/04/04,1.456
2013/04/05,1.468
2013/04/06,1.479
2013/04/07,1.489
2013/04/08,1.498
2013/04/09,1.506
2013/04/10,1.518
2013/04/11,1.527
2013/04/12,1.533
2013/04/13,1.533
2013/04/14,1.529
2013/04/15,1.52
2013/04/16,1.511
2013/04/17,1.501
2013/04/18,1.494
2013/04/19,1.479
2013/04/20,1.462
2013/04/21,1.45
2013/04/22,1.439
2013/04/23,1.428
2013/04/24,1.418
2013/04/25,1.406
2013/04/26,1.398
2013/04/27,1.388
2013/04/28,1.374
2013/04/29,1.363
2013/04/30,1.353
2013/05/01,1.341
2013/05/02,1.325
2013/05/03,1.305
2013/05/04,1.284
2013/05/05,1.263
2013/05/06,1.247
2013/05/07,1.235
2013/05/08,1.224
2013/05/09,1.214
2013/05/10,1.204
2013/05/11,1.196
2013/05/12,1.191
2013/05/13,1.189
2013/05/14,1.188
2013/05/15,1.182
2013/05/16,1.172
2013/05/17,1.161
2013/05/18,1.146
2013/05/19,1.133
2013/05/20,1.114
2013/05/21,1.092
2013/05/22,1.071
2013/05/23,1.052
2013/05/24,1.036
2013/05/25,1.023
2013/05/26,1.013
2013/05/27,1.008
2013/05/28,1.003
2013/05/29,1
2013/05/30,0.998
2013/05/31,1
2013/06/01,1.007
2013/06/02,1.022
2013/06/03,1.04
2013/06/04,1.062
2013/06/05,1.091
2013/06/06,1.125
2013/06/07,1.156
2013/06/08,1.185
2013/06/09,1.215
2013/06/10,1.242
2013/06/11,1.266
2013/06/12,1.293
2013/06/13,1.322
2013/06/14,1.346
2013/06/15,1.364
2013/06/16,1.381
2013/06/17,1.4
2013/06/18,1.414
2013/06/19,1.416
2013/06/20,1.415
2013/06/21,1.414
2013/06/22,1.418
2013/06/23,1.423
2013/06/24,1.424
2013/06/25,1.42
2013/06/26,1.419
2013/06/27,1.413
2013/06/28,1.409
2013/06/29,1.403
2013/06/30,1.4
2013/07/01,1.394
2013/07/02,1.387
2013/07/03,1.382
2013/07/04,1.379
2013/07/05,1.377
2013/07/06,1.376
2013/07/07,1.38
2013/07/08,1.385
2013/07/09,1.392
2013/07/10,1.396
2013/07/11,1.409
2013/07/12,1.425
2013/07/13,1.433
2013/07/14,1.441
2013/07/15,1.447
2013/07/16,1.452
2013/07/17,1.455
2013/07/18,1.457
2013/07/19,1.456
2013/07/20,1.457
2013/07/21,1.458
2013/07/22,1.463
2013/07/23,1.467
2013/07/24,1.465
2013/07/25,1.46
2013/07/26,1.457
2013/07/27,1.454
2013/07/28,1.455
2013/07/29,1.455
2013/07/30,1.458
2013/07/31,1.465
2013/08/01,1.473
2013/08/02,1.481
2013/08/03,1.492
2013/08/04,1.504
2013/08/05,1.522
2013/08/06,1.542
2013/08/07,1.563
2013/08/08,1.586
2013/08/09,1.613
2013/08/10,1.639
2013/08/11,1.668
2013/08/12,1.698
2013/08/13,1.725
2013/08/14,1.754
2013/08/15,1.782
2013/08/16,1.808
2013/08/17,1.836
2013/08/18,1.866
2013/08/19,1.894
2013/08/20,1.918
2013/08/21,1.943
2013/08/22,1.968
2013/08/23,1.995
2013/08/24,2.019
2013/08/25,2.039
2013/08/26,2.055
2013/08/27,2.069
2013/08/28,2.08
2013/08/29,2.095
2013/08/30,2.114
2013/08/31,2.137
2013/09/01,2.169
2013/09/02,2.202
2013/09/03,2.227
2013/09/04,2.252
2013/09/05,2.276
2013/09/06,2.301
2013/09/07,2.317
2013/09/08,2.322
2013/09/09,2.327
2013/09/10,2.335
2013/09/11,2.341
2013/09/12,2.353
2013/09/13,2.364
2013/09/14,2.375
2013/09/15,2.399
2013/09/16,2.42
2013/09/17,2.434
2013/09/18,2.437
2013/09/19,2.442
2013/09/20,2.447
2013/09/21,2.451
2013/09/22,2.456
2013/09/23,2.464
2013/09/24,2.471
2013/09/25,2.483
2013/09/26,2.502
2013/09/27,2.517
2013/09/28,2.525
2013/09/29,2.53
2013/09/30,2.525
2013/10/01,2.52
2013/10/02,2.51
2013/10/03,2.503
2013/10/04,2.494
2013/10/05,2.483
2013/10/06,2.482
2013/10/07,2.476
2013/10/08,2.466
2013/10/09,2.459
2013/10/10,2.454
2013/10/11,2.449
2013/10/12,2.447
2013/10/13,2.455
2013/10/14,2.475
2013/10/15,2.505
2013/10/16,2.549
2013/10/17,2.591
2013/10/18,2.628
2013/10/19,2.675
2013/10/20,2.723
2013/10/21,2.768
2013/10/22,2.819
2013/10/23,2.865
2013/10/24,2.901
2013/10/25,2.934
2013/10/26,2.984
2013/10/27,3.028
2013/10/28,3.066
2013/10/29,3.089
2013/10/30,3.105
2013/10/31,3.125
2013/11/01,3.139
2013/11/02,3.155
2013/11/03,3.161
2013/11/04,3.158
2013/11/05,3.142
2013/11/06,3.125
2013/11/07,3.102
2013/11/08,3.064
2013/11/09,3.013
2013/11/10,2.962
2013/11/11,2.922
2013/11/12,2.89
2013/11/13,2.861
2013/11/14,2.827
2013/11/15,2.786
2013/11/16,2.747
2013/11/17,2.714
2013/11/18,2.683
2013/11/19,2.646
2013/11/20,2.609
2013/11/21,2.567
2013/11/22,2.523
2013/11/23,2.48
2013/11/24,2.437
2013/11/25,2.395
2013/11/26,2.354
2013/11/27,2.308
2013/11/28,2.264
2013/11/29,2.225
2013/11/30,2.188
2013/12/01,2.163
2013/12/02,2.142
2013/12/03,2.122
2013/12/04,2.105
2013/12/05,2.085
2013/12/06,2.067
2013/12/07,2.054
2013/12/08,2.038
2013/12/09,2.024
2013/12/10,2.014
2013/12/11,2.006
2013/12/12,2
2013/12/13,1.995
2013/12/14,1.993
2013/12/15,1.996
2013/12/16,2
2013/12/17,2.007
2013/12/18,2.018
2013/12/19,2.033
2013/12/20,2.048
2013/12/21,2.056
2013/12/22,2.062
2013/12/23,2.069
2013/12/24,2.074
