Date,transactionfees30rocUSD
2010/11/06,0
2010/11/07,0
2010/11/08,0
2010/11/09,0
2010/11/10,-100
2010/11/11,0
2010/11/12,-100
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,-100
2010/11/18,0
2010/11/19,0
2010/11/20,1251
2010/11/21,0
2010/11/22,5485
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,-96.7
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,30.1
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,3225
2010/12/20,-24.945
2010/12/21,118.212
2010/12/22,-89.983
2010/12/23,-94.083
2010/12/24,255.88
2010/12/25,0
2010/12/26,-39.726
2010/12/27,156.542
2010/12/28,0
2010/12/29,257.433
2010/12/30,640.718
2010/12/31,-33.921
2011/01/01,3.633
2011/01/02,414.921
2011/01/03,1551
2011/01/04,-64.78
2011/01/05,-45.323
2011/01/06,-14.55
2011/01/07,-42.542
2011/01/08,-85.4
2011/01/09,-31.825
2011/01/10,-71.166
2011/01/11,-83.082
2011/01/12,-30.553
2011/01/13,-69.507
2011/01/14,-41.078
2011/01/15,-27.419
2011/01/16,-76.863
2011/01/17,86.037
2011/01/18,-76.024
2011/01/19,-4.79
2011/01/20,-11.78
2011/01/21,-76.396
2011/01/22,299.168
2011/01/23,243.296
2011/01/24,143.639
2011/01/25,30.253
2011/01/26,0.521
2011/01/27,529.543
2011/01/28,-74.658
2011/01/29,155.812
2011/01/30,2905
2011/01/31,462.706
2011/02/01,782.313
2011/02/02,-77.958
2011/02/03,1599
2011/02/04,426.19
2011/02/05,375.285
2011/02/06,679.83
2011/02/07,9196
2011/02/08,454.44
2011/02/09,224.793
2011/02/10,4170
2011/02/11,150.294
2011/02/12,6038
2011/02/13,620.295
2011/02/14,3017
2011/02/15,186.112
2011/02/16,270.957
2011/02/17,245.749
2011/02/18,1226
2011/02/19,506.847
2011/02/20,401.438
2011/02/21,20.587
2011/02/22,-39.131
2011/02/23,93.075
2011/02/24,16.842
2011/02/25,281.503
2011/02/26,-13.148
2011/02/27,1646
2011/02/28,75.235
2011/03/01,-73.002
2011/03/02,-36.171
2011/03/03,271.443
2011/03/04,667.15
2011/03/05,554.323
2011/03/06,2052
2011/03/07,1335
2011/03/08,916.694
2011/03/09,306.242
2011/03/10,445.962
2011/03/11,5160
2011/03/12,1.487
2011/03/13,157.142
2011/03/14,38.847
2011/03/15,279.384
2011/03/16,-67.901
2011/03/17,180.618
2011/03/18,50.381
2011/03/19,378.817
2011/03/20,71.425
2011/03/21,240.371
2011/03/22,3670
2011/03/23,1668
2011/03/24,3183
2011/03/25,1368
2011/03/26,1343
2011/03/27,966.297
2011/03/28,313.398
2011/03/29,116.136
2011/03/30,607.65
2011/03/31,1027
2011/04/01,846.811
2011/04/02,-38.19
2011/04/03,449.031
2011/04/04,57.161
2011/04/05,-28.45
2011/04/06,-30.685
2011/04/07,-4.124
2011/04/08,16.245
2011/04/09,53.002
2011/04/10,-25.139
2011/04/11,274.307
2011/04/12,231.42
2011/04/13,165.026
2011/04/14,759.174
2011/04/15,157.819
2011/04/16,422.476
2011/04/17,124.828
2011/04/18,327.574
2011/04/19,307.209
2011/04/20,154.435
2011/04/21,-42.398
2011/04/22,6.102
2011/04/23,9.138
2011/04/24,117.59
2011/04/25,370.006
2011/04/26,17.898
2011/04/27,198.434
2011/04/28,343.597
2011/04/29,177.426
2011/04/30,376.201
2011/05/01,422.988
2011/05/02,290.376
2011/05/03,185.628
2011/05/04,333.35
2011/05/05,413.818
2011/05/06,295.271
2011/05/07,337.739
2011/05/08,438.015
2011/05/09,544.988
2011/05/10,431.981
2011/05/11,742.706
2011/05/12,564.58
2011/05/13,1207
2011/05/14,426.229
2011/05/15,2121
2011/05/16,1327
2011/05/17,2120
2011/05/18,1902
2011/05/19,1160
2011/05/20,704.349
2011/05/21,1081
2011/05/22,565.63
2011/05/23,495.13
2011/05/24,411.076
2011/05/25,380.521
2011/05/26,923.226
2011/05/27,558.657
2011/05/28,412.046
2011/05/29,344.669
2011/05/30,300.965
2011/05/31,201.427
2011/06/01,563.862
2011/06/02,492.462
2011/06/03,371.616
2011/06/04,527.892
2011/06/05,501.177
2011/06/06,748.952
2011/06/07,566.909
2011/06/08,702.862
2011/06/09,706.144
2011/06/10,490.035
2011/06/11,379.905
2011/06/12,178.228
2011/06/13,139.072
2011/06/14,73.366
2011/06/15,134.987
2011/06/16,85.47
2011/06/17,74.095
2011/06/18,68.016
2011/06/19,67.349
2011/06/20,18.364
2011/06/21,34.104
2011/06/22,17.96
2011/06/23,-12.063
2011/06/24,-6.406
2011/06/25,53.832
2011/06/26,71.652
2011/06/27,57.151
2011/06/28,25.709
2011/06/29,10.426
2011/06/30,4.31
2011/07/01,-18.912
2011/07/02,-16.111
2011/07/03,-36.718
2011/07/04,-59.813
2011/07/05,-43.352
2011/07/06,-58.308
2011/07/07,-67.123
2011/07/08,-77.515
2011/07/09,-77.339
2011/07/10,-75.866
2011/07/11,-67.438
2011/07/12,-62.71
2011/07/13,-63.526
2011/07/14,-57.06
2011/07/15,-54.116
2011/07/16,-61.988
2011/07/17,-56.327
2011/07/18,-52.261
2011/07/19,-43.277
2011/07/20,-46.661
2011/07/21,-52.298
2011/07/22,-21.824
2011/07/23,-40.247
2011/07/24,-32.687
2011/07/25,-56.327
2011/07/26,-69.394
2011/07/27,-58.412
2011/07/28,-59.08
2011/07/29,-60.918
2011/07/30,-58.707
2011/07/31,-59.033
2011/08/01,-56.126
2011/08/02,-57.046
2011/08/03,-53.641
2011/08/04,-66.609
2011/08/05,-60.161
2011/08/06,28.115
2011/08/07,-68.836
2011/08/08,-63.802
2011/08/09,-48.344
2011/08/10,-37.247
2011/08/11,-58.643
2011/08/12,-64.773
2011/08/13,-57.462
2011/08/14,-49.138
2011/08/15,-26.39
2011/08/16,-41.755
2011/08/17,-50.352
2011/08/18,-60.431
2011/08/19,-30.257
2011/08/20,-42.09
2011/08/21,-58.767
2011/08/22,-24.462
2011/08/23,-39.058
2011/08/24,-28.05
2011/08/25,-35.141
2011/08/26,-63.644
2011/08/27,-47.863
2011/08/28,-45.763
2011/08/29,-52.383
2011/08/30,-1.267
2011/08/31,-44.448
2011/09/01,-39.648
2011/09/02,-27.065
2011/09/03,-40.625
2011/09/04,27.289
2011/09/05,-71.992
2011/09/06,-14.226
2011/09/07,-5.996
2011/09/08,-56.085
2011/09/09,-53.121
2011/09/10,-51.896
2011/09/11,-47.543
2011/09/12,-46.064
2011/09/13,-73.735
2011/09/14,-72.434
2011/09/15,-47.624
2011/09/16,-59.443
2011/09/17,-47.629
2011/09/18,-60.609
2011/09/19,-45.547
2011/09/20,-44.924
2011/09/21,-63.214
2011/09/22,-67.272
2011/09/23,-71.399
2011/09/24,-23.678
2011/09/25,-43.622
2011/09/26,-59.686
2011/09/27,-47.328
2011/09/28,-40.468
2011/09/29,-73.857
2011/09/30,-55.847
2011/10/01,-45.446
2011/10/02,-61.264
2011/10/03,25.958
2011/10/04,-72.083
2011/10/05,-57.722
2011/10/06,9.23
2011/10/07,-57.462
2011/10/08,-48.192
2011/10/09,-63.597
2011/10/10,-46.872
2011/10/11,-16.45
2011/10/12,-36.006
2011/10/13,-9.595
2011/10/14,-35.739
2011/10/15,-59.953
2011/10/16,-38.029
2011/10/17,-50.083
2011/10/18,-66.97
2011/10/19,-68.393
2011/10/20,-35.818
2011/10/21,-67.898
2011/10/22,-53.88
2011/10/23,-52.689
2011/10/24,-74.207
2011/10/25,-56.081
2011/10/26,-39.245
2011/10/27,-55.551
2011/10/28,-47.661
2011/10/29,-28.182
2011/10/30,-25.679
2011/10/31,-43.221
2011/11/01,-14.247
2011/11/02,-74.605
2011/11/03,-52.777
2011/11/04,-55.336
2011/11/05,-71.648
2011/11/06,-58.983
2011/11/07,-25.762
2011/11/08,-3.629
2011/11/09,-34.02
2011/11/10,-57.677
2011/11/11,-61.212
2011/11/12,-56.718
2011/11/13,-28.645
2011/11/14,-48.679
2011/11/15,-54.803
2011/11/16,-32.816
2011/11/17,-6.229
2011/11/18,-6.005
2011/11/19,-52.966
2011/11/20,34.198
2011/11/21,-17.013
2011/11/22,-27.991
2011/11/23,-12.06
2011/11/24,36.29
2011/11/25,19.645
2011/11/26,-11.412
2011/11/27,-32.532
2011/11/28,-38.324
2011/11/29,-19.928
2011/11/30,-22.583
2011/12/01,-21.14
2011/12/02,26.988
2011/12/03,65.183
2011/12/04,-1.569
2011/12/05,-25.979
2011/12/06,12.128
2011/12/07,0.319
2011/12/08,-32.896
2011/12/09,4.743
2011/12/10,3.52
2011/12/11,10830
2011/12/12,7811
2011/12/13,50.732
2011/12/14,78.581
2011/12/15,374.588
2011/12/16,9.839
2011/12/17,67.855
2011/12/18,53.116
2011/12/19,71.209
2011/12/20,106.06
2011/12/21,129.059
2011/12/22,83.972
2011/12/23,25.247
2011/12/24,1.155
2011/12/25,17.974
2011/12/26,62.644
2011/12/27,87.565
2011/12/28,103.413
2011/12/29,85.401
2011/12/30,83.33
2011/12/31,61.249
2012/01/01,59.002
2012/01/02,120.314
2012/01/03,216.166
2012/01/04,843.203
2012/01/05,223.936
2012/01/06,252.263
2012/01/07,265.811
2012/01/08,151.905
2012/01/09,357.084
2012/01/10,-96.506
2012/01/11,-95.444
2012/01/12,1648
2012/01/13,332.812
2012/01/14,141.463
2012/01/15,773.536
2012/01/16,1543
2012/01/17,223.092
2012/01/18,288.674
2012/01/19,598.678
2012/01/20,681.914
2012/01/21,107.659
2012/01/22,94.93
2012/01/23,169.932
2012/01/24,270.147
2012/01/25,140.779
2012/01/26,222.479
2012/01/27,635.345
2012/01/28,150.867
2012/01/29,6677
2012/01/30,645.612
2012/01/31,59.268
2012/02/01,-21.631
2012/02/02,108.991
2012/02/03,-54.551
2012/02/04,39.303
2012/02/05,-45.7
2012/02/06,-24.745
2012/02/07,30.139
2012/02/08,-41.546
2012/02/09,21.485
2012/02/10,-45.913
2012/02/11,-93.075
2012/02/12,-67.423
2012/02/13,-71.514
2012/02/14,-46.215
2012/02/15,-92.58
2012/02/16,-35.474
2012/02/17,-75.252
2012/02/18,-90.934
2012/02/19,-91.789
2012/02/20,-40.582
2012/02/21,-35.557
2012/02/22,-60.161
2012/02/23,-65.048
2012/02/24,-44.731
2012/02/25,-67.709
2012/02/26,-85.155
2012/02/27,-50.611
2012/02/28,-98.516
2012/02/29,-90.437
2012/03/01,-15.225
2012/03/02,-33.401
2012/03/03,-77.451
2012/03/04,-41.611
2012/03/05,-48.723
2012/03/06,4.486
2012/03/07,-22.623
2012/03/08,-42.523
2012/03/09,-23.822
2012/03/10,-29.326
2012/03/11,-5.639
2012/03/12,3.28
2012/03/13,153.388
2012/03/14,13.393
2012/03/15,-60.915
2012/03/16,138.772
2012/03/17,-38.949
2012/03/18,22.039
2012/03/19,42.343
2012/03/20,74.488
2012/03/21,-17.748
2012/03/22,6.058
2012/03/23,56.516
2012/03/24,272.92
2012/03/25,60.922
2012/03/26,-1.098
2012/03/27,5.651
2012/03/28,-21.171
2012/03/29,0.665
2012/03/30,25.838
2012/03/31,-25.832
2012/04/01,18.319
2012/04/02,41.736
2012/04/03,-6.086
2012/04/04,-6.73
2012/04/05,-10.471
2012/04/06,17.57
2012/04/07,-3.173
2012/04/08,0.085
2012/04/09,-29.614
2012/04/10,46.683
2012/04/11,7.498
2012/04/12,-52.4
2012/04/13,-28.591
2012/04/14,21.457
2012/04/15,-63.666
2012/04/16,25.282
2012/04/17,51.093
2012/04/18,14.951
2012/04/19,12.804
2012/04/20,95.444
2012/04/21,49.171
2012/04/22,24.049
2012/04/23,-72.305
2012/04/24,-16.667
2012/04/25,54.425
2012/04/26,106.259
2012/04/27,48.604
2012/04/28,64.245
2012/04/29,-16.503
2012/04/30,-25.07
2012/05/01,-2.366
2012/05/02,10.554
2012/05/03,25.69
2012/05/04,9.969
2012/05/05,-10.444
2012/05/06,-6.269
2012/05/07,25.648
2012/05/08,11.733
2012/05/09,45.379
2012/05/10,-7.937
2012/05/11,-3.992
2012/05/12,-21.405
2012/05/13,36.956
2012/05/14,28.53
2012/05/15,83.665
2012/05/16,4.44
2012/05/17,-18.485
2012/05/18,-3.084
2012/05/19,19.215
2012/05/20,-29.995
2012/05/21,-14.984
2012/05/22,-31.988
2012/05/23,14.713
2012/05/24,-14.106
2012/05/25,-9.996
2012/05/26,-46.05
2012/05/27,-31.252
2012/05/28,-29.292
2012/05/29,10.637
2012/05/30,39.073
2012/05/31,-7.2
2012/06/01,-10.112
2012/06/02,-28.667
2012/06/03,-21.119
2012/06/04,5.861
2012/06/05,7.524
2012/06/06,3.161
2012/06/07,0.15
2012/06/08,-6.678
2012/06/09,2.955
2012/06/10,8.125
2012/06/11,4.654
2012/06/12,-12.004
2012/06/13,-20.441
2012/06/14,-19.766
2012/06/15,3.92
2012/06/16,16.346
2012/06/17,6.279
2012/06/18,-2.894
2012/06/19,38.403
2012/06/20,40.402
2012/06/21,182.786
2012/06/22,63.218
2012/06/23,38.034
2012/06/24,22.667
2012/06/25,3.776
2012/06/26,13.178
2012/06/27,15.327
2012/06/28,34.625
2012/06/29,-9.479
2012/06/30,33.606
2012/07/01,5.185
2012/07/02,65.272
2012/07/03,20.393
2012/07/04,13.579
2012/07/05,6.29
2012/07/06,17.962
2012/07/07,216.66
2012/07/08,-3.053
2012/07/09,13.761
2012/07/10,42.01
2012/07/11,42.112
2012/07/12,18.975
2012/07/13,16.039
2012/07/14,37.702
2012/07/15,33.603
2012/07/16,33.573
2012/07/17,30.121
2012/07/18,62.611
2012/07/19,30.2
2012/07/20,99.741
2012/07/21,-35.837
2012/07/22,-22.933
2012/07/23,8.339
2012/07/24,14.936
2012/07/25,34.92
2012/07/26,36.056
2012/07/27,46.175
2012/07/28,31.666
2012/07/29,37.183
2012/07/30,25.712
2012/07/31,39.788
2012/08/01,26.765
2012/08/02,66.097
2012/08/03,159.097
2012/08/04,60.584
2012/08/05,84.347
2012/08/06,-32.072
2012/08/07,87.336
2012/08/08,231.069
2012/08/09,32.234
2012/08/10,303.089
2012/08/11,59.64
2012/08/12,27.501
2012/08/13,21.034
2012/08/14,43.182
2012/08/15,48.411
2012/08/16,64.541
2012/08/17,31.036
2012/08/18,-2.013
2012/08/19,-34.804
2012/08/20,38.305
2012/08/21,28.939
2012/08/22,6.067
2012/08/23,35.029
2012/08/24,28.611
2012/08/25,43.918
2012/08/26,31.193
2012/08/27,80.663
2012/08/28,95.542
2012/08/29,49.095
2012/08/30,97.848
2012/08/31,26.671
2012/09/01,45.31
2012/09/02,-4.722
2012/09/03,47.771
2012/09/04,-7.904
2012/09/05,-11.181
2012/09/06,-6.034
2012/09/07,-54.322
2012/09/08,22.653
2012/09/09,-56.355
2012/09/10,19.387
2012/09/11,57.321
2012/09/12,34.18
2012/09/13,5.7
2012/09/14,-20.511
2012/09/15,-21.962
2012/09/16,-35.406
2012/09/17,24.321
2012/09/18,43.105
2012/09/19,18.509
2012/09/20,23.734
2012/09/21,101.446
2012/09/22,30.974
2012/09/23,28.643
2012/09/24,55.441
2012/09/25,-2.326
2012/09/26,-21.325
2012/09/27,-23.801
2012/09/28,189.73
2012/09/29,-19.885
2012/09/30,-12.266
2012/10/01,-4.602
2012/10/02,27.338
2012/10/03,-3.115
2012/10/04,567.192
2012/10/05,41.982
2012/10/06,30.642
2012/10/07,39.57
2012/10/08,6.875
2012/10/09,10.767
2012/10/10,13.608
2012/10/11,8.746
2012/10/12,3.749
2012/10/13,-1.11
2012/10/14,13.761
2012/10/15,29.169
2012/10/16,39.607
2012/10/17,248.097
2012/10/18,-13.237
2012/10/19,-10.68
2012/10/20,-3.087
2012/10/21,-40.796
2012/10/22,-19.852
2012/10/23,-3.458
2012/10/24,-34.27
2012/10/25,-3.843
2012/10/26,18.941
2012/10/27,12.557
2012/10/28,-66.68
2012/10/29,16.452
2012/10/30,20.169
2012/10/31,9.988
2012/11/01,-20.433
2012/11/02,10.714
2012/11/03,-83.979
2012/11/04,-10.787
2012/11/05,-0.225
2012/11/06,-6.046
2012/11/07,3.585
2012/11/08,-0.823
2012/11/09,-6.857
2012/11/10,-12.248
2012/11/11,-6.194
2012/11/12,7.618
2012/11/13,12.866
2012/11/14,2.876
2012/11/15,8.716
2012/11/16,-62.575
2012/11/17,29.246
2012/11/18,26.662
2012/11/19,27.997
2012/11/20,25.999
2012/11/21,35.607
2012/11/22,11.685
2012/11/23,31.809
2012/11/24,30.589
2012/11/25,13.897
2012/11/26,15.452
2012/11/27,387.445
2012/11/28,66.417
2012/11/29,18.776
2012/11/30,3.948
2012/12/01,6.565
2012/12/02,-5.585
2012/12/03,28.452
2012/12/04,31.309
2012/12/05,25.083
2012/12/06,28.3
2012/12/07,15.928
2012/12/08,22.966
2012/12/09,21.018
2012/12/10,31.947
2012/12/11,43.511
2012/12/12,30.498
2012/12/13,74.632
2012/12/14,32.755
2012/12/15,9.135
2012/12/16,13.026
2012/12/17,15.893
2012/12/18,14.033
2012/12/19,18.325
2012/12/20,31.714
2012/12/21,21.209
2012/12/22,25.033
2012/12/23,12.627
2012/12/24,14.256
2012/12/25,8.601
2012/12/26,17.391
2012/12/27,-68.801
2012/12/28,-25.84
2012/12/29,7.231
2012/12/30,8.909
2012/12/31,10.161
2013/01/01,15.171
2013/01/02,0.681
2013/01/03,3.77
2013/01/04,-3.084
2013/01/05,-6.454
2013/01/06,36.637
2013/01/07,12.222
2013/01/08,10.558
2013/01/09,-9.508
2013/01/10,246.154
2013/01/11,5.601
2013/01/12,-22.859
2013/01/13,-1.843
2013/01/14,7.427
2013/01/15,-0.908
2013/01/16,1.49
2013/01/17,9.656
2013/01/18,11.3
2013/01/19,46.82
2013/01/20,8.997
2013/01/21,8.061
2013/01/22,10.079
2013/01/23,55.771
2013/01/24,48.457
2013/01/25,33.838
2013/01/26,38.424
2013/01/27,39.493
2013/01/28,38.757
2013/01/29,71.694
2013/01/30,46.783
2013/01/31,70.681
2013/02/01,65.591
2013/02/02,130.726
2013/02/03,62.641
2013/02/04,58.471
2013/02/05,14.981
2013/02/06,32.028
2013/02/07,49.451
2013/02/08,72.144
2013/02/09,-55.631
2013/02/10,65.292
2013/02/11,78.925
2013/02/12,80.901
2013/02/13,110.351
2013/02/14,106.222
2013/02/15,148.961
2013/02/16,124.342
2013/02/17,114.082
2013/02/18,37.25
2013/02/19,92.765
2013/02/20,108.767
2013/02/21,113.615
2013/02/22,54.734
2013/02/23,49.591
2013/02/24,57.753
2013/02/25,81.975
2013/02/26,75.644
2013/02/27,82.435
2013/02/28,69.776
2013/03/01,117.765
2013/03/02,66.094
2013/03/03,50.628
2013/03/04,5.898
2013/03/05,94.145
2013/03/06,490.505
2013/03/07,131.403
2013/03/08,126.781
2013/03/09,140.794
2013/03/10,107.342
2013/03/11,113.254
2013/03/12,225.429
2013/03/13,98.07
2013/03/14,96.626
2013/03/15,95.982
2013/03/16,89.543
2013/03/17,45.489
2013/03/18,53.69
2013/03/19,129.881
2013/03/20,95.229
2013/03/21,147.468
2013/03/22,204.283
2013/03/23,134.756
2013/03/24,104.764
2013/03/25,159.376
2013/03/26,192.472
2013/03/27,212.644
2013/03/28,229.01
2013/03/29,216.046
2013/03/30,213.375
2013/03/31,165.432
2013/04/01,155.409
2013/04/02,288.8
2013/04/03,361.681
2013/04/04,325.724
2013/04/05,22.83
2013/04/06,173.006
2013/04/07,242.65
2013/04/08,202.833
2013/04/09,289.868
2013/04/10,375.759
2013/04/11,75.612
2013/04/12,123.485
2013/04/13,88.876
2013/04/14,95.751
2013/04/15,191.73
2013/04/16,45.741
2013/04/17,177.165
2013/04/18,49.959
2013/04/19,113.834
2013/04/20,87.82
2013/04/21,15.694
2013/04/22,76.618
2013/04/23,133.753
2013/04/24,106.792
2013/04/25,104.115
2013/04/26,9.315
2013/04/27,29.214
2013/04/28,15.179
2013/04/29,21.848
2013/04/30,39.116
2013/05/01,18.846
2013/05/02,0.985
2013/05/03,-31.644
2013/05/04,-32.218
2013/05/05,-31.259
2013/05/06,11.326
2013/05/07,-24.648
2013/05/08,-7.84
2013/05/09,-25.583
2013/05/10,-42.101
2013/05/11,-11.22
2013/05/12,8.678
2013/05/13,45.306
2013/05/14,6.072
2013/05/15,-17.041
2013/05/16,134.946
2013/05/17,-6.713
2013/05/18,-1.051
2013/05/19,12.307
2013/05/20,-8.076
2013/05/21,16.709
2013/05/22,0.144
2013/05/23,-6.526
2013/05/24,-16.045
2013/05/25,-12.917
2013/05/26,2.16
2013/05/27,7.075
2013/05/28,24.086
2013/05/29,3.833
2013/05/30,-18.594
2013/05/31,13.843
2013/06/01,-8.313
2013/06/02,33.821
2013/06/03,32.961
2013/06/04,36.665
2013/06/05,13.838
2013/06/06,-0.757
2013/06/07,-23.631
2013/06/08,-1.098
2013/06/09,-17.872
2013/06/10,-15.572
2013/06/11,5.967
2013/06/12,-6.837
2013/06/13,8.13
2013/06/14,-24.353
2013/06/15,-31.582
2013/06/16,-29.781
2013/06/17,-5.342
2013/06/18,-23.573
2013/06/19,-17.009
2013/06/20,41.716
2013/06/21,-13.347
2013/06/22,15.403
2013/06/23,-19.991
2013/06/24,-25.907
2013/06/25,-26.162
2013/06/26,-27.199
2013/06/27,-46.612
2013/06/28,-25.219
2013/06/29,-43.284
2013/06/30,-19.305
2013/07/01,-45.228
2013/07/02,-38.477
2013/07/03,-49.017
2013/07/04,-53.89
2013/07/05,-49.774
2013/07/06,-34.454
2013/07/07,-50.808
2013/07/08,-42.322
2013/07/09,-28.086
2013/07/10,-35.803
2013/07/11,-35.174
2013/07/12,-45.934
2013/07/13,-22.975
2013/07/14,-22.174
2013/07/15,-41.293
2013/07/16,12.062
2013/07/17,-8.923
2013/07/18,-7.612
2013/07/19,-42.28
2013/07/20,-59.301
2013/07/21,-39.962
2013/07/22,-46.644
2013/07/23,-45.269
2013/07/24,-16.661
2013/07/25,-5.218
2013/07/26,-43.925
2013/07/27,19.919
2013/07/28,-36.902
2013/07/29,11.341
2013/07/30,-1.513
2013/07/31,80.804
2013/08/01,-3.327
2013/08/02,-16.756
2013/08/03,6.149
2013/08/04,8.282
2013/08/05,-11.763
2013/08/06,75.028
2013/08/07,-12.516
2013/08/08,31.476
2013/08/09,62.635
2013/08/10,-19.192
2013/08/11,47.063
2013/08/12,-39.105
2013/08/13,-8.195
2013/08/14,51.685
2013/08/15,28.746
2013/08/16,-13.567
2013/08/17,-37.001
2013/08/18,63.74
2013/08/19,16.572
2013/08/20,-6.189
2013/08/21,-19.088
2013/08/22,30.823
2013/08/23,-10.423
2013/08/24,-18.881
2013/08/25,51.015
2013/08/26,2.347
2013/08/27,26.817
2013/08/28,598.755
2013/08/29,-36.296
2013/08/30,-13.091
2013/08/31,11.247
2013/09/01,24.13
2013/09/02,110.815
2013/09/03,7.721
2013/09/04,18.25
2013/09/05,-15.186
2013/09/06,18.672
2013/09/07,-33.266
2013/09/08,-21.198
2013/09/09,16.423
2013/09/10,-27.893
2013/09/11,17.498
2013/09/12,34.941
2013/09/13,-29.507
2013/09/14,-45.343
2013/09/15,0.076
2013/09/16,98.488
2013/09/17,600.687
2013/09/18,232.172
2013/09/19,243.969
2013/09/20,-0.747
2013/09/21,-0.831
2013/09/22,-3.553
2013/09/23,29.396
2013/09/24,-18.957
2013/09/25,-11.964
2013/09/26,-19.028
2013/09/27,-53.552
2013/09/28,42.354
2013/09/29,-6.682
2013/09/30,-16.354
2013/10/01,26.357
2013/10/02,-37.5
2013/10/03,-10.826
2013/10/04,-9.464
2013/10/05,8.673
2013/10/06,-6.819
2013/10/07,62.496
2013/10/08,-29.642
2013/10/09,18.092
2013/10/10,17.385
2013/10/11,-2.719
2013/10/12,12.456
2013/10/13,31.23
2013/10/14,29.848
2013/10/15,46.574
2013/10/16,28.824
2013/10/17,-80.465
2013/10/18,-58.357
2013/10/19,-46.271
2013/10/20,63.81
2013/10/21,66.351
2013/10/22,84.027
2013/10/23,116.343
2013/10/24,149.178
2013/10/25,116.597
2013/10/26,120.827
2013/10/27,9.482
2013/10/28,51.911
2013/10/29,72.032
2013/10/30,78.659
2013/10/31,19.448
2013/11/01,110.409
2013/11/02,80.071
2013/11/03,313.465
2013/11/04,255.84
2013/11/05,259.482
2013/11/06,646.082
2013/11/07,1159
2013/11/08,629
2013/11/09,403.797
2013/11/10,327.91
2013/11/11,321.471
2013/11/12,70.53
2013/11/13,74.886
2013/11/14,43.029
2013/11/15,-7.595
2013/11/16,17.123
2013/11/17,63.375
2013/11/18,87.626
2013/11/19,125.192
2013/11/20,56.799
2013/11/21,91.559
2013/11/22,28.797
2013/11/23,44.365
2013/11/24,34.225
2013/11/25,53.977
2013/11/26,2.01
2013/11/27,146.892
2013/11/28,117.603
2013/11/29,136.459
2013/11/30,179.683
2013/12/01,56.672
2013/12/02,113.523
2013/12/03,11.996
2013/12/04,11.193
2013/12/05,26.353
2013/12/06,-62.878
2013/12/07,-31.364
2013/12/08,-67.221
2013/12/09,-32.559
2013/12/10,2.033
2013/12/11,-32.452
2013/12/12,61.687
2013/12/13,67.166
2013/12/14,46.85
2013/12/15,57.112
2013/12/16,38.396
2013/12/17,0.055
2013/12/18,-33.099
2013/12/19,-29.289
2013/12/20,2.78
2013/12/21,-38.516
2013/12/22,-32.621
2013/12/23,-32.14
