Date,size90roc
2010/07/17,-81.641
2010/07/18,151.838
2010/07/19,174.68
2010/07/20,335.377
2010/07/21,172.295
2010/07/22,116.952
2010/07/23,62.301
2010/07/24,397.109
2010/07/25,1212
2010/07/26,314.368
2010/07/27,174.891
2010/07/28,1577
2010/07/29,1126
2010/07/30,183.871
2010/07/31,119.875
2010/08/01,49.813
2010/08/02,3.191
2010/08/03,136.729
2010/08/04,11.518
2010/08/05,263.008
2010/08/06,91.013
2010/08/07,112.545
2010/08/08,54.189
2010/08/09,682.058
2010/08/10,38.349
2010/08/11,58.091
2010/08/12,-74.291
2010/08/13,-64.57
2010/08/14,113.17
2010/08/15,21.114
2010/08/16,276.864
2010/08/17,129.391
2010/08/18,894.487
2010/08/19,85.263
2010/08/20,47.788
2010/08/21,57.367
2010/08/22,69.861
2010/08/23,87.995
2010/08/24,194.816
2010/08/25,18.848
2010/08/26,123.691
2010/08/27,47.147
2010/08/28,129.246
2010/08/29,38.163
2010/08/30,126.522
2010/08/31,308.512
2010/09/01,119.995
2010/09/02,133.995
2010/09/03,82.993
2010/09/04,27.986
2010/09/05,21.76
2010/09/06,63.313
2010/09/07,35.182
2010/09/08,108.992
2010/09/09,120.053
2010/09/10,65.859
2010/09/11,56.602
2010/09/12,66.315
2010/09/13,150.663
2010/09/14,57.865
2010/09/15,185.42
2010/09/16,86.322
2010/09/17,61.412
2010/09/18,71.8
2010/09/19,36.838
2010/09/20,98.817
2010/09/21,444.139
2010/09/22,313.045
2010/09/23,221.244
2010/09/24,159.258
2010/09/25,200.759
2010/09/26,87.854
2010/09/27,143.753
2010/09/28,1.316
2010/09/29,668.042
2010/09/30,12.254
2010/10/01,292.703
2010/10/02,341.807
2010/10/03,204.082
2010/10/04,285.37
2010/10/05,170.009
2010/10/06,138.035
2010/10/07,156.129
2010/10/08,201.153
2010/10/09,94.905
2010/10/10,-33.899
2010/10/11,31.001
2010/10/12,-77.667
2010/10/13,-0.328
2010/10/14,-8.101
2010/10/15,-30.617
2010/10/16,-36.235
2010/10/17,-46.233
2010/10/18,-33.617
2010/10/19,99.736
2010/10/20,60.125
2010/10/21,99.236
2010/10/22,-18.266
2010/10/23,-73.875
2010/10/24,-22.998
2010/10/25,-15.205
2010/10/26,-83.407
2010/10/27,-65.054
2010/10/28,20.232
2010/10/29,66.493
2010/10/30,12.463
2010/10/31,29.109
2010/11/01,-32.75
2010/11/02,-9.73
2010/11/03,-47.993
2010/11/04,-36
2010/11/05,11.548
2010/11/06,-0.124
2010/11/07,-69.849
2010/11/08,93.395
2010/11/09,11.943
2010/11/10,23.552
2010/11/11,-43.233
2010/11/12,-5.926
2010/11/13,12.928
2010/11/14,-50.462
2010/11/15,1364
2010/11/16,464.956
2010/11/17,-21.865
2010/11/18,151.416
2010/11/19,3063
2010/11/20,4745
2010/11/21,3917
2010/11/22,-27.588
2010/11/23,101.067
2010/11/24,1026
2010/11/25,2295
2010/11/26,248.121
2010/11/27,99.671
2010/11/28,7.41
2010/11/29,-31.797
2010/11/30,-30.597
2010/12/01,49.624
2010/12/02,44.444
2010/12/03,84.098
2010/12/04,7.183
2010/12/05,-3.938
2010/12/06,9.099
2010/12/07,40.068
2010/12/08,-14.402
2010/12/09,18.682
2010/12/10,46.77
2010/12/11,42.37
2010/12/12,39.84
2010/12/13,223.322
2010/12/14,38.86
2010/12/15,78.05
2010/12/16,24.596
2010/12/17,143.593
2010/12/18,84.453
2010/12/19,55.799
2010/12/20,9.041
2010/12/21,-26.716
2010/12/22,52.398
2010/12/23,94.969
2010/12/24,32.119
2010/12/25,81.37
2010/12/26,21.489
2010/12/27,-10.196
2010/12/28,-51.248
2010/12/29,33.87
2010/12/30,-5.106
2010/12/31,-49.864
2011/01/01,19.996
2011/01/02,13.358
2011/01/03,161
2011/01/04,169.546
2011/01/05,304.505
2011/01/06,86.469
2011/01/07,93.674
2011/01/08,299.891
2011/01/09,258.455
2011/01/10,257.322
2011/01/11,182.099
2011/01/12,277.044
2011/01/13,330.113
2011/01/14,302.924
2011/01/15,351.606
2011/01/16,146.131
2011/01/17,15.774
2011/01/18,124.201
2011/01/19,81.09
2011/01/20,13.473
2011/01/21,156.235
2011/01/22,334.063
2011/01/23,270.677
2011/01/24,302.152
2011/01/25,90.053
2011/01/26,148.142
2011/01/27,175.335
2011/01/28,410.359
2011/01/29,537.066
2011/01/30,1169
2011/01/31,702.412
2011/02/01,467.552
2011/02/02,318.901
2011/02/03,130.876
2011/02/04,222.642
2011/02/05,231.701
2011/02/06,119.355
2011/02/07,166.437
2011/02/08,216.976
2011/02/09,333.489
2011/02/10,829.984
2011/02/11,931.72
2011/02/12,520.385
2011/02/13,-69.409
2011/02/14,-66.076
2011/02/15,579.638
2011/02/16,93.963
2011/02/17,-80.418
2011/02/18,-82.987
2011/02/19,-81.603
2011/02/20,411.126
2011/02/21,316.399
