Date,mining_profitability30wma
2010/11/04,68023
2010/11/05,68813
2010/11/06,71522
2010/11/07,75536
2010/11/08,77538
2010/11/09,76293
2010/11/10,74952
2010/11/11,73408
2010/11/12,71919
2010/11/13,71941
2010/11/14,71562
2010/11/15,70523
2010/11/16,69634
2010/11/17,68642
2010/11/18,67415
2010/11/19,64984
2010/11/20,63215
2010/11/21,61679
2010/11/22,60247
2010/11/23,58502
2010/11/24,57183
2010/11/25,56026
2010/11/26,54519
2010/11/27,52969
2010/11/28,51684
2010/11/29,50426
2010/11/30,48541
2010/12/01,46669
2010/12/02,44923
2010/12/03,43377
2010/12/04,41887
2010/12/05,40199
2010/12/06,38652
2010/12/07,37341
2010/12/08,36382
2010/12/09,35183
2010/12/10,33466
2010/12/11,32141
2010/12/12,30748
2010/12/13,29347
2010/12/14,28432
2010/12/15,27617
2010/12/16,26679
2010/12/17,25846
2010/12/18,25158
2010/12/19,24641
2010/12/20,23937
2010/12/21,23481
2010/12/22,22645
2010/12/23,22007
2010/12/24,21410
2010/12/25,20951
2010/12/26,20471
2010/12/27,20165
2010/12/28,19850
2010/12/29,19652
2010/12/30,19624
2010/12/31,19545
2011/01/01,19559
2011/01/02,19506
2011/01/03,19257
2011/01/04,19104
2011/01/05,19047
2011/01/06,18854
2011/01/07,18990
2011/01/08,18978
2011/01/09,19102
2011/01/10,19097
2011/01/11,19243
2011/01/12,19280
2011/01/13,19375
2011/01/14,19575
2011/01/15,19647
2011/01/16,19812
2011/01/17,19905
2011/01/18,19668
2011/01/19,19586
2011/01/20,19677
2011/01/21,19744
2011/01/22,20045
2011/01/23,20301
2011/01/24,20654
2011/01/25,20742
2011/01/26,20874
2011/01/27,20782
2011/01/28,20743
2011/01/29,20802
2011/01/30,20793
2011/01/31,21121
2011/02/01,21501
2011/02/02,22227
2011/02/03,22990
2011/02/04,24052
2011/02/05,25036
2011/02/06,26212
2011/02/07,27520
2011/02/08,28011
2011/02/09,29078
2011/02/10,29973
2011/02/11,30818
2011/02/12,31707
2011/02/13,32566
2011/02/14,33356
2011/02/15,34334
2011/02/16,35145
2011/02/17,35629
2011/02/18,35409
2011/02/19,34780
2011/02/20,34471
2011/02/21,33918
2011/02/22,33438
2011/02/23,33146
2011/02/24,32687
2011/02/25,32335
2011/02/26,32122
2011/02/27,31198
2011/02/28,29979
2011/03/01,28869
2011/03/02,27994
2011/03/03,27142
2011/03/04,26285
2011/03/05,25498
2011/03/06,24577
2011/03/07,23523
2011/03/08,22640
2011/03/09,21683
2011/03/10,20582
2011/03/11,19689
2011/03/12,18890
2011/03/13,18009
2011/03/14,17267
2011/03/15,16609
2011/03/16,15980
2011/03/17,15438
2011/03/18,14802
2011/03/19,14287
2011/03/20,13873
2011/03/21,13453
2011/03/22,12984
2011/03/23,12771
2011/03/24,12459
2011/03/25,12422
2011/03/26,12220
2011/03/27,12057
2011/03/28,12015
2011/03/29,11909
2011/03/30,11827
2011/03/31,11799
2011/04/01,11672
2011/04/02,11597
2011/04/03,11549
2011/04/04,11443
2011/04/05,11351
2011/04/06,11130
2011/04/07,10971
2011/04/08,10887
2011/04/09,10729
2011/04/10,10632
2011/04/11,10525
2011/04/12,10459
2011/04/13,10478
2011/04/14,10492
2011/04/15,10525
2011/04/16,10705
2011/04/17,10900
2011/04/18,10960
2011/04/19,11141
2011/04/20,11204
2011/04/21,11266
2011/04/22,11535
2011/04/23,11894
2011/04/24,12303
2011/04/25,12787
2011/04/26,13174
2011/04/27,13625
2011/04/28,14274
2011/04/29,15311
2011/04/30,16364
2011/05/01,17351
2011/05/02,18325
2011/05/03,19293
2011/05/04,20339
2011/05/05,21352
2011/05/06,22297
2011/05/07,23186
2011/05/08,24302
2011/05/09,25206
2011/05/10,25594
2011/05/11,26623
2011/05/12,27535
2011/05/13,29348
2011/05/14,31079
2011/05/15,32175
2011/05/16,33784
2011/05/17,35177
2011/05/18,36258
2011/05/19,35769
2011/05/20,35552
2011/05/21,35199
2011/05/22,34916
2011/05/23,34895
2011/05/24,34814
2011/05/25,34853
2011/05/26,34611
2011/05/27,33395
2011/05/28,32431
2011/05/29,31660
2011/05/30,30752
2011/05/31,29931
2011/06/01,29388
2011/06/02,28806
2011/06/03,28640
2011/06/04,29224
2011/06/05,29774
2011/06/06,30010
2011/06/07,30156
2011/06/08,31221
2011/06/09,32703
2011/06/10,33559
2011/06/11,33798
2011/06/12,33414
2011/06/13,33412
2011/06/14,33637
2011/06/15,33384
2011/06/16,32401
2011/06/17,31626
2011/06/18,30956
2011/06/19,30359
2011/06/20,29727
2011/06/21,29158
2011/06/22,28517
2011/06/23,27895
2011/06/24,26955
2011/06/25,25865
2011/06/26,24895
2011/06/27,23987
2011/06/28,23056
2011/06/29,22138
2011/06/30,21255
2011/07/01,20249
2011/07/02,19287
2011/07/03,18365
2011/07/04,17483
2011/07/05,16506
2011/07/06,15698
2011/07/07,14841
2011/07/08,14188
2011/07/09,13466
2011/07/10,12868
2011/07/11,12406
2011/07/12,11945
2011/07/13,11614
2011/07/14,11185
2011/07/15,10903
2011/07/16,10607
2011/07/17,10389
2011/07/18,10166
2011/07/19,9870
2011/07/20,9690
2011/07/21,9490
2011/07/22,9325
2011/07/23,9169
2011/07/24,9074
2011/07/25,8978
2011/07/26,8918
2011/07/27,8804
2011/07/28,8679
2011/07/29,8613
2011/07/30,8538
2011/07/31,8498
2011/08/01,8367
2011/08/02,8229
2011/08/03,8043
2011/08/04,7807
2011/08/05,7641
2011/08/06,7372
2011/08/07,7104
2011/08/08,6883
2011/08/09,6713
2011/08/10,6554
2011/08/11,6411
2011/08/12,6265
2011/08/13,6128
2011/08/14,6063
2011/08/15,5971
2011/08/16,5977
2011/08/17,5928
2011/08/18,5884
2011/08/19,5846
2011/08/20,5879
2011/08/21,5904
2011/08/22,5881
2011/08/23,5838
2011/08/24,5805
2011/08/25,5786
2011/08/26,5719
2011/08/27,5620
2011/08/28,5557
2011/08/29,5544
2011/08/30,5505
2011/08/31,5463
2011/09/01,5394
2011/09/02,5376
2011/09/03,5337
2011/09/04,5295
2011/09/05,5261
2011/09/06,5184
2011/09/07,5072
2011/09/08,4980
2011/09/09,4875
2011/09/10,4700
2011/09/11,4547
2011/09/12,4455
2011/09/13,4354
2011/09/14,4248
2011/09/15,4142
2011/09/16,3994
2011/09/17,3889
2011/09/18,3783
2011/09/19,3676
2011/09/20,3632
2011/09/21,3579
2011/09/22,3521
2011/09/23,3453
2011/09/24,3409
2011/09/25,3359
2011/09/26,3311
2011/09/27,3247
2011/09/28,3210
2011/09/29,3149
2011/09/30,3105
2011/10/01,3110
2011/10/02,3063
2011/10/03,3060
2011/10/04,3012
2011/10/05,3025
2011/10/06,2990
2011/10/07,2979
2011/10/08,2925
2011/10/09,2897
2011/10/10,2862
2011/10/11,2801
2011/10/12,2776
2011/10/13,2749
2011/10/14,2761
2011/10/15,2739
2011/10/16,2710
2011/10/17,2663
2011/10/18,2591
2011/10/19,2521
2011/10/20,2443
2011/10/21,2374
2011/10/22,2323
2011/10/23,2304
2011/10/24,2282
2011/10/25,2237
2011/10/26,2196
2011/10/27,2154
2011/10/28,2142
2011/10/29,2135
2011/10/30,2148
2011/10/31,2174
2011/11/01,2212
2011/11/02,2239
2011/11/03,2243
2011/11/04,2281
2011/11/05,2290
2011/11/06,2299
2011/11/07,2314
2011/11/08,2342
2011/11/09,2359
2011/11/10,2354
2011/11/11,2355
2011/11/12,2388
2011/11/13,2401
2011/11/14,2396
2011/11/15,2380
2011/11/16,2358
2011/11/17,2345
2011/11/18,2316
2011/11/19,2272
2011/11/20,2269
2011/11/21,2225
2011/11/22,2211
2011/11/23,2189
2011/11/24,2164
2011/11/25,2165
2011/11/26,2147
2011/11/27,2128
2011/11/28,2125
2011/11/29,2130
2011/11/30,2176
2011/12/01,2215
2011/12/02,2222
2011/12/03,2264
2011/12/04,2274
2011/12/05,2303
2011/12/06,2341
2011/12/07,2353
2011/12/08,2404
2011/12/09,2427
2011/12/10,2441
2011/12/11,2498
2011/12/12,2516
2011/12/13,2552
2011/12/14,2590
2011/12/15,2588
2011/12/16,2609
2011/12/17,2656
2011/12/18,2669
2011/12/19,2712
2011/12/20,2741
2011/12/21,2798
2011/12/22,2857
2011/12/23,2892
2011/12/24,2946
2011/12/25,3022
2011/12/26,3065
2011/12/27,3077
2011/12/28,3130
2011/12/29,3151
2011/12/30,3222
2011/12/31,3271
2012/01/01,3358
2012/01/02,3451
2012/01/03,3525
2012/01/04,3589
2012/01/05,3742
2012/01/06,3912
2012/01/07,4077
2012/01/08,4213
2012/01/09,4323
2012/01/10,4382
2012/01/11,4492
2012/01/12,4571
2012/01/13,4663
2012/01/14,4741
2012/01/15,4796
2012/01/16,4927
2012/01/17,4944
2012/01/18,4916
2012/01/19,4981
2012/01/20,5031
2012/01/21,5057
2012/01/22,5037
2012/01/23,5068
2012/01/24,5062
2012/01/25,5043
2012/01/26,5014
2012/01/27,4962
2012/01/28,4911
2012/01/29,4892
2012/01/30,4846
2012/01/31,4773
2012/02/01,4735
2012/02/02,4742
2012/02/03,4700
2012/02/04,4672
2012/02/05,4614
2012/02/06,4560
2012/02/07,4504
2012/02/08,4475
2012/02/09,4450
2012/02/10,4404
2012/02/11,4395
2012/02/12,4360
2012/02/13,4293
2012/02/14,4242
2012/02/15,4162
2012/02/16,4078
2012/02/17,4022
2012/02/18,3958
2012/02/19,3875
2012/02/20,3797
2012/02/21,3740
2012/02/22,3699
2012/02/23,3670
2012/02/24,3659
2012/02/25,3636
2012/02/26,3601
2012/02/27,3588
2012/02/28,3582
2012/02/29,3570
2012/03/01,3546
2012/03/02,3502
2012/03/03,3463
2012/03/04,3447
2012/03/05,3438
2012/03/06,3410
2012/03/07,3411
2012/03/08,3394
2012/03/09,3392
2012/03/10,3365
2012/03/11,3347
2012/03/12,3351
2012/03/13,3353
2012/03/14,3349
2012/03/15,3357
2012/03/16,3397
2012/03/17,3418
2012/03/18,3420
2012/03/19,3398
2012/03/20,3399
2012/03/21,3383
2012/03/22,3369
2012/03/23,3341
2012/03/24,3356
2012/03/25,3317
2012/03/26,3295
2012/03/27,3289
2012/03/28,3277
2012/03/29,3250
2012/03/30,3240
2012/03/31,3232
2012/04/01,3204
2012/04/02,3161
2012/04/03,3159
2012/04/04,3143
2012/04/05,3123
2012/04/06,3132
2012/04/07,3111
2012/04/08,3109
2012/04/09,3088
2012/04/10,3082
2012/04/11,3061
2012/04/12,3037
2012/04/13,3031
2012/04/14,3048
2012/04/15,3026
2012/04/16,3062
2012/04/17,3061
2012/04/18,3071
2012/04/19,3100
2012/04/20,3107
2012/04/21,3134
2012/04/22,3137
2012/04/23,3126
2012/04/24,3146
2012/04/25,3144
2012/04/26,3175
2012/04/27,3189
2012/04/28,3206
2012/04/29,3237
2012/04/30,3254
2012/05/01,3256
2012/05/02,3252
2012/05/03,3267
2012/05/04,3278
2012/05/05,3302
2012/05/06,3305
2012/05/07,3317
2012/05/08,3318
2012/05/09,3308
2012/05/10,3256
2012/05/11,3264
2012/05/12,3219
2012/05/13,3203
2012/05/14,3181
2012/05/15,3152
2012/05/16,3140
2012/05/17,3116
2012/05/18,3114
2012/05/19,3107
2012/05/20,3089
2012/05/21,3059
2012/05/22,3040
2012/05/23,3043
2012/05/24,3030
2012/05/25,3038
2012/05/26,3059
2012/05/27,3070
2012/05/28,3072
2012/05/29,3068
2012/05/30,3085
2012/05/31,3086
2012/06/01,3122
2012/06/02,3138
2012/06/03,3140
2012/06/04,3155
2012/06/05,3183
2012/06/06,3197
2012/06/07,3222
2012/06/08,3247
2012/06/09,3289
2012/06/10,3313
2012/06/11,3301
2012/06/12,3354
2012/06/13,3370
2012/06/14,3420
2012/06/15,3460
2012/06/16,3513
2012/06/17,3556
2012/06/18,3622
2012/06/19,3608
2012/06/20,3669
2012/06/21,3695
2012/06/22,3729
2012/06/23,3748
2012/06/24,3722
2012/06/25,3741
2012/06/26,3750
2012/06/27,3770
2012/06/28,3772
2012/06/29,3793
2012/06/30,3794
2012/07/01,3812
2012/07/02,3824
2012/07/03,3847
2012/07/04,3833
2012/07/05,3830
2012/07/06,3843
2012/07/07,3853
2012/07/08,3843
2012/07/09,3854
2012/07/10,3868
2012/07/11,3866
2012/07/12,3911
2012/07/13,3957
2012/07/14,3983
2012/07/15,3985
2012/07/16,4038
2012/07/17,4112
2012/07/18,4157
2012/07/19,4180
2012/07/20,4240
2012/07/21,4274
2012/07/22,4326
2012/07/23,4340
2012/07/24,4383
2012/07/25,4416
2012/07/26,4449
2012/07/27,4508
2012/07/28,4502
2012/07/29,4570
2012/07/30,4571
2012/07/31,4550
2012/08/01,4570
2012/08/02,4635
2012/08/03,4680
2012/08/04,4738
2012/08/05,4768
2012/08/06,4813
2012/08/07,4901
2012/08/08,4962
2012/08/09,5013
2012/08/10,5046
2012/08/11,5104
2012/08/12,5132
2012/08/13,5173
2012/08/14,5201
2012/08/15,5262
2012/08/16,5313
2012/08/17,5337
2012/08/18,5374
2012/08/19,5378
2012/08/20,5293
2012/08/21,5239
2012/08/22,5210
2012/08/23,5175
2012/08/24,5121
2012/08/25,5075
2012/08/26,5054
2012/08/27,4988
2012/08/28,4960
2012/08/29,4933
2012/08/30,4881
2012/08/31,4822
2012/09/01,4769
2012/09/02,4732
2012/09/03,4665
2012/09/04,4650
2012/09/05,4621
2012/09/06,4579
2012/09/07,4530
2012/09/08,4470
2012/09/09,4452
2012/09/10,4411
2012/09/11,4361
2012/09/12,4362
2012/09/13,4313
2012/09/14,4309
2012/09/15,4301
2012/09/16,4317
2012/09/17,4323
2012/09/18,4322
2012/09/19,4313
2012/09/20,4334
2012/09/21,4348
2012/09/22,4320
2012/09/23,4330
2012/09/24,4325
2012/09/25,4292
2012/09/26,4299
2012/09/27,4333
2012/09/28,4321
2012/09/29,4339
2012/09/30,4336
2012/10/01,4308
2012/10/02,4331
2012/10/03,4310
2012/10/04,4307
2012/10/05,4302
2012/10/06,4324
2012/10/07,4277
2012/10/08,4290
2012/10/09,4247
2012/10/10,4226
2012/10/11,4192
2012/10/12,4177
2012/10/13,4163
2012/10/14,4117
2012/10/15,4124
2012/10/16,4101
2012/10/17,4070
2012/10/18,4069
2012/10/19,4016
2012/10/20,4026
2012/10/21,4004
2012/10/22,3991
2012/10/23,3941
2012/10/24,3949
2012/10/25,3923
2012/10/26,3902
2012/10/27,3852
2012/10/28,3824
2012/10/29,3783
2012/10/30,3730
2012/10/31,3701
2012/11/01,3666
2012/11/02,3627
2012/11/03,3594
2012/11/04,3563
2012/11/05,3544
2012/11/06,3506
2012/11/07,3499
2012/11/08,3469
2012/11/09,3455
2012/11/10,3420
2012/11/11,3410
2012/11/12,3378
2012/11/13,3375
2012/11/14,3355
2012/11/15,3339
2012/11/16,3348
2012/11/17,3345
2012/11/18,3337
2012/11/19,3367
2012/11/20,3365
2012/11/21,3378
2012/11/22,3377
2012/11/23,3428
2012/11/24,3434
2012/11/25,3450
2012/11/26,3468
2012/11/27,3477
2012/11/28,3463
2012/11/29,3359
2012/11/30,3250
2012/12/01,3170
2012/12/02,3071
2012/12/03,2983
2012/12/04,2888
2012/12/05,2821
2012/12/06,2755
2012/12/07,2687
2012/12/08,2621
2012/12/09,2555
2012/12/10,2506
2012/12/11,2456
2012/12/12,2396
2012/12/13,2352
2012/12/14,2296
2012/12/15,2265
2012/12/16,2218
2012/12/17,2196
2012/12/18,2157
2012/12/19,2130
2012/12/20,2093
2012/12/21,2076
2012/12/22,2075
2012/12/23,2032
2012/12/24,2026
2012/12/25,2010
2012/12/26,2033
2012/12/27,2043
2012/12/28,2063
2012/12/29,2073
2012/12/30,2105
2012/12/31,2109
2013/01/01,2122
2013/01/02,2134
2013/01/03,2147
2013/01/04,2157
2013/01/05,2156
2013/01/06,2169
2013/01/07,2191
2013/01/08,2171
2013/01/09,2170
2013/01/10,2180
2013/01/11,2168
2013/01/12,2177
2013/01/13,2187
2013/01/14,2201
2013/01/15,2185
2013/01/16,2199
2013/01/17,2187
2013/01/18,2207
2013/01/19,2241
2013/01/20,2248
2013/01/21,2253
2013/01/22,2290
2013/01/23,2307
2013/01/24,2364
2013/01/25,2390
2013/01/26,2450
2013/01/27,2486
2013/01/28,2522
2013/01/29,2581
2013/01/30,2632
2013/01/31,2714
2013/02/01,2746
2013/02/02,2793
2013/02/03,2883
2013/02/04,2916
2013/02/05,2950
2013/02/06,2969
2013/02/07,3016
2013/02/08,3058
2013/02/09,3102
2013/02/10,3160
2013/02/11,3201
2013/02/12,3242
2013/02/13,3322
2013/02/14,3356
2013/02/15,3439
2013/02/16,3505
2013/02/17,3557
2013/02/18,3559
2013/02/19,3594
2013/02/20,3668
2013/02/21,3689
2013/02/22,3736
2013/02/23,3760
2013/02/24,3775
2013/02/25,3833
2013/02/26,3852
2013/02/27,3889
2013/02/28,3916
2013/03/01,3939
2013/03/02,3940
2013/03/03,3955
2013/03/04,3968
2013/03/05,3963
2013/03/06,4016
2013/03/07,4090
2013/03/08,4146
2013/03/09,4221
2013/03/10,4299
2013/03/11,4345
2013/03/12,4413
2013/03/13,4466
2013/03/14,4510
2013/03/15,4521
2013/03/16,4549
2013/03/17,4586
2013/03/18,4603
2013/03/19,4633
2013/03/20,4791
2013/03/21,4930
2013/03/22,5080
2013/03/23,5205
2013/03/24,5226
2013/03/25,5226
2013/03/26,5263
2013/03/27,5319
2013/03/28,5478
2013/03/29,5567
2013/03/30,5661
2013/03/31,5773
2013/04/01,5894
2013/04/02,6058
2013/04/03,6269
2013/04/04,6465
2013/04/05,6726
2013/04/06,6909
2013/04/07,7115
2013/04/08,7357
2013/04/09,7797
2013/04/10,8152
2013/04/11,8154
2013/04/12,8105
2013/04/13,8069
2013/04/14,7976
2013/04/15,7886
2013/04/16,7734
2013/04/17,7586
2013/04/18,7430
2013/04/19,7358
2013/04/20,7332
2013/04/21,7289
2013/04/22,7210
2013/04/23,7197
2013/04/24,7206
2013/04/25,7278
2013/04/26,7261
2013/04/27,7188
2013/04/28,7203
2013/04/29,7183
2013/04/30,7105
2013/05/01,7026
2013/05/02,6884
2013/05/03,6728
2013/05/04,6620
2013/05/05,6557
2013/05/06,6451
2013/05/07,6359
2013/05/08,6262
2013/05/09,6180
2013/05/10,6137
2013/05/11,6118
2013/05/12,6054
2013/05/13,5992
2013/05/14,5900
2013/05/15,5805
2013/05/16,5738
2013/05/17,5687
2013/05/18,5634
2013/05/19,5563
2013/05/20,5478
2013/05/21,5460
2013/05/22,5416
2013/05/23,5411
2013/05/24,5396
2013/05/25,5386
2013/05/26,5364
2013/05/27,5354
2013/05/28,5333
2013/05/29,5324
2013/05/30,5334
2013/05/31,5313
2013/06/01,5347
2013/06/02,5317
2013/06/03,5308
2013/06/04,5295
2013/06/05,5212
2013/06/06,5120
2013/06/07,5026
2013/06/08,4941
2013/06/09,4815
2013/06/10,4709
2013/06/11,4630
2013/06/12,4553
2013/06/13,4451
2013/06/14,4363
2013/06/15,4263
2013/06/16,4167
2013/06/17,4020
2013/06/18,3894
2013/06/19,3800
2013/06/20,3705
2013/06/21,3620
2013/06/22,3526
2013/06/23,3423
2013/06/24,3329
2013/06/25,3245
2013/06/26,3165
2013/06/27,3096
2013/06/28,3016
2013/06/29,2936
2013/06/30,2843
2013/07/01,2761
2013/07/02,2680
2013/07/03,2617
2013/07/04,2537
2013/07/05,2470
2013/07/06,2396
2013/07/07,2322
2013/07/08,2266
2013/07/09,2206
2013/07/10,2165
2013/07/11,2101
2013/07/12,2039
2013/07/13,2006
2013/07/14,1970
2013/07/15,1936
2013/07/16,1904
2013/07/17,1890
2013/07/18,1852
2013/07/19,1824
2013/07/20,1798
2013/07/21,1781
2013/07/22,1741
2013/07/23,1698
2013/07/24,1678
2013/07/25,1647
2013/07/26,1625
2013/07/27,1611
2013/07/28,1586
2013/07/29,1580
2013/07/30,1576
2013/07/31,1568
2013/08/01,1555
2013/08/02,1555
2013/08/03,1533
2013/08/04,1518
2013/08/05,1499
2013/08/06,1487
2013/08/07,1471
2013/08/08,1461
2013/08/09,1439
2013/08/10,1428
2013/08/11,1413
2013/08/12,1397
2013/08/13,1375
2013/08/14,1342
2013/08/15,1314
2013/08/16,1285
2013/08/17,1260
2013/08/18,1237
2013/08/19,1212
2013/08/20,1194
2013/08/21,1178
2013/08/22,1169
2013/08/23,1149
2013/08/24,1128
2013/08/25,1099
2013/08/26,1076
2013/08/27,1055
2013/08/28,1042
2013/08/29,1025
2013/08/30,1013
2013/08/31,1006
2013/09/01,994.167
2013/09/02,985.306
2013/09/03,978.645
2013/09/04,953.279
2013/09/05,933.444
2013/09/06,912.02
2013/09/07,886.508
2013/09/08,869.013
2013/09/09,856.923
2013/09/10,841.381
2013/09/11,830.366
2013/09/12,819.672
2013/09/13,808.986
2013/09/14,800.36
2013/09/15,777.183
2013/09/16,754.602
2013/09/17,741.863
2013/09/18,728.478
2013/09/19,712.358
2013/09/20,698.046
2013/09/21,682.769
2013/09/22,669.489
2013/09/23,656.304
2013/09/24,644.608
2013/09/25,629.304
2013/09/26,606.938
2013/09/27,590.387
2013/09/28,575.407
2013/09/29,559.151
2013/09/30,544.798
2013/10/01,532.218
2013/10/02,519.858
2013/10/03,505.569
2013/10/04,493.495
2013/10/05,486.568
2013/10/06,472.112
2013/10/07,457.806
2013/10/08,445.057
2013/10/09,432.928
2013/10/10,423.125
2013/10/11,412.89
2013/10/12,405.879
2013/10/13,397.445
2013/10/14,391.705
2013/10/15,387.278
2013/10/16,377.192
2013/10/17,365.483
2013/10/18,357.995
2013/10/19,351.575
2013/10/20,344.572
2013/10/21,340.092
2013/10/22,338.723
2013/10/23,338.228
2013/10/24,337.252
2013/10/25,335.118
2013/10/26,325.065
2013/10/27,318.083
2013/10/28,311.163
2013/10/29,305.437
2013/10/30,301.641
2013/10/31,297.489
2013/11/01,294.313
2013/11/02,289.743
2013/11/03,286.19
2013/11/04,284.083
2013/11/05,282.565
2013/11/06,279.487
2013/11/07,276.595
2013/11/08,276.507
2013/11/09,280.969
2013/11/10,281.972
2013/11/11,283.054
2013/11/12,286.673
2013/11/13,288.639
2013/11/14,297.068
2013/11/15,304.655
2013/11/16,312.45
2013/11/17,319.387
2013/11/18,327.008
2013/11/19,340.831
2013/11/20,346.83
2013/11/21,357.288
2013/11/22,374.86
2013/11/23,392.58
2013/11/24,408.301
2013/11/25,424.083
2013/11/26,439.432
2013/11/27,466.975
2013/11/28,492.414
2013/11/29,513.096
2013/11/30,538.75
2013/12/01,551.977
2013/12/02,560.336
2013/12/03,580.65
2013/12/04,593.209
2013/12/05,606.359
2013/12/06,619.149
2013/12/07,617.071
2013/12/08,617.681
2013/12/09,617.372
2013/12/10,619.97
2013/12/11,614.986
2013/12/12,607.955
2013/12/13,602.965
2013/12/14,598.933
2013/12/15,588.762
2013/12/16,581.249
2013/12/17,567.788
2013/12/18,549.461
2013/12/19,534.741
2013/12/20,518.032
2013/12/21,499.707
2013/12/22,481.472
2013/12/23,463.817
2013/12/24,447.084
2013/12/25,430.573
2013/12/26,418.127
2013/12/27,406.124
2013/12/28,392.198
2013/12/29,382.695
2013/12/30,373.029
2013/12/31,365.255
2014/01/01,359.419
2014/01/02,345.981
2014/01/03,339.042
2014/01/04,330.837
2014/01/05,329.108
2014/01/06,326.879
2014/01/07,323.038
2014/01/08,319.756
2014/01/09,318.347
2014/01/10,314.006
2014/01/11,313.488
2014/01/12,313.652
2014/01/13,305.771
2014/01/14,300.731
2014/01/15,297.718
2014/01/16,293.078
2014/01/17,287.062
2014/01/18,284.454
2014/01/19,280.395
2014/01/20,279.254
2014/01/21,274.668
2014/01/22,272.636
2014/01/23,268.495
2014/01/24,263.805
2014/01/25,257.838
2014/01/26,252.111
2014/01/27,248.227
2014/01/28,241.467
2014/01/29,236.175
2014/01/30,232.887
2014/01/31,228.667
2014/02/01,224.623
2014/02/02,221.05
2014/02/03,216.414
2014/02/04,212.916
2014/02/05,208.103
2014/02/06,204.026
2014/02/07,197.682
2014/02/08,192.519
2014/02/09,185.703
2014/02/10,181.155
2014/02/11,176.103
2014/02/12,171.965
2014/02/13,166.487
2014/02/14,161.398
2014/02/15,156.966
2014/02/16,153.145
2014/02/17,147.554
2014/02/18,143.24
2014/02/19,139.288
2014/02/20,134.952
2014/02/21,130.017
2014/02/22,126.977
2014/02/23,123.447
2014/02/24,120.375
2014/02/25,115.953
2014/02/26,113.51
2014/02/27,110.935
2014/02/28,107.776
2014/03/01,103.859
2014/03/02,100.475
2014/03/03,98.104
2014/03/04,96.637
2014/03/05,94.946
2014/03/06,94.143
2014/03/07,92.563
2014/03/08,91.099
2014/03/09,90.373
2014/03/10,88.807
2014/03/11,88.131
2014/03/12,87.771
2014/03/13,86.195
2014/03/14,84.71
2014/03/15,83.867
2014/03/16,83.322
2014/03/17,81.996
2014/03/18,80.922
2014/03/19,80.467
2014/03/20,79.742
2014/03/21,79.085
2014/03/22,77.788
2014/03/23,77.195
2014/03/24,76.213
2014/03/25,74.502
2014/03/26,73.234
2014/03/27,72.062
2014/03/28,70.203
2014/03/29,68.701
2014/03/30,66.648
2014/03/31,65.281
2014/04/01,63.569
2014/04/02,62.397
2014/04/03,60.617
2014/04/04,59.056
2014/04/05,57.109
2014/04/06,55.418
2014/04/07,53.726
2014/04/08,51.978
2014/04/09,50.591
2014/04/10,48.845
2014/04/11,47.532
2014/04/12,46.184
2014/04/13,44.889
2014/04/14,43.917
2014/04/15,43.073
2014/04/16,42.419
2014/04/17,41.857
2014/04/18,41.043
2014/04/19,40.23
2014/04/20,39.767
2014/04/21,39.105
2014/04/22,38.458
