Date,confirmationtime7sma
2012/02/03,9.273
2012/02/04,9.164
2012/02/05,9.381
2012/02/06,9.594
2012/02/07,9.724
2012/02/08,9.684
2012/02/09,9.809
2012/02/10,9.998
2012/02/11,10.059
2012/02/12,9.912
2012/02/13,10.005
2012/02/14,9.994
2012/02/15,10.11
2012/02/16,10.182
2012/02/17,10.045
2012/02/18,9.876
2012/02/19,9.876
2012/02/20,9.844
2012/02/21,9.948
2012/02/22,9.707
2012/02/23,9.455
2012/02/24,9.483
2012/02/25,9.526
2012/02/26,9.596
2012/02/27,9.462
2012/02/28,9.153
2012/02/29,9.009
2012/03/01,9.132
2012/03/02,9.286
2012/03/03,9.86
2012/03/04,9.99
2012/03/05,10.073
2012/03/06,10.289
2012/03/07,10.476
2012/03/08,10.432
2012/03/09,10.121
2012/03/10,9.548
2012/03/11,9.581
2012/03/12,9.402
2012/03/13,9.186
2012/03/14,9.352
2012/03/15,9.733
2012/03/16,9.853
2012/03/17,9.816
2012/03/18,9.567
2012/03/19,9.766
2012/03/20,9.766
2012/03/21,9.567
2012/03/22,9.169
2012/03/23,9.457
2012/03/24,9.365
2012/03/25,9.389
2012/03/26,9.313
2012/03/27,9.346
2012/03/28,9.415
2012/03/29,9.572
2012/03/30,9.276
2012/03/31,9.368
2012/04/01,9.506
2012/04/02,9.917
2012/04/03,10.145
2012/04/04,10.275
2012/04/05,10.575
2012/04/06,10.751
2012/04/07,11.136
2012/04/08,11.059
2012/04/09,10.694
2012/04/10,10.547
2012/04/11,10.504
2012/04/12,10.366
2012/04/13,10.526
2012/04/14,10.411
2012/04/15,10.962
2012/04/16,10.925
2012/04/17,11.049
2012/04/18,11.172
2012/04/19,10.863
2012/04/20,10.526
2012/04/21,10.382
2012/04/22,9.929
2012/04/23,10.081
2012/04/24,10.048
2012/04/25,10.086
2012/04/26,10.102
2012/04/27,10.29
2012/04/28,10.308
2012/04/29,9.988
2012/04/30,9.613
2012/05/01,9.333
2012/05/02,9.084
2012/05/03,9.067
2012/05/04,8.821
2012/05/05,8.7
2012/05/06,8.805
2012/05/07,8.866
2012/05/08,8.825
2012/05/09,8.692
2012/05/10,8.977
2012/05/11,9.138
2012/05/12,9.513
2012/05/13,9.728
2012/05/14,9.998
2012/05/15,10.411
2012/05/16,10.872
2012/05/17,11.051
2012/05/18,11.031
2012/05/19,10.805
2012/05/20,10.826
2012/05/21,10.979
2012/05/22,11.185
2012/05/23,11.067
2012/05/24,10.94
2012/05/25,11.221
2012/05/26,11.289
2012/05/27,11.092
2012/05/28,10.908
2012/05/29,10.752
2012/05/30,10.74
2012/05/31,10.585
2012/06/01,10.238
2012/06/02,10.075
2012/06/03,10.126
2012/06/04,10.004
2012/06/05,9.771
2012/06/06,9.545
2012/06/07,9.535
2012/06/08,9.64
2012/06/09,9.558
2012/06/10,9.452
2012/06/11,9.595
2012/06/12,9.514
2012/06/13,9.541
2012/06/14,9.379
2012/06/15,9.214
2012/06/16,9.33
2012/06/17,9.345
2012/06/18,9.051
2012/06/19,9.132
2012/06/20,9.179
2012/06/21,9.373
2012/06/22,9.57
2012/06/23,9.506
2012/06/24,9.822
2012/06/25,9.982
2012/06/26,9.963
2012/06/27,9.806
2012/06/28,9.795
2012/06/29,9.714
2012/06/30,10.018
2012/07/01,9.896
2012/07/02,9.914
2012/07/03,9.819
2012/07/04,9.928
2012/07/05,9.855
2012/07/06,9.773
2012/07/07,9.454
2012/07/08,9.35
2012/07/09,9.259
2012/07/10,9.344
2012/07/11,9.508
2012/07/12,9.451
2012/07/13,9.386
2012/07/14,9.424
2012/07/15,9.549
2012/07/16,9.659
2012/07/17,9.483
2012/07/18,9.275
2012/07/19,9.428
2012/07/20,9.556
2012/07/21,9.737
2012/07/22,9.595
2012/07/23,9.682
2012/07/24,9.764
2012/07/25,9.722
2012/07/26,9.416
2012/07/27,9.182
2012/07/28,9.067
2012/07/29,8.979
2012/07/30,8.689
2012/07/31,8.994
2012/08/01,9.243
2012/08/02,9.273
2012/08/03,9.387
2012/08/04,9.361
2012/08/05,9.602
2012/08/06,9.902
2012/08/07,9.574
2012/08/08,9.278
2012/08/09,9.242
2012/08/10,9.29
2012/08/11,9.196
2012/08/12,9.01
2012/08/13,8.826
2012/08/14,8.882
2012/08/15,8.875
2012/08/16,9.001
2012/08/17,9.173
2012/08/18,9.31
2012/08/19,9.147
2012/08/20,9.044
2012/08/21,8.922
2012/08/22,9.009
2012/08/23,8.92
2012/08/24,8.819
2012/08/25,8.948
2012/08/26,8.967
2012/08/27,9.203
2012/08/28,9.376
2012/08/29,9.282
2012/08/30,9.371
2012/08/31,9.451
2012/09/01,9.238
2012/09/02,9.343
2012/09/03,9.234
2012/09/04,9.217
2012/09/05,9.135
2012/09/06,9.002
2012/09/07,8.757
2012/09/08,8.898
2012/09/09,8.938
2012/09/10,8.999
2012/09/11,9.073
2012/09/12,9.257
2012/09/13,9.637
2012/09/14,9.682
2012/09/15,9.692
2012/09/16,9.676
2012/09/17,9.529
2012/09/18,9.342
2012/09/19,9.474
2012/09/20,9.245
2012/09/21,9.192
2012/09/22,9.074
2012/09/23,9.098
2012/09/24,9.218
2012/09/25,9.466
2012/09/26,9.477
2012/09/27,9.401
2012/09/28,9.486
2012/09/29,9.4
2012/09/30,9.392
2012/10/01,9.618
2012/10/02,9.547
2012/10/03,9.624
2012/10/04,9.917
2012/10/05,10.127
2012/10/06,10.23
2012/10/07,10.582
2012/10/08,10.167
2012/10/09,10.207
2012/10/10,10.041
2012/10/11,9.961
2012/10/12,9.829
2012/10/13,9.892
2012/10/14,9.866
2012/10/15,9.928
2012/10/16,9.806
2012/10/17,9.874
2012/10/18,9.694
2012/10/19,9.837
2012/10/20,9.749
2012/10/21,9.407
2012/10/22,9.5
2012/10/23,9.755
2012/10/24,9.576
2012/10/25,9.705
2012/10/26,9.428
2012/10/27,9.301
2012/10/28,9.263
2012/10/29,9.254
2012/10/30,9.11
2012/10/31,9.269
2012/11/01,9.332
2012/11/02,9.524
2012/11/03,9.757
2012/11/04,9.829
2012/11/05,9.812
2012/11/06,9.898
2012/11/07,9.779
2012/11/08,9.613
2012/11/09,9.528
2012/11/10,9.548
2012/11/11,9.637
2012/11/12,9.91
2012/11/13,9.855
2012/11/14,9.984
2012/11/15,10.16
2012/11/16,10.226
2012/11/17,10.267
2012/11/18,10.276
2012/11/19,10.127
2012/11/20,10.057
2012/11/21,9.972
2012/11/22,9.887
2012/11/23,9.731
2012/11/24,9.624
2012/11/25,9.624
2012/11/26,9.525
2012/11/27,9.516
2012/11/28,9.358
2012/11/29,9.169
2012/11/30,9.553
2012/12/01,9.422
2012/12/02,9.452
2012/12/03,9.541
2012/12/04,9.988
2012/12/05,10.478
2012/12/06,10.74
2012/12/07,10.689
2012/12/08,10.948
2012/12/09,11.142
2012/12/10,11.181
2012/12/11,10.773
2012/12/12,10.669
2012/12/13,10.738
2012/12/14,11.084
2012/12/15,11.367
2012/12/16,11.587
2012/12/17,11.684
2012/12/18,11.901
2012/12/19,11.767
2012/12/20,12.138
2012/12/21,11.83
2012/12/22,11.401
2012/12/23,11.234
2012/12/24,11.257
2012/12/25,11.27
2012/12/26,11.157
2012/12/27,10.535
2012/12/28,10.12
2012/12/29,10.204
2012/12/30,9.757
2012/12/31,9.501
2013/01/01,9.111
2013/01/02,9.12
2013/01/03,9.071
2013/01/04,9.199
2013/01/05,9.229
2013/01/06,9.408
2013/01/07,9.331
2013/01/08,9.608
2013/01/09,9.846
2013/01/10,9.975
2013/01/11,10.389
2013/01/12,10.616
2013/01/13,10.744
2013/01/14,10.83
2013/01/15,10.983
2013/01/16,10.971
2013/01/17,11.425
2013/01/18,11.367
2013/01/19,11.017
2013/01/20,11.052
2013/01/21,11.301
2013/01/22,11.029
2013/01/23,11.091
2013/01/24,10.557
2013/01/25,10.358
2013/01/26,10.341
2013/01/27,10.121
2013/01/28,9.962
2013/01/29,9.835
2013/01/30,9.547
2013/01/31,9.294
2013/02/01,9.192
2013/02/02,9.218
2013/02/03,8.962
2013/02/04,8.817
2013/02/05,8.747
2013/02/06,8.811
2013/02/07,9.081
2013/02/08,9.044
2013/02/09,9.138
2013/02/10,9.31
2013/02/11,9.349
2013/02/12,9.597
2013/02/13,9.391
2013/02/14,9.418
2013/02/15,9.205
2013/02/16,8.855
2013/02/17,8.671
2013/02/18,8.655
2013/02/19,8.469
2013/02/20,8.332
2013/02/21,8.138
2013/02/22,8.199
2013/02/23,8.365
2013/02/24,8.589
2013/02/25,8.32
2013/02/26,8.265
2013/02/27,8.265
2013/02/28,8.321
2013/03/01,8.464
2013/03/02,8.629
2013/03/03,8.588
2013/03/04,8.729
2013/03/05,8.969
2013/03/06,9.231
2013/03/07,9.292
2013/03/08,9.224
2013/03/09,9.023
2013/03/10,8.869
2013/03/11,8.974
2013/03/12,9.018
2013/03/13,9.001
2013/03/14,8.865
2013/03/15,8.775
2013/03/16,8.733
2013/03/17,8.593
2013/03/18,8.422
2013/03/19,8.108
2013/03/20,7.773
2013/03/21,7.567
2013/03/22,7.269
2013/03/23,7.042
2013/03/24,7.146
2013/03/25,7.492
2013/03/26,7.644
2013/03/27,8.24
2013/03/28,8.42
2013/03/29,8.704
2013/03/30,8.945
2013/03/31,9.074
2013/04/01,8.684
2013/04/02,8.459
2013/04/03,8.064
2013/04/04,8.275
2013/04/05,8.395
2013/04/06,8.468
2013/04/07,8.505
2013/04/08,8.793
2013/04/09,8.826
2013/04/10,8.727
2013/04/11,8.677
2013/04/12,8.564
2013/04/13,8.534
2013/04/14,8.624
2013/04/15,8.551
2013/04/16,8.545
2013/04/17,8.671
2013/04/18,8.784
2013/04/19,9.097
2013/04/20,9.201
2013/04/21,9.025
2013/04/22,9.115
2013/04/23,9.178
2013/04/24,9.244
2013/04/25,9.041
2013/04/26,8.743
2013/04/27,8.806
2013/04/28,8.8
2013/04/29,8.637
2013/04/30,8.793
2013/05/01,8.886
2013/05/02,9.225
2013/05/03,9.524
2013/05/04,9.418
2013/05/05,9.503
2013/05/06,9.56
2013/05/07,9.403
2013/05/08,9.288
2013/05/09,9.007
2013/05/10,8.701
2013/05/11,8.538
2013/05/12,8.516
2013/05/13,8.459
2013/05/14,8.57
2013/05/15,8.782
2013/05/16,8.918
2013/05/17,9
2013/05/18,9.25
2013/05/19,9.344
2013/05/20,9.756
2013/05/21,9.783
2013/05/22,9.643
2013/05/23,9.435
2013/05/24,9.375
2013/05/25,9.241
2013/05/26,9.184
2013/05/27,8.758
2013/05/28,8.698
2013/05/29,8.604
2013/05/30,8.571
2013/05/31,8.529
2013/06/01,8.248
2013/06/02,8.02
2013/06/03,7.817
2013/06/04,7.48
2013/06/05,7.374
2013/06/06,7.361
2013/06/07,7.463
2013/06/08,7.634
2013/06/09,7.894
2013/06/10,8.111
2013/06/11,8.288
2013/06/12,8.183
2013/06/13,8.153
2013/06/14,8.018
2013/06/15,8.07
2013/06/16,7.888
2013/06/17,8.125
2013/06/18,8.451
2013/06/19,8.951
2013/06/20,9.18
2013/06/21,9.262
2013/06/22,9.242
2013/06/23,9.377
2013/06/24,9.329
2013/06/25,9.17
2013/06/26,8.84
2013/06/27,8.736
2013/06/28,8.729
2013/06/29,8.777
2013/06/30,8.875
2013/07/01,8.814
2013/07/02,8.848
2013/07/03,8.784
2013/07/04,8.799
2013/07/05,8.687
2013/07/06,8.57
2013/07/07,8.332
2013/07/08,8.093
2013/07/09,7.86
2013/07/10,7.797
2013/07/11,7.733
2013/07/12,7.962
2013/07/13,8.173
2013/07/14,8.263
2013/07/15,8.446
2013/07/16,8.588
2013/07/17,8.651
2013/07/18,8.747
2013/07/19,8.614
2013/07/20,8.409
2013/07/21,8.247
2013/07/22,8.24
2013/07/23,8.444
2013/07/24,8.62
2013/07/25,8.751
2013/07/26,8.803
2013/07/27,8.833
2013/07/28,9.024
2013/07/29,8.933
2013/07/30,8.518
2013/07/31,8.307
2013/08/01,8.06
2013/08/02,7.877
2013/08/03,7.951
2013/08/04,7.876
2013/08/05,7.808
2013/08/06,7.847
2013/08/07,7.87
2013/08/08,7.711
2013/08/09,7.695
2013/08/10,7.464
2013/08/11,7.268
2013/08/12,7.131
2013/08/13,7.173
2013/08/14,7.291
2013/08/15,7.498
2013/08/16,7.668
2013/08/17,7.771
2013/08/18,7.879
2013/08/19,8.089
2013/08/20,8.047
2013/08/21,7.872
2013/08/22,7.614
2013/08/23,7.44
2013/08/24,7.481
2013/08/25,7.783
2013/08/26,7.86
2013/08/27,7.994
2013/08/28,8.101
2013/08/29,8.237
2013/08/30,8.191
2013/08/31,7.989
2013/09/01,7.557
2013/09/02,7.275
2013/09/03,7.118
2013/09/04,7.224
2013/09/05,7.285
2013/09/06,7.394
2013/09/07,7.89
2013/09/08,8.269
2013/09/09,8.326
2013/09/10,8.343
2013/09/11,8.109
2013/09/12,7.926
2013/09/13,7.822
2013/09/14,7.347
2013/09/15,7.173
2013/09/16,7.496
2013/09/17,7.568
2013/09/18,7.786
2013/09/19,7.903
2013/09/20,7.923
2013/09/21,8.068
2013/09/22,7.945
2013/09/23,7.589
2013/09/24,7.41
2013/09/25,7.162
2013/09/26,7.349
2013/09/27,7.476
2013/09/28,7.55
2013/09/29,7.746
2013/09/30,8.029
2013/10/01,8.159
2013/10/02,8.237
2013/10/03,8.001
2013/10/04,7.988
2013/10/05,7.765
2013/10/06,7.667
2013/10/07,7.724
2013/10/08,7.901
2013/10/09,7.974
2013/10/10,8.011
2013/10/11,7.98
2013/10/12,8.002
2013/10/13,7.821
2013/10/14,7.325
2013/10/15,6.839
2013/10/16,6.669
2013/10/17,6.83
2013/10/18,6.789
2013/10/19,6.75
2013/10/20,6.853
2013/10/21,7.005
2013/10/22,7.054
2013/10/23,7.005
2013/10/24,6.73
2013/10/25,6.534
2013/10/26,6.742
2013/10/27,6.857
2013/10/28,7.058
2013/10/29,7.504
2013/10/30,7.628
2013/10/31,7.646
2013/11/01,7.76
2013/11/02,7.648
2013/11/03,7.57
2013/11/04,7.449
2013/11/05,7.346
2013/11/06,7.553
2013/11/07,8.007
2013/11/08,8.553
2013/11/09,8.924
2013/11/10,9.056
2013/11/11,9.101
2013/11/12,8.942
2013/11/13,8.905
2013/11/14,8.6
2013/11/15,8.304
2013/11/16,7.975
2013/11/17,7.878
2013/11/18,8.096
2013/11/19,8.351
2013/11/20,8.381
2013/11/21,8.628
2013/11/22,8.585
2013/11/23,8.734
2013/11/24,8.853
2013/11/25,8.723
2013/11/26,8.739
2013/11/27,8.674
2013/11/28,8.439
2013/11/29,8.432
2013/11/30,8.391
2013/12/01,8.221
2013/12/02,8.326
2013/12/03,8.061
2013/12/04,8.075
2013/12/05,8.148
2013/12/06,7.948
2013/12/07,7.834
2013/12/08,7.834
2013/12/09,7.709
2013/12/10,7.752
2013/12/11,7.796
2013/12/12,7.848
2013/12/13,8.041
2013/12/14,8.025
2013/12/15,8.133
2013/12/16,7.987
2013/12/17,7.929
2013/12/18,7.716
2013/12/19,7.364
2013/12/20,7.338
2013/12/21,7.576
2013/12/22,7.631
2013/12/23,7.811
2013/12/24,8.015
2013/12/25,8.251
2013/12/26,8.484
2013/12/27,8.446
2013/12/28,8.54
2013/12/29,8.547
2013/12/30,8.533
2013/12/31,8.434
2014/01/01,8.167
2014/01/02,8.56
2014/01/03,8.719
2014/01/04,8.807
2014/01/05,8.648
2014/01/06,8.565
