Date,size90trx
2012/05/31,0.625
2012/06/01,0.654
2012/06/02,0.679
2012/06/03,0.705
2012/06/04,0.732
2012/06/05,0.761
2012/06/06,0.787
2012/06/07,0.813
2012/06/08,0.837
2012/06/09,0.861
2012/06/10,0.884
2012/06/11,0.908
2012/06/12,0.928
2012/06/13,0.951
2012/06/14,0.977
2012/06/15,1.004
2012/06/16,1.031
2012/06/17,1.057
2012/06/18,1.081
2012/06/19,1.104
2012/06/20,1.126
2012/06/21,1.146
2012/06/22,1.164
2012/06/23,1.179
2012/06/24,1.192
2012/06/25,1.203
2012/06/26,1.212
2012/06/27,1.22
2012/06/28,1.227
2012/06/29,1.231
2012/06/30,1.234
2012/07/01,1.234
2012/07/02,1.233
2012/07/03,1.23
2012/07/04,1.226
2012/07/05,1.221
2012/07/06,1.215
2012/07/07,1.207
2012/07/08,1.199
2012/07/09,1.189
2012/07/10,1.181
2012/07/11,1.172
2012/07/12,1.163
2012/07/13,1.153
2012/07/14,1.143
2012/07/15,1.132
2012/07/16,1.122
2012/07/17,1.111
2012/07/18,1.102
2012/07/19,1.092
2012/07/20,1.084
2012/07/21,1.075
2012/07/22,1.067
2012/07/23,1.059
2012/07/24,1.05
2012/07/25,1.041
2012/07/26,1.031
2012/07/27,1.021
2012/07/28,1.011
2012/07/29,1.001
2012/07/30,0.991
2012/07/31,0.983
2012/08/01,0.974
2012/08/02,0.965
2012/08/03,0.956
2012/08/04,0.947
2012/08/05,0.938
2012/08/06,0.929
2012/08/07,0.92
2012/08/08,0.911
2012/08/09,0.902
2012/08/10,0.892
2012/08/11,0.882
2012/08/12,0.872
2012/08/13,0.864
2012/08/14,0.855
2012/08/15,0.847
2012/08/16,0.841
2012/08/17,0.835
2012/08/18,0.829
2012/08/19,0.823
2012/08/20,0.816
2012/08/21,0.81
2012/08/22,0.804
2012/08/23,0.797
2012/08/24,0.79
2012/08/25,0.783
2012/08/26,0.776
2012/08/27,0.768
2012/08/28,0.76
2012/08/29,0.753
2012/08/30,0.745
2012/08/31,0.737
2012/09/01,0.73
2012/09/02,0.722
2012/09/03,0.715
2012/09/04,0.709
2012/09/05,0.702
2012/09/06,0.695
2012/09/07,0.688
2012/09/08,0.682
2012/09/09,0.674
2012/09/10,0.667
2012/09/11,0.66
2012/09/12,0.653
2012/09/13,0.646
2012/09/14,0.64
2012/09/15,0.632
2012/09/16,0.625
2012/09/17,0.617
2012/09/18,0.61
2012/09/19,0.602
2012/09/20,0.594
2012/09/21,0.586
2012/09/22,0.578
2012/09/23,0.57
2012/09/24,0.562
2012/09/25,0.554
2012/09/26,0.546
2012/09/27,0.538
2012/09/28,0.53
2012/09/29,0.522
2012/09/30,0.513
2012/10/01,0.505
2012/10/02,0.497
2012/10/03,0.49
2012/10/04,0.483
2012/10/05,0.476
2012/10/06,0.47
2012/10/07,0.465
2012/10/08,0.459
2012/10/09,0.454
2012/10/10,0.449
2012/10/11,0.444
2012/10/12,0.439
2012/10/13,0.434
2012/10/14,0.43
2012/10/15,0.425
2012/10/16,0.42
2012/10/17,0.416
2012/10/18,0.411
2012/10/19,0.407
2012/10/20,0.402
2012/10/21,0.398
2012/10/22,0.395
2012/10/23,0.391
2012/10/24,0.388
2012/10/25,0.384
2012/10/26,0.38
2012/10/27,0.375
2012/10/28,0.37
2012/10/29,0.365
2012/10/30,0.359
2012/10/31,0.354
2012/11/01,0.349
2012/11/02,0.343
2012/11/03,0.338
2012/11/04,0.332
2012/11/05,0.327
2012/11/06,0.322
2012/11/07,0.317
2012/11/08,0.312
2012/11/09,0.307
2012/11/10,0.303
2012/11/11,0.298
2012/11/12,0.293
2012/11/13,0.288
2012/11/14,0.283
2012/11/15,0.279
2012/11/16,0.275
2012/11/17,0.271
2012/11/18,0.268
2012/11/19,0.265
2012/11/20,0.263
2012/11/21,0.26
2012/11/22,0.258
2012/11/23,0.256
2012/11/24,0.253
2012/11/25,0.251
2012/11/26,0.249
2012/11/27,0.247
2012/11/28,0.245
2012/11/29,0.243
2012/11/30,0.242
2012/12/01,0.24
2012/12/02,0.237
2012/12/03,0.235
2012/12/04,0.233
2012/12/05,0.231
2012/12/06,0.23
2012/12/07,0.229
2012/12/08,0.227
2012/12/09,0.227
2012/12/10,0.226
2012/12/11,0.225
2012/12/12,0.225
2012/12/13,0.225
2012/12/14,0.226
2012/12/15,0.228
2012/12/16,0.229
2012/12/17,0.231
2012/12/18,0.233
2012/12/19,0.236
2012/12/20,0.238
2012/12/21,0.242
2012/12/22,0.245
2012/12/23,0.248
2012/12/24,0.251
2012/12/25,0.254
2012/12/26,0.257
2012/12/27,0.26
2012/12/28,0.262
2012/12/29,0.265
2012/12/30,0.267
2012/12/31,0.268
2013/01/01,0.269
2013/01/02,0.27
2013/01/03,0.271
2013/01/04,0.272
2013/01/05,0.273
2013/01/06,0.273
2013/01/07,0.273
2013/01/08,0.274
2013/01/09,0.274
2013/01/10,0.276
2013/01/11,0.277
2013/01/12,0.279
2013/01/13,0.282
2013/01/14,0.284
2013/01/15,0.286
2013/01/16,0.289
2013/01/17,0.293
2013/01/18,0.296
2013/01/19,0.3
2013/01/20,0.304
2013/01/21,0.307
2013/01/22,0.311
2013/01/23,0.314
2013/01/24,0.318
2013/01/25,0.321
2013/01/26,0.324
2013/01/27,0.328
2013/01/28,0.331
2013/01/29,0.335
2013/01/30,0.338
2013/01/31,0.34
2013/02/01,0.343
2013/02/02,0.345
2013/02/03,0.348
2013/02/04,0.35
2013/02/05,0.352
2013/02/06,0.354
2013/02/07,0.356
2013/02/08,0.358
2013/02/09,0.36
2013/02/10,0.362
2013/02/11,0.364
2013/02/12,0.367
2013/02/13,0.369
2013/02/14,0.371
2013/02/15,0.373
2013/02/16,0.374
2013/02/17,0.375
2013/02/18,0.375
2013/02/19,0.376
2013/02/20,0.376
2013/02/21,0.376
2013/02/22,0.376
2013/02/23,0.376
2013/02/24,0.377
2013/02/25,0.376
2013/02/26,0.376
2013/02/27,0.376
2013/02/28,0.376
2013/03/01,0.376
2013/03/02,0.377
2013/03/03,0.377
2013/03/04,0.377
2013/03/05,0.377
2013/03/06,0.378
2013/03/07,0.379
2013/03/08,0.379
2013/03/09,0.38
2013/03/10,0.38
2013/03/11,0.381
2013/03/12,0.381
2013/03/13,0.382
2013/03/14,0.382
2013/03/15,0.382
2013/03/16,0.381
2013/03/17,0.379
2013/03/18,0.377
2013/03/19,0.375
2013/03/20,0.372
2013/03/21,0.369
2013/03/22,0.365
2013/03/23,0.362
2013/03/24,0.358
2013/03/25,0.354
2013/03/26,0.351
2013/03/27,0.347
2013/03/28,0.344
2013/03/29,0.342
2013/03/30,0.339
2013/03/31,0.337
2013/04/01,0.334
2013/04/02,0.331
2013/04/03,0.329
2013/04/04,0.327
2013/04/05,0.326
2013/04/06,0.324
2013/04/07,0.323
2013/04/08,0.322
2013/04/09,0.321
2013/04/10,0.32
2013/04/11,0.319
2013/04/12,0.318
2013/04/13,0.317
2013/04/14,0.316
2013/04/15,0.315
2013/04/16,0.314
2013/04/17,0.313
2013/04/18,0.311
2013/04/19,0.31
2013/04/20,0.309
2013/04/21,0.307
2013/04/22,0.306
2013/04/23,0.304
2013/04/24,0.302
2013/04/25,0.301
2013/04/26,0.299
2013/04/27,0.297
2013/04/28,0.295
2013/04/29,0.293
2013/04/30,0.291
2013/05/01,0.289
2013/05/02,0.287
2013/05/03,0.285
2013/05/04,0.283
2013/05/05,0.281
2013/05/06,0.279
2013/05/07,0.277
2013/05/08,0.274
2013/05/09,0.272
2013/05/10,0.27
2013/05/11,0.269
2013/05/12,0.267
2013/05/13,0.266
2013/05/14,0.264
2013/05/15,0.263
2013/05/16,0.262
2013/05/17,0.261
2013/05/18,0.26
2013/05/19,0.259
2013/05/20,0.258
2013/05/21,0.256
2013/05/22,0.255
2013/05/23,0.253
2013/05/24,0.252
2013/05/25,0.25
2013/05/26,0.248
2013/05/27,0.245
2013/05/28,0.243
2013/05/29,0.241
2013/05/30,0.238
2013/05/31,0.235
2013/06/01,0.233
2013/06/02,0.229
2013/06/03,0.226
2013/06/04,0.222
2013/06/05,0.218
2013/06/06,0.215
2013/06/07,0.211
2013/06/08,0.207
2013/06/09,0.203
2013/06/10,0.199
2013/06/11,0.194
2013/06/12,0.19
2013/06/13,0.185
2013/06/14,0.18
2013/06/15,0.174
2013/06/16,0.169
2013/06/17,0.164
2013/06/18,0.158
2013/06/19,0.154
2013/06/20,0.149
2013/06/21,0.144
2013/06/22,0.139
2013/06/23,0.134
2013/06/24,0.129
2013/06/25,0.124
2013/06/26,0.119
2013/06/27,0.114
2013/06/28,0.109
2013/06/29,0.104
2013/06/30,0.099
2013/07/01,0.094
2013/07/02,0.089
2013/07/03,0.083
2013/07/04,0.078
2013/07/05,0.072
2013/07/06,0.066
2013/07/07,0.06
2013/07/08,0.053
2013/07/09,0.047
2013/07/10,0.041
2013/07/11,0.035
2013/07/12,0.029
2013/07/13,0.023
2013/07/14,0.018
2013/07/15,0.012
2013/07/16,0.006
2013/07/17,0.001
2013/07/18,-0.005
2013/07/19,-0.01
2013/07/20,-0.016
2013/07/21,-0.021
2013/07/22,-0.027
2013/07/23,-0.032
2013/07/24,-0.037
2013/07/25,-0.042
2013/07/26,-0.047
2013/07/27,-0.052
2013/07/28,-0.056
2013/07/29,-0.061
2013/07/30,-0.065
2013/07/31,-0.07
2013/08/01,-0.074
2013/08/02,-0.078
2013/08/03,-0.081
2013/08/04,-0.085
2013/08/05,-0.088
2013/08/06,-0.092
2013/08/07,-0.095
2013/08/08,-0.098
2013/08/09,-0.1
2013/08/10,-0.103
2013/08/11,-0.106
2013/08/12,-0.109
2013/08/13,-0.111
2013/08/14,-0.113
2013/08/15,-0.115
2013/08/16,-0.116
2013/08/17,-0.117
2013/08/18,-0.118
2013/08/19,-0.119
2013/08/20,-0.119
2013/08/21,-0.119
2013/08/22,-0.119
2013/08/23,-0.119
2013/08/24,-0.119
2013/08/25,-0.119
2013/08/26,-0.118
2013/08/27,-0.118
2013/08/28,-0.116
2013/08/29,-0.115
2013/08/30,-0.114
2013/08/31,-0.113
2013/09/01,-0.113
2013/09/02,-0.112
2013/09/03,-0.112
2013/09/04,-0.111
2013/09/05,-0.11
2013/09/06,-0.11
2013/09/07,-0.108
2013/09/08,-0.107
2013/09/09,-0.106
2013/09/10,-0.105
2013/09/11,-0.104
2013/09/12,-0.104
2013/09/13,-0.103
2013/09/14,-0.103
2013/09/15,-0.103
2013/09/16,-0.102
2013/09/17,-0.101
2013/09/18,-0.1
2013/09/19,-0.099
2013/09/20,-0.097
2013/09/21,-0.096
2013/09/22,-0.095
2013/09/23,-0.094
2013/09/24,-0.093
2013/09/25,-0.092
2013/09/26,-0.091
2013/09/27,-0.09
2013/09/28,-0.089
2013/09/29,-0.088
2013/09/30,-0.087
2013/10/01,-0.086
2013/10/02,-0.085
2013/10/03,-0.084
2013/10/04,-0.082
2013/10/05,-0.081
2013/10/06,-0.081
2013/10/07,-0.08
2013/10/08,-0.079
2013/10/09,-0.078
2013/10/10,-0.077
2013/10/11,-0.076
2013/10/12,-0.075
2013/10/13,-0.074
2013/10/14,-0.074
2013/10/15,-0.073
2013/10/16,-0.073
2013/10/17,-0.073
2013/10/18,-0.072
2013/10/19,-0.072
2013/10/20,-0.072
2013/10/21,-0.071
2013/10/22,-0.07
2013/10/23,-0.07
2013/10/24,-0.069
2013/10/25,-0.068
2013/10/26,-0.067
2013/10/27,-0.067
2013/10/28,-0.066
2013/10/29,-0.065
2013/10/30,-0.064
2013/10/31,-0.063
2013/11/01,-0.063
2013/11/02,-0.062
2013/11/03,-0.062
2013/11/04,-0.062
2013/11/05,-0.061
2013/11/06,-0.06
2013/11/07,-0.059
2013/11/08,-0.056
2013/11/09,-0.054
2013/11/10,-0.051
2013/11/11,-0.048
2013/11/12,-0.045
2013/11/13,-0.042
2013/11/14,-0.038
2013/11/15,-0.035
2013/11/16,-0.031
2013/11/17,-0.028
2013/11/18,-0.024
2013/11/19,-0.019
2013/11/20,-0.013
2013/11/21,-0.007
2013/11/22,0
2013/11/23,0.007
2013/11/24,0.013
2013/11/25,0.02
2013/11/26,0.027
2013/11/27,0.035
2013/11/28,0.043
2013/11/29,0.052
2013/11/30,0.06
2013/12/01,0.068
2013/12/02,0.076
2013/12/03,0.084
2013/12/04,0.092
2013/12/05,0.101
2013/12/06,0.108
2013/12/07,0.116
2013/12/08,0.122
2013/12/09,0.128
2013/12/10,0.135
2013/12/11,0.14
2013/12/12,0.146
2013/12/13,0.151
2013/12/14,0.156
2013/12/15,0.161
2013/12/16,0.165
2013/12/17,0.169
2013/12/18,0.173
2013/12/19,0.177
2013/12/20,0.18
2013/12/21,0.183
2013/12/22,0.186
2013/12/23,0.188
2013/12/24,0.191
2013/12/25,0.193
