Date,sentbyaddress30std
2011/05/16,2262
2011/05/17,2373
2011/05/18,2751
2011/05/19,2929
2011/05/20,3049
2011/05/21,3070
2011/05/22,3098
2011/05/23,3194
2011/05/24,3295
2011/05/25,3502
2011/05/26,3808
2011/05/27,3827
2011/05/28,3784
2011/05/29,3750
2011/05/30,3836
2011/05/31,3948
2011/06/01,4021
2011/06/02,4164
2011/06/03,4530
2011/06/04,5025
2011/06/05,5318
2011/06/06,5847
2011/06/07,5977
2011/06/08,6830
2011/06/09,7631
2011/06/10,7991
2011/06/11,8189
2011/06/12,8721
2011/06/13,8976
2011/06/14,9593
2011/06/15,9919
2011/06/16,10213
2011/06/17,10305
2011/06/18,10262
2011/06/19,10226
2011/06/20,10067
2011/06/21,9817
2011/06/22,9679
2011/06/23,9452
2011/06/24,9269
2011/06/25,9060
2011/06/26,8485
2011/06/27,8025
2011/06/28,7284
2011/06/29,6592
2011/06/30,5921
2011/07/01,5268
2011/07/02,4911
2011/07/03,4738
2011/07/04,4557
2011/07/05,4319
2011/07/06,4212
2011/07/07,4124
2011/07/08,4288
2011/07/09,4584
2011/07/10,4821
2011/07/11,4828
2011/07/12,4890
2011/07/13,4894
2011/07/14,4481
2011/07/15,4406
2011/07/16,4095
2011/07/17,4099
2011/07/18,4005
2011/07/19,3794
2011/07/20,3690
2011/07/21,3751
2011/07/22,3495
2011/07/23,3560
2011/07/24,3467
2011/07/25,3442
2011/07/26,3435
2011/07/27,2840
2011/07/28,2531
2011/07/29,2518
2011/07/30,2845
2011/07/31,2711
2011/08/01,2704
2011/08/02,2709
2011/08/03,2678
2011/08/04,2639
2011/08/05,2384
2011/08/06,2619
2011/08/07,2754
2011/08/08,2804
2011/08/09,2852
2011/08/10,2636
2011/08/11,2650
2011/08/12,2628
2011/08/13,2564
2011/08/14,2569
2011/08/15,2528
2011/08/16,2606
2011/08/17,2569
2011/08/18,2508
2011/08/19,2464
2011/08/20,2499
2011/08/21,2421
2011/08/22,2416
2011/08/23,2431
2011/08/24,2262
2011/08/25,2245
2011/08/26,2241
2011/08/27,2314
2011/08/28,2591
2011/08/29,2464
2011/08/30,2429
2011/08/31,2399
2011/09/01,2261
2011/09/02,2282
2011/09/03,2393
2011/09/04,2395
2011/09/05,2341
2011/09/06,2338
2011/09/07,2343
2011/09/08,2164
2011/09/09,2058
2011/09/10,2156
2011/09/11,2199
2011/09/12,2210
2011/09/13,2248
2011/09/14,2248
2011/09/15,1916
2011/09/16,1991
2011/09/17,2136
2011/09/18,2166
2011/09/19,2165
2011/09/20,2150
2011/09/21,2058
2011/09/22,2105
2011/09/23,2122
2011/09/24,2209
2011/09/25,2315
2011/09/26,2406
2011/09/27,2390
2011/09/28,2355
2011/09/29,2326
2011/09/30,2295
2011/10/01,2348
2011/10/02,2466
2011/10/03,2469
2011/10/04,2428
2011/10/05,2380
2011/10/06,2060
2011/10/07,1963
2011/10/08,2001
2011/10/09,1897
2011/10/10,1897
2011/10/11,1853
2011/10/12,1773
2011/10/13,1849
2011/10/14,1834
2011/10/15,1781
2011/10/16,1868
2011/10/17,1863
2011/10/18,1933
2011/10/19,1901
2011/10/20,1688
2011/10/21,1421
2011/10/22,1426
2011/10/23,1374
2011/10/24,1379
2011/10/25,1381
2011/10/26,1397
2011/10/27,1462
2011/10/28,1452
2011/10/29,1450
2011/10/30,1486
2011/10/31,1496
2011/11/01,1480
2011/11/02,1402
2011/11/03,1396
2011/11/04,1514
2011/11/05,1476
2011/11/06,1473
2011/11/07,1475
2011/11/08,1502
2011/11/09,1567
2011/11/10,1612
2011/11/11,1604
2011/11/12,1593
2011/11/13,1557
2011/11/14,1562
2011/11/15,1577
2011/11/16,1565
2011/11/17,1564
2011/11/18,1557
2011/11/19,1696
2011/11/20,1818
2011/11/21,1986
2011/11/22,2040
2011/11/23,2063
2011/11/24,2158
2011/11/25,2187
2011/11/26,2280
2011/11/27,2341
2011/11/28,2330
2011/11/29,2359
2011/11/30,2390
2011/12/01,2392
2011/12/02,2384
2011/12/03,2377
2011/12/04,2236
2011/12/05,2203
2011/12/06,2363
2011/12/07,2362
2011/12/08,2321
2011/12/09,2213
2011/12/10,2082
2011/12/11,2106
2011/12/12,2141
2011/12/13,2159
2011/12/14,2101
2011/12/15,2065
2011/12/16,2032
2011/12/17,2070
2011/12/18,2090
2011/12/19,2065
2011/12/20,2079
2011/12/21,2024
2011/12/22,2017
2011/12/23,2007
2011/12/24,2032
2011/12/25,2032
2011/12/26,1967
2011/12/27,1943
2011/12/28,1970
2011/12/29,1872
2011/12/30,1796
2011/12/31,1762
2012/01/01,1715
2012/01/02,1710
2012/01/03,1718
2012/01/04,1688
2012/01/05,1526
2012/01/06,1645
2012/01/07,1663
2012/01/08,1738
2012/01/09,1775
2012/01/10,1886
2012/01/11,2042
2012/01/12,2073
2012/01/13,2154
2012/01/14,2159
2012/01/15,2119
2012/01/16,2130
2012/01/17,2083
2012/01/18,2127
2012/01/19,2169
2012/01/20,2178
2012/01/21,2175
2012/01/22,2212
2012/01/23,2086
2012/01/24,2107
2012/01/25,2278
2012/01/26,2233
2012/01/27,2123
2012/01/28,2060
2012/01/29,1917
2012/01/30,1739
2012/01/31,1618
2012/02/01,1504
2012/02/02,1524
2012/02/03,1510
2012/02/04,1537
2012/02/05,1544
2012/02/06,1502
2012/02/07,1498
2012/02/08,1480
2012/02/09,1519
2012/02/10,1607
2012/02/11,1605
2012/02/12,1605
2012/02/13,1690
2012/02/14,1975
2012/02/15,2175
2012/02/16,2371
2012/02/17,2380
2012/02/18,2381
2012/02/19,2431
2012/02/20,2405
2012/02/21,2204
2012/02/22,2164
2012/02/23,2228
2012/02/24,2199
2012/02/25,2195
2012/02/26,2221
2012/02/27,2145
2012/02/28,2107
2012/02/29,2056
2012/03/01,2056
2012/03/02,2082
2012/03/03,2240
2012/03/04,2236
2012/03/05,2245
2012/03/06,2242
2012/03/07,2195
2012/03/08,2190
2012/03/09,2187
2012/03/10,2288
2012/03/11,2365
2012/03/12,2371
2012/03/13,2394
2012/03/14,2372
2012/03/15,2183
2012/03/16,2013
2012/03/17,1783
2012/03/18,1812
2012/03/19,1808
2012/03/20,1738
2012/03/21,1740
2012/03/22,1725
2012/03/23,1751
2012/03/24,1663
2012/03/25,1690
2012/03/26,1680
2012/03/27,1622
2012/03/28,1649
2012/03/29,1692
2012/03/30,1689
2012/03/31,1701
2012/04/01,1733
2012/04/02,1594
2012/04/03,1696
2012/04/04,1687
2012/04/05,1689
2012/04/06,1685
2012/04/07,1699
2012/04/08,1723
2012/04/09,1643
2012/04/10,1661
2012/04/11,1832
2012/04/12,1955
2012/04/13,1953
2012/04/14,2014
2012/04/15,2018
2012/04/16,2215
2012/04/17,2217
2012/04/18,2375
2012/04/19,2412
2012/04/20,2546
2012/04/21,2545
2012/04/22,2502
2012/04/23,2459
2012/04/24,2393
2012/04/25,2398
2012/04/26,2527
2012/04/27,2527
2012/04/28,2528
2012/04/29,2508
2012/04/30,2597
2012/05/01,2542
2012/05/02,2616
2012/05/03,3050
2012/05/04,3402
2012/05/05,3486
2012/05/06,3455
2012/05/07,3983
2012/05/08,4245
2012/05/09,4603
2012/05/10,4613
2012/05/11,5120
2012/05/12,5301
2012/05/13,5214
2012/05/14,6801
2012/05/15,7082
2012/05/16,7205
2012/05/17,7168
2012/05/18,7384
2012/05/19,8111
2012/05/20,8483
2012/05/21,8705
2012/05/22,8503
2012/05/23,8481
2012/05/24,8391
2012/05/25,8354
2012/05/26,8213
2012/05/27,7864
2012/05/28,7513
2012/05/29,7251
2012/05/30,7017
2012/05/31,6755
2012/06/01,6479
2012/06/02,6618
2012/06/03,6681
2012/06/04,7608
2012/06/05,8305
2012/06/06,8369
2012/06/07,8400
2012/06/08,8346
2012/06/09,7968
2012/06/10,8095
2012/06/11,7942
2012/06/12,7853
2012/06/13,9291
2012/06/14,10764
2012/06/15,11575
2012/06/16,11520
2012/06/17,11645
2012/06/18,11788
2012/06/19,11782
2012/06/20,11782
2012/06/21,11741
2012/06/22,11776
2012/06/23,11789
2012/06/24,11860
2012/06/25,11678
2012/06/26,11557
2012/06/27,11586
2012/06/28,11587
2012/06/29,11493
2012/06/30,11391
2012/07/01,11399
2012/07/02,10635
2012/07/03,10628
2012/07/04,10479
2012/07/05,10331
2012/07/06,10032
2012/07/07,10042
2012/07/08,10067
2012/07/09,10058
2012/07/10,10123
2012/07/11,10114
2012/07/12,9494
2012/07/13,8691
2012/07/14,7395
2012/07/15,6130
2012/07/16,5881
2012/07/17,5904
2012/07/18,5584
2012/07/19,5559
2012/07/20,5747
2012/07/21,5768
2012/07/22,6014
2012/07/23,6309
2012/07/24,6100
2012/07/25,6135
2012/07/26,6143
2012/07/27,5993
2012/07/28,6183
2012/07/29,6182
2012/07/30,6195
2012/07/31,8778
2012/08/01,8879
2012/08/02,9023
2012/08/03,8911
2012/08/04,8602
2012/08/05,8350
2012/08/06,8510
2012/08/07,8131
2012/08/08,8688
2012/08/09,8685
2012/08/10,8657
2012/08/11,8588
2012/08/12,8326
2012/08/13,8565
2012/08/14,8263
2012/08/15,8525
2012/08/16,10214
2012/08/17,10898
2012/08/18,11037
2012/08/19,11010
2012/08/20,10939
2012/08/21,11292
2012/08/22,11410
2012/08/23,11262
2012/08/24,10839
2012/08/25,10499
2012/08/26,10409
2012/08/27,10440
2012/08/28,10264
2012/08/29,10133
2012/08/30,9506
2012/08/31,9639
2012/09/01,9663
2012/09/02,9707
2012/09/03,9755
2012/09/04,9650
2012/09/05,9650
2012/09/06,9687
2012/09/07,9536
2012/09/08,9745
2012/09/09,9700
2012/09/10,9709
2012/09/11,9679
2012/09/12,9749
2012/09/13,10028
2012/09/14,10008
2012/09/15,9127
2012/09/16,8612
2012/09/17,8440
2012/09/18,8375
2012/09/19,8346
2012/09/20,7689
2012/09/21,7390
2012/09/22,8019
2012/09/23,8323
2012/09/24,8432
2012/09/25,8445
2012/09/26,8653
2012/09/27,8655
2012/09/28,8800
2012/09/29,8869
2012/09/30,8665
2012/10/01,8417
2012/10/02,8797
2012/10/03,8765
2012/10/04,8875
2012/10/05,8844
2012/10/06,8418
2012/10/07,8357
2012/10/08,8585
2012/10/09,8801
2012/10/10,8879
2012/10/11,8641
2012/10/12,8613
2012/10/13,8559
2012/10/14,8607
2012/10/15,8422
2012/10/16,8176
2012/10/17,7981
2012/10/18,8014
2012/10/19,8047
2012/10/20,7889
2012/10/21,7822
2012/10/22,7031
2012/10/23,6392
2012/10/24,6135
2012/10/25,6182
2012/10/26,6092
2012/10/27,6862
2012/10/28,7418
2012/10/29,7832
2012/10/30,7506
2012/10/31,7541
2012/11/01,7456
2012/11/02,7601
2012/11/03,7586
2012/11/04,7695
2012/11/05,7722
2012/11/06,7662
2012/11/07,7276
2012/11/08,6777
2012/11/09,6498
2012/11/10,6618
2012/11/11,6754
2012/11/12,6871
2012/11/13,6905
2012/11/14,6567
2012/11/15,7031
2012/11/16,7499
2012/11/17,7478
2012/11/18,7713
2012/11/19,7825
2012/11/20,8065
2012/11/21,8114
2012/11/22,8183
2012/11/23,8186
2012/11/24,8184
2012/11/25,8193
2012/11/26,8005
2012/11/27,7656
2012/11/28,7496
2012/11/29,7507
2012/11/30,7485
2012/12/01,7375
2012/12/02,7853
2012/12/03,7980
2012/12/04,7730
2012/12/05,7760
2012/12/06,7791
2012/12/07,7717
2012/12/08,7713
2012/12/09,7690
2012/12/10,7545
2012/12/11,7198
2012/12/12,6957
2012/12/13,7043
2012/12/14,7080
2012/12/15,6850
2012/12/16,6424
2012/12/17,6431
2012/12/18,7146
2012/12/19,7214
2012/12/20,7059
2012/12/21,7237
2012/12/22,8729
2012/12/23,8556
2012/12/24,8502
2012/12/25,8677
2012/12/26,8895
2012/12/27,8924
2012/12/28,8966
2012/12/29,8975
2012/12/30,9229
2012/12/31,9149
2013/01/01,8485
2013/01/02,8074
2013/01/03,8699
2013/01/04,8936
2013/01/05,9443
2013/01/06,9428
2013/01/07,9717
2013/01/08,9868
2013/01/09,9989
2013/01/10,10693
2013/01/11,11781
2013/01/12,11827
2013/01/13,12051
2013/01/14,11812
2013/01/15,12112
2013/01/16,12672
2013/01/17,12882
2013/01/18,13122
2013/01/19,12922
2013/01/20,12923
2013/01/21,12674
2013/01/22,12464
2013/01/23,12145
2013/01/24,11362
2013/01/25,10445
2013/01/26,9886
2013/01/27,9794
2013/01/28,9189
2013/01/29,9195
2013/01/30,8386
2013/01/31,7453
2013/02/01,7960
2013/02/02,8015
2013/02/03,8022
2013/02/04,8040
2013/02/05,7909
2013/02/06,7888
2013/02/07,7961
2013/02/08,8083
2013/02/09,7971
2013/02/10,7663
2013/02/11,7565
2013/02/12,7565
2013/02/13,7138
2013/02/14,7081
2013/02/15,6874
2013/02/16,7105
2013/02/17,7204
2013/02/18,7188
2013/02/19,6973
2013/02/20,6547
2013/02/21,6506
2013/02/22,6428
2013/02/23,6427
2013/02/24,6414
2013/02/25,6462
2013/02/26,6602
2013/02/27,6590
2013/02/28,6629
2013/03/01,6477
2013/03/02,6653
2013/03/03,6633
2013/03/04,6636
2013/03/05,6627
2013/03/06,7237
2013/03/07,7186
2013/03/08,7194
2013/03/09,7199
2013/03/10,7058
2013/03/11,7126
2013/03/12,7015
2013/03/13,7342
2013/03/14,7425
2013/03/15,7833
2013/03/16,8003
2013/03/17,8116
2013/03/18,7831
2013/03/19,8007
2013/03/20,7966
2013/03/21,8114
2013/03/22,8897
2013/03/23,8910
2013/03/24,9461
2013/03/25,9564
2013/03/26,9921
2013/03/27,10472
2013/03/28,11713
2013/03/29,12858
2013/03/30,13228
2013/03/31,13278
2013/04/01,12929
2013/04/02,13782
2013/04/03,16082
2013/04/04,18488
2013/04/05,20202
2013/04/06,20243
2013/04/07,20067
2013/04/08,20552
2013/04/09,22177
2013/04/10,24551
2013/04/11,25595
2013/04/12,25757
2013/04/13,25353
2013/04/14,25384
2013/04/15,24224
2013/04/16,23310
2013/04/17,22660
2013/04/18,22346
2013/04/19,21968
2013/04/20,21683
2013/04/21,21963
2013/04/22,21306
2013/04/23,21116
2013/04/24,20565
2013/04/25,20203
2013/04/26,19925
2013/04/27,20504
2013/04/28,21141
2013/04/29,21033
2013/04/30,20487
2013/05/01,20200
2013/05/02,20352
2013/05/03,20345
2013/05/04,20666
2013/05/05,20786
2013/05/06,20862
2013/05/07,20768
2013/05/08,20457
2013/05/09,19345
2013/05/10,16397
2013/05/11,14400
2013/05/12,14086
2013/05/13,14092
2013/05/14,13723
2013/05/15,13624
2013/05/16,12736
2013/05/17,12441
2013/05/18,12810
2013/05/19,12253
2013/05/20,12368
2013/05/21,12202
2013/05/22,12217
2013/05/23,11654
2013/05/24,10926
2013/05/25,10530
2013/05/26,10807
2013/05/27,10823
2013/05/28,10655
2013/05/29,10636
2013/05/30,10387
2013/05/31,10316
2013/06/01,10496
2013/06/02,10994
2013/06/03,10514
2013/06/04,10242
2013/06/05,10261
2013/06/06,9906
2013/06/07,9722
2013/06/08,10242
2013/06/09,10914
2013/06/10,11029
2013/06/11,11060
2013/06/12,11140
2013/06/13,10806
2013/06/14,10779
2013/06/15,11103
2013/06/16,12031
2013/06/17,12185
2013/06/18,12063
2013/06/19,12079
2013/06/20,11724
2013/06/21,11705
2013/06/22,11242
2013/06/23,11496
2013/06/24,11471
2013/06/25,11345
2013/06/26,11346
2013/06/27,11209
2013/06/28,10870
2013/06/29,10796
2013/06/30,11143
2013/07/01,11234
2013/07/02,11182
2013/07/03,11016
2013/07/04,10640
2013/07/05,10489
2013/07/06,10622
2013/07/07,11072
2013/07/08,11027
2013/07/09,10958
2013/07/10,11019
2013/07/11,11774
2013/07/12,13209
2013/07/13,13192
2013/07/14,13125
2013/07/15,12961
2013/07/16,12601
2013/07/17,12577
2013/07/18,12579
2013/07/19,12459
2013/07/20,12986
2013/07/21,13077
2013/07/22,13033
2013/07/23,12669
2013/07/24,12706
2013/07/25,12776
2013/07/26,12769
2013/07/27,13064
2013/07/28,13188
2013/07/29,13245
2013/07/30,13179
2013/07/31,14252
2013/08/01,15759
2013/08/02,16516
2013/08/03,16484
2013/08/04,16533
2013/08/05,16478
2013/08/06,15800
2013/08/07,16135
2013/08/08,16319
2013/08/09,16320
2013/08/10,16066
2013/08/11,15594
2013/08/12,19799
2013/08/13,19014
2013/08/14,19042
2013/08/15,19163
2013/08/16,19683
2013/08/17,19693
2013/08/18,19835
2013/08/19,19370
2013/08/20,18830
2013/08/21,18820
2013/08/22,19113
2013/08/23,19014
2013/08/24,19160
2013/08/25,19485
2013/08/26,18576
2013/08/27,17576
2013/08/28,17669
2013/08/29,17657
2013/08/30,17892
2013/08/31,17661
2013/09/01,18756
2013/09/02,19104
2013/09/03,18835
2013/09/04,18860
2013/09/05,18929
2013/09/06,18998
2013/09/07,19458
2013/09/08,20392
2013/09/09,20433
2013/09/10,20033
2013/09/11,16890
2013/09/12,16882
2013/09/13,16856
2013/09/14,17638
2013/09/15,17901
2013/09/16,17886
2013/09/17,17657
2013/09/18,17045
2013/09/19,16731
2013/09/20,16277
2013/09/21,15522
2013/09/22,15758
2013/09/23,15804
2013/09/24,15678
2013/09/25,15546
2013/09/26,14859
2013/09/27,13982
2013/09/28,13787
2013/09/29,12229
2013/09/30,11410
2013/10/01,11651
2013/10/02,12503
2013/10/03,12538
2013/10/04,12498
2013/10/05,12936
2013/10/06,13436
2013/10/07,13287
2013/10/08,12616
2013/10/09,12709
2013/10/10,12779
2013/10/11,12787
2013/10/12,12860
2013/10/13,12963
2013/10/14,12280
2013/10/15,11425
2013/10/16,11836
2013/10/17,11836
2013/10/18,11904
2013/10/19,11950
2013/10/20,12196
2013/10/21,12121
2013/10/22,11838
2013/10/23,12471
2013/10/24,14417
2013/10/25,15033
2013/10/26,15187
2013/10/27,15576
2013/10/28,15320
2013/10/29,14978
2013/10/30,15282
2013/10/31,15414
2013/11/01,15123
2013/11/02,15133
2013/11/03,15043
2013/11/04,14933
2013/11/05,16257
2013/11/06,17969
2013/11/07,21410
2013/11/08,23502
2013/11/09,24744
2013/11/10,24943
2013/11/11,24271
2013/11/12,23933
2013/11/13,24517
2013/11/14,26025
2013/11/15,26612
2013/11/16,26118
2013/11/17,25879
2013/11/18,30746
2013/11/19,37976
2013/11/20,39906
2013/11/21,40871
2013/11/22,42255
2013/11/23,43302
2013/11/24,43073
2013/11/25,42017
2013/11/26,42531
2013/11/27,45703
2013/11/28,47976
2013/11/29,48886
2013/11/30,48078
2013/12/01,46746
2013/12/02,44550
2013/12/03,42318
2013/12/04,41710
2013/12/05,42149
2013/12/06,41508
2013/12/07,41346
2013/12/08,42380
2013/12/09,41836
2013/12/10,40540
2013/12/11,38495
2013/12/12,37721
2013/12/13,37037
2013/12/14,37185
2013/12/15,37169
2013/12/16,34875
2013/12/17,32598
2013/12/18,32827
2013/12/19,30797
2013/12/20,31097
2013/12/21,32156
2013/12/22,33694
2013/12/23,34519
2013/12/24,34073
2013/12/25,34341
2013/12/26,34183
2013/12/27,31818
2013/12/28,29882
2013/12/29,29273
2013/12/30,29117
2013/12/31,29400
2014/01/01,30517
2014/01/02,29259
2014/01/03,27268
2014/01/04,24376
2014/01/05,23351
2014/01/06,23672
2014/01/07,22870
2014/01/08,22633
2014/01/09,22366
2014/01/10,22144
2014/01/11,22216
2014/01/12,22681
2014/01/13,22758
2014/01/14,22761
2014/01/15,21793
2014/01/16,20915
2014/01/17,16487
2014/01/18,15563
2014/01/19,15611
2014/01/20,16860
2014/01/21,18693
2014/01/22,19452
2014/01/23,19576
2014/01/24,19731
2014/01/25,19804
2014/01/26,19811
2014/01/27,19916
2014/01/28,20087
2014/01/29,20141
2014/01/30,20286
2014/01/31,19007
2014/02/01,19062
2014/02/02,18905
2014/02/03,18983
2014/02/04,21052
2014/02/05,21154
2014/02/06,22383
2014/02/07,23859
2014/02/08,23972
2014/02/09,23943
2014/02/10,23821
2014/02/11,22857
2014/02/12,22423
2014/02/13,22120
2014/02/14,22671
2014/02/15,21958
2014/02/16,22016
2014/02/17,19984
2014/02/18,17933
2014/02/19,20160
2014/02/20,22600
2014/02/21,24864
2014/02/22,24731
2014/02/23,25188
2014/02/24,27412
2014/02/25,31154
2014/02/26,33026
2014/02/27,33359
2014/02/28,32954
2014/03/01,33159
2014/03/02,33024
2014/03/03,35585
2014/03/04,38617
2014/03/05,39396
2014/03/06,39975
2014/03/07,39950
2014/03/08,39933
2014/03/09,39917
2014/03/10,39368
2014/03/11,37225
2014/03/12,36892
2014/03/13,36214
2014/03/14,35136
2014/03/15,36121
2014/03/16,37931
2014/03/17,37395
2014/03/18,36365
2014/03/19,35652
2014/03/20,35545
2014/03/21,35572
2014/03/22,36136
2014/03/23,37469
2014/03/24,37230
2014/03/25,37275
2014/03/26,36511
2014/03/27,34907
2014/03/28,34230
2014/03/29,35213
2014/03/30,36723
2014/03/31,36623
2014/04/01,36473
2014/04/02,34251
2014/04/03,30748
2014/04/04,29453
2014/04/05,28460
2014/04/06,27886
2014/04/07,27559
2014/04/08,27539
2014/04/09,27965
2014/04/10,28328
2014/04/11,27264
2014/04/12,27217
2014/04/13,27491
2014/04/14,27778
2014/04/15,27041
2014/04/16,27131
2014/04/17,25821
2014/04/18,25711
2014/04/19,26132
2014/04/20,26598
2014/04/21,26873
2014/04/22,26649
2014/04/23,26704
2014/04/24,26754
2014/04/25,26897
2014/04/26,26916
