Date,sentinusd14momUSD
2010/10/25,11554
2010/10/26,18312
2010/10/27,22923
2010/10/28,15178
2010/10/29,906.752
2010/10/30,-8615
2010/10/31,1477
2010/11/01,-14144
2010/11/02,-14104
2010/11/03,-8844
2010/11/04,14593
2010/11/05,-3749
2010/11/06,36645
2010/11/07,24665
2010/11/08,130405
2010/11/09,-13425
2010/11/10,-21004
2010/11/11,-24121
2010/11/12,-7546
2010/11/13,-576.179
2010/11/14,-2715
2010/11/15,63482
2010/11/16,13592
2010/11/17,3036
2010/11/18,-19055
2010/11/19,4981
2010/11/20,3511
2010/11/21,-1527
2010/11/22,-138263
2010/11/23,-207.163
2010/11/24,-2253
2010/11/25,4805
2010/11/26,16726
2010/11/27,-3839
2010/11/28,-3114
2010/11/29,-62853
2010/11/30,-12565
2010/12/01,-2031
2010/12/02,233.112
2010/12/03,-7946
2010/12/04,-29764
2010/12/05,-30430
2010/12/06,11801
2010/12/07,6475
2010/12/08,-3822
2010/12/09,-5181
2010/12/10,-19718
2010/12/11,10315
2010/12/12,3513
2010/12/13,30487
2010/12/14,14571
2010/12/15,15308
2010/12/16,5882
2010/12/17,8515
2010/12/18,5369
2010/12/19,19529
2010/12/20,479.09
2010/12/21,6873
2010/12/22,13335
2010/12/23,6565
2010/12/24,9659
2010/12/25,10800
2010/12/26,7804
2010/12/27,-16992
2010/12/28,-12259
2010/12/29,4312
2010/12/30,-1586
2010/12/31,2397
2011/01/01,-4014
2011/01/02,-10080
2011/01/03,-1303
2011/01/04,-13445
2011/01/05,-5882
2011/01/06,-6068
2011/01/07,2414
2011/01/08,-9366
2011/01/09,-5668
2011/01/10,4353
2011/01/11,18667
2011/01/12,-12625
2011/01/13,19078
2011/01/14,12771
2011/01/15,6066
2011/01/16,11642
2011/01/17,1708
2011/01/18,22786
2011/01/19,4168
2011/01/20,8781
2011/01/21,7234
2011/01/22,11126
2011/01/23,23153
2011/01/24,2980
2011/01/25,-11405
2011/01/26,8177
2011/01/27,391806
2011/01/28,-10629
2011/01/29,7467
2011/01/30,155054
2011/01/31,73130
2011/02/01,41184
2011/02/02,62436
2011/02/03,28074
2011/02/04,15990
2011/02/05,31469
2011/02/06,35289
2011/02/07,108837
2011/02/08,37616
2011/02/09,99847
2011/02/10,-206126
2011/02/11,238245
2011/02/12,107744
2011/02/13,-71047
2011/02/14,42723
2011/02/15,20696
2011/02/16,-17154
2011/02/17,51160
2011/02/18,73603
2011/02/19,97279
2011/02/20,123308
2011/02/21,52483
2011/02/22,232517
2011/02/23,198344
2011/02/24,-11654
2011/02/25,-93005
2011/02/26,16339
2011/02/27,65823
2011/02/28,-28118
2011/03/01,823148
2011/03/02,2201527
2011/03/03,114188
2011/03/04,159172
2011/03/05,-41829
2011/03/06,-29106
2011/03/07,-9176
2011/03/08,-129419
2011/03/09,-115585
2011/03/10,92112
2011/03/11,53968
2011/03/12,-13274
2011/03/13,8565
2011/03/14,76359
2011/03/15,-812547
2011/03/16,-2133073
2011/03/17,-77678
2011/03/18,-131217
2011/03/19,-24862
2011/03/20,-60401
2011/03/21,-66680
2011/03/22,-2892
2011/03/23,1395
2011/03/24,-90424
2011/03/25,30462
2011/03/26,136551
2011/03/27,-64189
2011/03/28,-75889
2011/03/29,-19618
2011/03/30,-35805
2011/03/31,-26113
2011/04/01,-81392
2011/04/02,-17851
2011/04/03,-41069
2011/04/04,-10228
2011/04/05,-76548
2011/04/06,-147218
2011/04/07,-132009
2011/04/08,-153439
2011/04/09,-172466
2011/04/10,-56627
2011/04/11,-44188
2011/04/12,25738
2011/04/13,61981
2011/04/14,33216
2011/04/15,39730
2011/04/16,275598
2011/04/17,1340941
2011/04/18,42789
2011/04/19,3012458
2011/04/20,5447412
2011/04/21,425799
2011/04/22,110373
2011/04/23,151904
2011/04/24,111285
2011/04/25,90693
2011/04/26,187253
2011/04/27,296999
2011/04/28,163134
2011/04/29,1876278
2011/04/30,948735
2011/05/01,-874153
2011/05/02,228754
2011/05/03,-2475238
2011/05/04,-4548600
2011/05/05,26983
2011/05/06,745990
2011/05/07,528011
2011/05/08,1814711
2011/05/09,429234
2011/05/10,2429777
2011/05/11,539987
2011/05/12,921069
2011/05/13,1309822
2011/05/14,12389378
2011/05/15,1649323
2011/05/16,1712865
2011/05/17,1008277
2011/05/18,310365
2011/05/19,691988
2011/05/20,1187975
2011/05/21,3112642
2011/05/22,3647607
2011/05/23,2585334
2011/05/24,-148779
2011/05/25,2037270
2011/05/26,2294206
2011/05/27,1324417
2011/05/28,-11792810
2011/05/29,41306
2011/05/30,231528
2011/05/31,826903
2011/06/01,1212231
2011/06/02,2346615
2011/06/03,5465540
2011/06/04,3959421
2011/06/05,4166310
2011/06/06,11412202
2011/06/07,8506589
2011/06/08,18074071
2011/06/09,19166441
2011/06/10,19745899
2011/06/11,26566833
2011/06/12,28219162
2011/06/13,22009079
2011/06/14,27568526
2011/06/15,79488316
2011/06/16,156324326
2011/06/17,18000050
2011/06/18,12797604
2011/06/19,68583987
2011/06/20,8061201
2011/06/21,45198273
2011/06/22,1366603
2011/06/23,4902150
2011/06/24,56815042
2011/06/25,153743421
2011/06/26,38228681
2011/06/27,6688527
2011/06/28,85625216
2011/06/29,-35049600
2011/06/30,-135248868
2011/07/01,-8164110
2011/07/02,-7323645
2011/07/03,-69593351
2011/07/04,-2795572
2011/07/05,-50827511
2011/07/06,-14593985
2011/07/07,-20725569
2011/07/08,-76739702
2011/07/09,-152424417
2011/07/10,-33180803
2011/07/11,-16392874
2011/07/12,-100602784
2011/07/13,-26991390
2011/07/14,2260479
2011/07/15,-9144542
2011/07/16,3847795
2011/07/17,-1234427
2011/07/18,24127765
2011/07/19,31894532
2011/07/20,-391931
2011/07/21,11348415
2011/07/22,16733416
2011/07/23,-21513626
2011/07/24,-27998477
2011/07/25,5457434
2011/07/26,1414927
2011/07/27,-2295593
2011/07/28,19531357
2011/07/29,1006620
2011/07/30,-12792214
2011/07/31,429257
2011/08/01,-36825483
2011/08/02,-32355354
2011/08/03,-3142511
2011/08/04,-15019715
2011/08/05,-16101174
2011/08/06,-5177495
2011/08/07,-4859860
2011/08/08,-11948935
2011/08/09,5599697
2011/08/10,-6263935
2011/08/11,-41714618
2011/08/12,-6101520
2011/08/13,-1406884
2011/08/14,-3296272
2011/08/15,-3516685
2011/08/16,-1048753
2011/08/17,-818788
2011/08/18,1166815
2011/08/19,1178510
2011/08/20,-505164
2011/08/21,123826
2011/08/22,-5100589
2011/08/23,-17259199
2011/08/24,-5276817
2011/08/25,-895345
2011/08/26,-727026
2011/08/27,19705474
2011/08/28,-3073207
2011/08/29,-1495120
2011/08/30,-1849012
2011/08/31,-1284451
2011/09/01,-1661045
2011/09/02,-4105364
2011/09/03,-668865
2011/09/04,11712052
2011/09/05,14777981
2011/09/06,17978916
2011/09/07,-1677350
2011/09/08,-1164957
2011/09/09,-161677
2011/09/10,-21387468
2011/09/11,3772276
2011/09/12,1589666
2011/09/13,-22386
2011/09/14,-557354
2011/09/15,-1176046
2011/09/16,1088389
2011/09/17,-253974
2011/09/18,-13020998
2011/09/19,-16068149
2011/09/20,-20778848
2011/09/21,-2140148
2011/09/22,-988165
2011/09/23,-460223
2011/09/24,-58225
2011/09/25,-3839451
2011/09/26,-2311407
2011/09/27,-9782
2011/09/28,10323
2011/09/29,41929
2011/09/30,-1812027
2011/10/01,437463
2011/10/02,143475
2011/10/03,272005
2011/10/04,60248
2011/10/05,-314405
2011/10/06,850549
2011/10/07,-164089
2011/10/08,-90439
2011/10/09,-348795
2011/10/10,-146802
2011/10/11,-759866
2011/10/12,-423602
2011/10/13,-339256
2011/10/14,-331844
2011/10/15,-632268
2011/10/16,-645352
2011/10/17,-550285
2011/10/18,-1229298
2011/10/19,-1260720
2011/10/20,-1857620
2011/10/21,-311445
2011/10/22,464046
2011/10/23,559106
2011/10/24,-242653
2011/10/25,-320315
2011/10/26,-102458
2011/10/27,237525
2011/10/28,310909
2011/10/29,-5860
2011/10/30,-238299
2011/10/31,-224092
2011/11/01,860887
2011/11/02,572796
2011/11/03,440304
2011/11/04,-152195
2011/11/05,-756082
2011/11/06,-1110491
2011/11/07,-251498
2011/11/08,2369719
2011/11/09,1755486
2011/11/10,-429992
2011/11/11,-507380
2011/11/12,-669442
2011/11/13,27128
2011/11/14,-328691
2011/11/15,-896333
2011/11/16,3671963
2011/11/17,6776138
2011/11/18,9704251
2011/11/19,7722490
2011/11/20,2628362
2011/11/21,2919837
2011/11/22,4821899
2011/11/23,626246
2011/11/24,2482303
2011/11/25,1687469
2011/11/26,3042335
2011/11/27,3595067
2011/11/28,9083461
2011/11/29,9558634
2011/11/30,13679621
2011/12/01,-1601478
2011/12/02,5871568
2011/12/03,1603154
2011/12/04,4872985
2011/12/05,4624565
2011/12/06,12054108
2011/12/07,13174484
2011/12/08,10022090
2011/12/09,3238529
2011/12/10,-613420
2011/12/11,-1742107
2011/12/12,-7786017
2011/12/13,-9369822
2011/12/14,-17666989
2011/12/15,-5011975
2011/12/16,-15411288
2011/12/17,-9204847
2011/12/18,-7294507
2011/12/19,-6907046
2011/12/20,-18465799
2011/12/21,-14659074
2011/12/22,-12028496
2011/12/23,-4929819
2011/12/24,-2181948
2011/12/25,-1579900
2011/12/26,425025
2011/12/27,1511182
2011/12/28,-40971
2011/12/29,640007
2011/12/30,-407534
2011/12/31,-25514
2012/01/01,595404
2012/01/02,-286772
2012/01/03,-692215
2012/01/04,-222229
2012/01/05,2439499
2012/01/06,2451439
2012/01/07,483634
2012/01/08,930156
2012/01/09,-256236
2012/01/10,-522390
2012/01/11,1167854
2012/01/12,-30296
2012/01/13,1227110
2012/01/14,883820
2012/01/15,60345
2012/01/16,1317276
2012/01/17,1088388
2012/01/18,-90335
2012/01/19,-2002775
2012/01/20,-1522250
2012/01/21,-218408
2012/01/22,-791979
2012/01/23,-1073963
2012/01/24,-78603
2012/01/25,-28066
2012/01/26,71205
2012/01/27,-635184
2012/01/28,-812127
2012/01/29,-18673
2012/01/30,-1093967
2012/01/31,-742356
2012/02/01,373077
2012/02/02,-84210
2012/02/03,47859
2012/02/04,435845
2012/02/05,549114
2012/02/06,160685
2012/02/07,-459719
2012/02/08,-731587
2012/02/09,-801179
2012/02/10,-30061
2012/02/11,1237463
2012/02/12,-52341
2012/02/13,618394
2012/02/14,4863379
2012/02/15,3541291
2012/02/16,4768999
2012/02/17,2083871
2012/02/18,999723
2012/02/19,-285696
2012/02/20,202646
2012/02/21,11609
2012/02/22,1827927
2012/02/23,1803312
2012/02/24,1038935
2012/02/25,-581251
2012/02/26,-136296
2012/02/27,-437590
2012/02/28,-4781089
2012/02/29,-4351744
2012/03/01,-3592788
2012/03/02,-1476646
2012/03/03,-1140269
2012/03/04,1540704
2012/03/05,-72378
2012/03/06,49482
2012/03/07,-1598601
2012/03/08,-666146
2012/03/09,-14006
2012/03/10,-92609
2012/03/11,361185
2012/03/12,977771
2012/03/13,807650
2012/03/14,1467659
2012/03/15,-753118
2012/03/16,-71100
2012/03/17,564698
2012/03/18,-1296467
2012/03/19,379247
2012/03/20,597383
2012/03/21,599007
2012/03/22,1007098
2012/03/23,1444192
2012/03/24,1979382
2012/03/25,-14006
2012/03/26,-269562
2012/03/27,161642
2012/03/28,317069
2012/03/29,3245924
2012/03/30,2114578
2012/03/31,1842612
2012/04/01,1113598
2012/04/02,1238578
2012/04/03,1772517
2012/04/04,1237797
2012/04/05,1050876
2012/04/06,-1389669
2012/04/07,-2154336
2012/04/08,4083098
2012/04/09,5466626
2012/04/10,1302398
2012/04/11,3985713
2012/04/12,514805
2012/04/13,-606886
2012/04/14,666243
2012/04/15,3347645
2012/04/16,4529734
2012/04/17,1491678
2012/04/18,1543586
2012/04/19,-1086894
2012/04/20,12089900
2012/04/21,4864855
2012/04/22,-990459
2012/04/23,-3956935
2012/04/24,-214892
2012/04/25,-2118532
2012/04/26,3209866
2012/04/27,3336257
2012/04/28,-452694
2012/04/29,-1520084
2012/04/30,-2624035
2012/05/01,-255975
2012/05/02,231701
2012/05/03,2614661
2012/05/04,-9277145
2012/05/05,-469761
2012/05/06,-1715670
2012/05/07,7005162
2012/05/08,15819742
2012/05/09,6541451
2012/05/10,-3627176
2012/05/11,-3245
2012/05/12,11344751
2012/05/13,2571874
2012/05/14,6083531
2012/05/15,13432078
2012/05/16,11960328
2012/05/17,11347968
2012/05/18,3867359
2012/05/19,219748
2012/05/20,7017697
2012/05/21,8439704
2012/05/22,1127379
2012/05/23,-2463560
2012/05/24,-92487
2012/05/25,5015910
2012/05/26,8825036
2012/05/27,2902238
2012/05/28,-518620
2012/05/29,-2518715
2012/05/30,-5127693
2012/05/31,7193792
2012/06/01,5935466
2012/06/02,4107524
2012/06/03,-1340263
2012/06/04,4901895
2012/06/05,3506429
2012/06/06,4335654
2012/06/07,20939510
2012/06/08,18136513
2012/06/09,-16892036
2012/06/10,7780046
2012/06/11,5846904
2012/06/12,-1755771
2012/06/13,1883022
2012/06/14,4017907
2012/06/15,5953188
2012/06/16,14629214
2012/06/17,-137014
2012/06/18,-8714152
2012/06/19,-10778305
2012/06/20,-2549835
2012/06/21,-19897185
2012/06/22,-15710626
2012/06/23,11748819
2012/06/24,-6035259
2012/06/25,-5324207
2012/06/26,-3602968
2012/06/27,-1242872
2012/06/28,-5744678
2012/06/29,-4784424
2012/06/30,-15820111
2012/07/01,84372
2012/07/02,-7974220
2012/07/03,-4096649
2012/07/04,3619113
2012/07/05,6392091
2012/07/06,-5843544
2012/07/07,8190907
2012/07/08,-6580483
2012/07/09,3151042
2012/07/10,4403922
2012/07/11,-4692688
2012/07/12,-12994950
2012/07/13,1863948
2012/07/14,9314118
2012/07/15,1117639
2012/07/16,9210229
2012/07/17,12176225
2012/07/18,-694133
2012/07/19,-2771211
2012/07/20,4885164
2012/07/21,-7213088
2012/07/22,8894837
2012/07/23,3428075
2012/07/24,-688938
2012/07/25,401678
2012/07/26,10011905
2012/07/27,539531
2012/07/28,-3324343
2012/07/29,-543591
2012/07/30,-8659906
2012/07/31,5639125
2012/08/01,6942459
2012/08/02,6970916
2012/08/03,911582
2012/08/04,-5810033
2012/08/05,6563286
2012/08/06,2961061
2012/08/07,6357588
2012/08/08,9092099
2012/08/09,-4589800
2012/08/10,-738054
2012/08/11,2096762
2012/08/12,8367935
2012/08/13,13216364
2012/08/14,-9546220
2012/08/15,773584
2012/08/16,9346320
2012/08/17,18663119
2012/08/18,10104304
2012/08/19,36749550
2012/08/20,65393668
2012/08/21,33142714
2012/08/22,58144465
2012/08/23,59736780
2012/08/24,95752510
2012/08/25,28708370
2012/08/26,16767981
2012/08/27,45887254
2012/08/28,56124184
2012/08/29,138181007
2012/08/30,97435487
2012/08/31,59970083
2012/09/01,62544789
2012/09/02,2035155
2012/09/03,-48451776
2012/09/04,12940728
2012/09/05,22346739
2012/09/06,166731067
2012/09/07,89633464
2012/09/08,37330764
2012/09/09,7821720
2012/09/10,141577263
2012/09/11,152964352
2012/09/12,-37407897
2012/09/13,130429041
2012/09/14,114448155
2012/09/15,-6451182
2012/09/16,104982228
2012/09/17,116560354
2012/09/18,88985684
2012/09/19,289560580
2012/09/20,-44748030
2012/09/21,115944481
2012/09/22,97811567
2012/09/23,52014175
2012/09/24,-111410722
2012/09/25,-206052087
2012/09/26,-102212108
2012/09/27,-238395813
2012/09/28,-176638462
2012/09/29,-65362919
2012/09/30,-147673929
2012/10/01,-135087281
2012/10/02,-131599774
2012/10/03,-372152869
2012/10/04,-182301543
2012/10/05,-286602400
2012/10/06,-156798028
2012/10/07,-73341816
2012/10/08,-77433493
2012/10/09,-5302088
2012/10/10,-10459986
2012/10/11,-1860855
2012/10/12,-344131
2012/10/13,16358096
2012/10/14,-1276412
2012/10/15,-10067444
2012/10/16,7421159
2012/10/17,23165578
2012/10/18,24729006
2012/10/19,-1900325
2012/10/20,6618572
2012/10/21,5556126
2012/10/22,5696815
2012/10/23,14107182
2012/10/24,11683770
2012/10/25,1310927
2012/10/26,-20604000
2012/10/27,-15208308
2012/10/28,-6466840
2012/10/29,851954
2012/10/30,12112644
2012/10/31,2263216
2012/11/01,-11669018
2012/11/02,-22502999
2012/11/03,-11219608
2012/11/04,-3137359
2012/11/05,-1592623
2012/11/06,-9646435
2012/11/07,-1985111
2012/11/08,-1748628
2012/11/09,-1372344
2012/11/10,-12428486
2012/11/11,-5215241
2012/11/12,-5273129
2012/11/13,-35308785
2012/11/14,-27362823
2012/11/15,911546
2012/11/16,32987958
2012/11/17,10785592
2012/11/18,92185
2012/11/19,-8649077
2012/11/20,-2164349
2012/11/21,-9199682
2012/11/22,2858095
2012/11/23,4418834
2012/11/24,9596773
2012/11/25,4991559
2012/11/26,8271360
2012/11/27,7945297
2012/11/28,8303141
2012/11/29,-14560142
2012/11/30,-32206011
2012/12/01,-23234933
2012/12/02,-11293433
2012/12/03,5522159
2012/12/04,14093889
2012/12/05,26923883
2012/12/06,25756152
2012/12/07,13873995
2012/12/08,-536814
2012/12/09,9392049
2012/12/10,34259
2012/12/11,4206747
2012/12/12,25899124
2012/12/13,37712283
2012/12/14,29828984
2012/12/15,14667627
2012/12/16,11213818
2012/12/17,1946460
2012/12/18,-1159935
2012/12/19,-22856726
2012/12/20,-30691816
2012/12/21,-5408074
2012/12/22,4571823
2012/12/23,-7204793
2012/12/24,198256
2012/12/25,-13192192
2012/12/26,-39981925
2012/12/27,-41878429
2012/12/28,-25720984
2012/12/29,-9074333
2012/12/30,-13593213
2012/12/31,-7151310
2013/01/01,-11533806
2013/01/02,9712098
2013/01/03,9314597
2013/01/04,7889619
2013/01/05,9249340
2013/01/06,2547195
2013/01/07,5270922
2013/01/08,20176981
2013/01/09,14392801
2013/01/10,7455544
2013/01/11,4171053
2013/01/12,-559165
2013/01/13,1764719
2013/01/14,-779437
2013/01/15,8757910
2013/01/16,6936274
2013/01/17,4850477
2013/01/18,-5410396
2013/01/19,-4942408
2013/01/20,3002383
2013/01/21,-1707012
2013/01/22,-5424995
2013/01/23,17031052
2013/01/24,6569586
2013/01/25,6900294
2013/01/26,9238223
2013/01/27,12627562
2013/01/28,12951504
2013/01/29,14492970
2013/01/30,1393913
2013/01/31,3361473
2013/02/01,10590406
2013/02/02,1916700
2013/02/03,8098930
2013/02/04,13119495
2013/02/05,16181442
2013/02/06,-2854736
2013/02/07,10762641
2013/02/08,20797372
2013/02/09,14773891
2013/02/10,5767761
2013/02/11,1504493
2013/02/12,-14819686
2013/02/13,-6973956
2013/02/14,6127302
2013/02/15,-2946867
2013/02/16,8218922
2013/02/17,2347882
2013/02/18,87733
2013/02/19,-2869434
2013/02/20,-5175729
2013/02/21,-6261300
2013/02/22,-1828148
2013/02/23,-5765900
2013/02/24,16025058
2013/02/25,21745217
2013/02/26,11778182
2013/02/27,17659742
2013/02/28,8567004
2013/03/01,15543152
2013/03/02,13814227
2013/03/03,-1039032
2013/03/04,-116558
2013/03/05,31998466
2013/03/06,49347917
2013/03/07,28172428
2013/03/08,3385270
2013/03/09,9127954
2013/03/10,5146838
2013/03/11,-9624204
2013/03/12,22875404
2013/03/13,17035946
2013/03/14,-346330
2013/03/15,180564122
2013/03/16,52520514
2013/03/17,9408757
2013/03/18,140597047
2013/03/19,26174352
2013/03/20,21963836
2013/03/21,61275499
2013/03/22,38385884
2013/03/23,37377067
2013/03/24,5050308
2013/03/25,54057318
2013/03/26,49813637
2013/03/27,139082963
2013/03/28,98229834
2013/03/29,-112681160
2013/03/30,53048144
2013/03/31,95758427
2013/04/01,-42602090
2013/04/02,163684036
2013/04/03,149860474
2013/04/04,108713941
2013/04/05,142276021
2013/04/06,80800268
2013/04/07,71146590
2013/04/08,114537894
2013/04/09,212503765
2013/04/10,233611834
2013/04/11,50752329
2013/04/12,23274268
2013/04/13,-52446855
2013/04/14,-70299895
2013/04/15,-50930282
2013/04/16,-133147410
2013/04/17,-126864561
2013/04/18,322219846
2013/04/19,-36029295
2013/04/20,-51219949
2013/04/21,-23820246
2013/04/22,-34729584
2013/04/23,-141760745
2013/04/24,-190756251
2013/04/25,26334964
2013/04/26,9409882
2013/04/27,-3446943
2013/04/28,2512078
2013/04/29,33664373
2013/04/30,-45431303
2013/05/01,-16946796
2013/05/02,-459411860
2013/05/03,-121014381
2013/05/04,-64526288
2013/05/05,-45948246
2013/05/06,-91184651
2013/05/07,-87129171
2013/05/08,-161852452
2013/05/09,-156912363
2013/05/10,-70519299
2013/05/11,-31120246
2013/05/12,-12036857
2013/05/13,-35996329
2013/05/14,-6027193
2013/05/15,-42829106
2013/05/16,-24802020
2013/05/17,4925903
2013/05/18,25004256
2013/05/19,-13945926
2013/05/20,-28307906
2013/05/21,-25963582
2013/05/22,-3159479
2013/05/23,12368777
2013/05/24,9567256
2013/05/25,17297679
2013/05/26,-5694256
2013/05/27,1068783
2013/05/28,6855043
2013/05/29,19360098
2013/05/30,8533723
2013/05/31,172831
2013/06/01,-11634547
2013/06/02,3567940
2013/06/03,28109633
2013/06/04,726230
2013/06/05,-2721232
2013/06/06,8820343
2013/06/07,-16340070
2013/06/08,-42404279
2013/06/09,22142526
2013/06/10,-27671483
2013/06/11,-21199044
2013/06/12,-29259741
2013/06/13,-12342812
2013/06/14,-5058148
2013/06/15,-16492856
2013/06/16,275464
2013/06/17,-28681661
2013/06/18,-8040670
2013/06/19,-17591283
2013/06/20,-11244094
2013/06/21,-2494225
2013/06/22,1481231
2013/06/23,-36796593
2013/06/24,7939316
2013/06/25,7485656
2013/06/26,735397
2013/06/27,-11321183
2013/06/28,-13719272
2013/06/29,3941206
2013/06/30,-13344475
2013/07/01,14444674
2013/07/02,-4582252
2013/07/03,7112158
2013/07/04,-7069968
2013/07/05,-100554
2013/07/06,3258617
2013/07/07,12369324
2013/07/08,3103564
2013/07/09,13976161
2013/07/10,21800057
2013/07/11,32657340
2013/07/12,26822122
2013/07/13,30932692
2013/07/14,12932855
2013/07/15,-10825731
2013/07/16,22513061
2013/07/17,23911736
2013/07/18,16031365
2013/07/19,-3328530
2013/07/20,-5290616
2013/07/21,-4161192
2013/07/22,12260507
2013/07/23,-1978651
2013/07/24,-5805378
2013/07/25,-15194480
2013/07/26,-18505874
2013/07/27,-35267519
2013/07/28,4259411
2013/07/29,6341308
2013/07/30,9708303
2013/07/31,-10745722
2013/08/01,25291418
2013/08/02,16526892
2013/08/03,20719034
2013/08/04,5994480
2013/08/05,4255939
2013/08/06,-8948738
2013/08/07,467057
2013/08/08,-2335218
2013/08/09,-10295754
2013/08/10,6538436
2013/08/11,-14059389
2013/08/12,9114185
2013/08/13,28268473
2013/08/14,46768669
2013/08/15,-32819716
2013/08/16,18416798
2013/08/17,29365117
2013/08/18,27710570
2013/08/19,25005965
2013/08/20,22807006
2013/08/21,55492336
2013/08/22,18362943
2013/08/23,28662398
2013/08/24,10522724
2013/08/25,17740802
2013/08/26,-3639828
2013/08/27,-24101989
2013/08/28,-42360507
2013/08/29,1825915
2013/08/30,-6838552
2013/08/31,-11584901
2013/09/01,-5008427
2013/09/02,-22738933
2013/09/03,9234514
2013/09/04,-32607314
2013/09/05,960206
2013/09/06,-8631528
2013/09/07,12456460
2013/09/08,-12658982
2013/09/09,-6685622
2013/09/10,-27953390
2013/09/11,-8025892
2013/09/12,1044537
2013/09/13,-19638626
2013/09/14,-16951902
2013/09/15,-23120547
2013/09/16,-1011694
2013/09/17,-29369982
2013/09/18,-10719458
2013/09/19,11825673
2013/09/20,7618390
2013/09/21,-16823915
2013/09/22,12077904
2013/09/23,47781844
2013/09/24,39015212
2013/09/25,15749110
2013/09/26,6461466
2013/09/27,4978241
2013/09/28,1234298
2013/09/29,16526386
2013/09/30,17920540
2013/10/01,55250779
2013/10/02,37994531
2013/10/03,-5193479
2013/10/04,3184830
2013/10/05,-3470574
2013/10/06,-8201215
2013/10/07,-33287135
2013/10/08,-27630233
2013/10/09,8377288
2013/10/10,-1344340
2013/10/11,9474754
2013/10/12,13946433
2013/10/13,17453023
2013/10/14,11566252
2013/10/15,-15601729
2013/10/16,5981258
2013/10/17,17320327
2013/10/18,39402568
2013/10/19,97333128
2013/10/20,59899296
2013/10/21,82586423
2013/10/22,119188436
2013/10/23,95969391
2013/10/24,95171556
2013/10/25,377349713
2013/10/26,32836884
2013/10/27,1838170
2013/10/28,1879184
2013/10/29,203731490
2013/10/30,-1757387
2013/10/31,8209724
2013/11/01,-19400066
2013/11/02,-49662830
2013/11/03,-10235915
2013/11/04,18915933
2013/11/05,18961020
2013/11/06,2992313
2013/11/07,110446845
2013/11/08,-187048812
2013/11/09,153295428
2013/11/10,114484853
2013/11/11,76368185
2013/11/12,295608
2013/11/13,262817924
2013/11/14,261196719
2013/11/15,868581880
2013/11/16,486934475
2013/11/17,378430178
2013/11/18,819184327
2013/11/19,1001970854
2013/11/20,591194564
2013/11/21,920213681
2013/11/22,1266478031
2013/11/23,803887894
2013/11/24,813913782
2013/11/25,813329431
2013/11/26,2797447961
2013/11/27,2448230043
2013/11/28,2634341658
2013/11/29,1467615327
2013/11/30,1301192154
2013/12/01,831792200
2013/12/02,251438069
2013/12/03,-99311457
2013/12/04,537516931
2013/12/05,203512894
2013/12/06,-531443186
2013/12/07,592651963
2013/12/08,-142491290
2013/12/09,-8696897
2013/12/10,-2391025666
2013/12/11,-1905804529
2013/12/12,-2259218986
2013/12/13,-1679671759
2013/12/14,-1378175572
2013/12/15,-949418921
2013/12/16,328459648
2013/12/17,-83489958
2013/12/18,-265573114
2013/12/19,-602586065
2013/12/20,-423606584
2013/12/21,-1080012273
2013/12/22,-304143639
2013/12/23,-544150907
2013/12/24,-159005995
2013/12/25,-370561162
