Date,sentbyaddress90trx
2011/01/07,0.403
2011/01/08,0.406
2011/01/09,0.409
2011/01/10,0.412
2011/01/11,0.416
2011/01/12,0.42
2011/01/13,0.425
2011/01/14,0.43
2011/01/15,0.435
2011/01/16,0.441
2011/01/17,0.446
2011/01/18,0.452
2011/01/19,0.458
2011/01/20,0.464
2011/01/21,0.471
2011/01/22,0.478
2011/01/23,0.487
2011/01/24,0.496
2011/01/25,0.504
2011/01/26,0.513
2011/01/27,0.521
2011/01/28,0.53
2011/01/29,0.539
2011/01/30,0.551
2011/01/31,0.564
2011/02/01,0.576
2011/02/02,0.587
2011/02/03,0.597
2011/02/04,0.607
2011/02/05,0.615
2011/02/06,0.623
2011/02/07,0.63
2011/02/08,0.637
2011/02/09,0.643
2011/02/10,0.652
2011/02/11,0.664
2011/02/12,0.677
2011/02/13,0.691
2011/02/14,0.707
2011/02/15,0.723
2011/02/16,0.741
2011/02/17,0.759
2011/02/18,0.779
2011/02/19,0.798
2011/02/20,0.817
2011/02/21,0.836
2011/02/22,0.855
2011/02/23,0.876
2011/02/24,0.896
2011/02/25,0.917
2011/02/26,0.937
2011/02/27,0.956
2011/02/28,0.975
2011/03/01,0.995
2011/03/02,1.014
2011/03/03,1.034
2011/03/04,1.054
2011/03/05,1.072
2011/03/06,1.09
2011/03/07,1.106
2011/03/08,1.122
2011/03/09,1.138
2011/03/10,1.152
2011/03/11,1.164
2011/03/12,1.175
2011/03/13,1.185
2011/03/14,1.193
2011/03/15,1.201
2011/03/16,1.207
2011/03/17,1.213
2011/03/18,1.217
2011/03/19,1.221
2011/03/20,1.225
2011/03/21,1.231
2011/03/22,1.235
2011/03/23,1.242
2011/03/24,1.249
2011/03/25,1.255
2011/03/26,1.261
2011/03/27,1.267
2011/03/28,1.273
2011/03/29,1.279
2011/03/30,1.284
2011/03/31,1.288
2011/04/01,1.291
2011/04/02,1.292
2011/04/03,1.292
2011/04/04,1.292
2011/04/05,1.291
2011/04/06,1.29
2011/04/07,1.287
2011/04/08,1.284
2011/04/09,1.279
2011/04/10,1.274
2011/04/11,1.268
2011/04/12,1.262
2011/04/13,1.256
2011/04/14,1.251
2011/04/15,1.246
2011/04/16,1.24
2011/04/17,1.235
2011/04/18,1.23
2011/04/19,1.226
2011/04/20,1.222
2011/04/21,1.218
2011/04/22,1.213
2011/04/23,1.207
2011/04/24,1.202
2011/04/25,1.196
2011/04/26,1.192
2011/04/27,1.189
2011/04/28,1.187
2011/04/29,1.185
2011/04/30,1.185
2011/05/01,1.186
2011/05/02,1.187
2011/05/03,1.187
2011/05/04,1.188
2011/05/05,1.188
2011/05/06,1.19
2011/05/07,1.191
2011/05/08,1.192
2011/05/09,1.194
2011/05/10,1.195
2011/05/11,1.196
2011/05/12,1.197
2011/05/13,1.198
2011/05/14,1.201
2011/05/15,1.204
2011/05/16,1.207
2011/05/17,1.212
2011/05/18,1.219
2011/05/19,1.226
2011/05/20,1.234
2011/05/21,1.243
2011/05/22,1.252
2011/05/23,1.263
2011/05/24,1.274
2011/05/25,1.286
2011/05/26,1.3
2011/05/27,1.313
2011/05/28,1.326
2011/05/29,1.338
2011/05/30,1.35
2011/05/31,1.362
2011/06/01,1.374
2011/06/02,1.387
2011/06/03,1.402
2011/06/04,1.419
2011/06/05,1.436
2011/06/06,1.456
2011/06/07,1.477
2011/06/08,1.5
2011/06/09,1.526
2011/06/10,1.553
2011/06/11,1.582
2011/06/12,1.612
2011/06/13,1.642
2011/06/14,1.675
2011/06/15,1.708
2011/06/16,1.742
2011/06/17,1.774
2011/06/18,1.805
2011/06/19,1.835
2011/06/20,1.864
2011/06/21,1.89
2011/06/22,1.914
2011/06/23,1.936
2011/06/24,1.956
2011/06/25,1.973
2011/06/26,1.988
2011/06/27,2.001
2011/06/28,2.013
2011/06/29,2.022
2011/06/30,2.029
2011/07/01,2.033
2011/07/02,2.035
2011/07/03,2.034
2011/07/04,2.031
2011/07/05,2.026
2011/07/06,2.02
2011/07/07,2.013
2011/07/08,2.003
2011/07/09,1.991
2011/07/10,1.978
2011/07/11,1.964
2011/07/12,1.949
2011/07/13,1.933
2011/07/14,1.916
2011/07/15,1.898
2011/07/16,1.879
2011/07/17,1.86
2011/07/18,1.84
2011/07/19,1.82
2011/07/20,1.799
2011/07/21,1.778
2011/07/22,1.757
2011/07/23,1.735
2011/07/24,1.712
2011/07/25,1.69
2011/07/26,1.668
2011/07/27,1.646
2011/07/28,1.623
2011/07/29,1.6
2011/07/30,1.577
2011/07/31,1.554
2011/08/01,1.531
2011/08/02,1.508
2011/08/03,1.485
2011/08/04,1.462
2011/08/05,1.44
2011/08/06,1.417
2011/08/07,1.393
2011/08/08,1.37
2011/08/09,1.348
2011/08/10,1.326
2011/08/11,1.304
2011/08/12,1.283
2011/08/13,1.261
2011/08/14,1.24
2011/08/15,1.219
2011/08/16,1.199
2011/08/17,1.179
2011/08/18,1.159
2011/08/19,1.139
2011/08/20,1.12
2011/08/21,1.101
2011/08/22,1.082
2011/08/23,1.063
2011/08/24,1.045
2011/08/25,1.026
2011/08/26,1.008
2011/08/27,0.99
2011/08/28,0.972
2011/08/29,0.954
2011/08/30,0.937
2011/08/31,0.919
2011/09/01,0.902
2011/09/02,0.886
2011/09/03,0.869
2011/09/04,0.853
2011/09/05,0.836
2011/09/06,0.821
2011/09/07,0.805
2011/09/08,0.79
2011/09/09,0.775
2011/09/10,0.76
2011/09/11,0.745
2011/09/12,0.73
2011/09/13,0.716
2011/09/14,0.701
2011/09/15,0.687
2011/09/16,0.673
2011/09/17,0.659
2011/09/18,0.645
2011/09/19,0.631
2011/09/20,0.617
2011/09/21,0.604
2011/09/22,0.591
2011/09/23,0.578
2011/09/24,0.565
2011/09/25,0.552
2011/09/26,0.54
2011/09/27,0.527
2011/09/28,0.515
2011/09/29,0.502
2011/09/30,0.49
2011/10/01,0.478
2011/10/02,0.465
2011/10/03,0.453
2011/10/04,0.441
2011/10/05,0.43
2011/10/06,0.418
2011/10/07,0.407
2011/10/08,0.396
2011/10/09,0.385
2011/10/10,0.374
2011/10/11,0.363
2011/10/12,0.352
2011/10/13,0.342
2011/10/14,0.331
2011/10/15,0.321
2011/10/16,0.311
2011/10/17,0.301
2011/10/18,0.291
2011/10/19,0.281
2011/10/20,0.272
2011/10/21,0.262
2011/10/22,0.252
2011/10/23,0.243
2011/10/24,0.234
2011/10/25,0.225
2011/10/26,0.216
2011/10/27,0.207
2011/10/28,0.198
2011/10/29,0.19
2011/10/30,0.181
2011/10/31,0.173
2011/11/01,0.165
2011/11/02,0.157
2011/11/03,0.149
2011/11/04,0.142
2011/11/05,0.134
2011/11/06,0.127
2011/11/07,0.12
2011/11/08,0.113
2011/11/09,0.107
2011/11/10,0.101
2011/11/11,0.094
2011/11/12,0.088
2011/11/13,0.082
2011/11/14,0.076
2011/11/15,0.071
2011/11/16,0.065
2011/11/17,0.06
2011/11/18,0.054
2011/11/19,0.049
2011/11/20,0.043
2011/11/21,0.038
2011/11/22,0.032
2011/11/23,0.027
2011/11/24,0.021
2011/11/25,0.016
2011/11/26,0.01
2011/11/27,0.004
2011/11/28,-0.001
2011/11/29,-0.006
2011/11/30,-0.011
2011/12/01,-0.016
2011/12/02,-0.02
2011/12/03,-0.025
2011/12/04,-0.029
2011/12/05,-0.034
2011/12/06,-0.037
2011/12/07,-0.041
2011/12/08,-0.045
2011/12/09,-0.049
2011/12/10,-0.053
2011/12/11,-0.056
2011/12/12,-0.06
2011/12/13,-0.064
2011/12/14,-0.067
2011/12/15,-0.071
2011/12/16,-0.075
2011/12/17,-0.078
2011/12/18,-0.082
2011/12/19,-0.086
2011/12/20,-0.089
2011/12/21,-0.092
2011/12/22,-0.096
2011/12/23,-0.099
2011/12/24,-0.102
2011/12/25,-0.105
2011/12/26,-0.108
2011/12/27,-0.111
2011/12/28,-0.114
2011/12/29,-0.117
2011/12/30,-0.12
2011/12/31,-0.123
2012/01/01,-0.125
2012/01/02,-0.128
2012/01/03,-0.131
2012/01/04,-0.133
2012/01/05,-0.136
2012/01/06,-0.138
2012/01/07,-0.139
2012/01/08,-0.141
2012/01/09,-0.143
2012/01/10,-0.144
2012/01/11,-0.145
2012/01/12,-0.146
2012/01/13,-0.147
2012/01/14,-0.147
2012/01/15,-0.148
2012/01/16,-0.148
2012/01/17,-0.148
2012/01/18,-0.148
2012/01/19,-0.147
2012/01/20,-0.147
2012/01/21,-0.147
2012/01/22,-0.146
2012/01/23,-0.146
2012/01/24,-0.145
2012/01/25,-0.144
2012/01/26,-0.144
2012/01/27,-0.143
2012/01/28,-0.142
2012/01/29,-0.141
2012/01/30,-0.14
2012/01/31,-0.138
2012/02/01,-0.137
2012/02/02,-0.135
2012/02/03,-0.134
2012/02/04,-0.132
2012/02/05,-0.13
2012/02/06,-0.128
2012/02/07,-0.126
2012/02/08,-0.124
2012/02/09,-0.122
2012/02/10,-0.12
2012/02/11,-0.117
2012/02/12,-0.115
2012/02/13,-0.113
2012/02/14,-0.11
2012/02/15,-0.107
2012/02/16,-0.103
2012/02/17,-0.1
2012/02/18,-0.097
2012/02/19,-0.094
2012/02/20,-0.091
2012/02/21,-0.088
2012/02/22,-0.085
2012/02/23,-0.082
2012/02/24,-0.079
2012/02/25,-0.076
2012/02/26,-0.073
2012/02/27,-0.071
2012/02/28,-0.068
2012/02/29,-0.065
2012/03/01,-0.062
2012/03/02,-0.059
2012/03/03,-0.057
2012/03/04,-0.054
2012/03/05,-0.052
2012/03/06,-0.049
2012/03/07,-0.046
2012/03/08,-0.044
2012/03/09,-0.041
2012/03/10,-0.039
2012/03/11,-0.037
2012/03/12,-0.034
2012/03/13,-0.032
2012/03/14,-0.03
2012/03/15,-0.028
2012/03/16,-0.026
2012/03/17,-0.024
2012/03/18,-0.022
2012/03/19,-0.02
2012/03/20,-0.018
2012/03/21,-0.016
2012/03/22,-0.014
2012/03/23,-0.012
2012/03/24,-0.011
2012/03/25,-0.009
2012/03/26,-0.008
2012/03/27,-0.006
2012/03/28,-0.005
2012/03/29,-0.003
2012/03/30,-0.002
2012/03/31,0
2012/04/01,0.001
2012/04/02,0.002
2012/04/03,0.004
2012/04/04,0.005
2012/04/05,0.006
2012/04/06,0.008
2012/04/07,0.009
2012/04/08,0.01
2012/04/09,0.011
2012/04/10,0.012
2012/04/11,0.013
2012/04/12,0.015
2012/04/13,0.016
2012/04/14,0.018
2012/04/15,0.019
2012/04/16,0.021
2012/04/17,0.023
2012/04/18,0.025
2012/04/19,0.027
2012/04/20,0.029
2012/04/21,0.032
2012/04/22,0.034
2012/04/23,0.036
2012/04/24,0.038
2012/04/25,0.04
2012/04/26,0.042
2012/04/27,0.044
2012/04/28,0.047
2012/04/29,0.049
2012/04/30,0.051
2012/05/01,0.053
2012/05/02,0.056
2012/05/03,0.059
2012/05/04,0.062
2012/05/05,0.066
2012/05/06,0.07
2012/05/07,0.074
2012/05/08,0.079
2012/05/09,0.084
2012/05/10,0.089
2012/05/11,0.095
2012/05/12,0.1
2012/05/13,0.106
2012/05/14,0.113
2012/05/15,0.121
2012/05/16,0.129
2012/05/17,0.136
2012/05/18,0.144
2012/05/19,0.153
2012/05/20,0.162
2012/05/21,0.172
2012/05/22,0.182
2012/05/23,0.192
2012/05/24,0.202
2012/05/25,0.213
2012/05/26,0.223
2012/05/27,0.234
2012/05/28,0.244
2012/05/29,0.255
2012/05/30,0.266
2012/05/31,0.276
2012/06/01,0.287
2012/06/02,0.296
2012/06/03,0.306
2012/06/04,0.317
2012/06/05,0.328
2012/06/06,0.339
2012/06/07,0.35
2012/06/08,0.361
2012/06/09,0.371
2012/06/10,0.382
2012/06/11,0.392
2012/06/12,0.402
2012/06/13,0.412
2012/06/14,0.424
2012/06/15,0.436
2012/06/16,0.449
2012/06/17,0.461
2012/06/18,0.474
2012/06/19,0.486
2012/06/20,0.497
2012/06/21,0.508
2012/06/22,0.518
2012/06/23,0.527
2012/06/24,0.535
2012/06/25,0.543
2012/06/26,0.551
2012/06/27,0.559
2012/06/28,0.566
2012/06/29,0.572
2012/06/30,0.579
2012/07/01,0.584
2012/07/02,0.589
2012/07/03,0.594
2012/07/04,0.598
2012/07/05,0.602
2012/07/06,0.605
2012/07/07,0.607
2012/07/08,0.609
2012/07/09,0.611
2012/07/10,0.612
2012/07/11,0.614
2012/07/12,0.615
2012/07/13,0.616
2012/07/14,0.616
2012/07/15,0.616
2012/07/16,0.616
2012/07/17,0.616
2012/07/18,0.616
2012/07/19,0.616
2012/07/20,0.616
2012/07/21,0.616
2012/07/22,0.616
2012/07/23,0.617
2012/07/24,0.617
2012/07/25,0.616
2012/07/26,0.616
2012/07/27,0.615
2012/07/28,0.614
2012/07/29,0.613
2012/07/30,0.611
2012/07/31,0.611
2012/08/01,0.611
2012/08/02,0.611
2012/08/03,0.611
2012/08/04,0.61
2012/08/05,0.609
2012/08/06,0.609
2012/08/07,0.608
2012/08/08,0.608
2012/08/09,0.608
2012/08/10,0.607
2012/08/11,0.607
2012/08/12,0.606
2012/08/13,0.605
2012/08/14,0.605
2012/08/15,0.605
2012/08/16,0.605
2012/08/17,0.606
2012/08/18,0.607
2012/08/19,0.608
2012/08/20,0.609
2012/08/21,0.61
2012/08/22,0.612
2012/08/23,0.613
2012/08/24,0.613
2012/08/25,0.614
2012/08/26,0.613
2012/08/27,0.612
2012/08/28,0.611
2012/08/29,0.61
2012/08/30,0.608
2012/08/31,0.606
2012/09/01,0.605
2012/09/02,0.602
2012/09/03,0.6
2012/09/04,0.597
2012/09/05,0.595
2012/09/06,0.592
2012/09/07,0.589
2012/09/08,0.586
2012/09/09,0.583
2012/09/10,0.579
2012/09/11,0.576
2012/09/12,0.572
2012/09/13,0.568
2012/09/14,0.563
2012/09/15,0.558
2012/09/16,0.553
2012/09/17,0.548
2012/09/18,0.542
2012/09/19,0.537
2012/09/20,0.531
2012/09/21,0.526
2012/09/22,0.52
2012/09/23,0.513
2012/09/24,0.507
2012/09/25,0.5
2012/09/26,0.494
2012/09/27,0.488
2012/09/28,0.483
2012/09/29,0.477
2012/09/30,0.47
2012/10/01,0.464
2012/10/02,0.458
2012/10/03,0.452
2012/10/04,0.446
2012/10/05,0.441
2012/10/06,0.436
2012/10/07,0.43
2012/10/08,0.425
2012/10/09,0.42
2012/10/10,0.416
2012/10/11,0.411
2012/10/12,0.406
2012/10/13,0.401
2012/10/14,0.397
2012/10/15,0.392
2012/10/16,0.387
2012/10/17,0.382
2012/10/18,0.378
2012/10/19,0.373
2012/10/20,0.368
2012/10/21,0.364
2012/10/22,0.359
2012/10/23,0.354
2012/10/24,0.35
2012/10/25,0.345
2012/10/26,0.34
2012/10/27,0.335
2012/10/28,0.33
2012/10/29,0.324
2012/10/30,0.318
2012/10/31,0.312
2012/11/01,0.306
2012/11/02,0.3
2012/11/03,0.294
2012/11/04,0.288
2012/11/05,0.282
2012/11/06,0.276
2012/11/07,0.27
2012/11/08,0.264
2012/11/09,0.258
2012/11/10,0.252
2012/11/11,0.246
2012/11/12,0.24
2012/11/13,0.234
2012/11/14,0.228
2012/11/15,0.223
2012/11/16,0.218
2012/11/17,0.213
2012/11/18,0.209
2012/11/19,0.205
2012/11/20,0.201
2012/11/21,0.197
2012/11/22,0.193
2012/11/23,0.19
2012/11/24,0.186
2012/11/25,0.182
2012/11/26,0.178
2012/11/27,0.175
2012/11/28,0.171
2012/11/29,0.168
2012/11/30,0.164
2012/12/01,0.161
2012/12/02,0.157
2012/12/03,0.153
2012/12/04,0.149
2012/12/05,0.146
2012/12/06,0.142
2012/12/07,0.139
2012/12/08,0.136
2012/12/09,0.133
2012/12/10,0.129
2012/12/11,0.126
2012/12/12,0.123
2012/12/13,0.121
2012/12/14,0.118
2012/12/15,0.116
2012/12/16,0.113
2012/12/17,0.111
2012/12/18,0.109
2012/12/19,0.107
2012/12/20,0.106
2012/12/21,0.104
2012/12/22,0.103
2012/12/23,0.102
2012/12/24,0.101
2012/12/25,0.1
2012/12/26,0.099
2012/12/27,0.097
2012/12/28,0.096
2012/12/29,0.094
2012/12/30,0.093
2012/12/31,0.092
2013/01/01,0.091
2013/01/02,0.09
2013/01/03,0.089
2013/01/04,0.089
2013/01/05,0.089
2013/01/06,0.088
2013/01/07,0.089
2013/01/08,0.089
2013/01/09,0.09
2013/01/10,0.091
2013/01/11,0.093
2013/01/12,0.095
2013/01/13,0.097
2013/01/14,0.099
2013/01/15,0.101
2013/01/16,0.103
2013/01/17,0.106
2013/01/18,0.109
2013/01/19,0.112
2013/01/20,0.115
2013/01/21,0.118
2013/01/22,0.121
2013/01/23,0.123
2013/01/24,0.126
2013/01/25,0.129
2013/01/26,0.131
2013/01/27,0.134
2013/01/28,0.137
2013/01/29,0.14
2013/01/30,0.143
2013/01/31,0.145
2013/02/01,0.148
2013/02/02,0.151
2013/02/03,0.154
2013/02/04,0.157
2013/02/05,0.161
2013/02/06,0.164
2013/02/07,0.167
2013/02/08,0.171
2013/02/09,0.174
2013/02/10,0.178
2013/02/11,0.181
2013/02/12,0.184
2013/02/13,0.187
2013/02/14,0.19
2013/02/15,0.192
2013/02/16,0.195
2013/02/17,0.197
2013/02/18,0.199
2013/02/19,0.201
2013/02/20,0.202
2013/02/21,0.204
2013/02/22,0.205
2013/02/23,0.207
2013/02/24,0.209
2013/02/25,0.21
2013/02/26,0.212
2013/02/27,0.213
2013/02/28,0.215
2013/03/01,0.217
2013/03/02,0.218
2013/03/03,0.219
2013/03/04,0.22
2013/03/05,0.221
2013/03/06,0.222
2013/03/07,0.223
2013/03/08,0.225
2013/03/09,0.226
2013/03/10,0.226
2013/03/11,0.227
2013/03/12,0.228
2013/03/13,0.229
2013/03/14,0.229
2013/03/15,0.23
2013/03/16,0.231
2013/03/17,0.231
2013/03/18,0.232
2013/03/19,0.232
2013/03/20,0.233
2013/03/21,0.234
2013/03/22,0.235
2013/03/23,0.236
2013/03/24,0.237
2013/03/25,0.238
2013/03/26,0.24
2013/03/27,0.241
2013/03/28,0.243
2013/03/29,0.246
2013/03/30,0.249
2013/03/31,0.251
2013/04/01,0.253
2013/04/02,0.256
2013/04/03,0.26
2013/04/04,0.264
2013/04/05,0.269
2013/04/06,0.274
2013/04/07,0.278
2013/04/08,0.283
2013/04/09,0.289
2013/04/10,0.295
2013/04/11,0.303
2013/04/12,0.31
2013/04/13,0.317
2013/04/14,0.323
2013/04/15,0.329
2013/04/16,0.336
2013/04/17,0.342
2013/04/18,0.348
2013/04/19,0.354
2013/04/20,0.359
2013/04/21,0.364
2013/04/22,0.369
2013/04/23,0.374
2013/04/24,0.378
2013/04/25,0.383
2013/04/26,0.388
2013/04/27,0.391
2013/04/28,0.395
2013/04/29,0.398
2013/04/30,0.4
2013/05/01,0.402
2013/05/02,0.404
2013/05/03,0.406
2013/05/04,0.406
2013/05/05,0.407
2013/05/06,0.407
2013/05/07,0.407
2013/05/08,0.407
2013/05/09,0.407
2013/05/10,0.407
2013/05/11,0.407
2013/05/12,0.407
2013/05/13,0.406
2013/05/14,0.405
2013/05/15,0.404
2013/05/16,0.404
2013/05/17,0.402
2013/05/18,0.401
2013/05/19,0.399
2013/05/20,0.397
2013/05/21,0.395
2013/05/22,0.393
2013/05/23,0.39
2013/05/24,0.388
2013/05/25,0.386
2013/05/26,0.383
2013/05/27,0.38
2013/05/28,0.377
2013/05/29,0.374
2013/05/30,0.37
2013/05/31,0.367
2013/06/01,0.364
2013/06/02,0.36
2013/06/03,0.357
2013/06/04,0.353
2013/06/05,0.349
2013/06/06,0.346
2013/06/07,0.342
2013/06/08,0.338
2013/06/09,0.334
2013/06/10,0.329
2013/06/11,0.325
2013/06/12,0.32
2013/06/13,0.315
2013/06/14,0.311
2013/06/15,0.306
2013/06/16,0.301
2013/06/17,0.296
2013/06/18,0.291
2013/06/19,0.286
2013/06/20,0.281
2013/06/21,0.276
2013/06/22,0.271
2013/06/23,0.266
2013/06/24,0.26
2013/06/25,0.255
2013/06/26,0.25
2013/06/27,0.245
2013/06/28,0.24
2013/06/29,0.235
2013/06/30,0.23
2013/07/01,0.225
2013/07/02,0.22
2013/07/03,0.215
2013/07/04,0.21
2013/07/05,0.205
2013/07/06,0.2
2013/07/07,0.194
2013/07/08,0.189
2013/07/09,0.184
2013/07/10,0.179
2013/07/11,0.175
2013/07/12,0.171
2013/07/13,0.167
2013/07/14,0.162
2013/07/15,0.158
2013/07/16,0.154
2013/07/17,0.15
2013/07/18,0.146
2013/07/19,0.142
2013/07/20,0.138
2013/07/21,0.134
2013/07/22,0.13
2013/07/23,0.126
2013/07/24,0.122
2013/07/25,0.118
2013/07/26,0.115
2013/07/27,0.111
2013/07/28,0.107
2013/07/29,0.103
2013/07/30,0.1
2013/07/31,0.097
2013/08/01,0.094
2013/08/02,0.092
2013/08/03,0.09
2013/08/04,0.088
2013/08/05,0.086
2013/08/06,0.084
2013/08/07,0.083
2013/08/08,0.082
2013/08/09,0.08
2013/08/10,0.079
2013/08/11,0.078
2013/08/12,0.077
2013/08/13,0.077
2013/08/14,0.076
2013/08/15,0.076
2013/08/16,0.076
2013/08/17,0.076
2013/08/18,0.076
2013/08/19,0.076
2013/08/20,0.076
2013/08/21,0.077
2013/08/22,0.077
2013/08/23,0.078
2013/08/24,0.079
2013/08/25,0.079
2013/08/26,0.079
2013/08/27,0.08
2013/08/28,0.08
2013/08/29,0.081
2013/08/30,0.082
2013/08/31,0.083
2013/09/01,0.084
2013/09/02,0.084
2013/09/03,0.084
2013/09/04,0.084
2013/09/05,0.084
2013/09/06,0.084
2013/09/07,0.084
2013/09/08,0.083
2013/09/09,0.082
2013/09/10,0.081
2013/09/11,0.081
2013/09/12,0.08
2013/09/13,0.079
2013/09/14,0.077
2013/09/15,0.076
2013/09/16,0.074
2013/09/17,0.073
2013/09/18,0.071
2013/09/19,0.07
2013/09/20,0.069
2013/09/21,0.067
2013/09/22,0.065
2013/09/23,0.064
2013/09/24,0.063
2013/09/25,0.061
2013/09/26,0.06
2013/09/27,0.059
2013/09/28,0.057
2013/09/29,0.056
2013/09/30,0.055
2013/10/01,0.054
2013/10/02,0.053
2013/10/03,0.052
2013/10/04,0.051
2013/10/05,0.05
2013/10/06,0.049
2013/10/07,0.048
2013/10/08,0.046
2013/10/09,0.045
2013/10/10,0.044
2013/10/11,0.043
2013/10/12,0.042
2013/10/13,0.041
2013/10/14,0.04
2013/10/15,0.039
2013/10/16,0.038
2013/10/17,0.037
2013/10/18,0.037
2013/10/19,0.036
2013/10/20,0.036
2013/10/21,0.035
2013/10/22,0.035
2013/10/23,0.035
2013/10/24,0.036
2013/10/25,0.036
2013/10/26,0.037
2013/10/27,0.037
2013/10/28,0.038
2013/10/29,0.038
2013/10/30,0.039
2013/10/31,0.039
2013/11/01,0.04
2013/11/02,0.041
2013/11/03,0.042
2013/11/04,0.043
2013/11/05,0.044
2013/11/06,0.046
2013/11/07,0.049
2013/11/08,0.052
2013/11/09,0.056
2013/11/10,0.06
2013/11/11,0.064
2013/11/12,0.068
2013/11/13,0.072
2013/11/14,0.077
2013/11/15,0.082
2013/11/16,0.087
2013/11/17,0.092
2013/11/18,0.098
2013/11/19,0.105
2013/11/20,0.113
2013/11/21,0.122
2013/11/22,0.131
2013/11/23,0.14
2013/11/24,0.149
2013/11/25,0.158
2013/11/26,0.168
2013/11/27,0.179
2013/11/28,0.191
2013/11/29,0.203
2013/11/30,0.215
2013/12/01,0.227
2013/12/02,0.239
2013/12/03,0.252
2013/12/04,0.264
2013/12/05,0.277
2013/12/06,0.289
2013/12/07,0.302
2013/12/08,0.313
2013/12/09,0.324
2013/12/10,0.334
2013/12/11,0.344
2013/12/12,0.354
2013/12/13,0.362
2013/12/14,0.371
2013/12/15,0.379
2013/12/16,0.386
2013/12/17,0.393
2013/12/18,0.401
2013/12/19,0.408
2013/12/20,0.415
2013/12/21,0.421
2013/12/22,0.426
2013/12/23,0.431
2013/12/24,0.435
2013/12/25,0.439
2013/12/26,0.442
