Date,transactionvalue14varUSD
2010/10/24,135.719
2010/10/25,125.757
2010/10/26,137.394
2010/10/27,183.629
2010/10/28,246.852
2010/10/29,241.088
2010/10/30,239.874
2010/10/31,233.249
2010/11/01,242.826
2010/11/02,242.669
2010/11/03,239.244
2010/11/04,494.786
2010/11/05,495.537
2010/11/06,669.917
2010/11/07,680.789
2010/11/08,4271
2010/11/09,4352
2010/11/10,4430
2010/11/11,4545
2010/11/12,4566
2010/11/13,4543
2010/11/14,4616
2010/11/15,4668
2010/11/16,4821
2010/11/17,4819
2010/11/18,4837
2010/11/19,4954
2010/11/20,4847
2010/11/21,4834
2010/11/22,126.805
2010/11/23,136.699
2010/11/24,140.4
2010/11/25,151.306
2010/11/26,139.226
2010/11/27,120.22
2010/11/28,113.739
2010/11/29,115.868
2010/11/30,128.519
2010/12/01,112.384
2010/12/02,129.543
2010/12/03,112.6
2010/12/04,119.54
2010/12/05,106.954
2010/12/06,144.326
2010/12/07,139.035
2010/12/08,118.047
2010/12/09,91.036
2010/12/10,95.284
2010/12/11,94.954
2010/12/12,93.553
2010/12/13,179.351
2010/12/14,194.779
2010/12/15,206.395
2010/12/16,212.058
2010/12/17,201.505
2010/12/18,206.532
2010/12/19,178.879
2010/12/20,177.455
2010/12/21,181.882
2010/12/22,154.178
2010/12/23,137.585
2010/12/24,109.822
2010/12/25,112.411
2010/12/26,82.638
2010/12/27,47.061
2010/12/28,55.767
2010/12/29,99.742
2010/12/30,100.615
2010/12/31,101.238
2011/01/01,107.527
2011/01/02,108.731
2011/01/03,118.448
2011/01/04,142.452
2011/01/05,169.424
2011/01/06,186.511
2011/01/07,195.387
2011/01/08,187.261
2011/01/09,200.321
2011/01/10,167.573
2011/01/11,167.988
2011/01/12,50.601
2011/01/13,47.112
2011/01/14,36.629
2011/01/15,35.437
2011/01/16,38.6
2011/01/17,41.844
2011/01/18,71.992
2011/01/19,63.993
2011/01/20,59.187
2011/01/21,57.131
2011/01/22,50.128
2011/01/23,41.245
2011/01/24,40.11
2011/01/25,40.113
2011/01/26,34.266
2011/01/27,15674
2011/01/28,15706
2011/01/29,15712
2011/01/30,15634
2011/01/31,15529
2011/02/01,15490
2011/02/02,15338
2011/02/03,15142
2011/02/04,15004
2011/02/05,14762
2011/02/06,14585
2011/02/07,14578
2011/02/08,14269
2011/02/09,13890
2011/02/10,1154
2011/02/11,980.405
2011/02/12,729.215
2011/02/13,755.105
2011/02/14,753.916
2011/02/15,858.37
2011/02/16,1016
2011/02/17,1072
2011/02/18,1022
2011/02/19,1056
2011/02/20,1086
2011/02/21,687.267
2011/02/22,920.556
2011/02/23,1157
2011/02/24,1127
2011/02/25,1072
2011/02/26,1067
2011/02/27,1034
2011/02/28,1046
2011/03/01,5138
2011/03/02,73599
2011/03/03,73185
2011/03/04,72132
2011/03/05,72804
2011/03/06,73054
2011/03/07,73087
2011/03/08,73881
2011/03/09,74089
2011/03/10,73635
2011/03/11,73189
2011/03/12,73734
2011/03/13,73883
2011/03/14,73772
2011/03/15,73150
2011/03/16,1566
2011/03/17,1681
2011/03/18,1466
2011/03/19,1599
2011/03/20,1754
2011/03/21,1875
2011/03/22,1877
2011/03/23,1715
2011/03/24,715.876
2011/03/25,795.458
2011/03/26,838.172
2011/03/27,836.513
2011/03/28,845.555
2011/03/29,860.424
2011/03/30,848.384
2011/03/31,831.817
2011/04/01,850.064
2011/04/02,813.706
2011/04/03,779.259
2011/04/04,689.329
2011/04/05,694.352
2011/04/06,719.695
2011/04/07,570.483
2011/04/08,158.526
2011/04/09,72.499
2011/04/10,75.543
2011/04/11,79.77
2011/04/12,77.117
2011/04/13,103.417
2011/04/14,101.815
2011/04/15,98.729
2011/04/16,980.471
2011/04/17,22171
2011/04/18,22148
2011/04/19,60901
2011/04/20,252984
2011/04/21,248728
2011/04/22,247291
2011/04/23,245682
2011/04/24,244208
2011/04/25,243197
2011/04/26,242061
2011/04/27,240967
2011/04/28,239163
2011/04/29,236495
2011/04/30,233974
2011/05/01,232085
2011/05/02,229466
2011/05/03,208385
2011/05/04,18179
2011/05/05,17691
2011/05/06,18026
2011/05/07,17569
2011/05/08,31908
2011/05/09,29949
2011/05/10,52517
2011/05/11,49366
2011/05/12,45785
2011/05/13,57841
2011/05/14,556145
2011/05/15,542516
2011/05/16,527201
2011/05/17,519974
2011/05/18,525485
2011/05/19,519116
2011/05/20,513276
2011/05/21,499852
2011/05/22,510037
2011/05/23,490343
2011/05/24,494124
2011/05/25,487106
2011/05/26,481445
2011/05/27,484534
2011/05/28,54658
2011/05/29,54828
2011/05/30,55283
2011/05/31,54466
2011/06/01,49463
2011/06/02,43806
2011/06/03,50400
2011/06/04,54135
2011/06/05,60072
2011/06/06,113126
2011/06/07,128606
2011/06/08,195862
2011/06/09,257068
2011/06/10,360121
2011/06/11,491575
2011/06/12,554566
2011/06/13,537873
2011/06/14,482262
2011/06/15,1944766
2011/06/16,9006470
2011/06/17,8750579
2011/06/18,8540782
2011/06/19,9172278
2011/06/20,9049239
2011/06/21,8983988
2011/06/22,8938921
2011/06/23,8763713
2011/06/24,9337133
2011/06/25,22987217
2011/06/26,22433002
2011/06/27,22207157
2011/06/28,22721469
2011/06/29,22899334
2011/06/30,20490377
2011/07/01,20803292
2011/07/02,20870230
2011/07/03,21947822
2011/07/04,21926641
2011/07/05,23153180
2011/07/06,23716406
2011/07/07,24482471
2011/07/08,24708292
2011/07/09,7831319
2011/07/10,6786770
2011/07/11,6900187
2011/07/12,1752064
2011/07/13,1193120
2011/07/14,1269773
2011/07/15,1310029
2011/07/16,1310263
2011/07/17,1327734
2011/07/18,1971035
2011/07/19,2079693
2011/07/20,2059870
2011/07/21,1887794
2011/07/22,1630214
2011/07/23,1605559
2011/07/24,1418099
2011/07/25,1384097
2011/07/26,1380623
2011/07/27,1380979
2011/07/28,2204809
2011/07/29,2165921
2011/07/30,2334419
2011/07/31,2318856
2011/08/01,1866268
2011/08/02,1623009
2011/08/03,1663128
2011/08/04,1745297
2011/08/05,1738542
2011/08/06,1797912
2011/08/07,1851090
2011/08/08,1807546
2011/08/09,1861569
2011/08/10,1800665
2011/08/11,267679
2011/08/12,267170
2011/08/13,278463
2011/08/14,277647
2011/08/15,284390
2011/08/16,289877
2011/08/17,293204
2011/08/18,285920
2011/08/19,286039
2011/08/20,290512
2011/08/21,292170
2011/08/22,288347
2011/08/23,66277
2011/08/24,24273
2011/08/25,23603
2011/08/26,25687
2011/08/27,638775
2011/08/28,651816
2011/08/29,660683
2011/08/30,668065
2011/08/31,674613
2011/09/01,680551
2011/09/02,686967
2011/09/03,688511
2011/09/04,802795
2011/09/05,997942
2011/09/06,1257058
2011/09/07,1266564
2011/09/08,1276236
2011/09/09,1278254
2011/09/10,810869
2011/09/11,791231
2011/09/12,772651
2011/09/13,768639
2011/09/14,771503
2011/09/15,782374
2011/09/16,768746
2011/09/17,770141
2011/09/18,690318
2011/09/19,450052
2011/09/20,31914
2011/09/21,27799
2011/09/22,28063
2011/09/23,28197
2011/09/24,28192
2011/09/25,10016
2011/09/26,4969
2011/09/27,5091
2011/09/28,5076
2011/09/29,4870
2011/09/30,925.763
2011/10/01,1821
2011/10/02,1805
2011/10/03,1814
2011/10/04,1978
2011/10/05,2123
2011/10/06,3208
2011/10/07,3199
2011/10/08,3245
2011/10/09,3681
2011/10/10,4029
2011/10/11,4332
2011/10/12,4751
2011/10/13,4868
2011/10/14,5548
2011/10/15,4648
2011/10/16,4937
2011/10/17,4784
2011/10/18,4519
2011/10/19,4536
2011/10/20,1906
2011/10/21,1567
2011/10/22,2310
2011/10/23,2945
2011/10/24,3113
2011/10/25,3176
2011/10/26,3176
2011/10/27,3724
2011/10/28,3697
2011/10/29,3686
2011/10/30,4110
2011/10/31,4071
2011/11/01,4125
2011/11/02,3452
2011/11/03,3062
2011/11/04,3206
2011/11/05,3220
2011/11/06,3109
2011/11/07,3345
2011/11/08,11420
2011/11/09,14498
2011/11/10,14769
2011/11/11,14981
2011/11/12,15331
2011/11/13,15410
2011/11/14,15731
2011/11/15,15768
2011/11/16,40483
2011/11/17,157890
2011/11/18,358892
2011/11/19,465525
2011/11/20,447782
2011/11/21,428819
2011/11/22,470119
2011/11/23,463972
2011/11/24,435211
2011/11/25,412923
2011/11/26,377074
2011/11/27,333908
2011/11/28,318659
2011/11/29,270496
2011/11/30,422784
2011/12/01,420741
2011/12/02,511226
2011/12/03,510969
2011/12/04,482340
2011/12/05,458253
2011/12/06,547446
2011/12/07,593339
2011/12/08,559367
2011/12/09,477940
2011/12/10,513462
2011/12/11,567711
2011/12/12,672411
2011/12/13,810891
2011/12/14,799408
2011/12/15,870304
2011/12/16,783765
2011/12/17,797362
2011/12/18,817363
2011/12/19,830789
2011/12/20,622534
2011/12/21,302054
2011/12/22,48980
2011/12/23,14820
2011/12/24,9310
2011/12/25,5884
2011/12/26,6671
2011/12/27,9770
2011/12/28,9889
2011/12/29,10536
2011/12/30,10945
2011/12/31,10936
2012/01/01,10462
2012/01/02,10667
2012/01/03,11121
2012/01/04,10673
2012/01/05,16881
2012/01/06,20573
2012/01/07,19838
2012/01/08,18440
2012/01/09,18010
2012/01/10,16414
2012/01/11,15013
2012/01/12,14945
2012/01/13,13484
2012/01/14,12009
2012/01/15,12471
2012/01/16,11055
2012/01/17,8921
2012/01/18,9292
2012/01/19,6139
2012/01/20,2023
2012/01/21,2339
2012/01/22,2454
2012/01/23,1477
2012/01/24,1454
2012/01/25,1478
2012/01/26,1441
2012/01/27,1337
2012/01/28,2042
2012/01/29,2038
2012/01/30,1398
2012/01/31,1024
2012/02/01,1407
2012/02/02,1276
2012/02/03,1225
2012/02/04,1233
2012/02/05,1241
2012/02/06,1249
2012/02/07,1379
2012/02/08,1553
2012/02/09,1767
2012/02/10,2009
2012/02/11,2037
2012/02/12,2100
2012/02/13,2099
2012/02/14,13036
2012/02/15,19571
2012/02/16,29543
2012/02/17,33894
2012/02/18,33665
2012/02/19,33800
2012/02/20,33686
2012/02/21,33476
2012/02/22,32047
2012/02/23,28888
2012/02/24,25732
2012/02/25,25976
2012/02/26,25237
2012/02/27,25548
2012/02/28,22097
2012/02/29,19829
2012/03/01,11887
2012/03/02,6745
2012/03/03,5691
2012/03/04,6904
2012/03/05,7227
2012/03/06,7038
2012/03/07,6098
2012/03/08,5948
2012/03/09,6323
2012/03/10,6317
2012/03/11,6294
2012/03/12,6933
2012/03/13,6325
2012/03/14,5628
2012/03/15,5111
2012/03/16,5062
2012/03/17,5016
2012/03/18,4351
2012/03/19,3573
2012/03/20,2947
2012/03/21,2271
2012/03/22,3943
2012/03/23,9376
2012/03/24,11143
2012/03/25,12081
2012/03/26,12074
2012/03/27,11866
2012/03/28,11784
2012/03/29,19631
2012/03/30,23403
2012/03/31,25501
2012/04/01,23440
2012/04/02,21297
2012/04/03,18972
2012/04/04,16469
2012/04/05,17313
2012/04/06,16795
2012/04/07,20932
2012/04/08,33105
2012/04/09,55545
2012/04/10,53688
2012/04/11,57482
2012/04/12,57437
2012/04/13,57720
2012/04/14,57695
2012/04/15,59555
2012/04/16,62194
2012/04/17,59908
2012/04/18,58165
2012/04/19,62941
2012/04/20,135451
2012/04/21,114110
2012/04/22,112303
2012/04/23,106062
2012/04/24,105364
2012/04/25,104043
2012/04/26,105951
2012/04/27,106786
2012/04/28,107156
2012/04/29,109162
2012/04/30,110665
2012/05/01,114479
2012/05/02,116111
2012/05/03,116317
2012/05/04,34922
2012/05/05,31776
2012/05/06,36184
2012/05/07,36148
2012/05/08,53132
2012/05/09,53148
2012/05/10,46774
2012/05/11,34216
2012/05/12,40478
2012/05/13,40565
2012/05/14,42282
2012/05/15,47784
2012/05/16,57400
2012/05/17,66946
2012/05/18,67438
2012/05/19,80507
2012/05/20,79105
2012/05/21,79078
2012/05/22,66653
2012/05/23,71136
2012/05/24,80065
2012/05/25,79257
2012/05/26,89995
2012/05/27,92164
2012/05/28,93199
2012/05/29,87541
2012/05/30,74794
2012/05/31,86162
2012/06/01,84787
2012/06/02,78639
2012/06/03,81029
2012/06/04,81113
2012/06/05,73960
2012/06/06,75823
2012/06/07,67464
2012/06/08,91064
2012/06/09,92919
2012/06/10,91218
2012/06/11,86905
2012/06/12,87474
2012/06/13,97140
2012/06/14,77349
2012/06/15,80186
2012/06/16,76140
2012/06/17,79266
2012/06/18,80981
2012/06/19,83113
2012/06/20,77506
2012/06/21,74003
2012/06/22,26654
2012/06/23,36879
2012/06/24,37171
2012/06/25,37385
2012/06/26,29249
2012/06/27,26644
2012/06/28,38361
2012/06/29,41870
2012/06/30,41847
2012/07/01,35715
2012/07/02,37525
2012/07/03,36907
2012/07/04,36041
2012/07/05,30965
2012/07/06,32058
2012/07/07,45010
2012/07/08,50159
2012/07/09,49080
2012/07/10,47539
2012/07/11,51944
2012/07/12,43848
2012/07/13,45370
2012/07/14,50928
2012/07/15,52016
2012/07/16,48477
2012/07/17,47502
2012/07/18,47958
2012/07/19,49931
2012/07/20,49828
2012/07/21,26973
2012/07/22,23554
2012/07/23,23305
2012/07/24,23011
2012/07/25,21178
2012/07/26,22027
2012/07/27,20166
2012/07/28,13791
2012/07/29,16262
2012/07/30,19713
2012/07/31,20643
2012/08/01,23951
2012/08/02,22599
2012/08/03,21656
2012/08/04,21184
2012/08/05,21673
2012/08/06,22080
2012/08/07,24597
2012/08/08,21525
2012/08/09,20594
2012/08/10,19645
2012/08/11,18805
2012/08/12,13312
2012/08/13,6861
2012/08/14,6560
2012/08/15,6537
2012/08/16,6626
2012/08/17,12487
2012/08/18,12888
2012/08/19,76765
2012/08/20,282364
2012/08/21,298608
2012/08/22,377933
2012/08/23,497104
2012/08/24,881524
2012/08/25,840736
2012/08/26,794568
2012/08/27,752282
2012/08/28,736960
2012/08/29,1207182
2012/08/30,1245728
2012/08/31,1114939
2012/09/01,924461
2012/09/02,902181
2012/09/03,1028150
2012/09/04,981203
2012/09/05,974764
2012/09/06,1709467
2012/09/07,2495582
2012/09/08,2352799
2012/09/09,2314172
2012/09/10,2985905
2012/09/11,3446077
2012/09/12,3395131
2012/09/13,5339804
2012/09/14,5422372
2012/09/15,5249874
2012/09/16,5021590
2012/09/17,4363557
2012/09/18,3658541
2012/09/19,6327368
2012/09/20,6358599
2012/09/21,7947796
2012/09/22,7374222
2012/09/23,6181532
2012/09/24,6854229
2012/09/25,8836795
2012/09/26,10610459
2012/09/27,11465068
2012/09/28,12551743
2012/09/29,13503280
2012/09/30,14287848
2012/10/01,14678376
2012/10/02,15225936
2012/10/03,10075195
2012/10/04,9376807
2012/10/05,4226597
2012/10/06,871393
2012/10/07,478022
2012/10/08,21627
2012/10/09,24018
2012/10/10,32563
2012/10/11,33364
2012/10/12,39610
2012/10/13,45534
2012/10/14,44099
2012/10/15,50666
2012/10/16,55682
2012/10/17,77489
2012/10/18,106376
2012/10/19,120944
2012/10/20,124726
2012/10/21,123572
2012/10/22,121403
2012/10/23,111639
2012/10/24,93681
2012/10/25,90756
2012/10/26,96790
2012/10/27,98599
2012/10/28,100560
2012/10/29,89514
2012/10/30,113089
2012/10/31,130900
2012/11/01,117843
2012/11/02,128383
2012/11/03,125159
2012/11/04,125261
2012/11/05,121785
2012/11/06,123778
2012/11/07,127685
2012/11/08,134288
2012/11/09,140621
2012/11/10,160093
2012/11/11,177946
2012/11/12,191613
2012/11/13,152296
2012/11/14,91319
2012/11/15,63374
2012/11/16,80842
2012/11/17,86252
2012/11/18,74674
2012/11/19,71588
2012/11/20,70648
2012/11/21,74293
2012/11/22,74336
2012/11/23,73461
2012/11/24,64894
2012/11/25,61441
2012/11/26,55639
2012/11/27,52629
2012/11/28,52051
2012/11/29,50705
2012/11/30,31884
2012/12/01,19456
2012/12/02,16616
2012/12/03,37626
2012/12/04,55559
2012/12/05,73488
2012/12/06,96204
2012/12/07,96993
2012/12/08,99325
2012/12/09,89051
2012/12/10,89268
2012/12/11,89569
2012/12/12,118023
2012/12/13,126557
2012/12/14,114375
2012/12/15,89579
2012/12/16,87760
2012/12/17,91051
2012/12/18,91199
2012/12/19,96609
2012/12/20,92256
2012/12/21,91925
2012/12/22,93551
2012/12/23,101395
2012/12/24,100998
2012/12/25,109809
2012/12/26,79298
2012/12/27,46406
2012/12/28,24190
2012/12/29,18773
2012/12/30,14543
2012/12/31,15516
2013/01/01,15288
2013/01/02,20455
2013/01/03,21837
2013/01/04,24764
2013/01/05,29849
2013/01/06,28738
2013/01/07,28628
2013/01/08,31556
2013/01/09,26668
2013/01/10,23655
2013/01/11,22408
2013/01/12,23783
2013/01/13,22837
2013/01/14,23788
2013/01/15,24242
2013/01/16,23180
2013/01/17,23358
2013/01/18,21976
2013/01/19,18753
2013/01/20,18724
2013/01/21,18716
2013/01/22,13550
2013/01/23,25435
2013/01/24,24922
2013/01/25,23490
2013/01/26,20638
2013/01/27,15524
2013/01/28,13034
2013/01/29,19428
2013/01/30,49702
2013/01/31,49547
2013/02/01,48808
2013/02/02,46989
2013/02/03,46743
2013/02/04,44953
2013/02/05,44987
2013/02/06,45453
2013/02/07,45390
2013/02/08,45192
2013/02/09,40769
2013/02/10,37872
2013/02/11,38450
2013/02/12,38289
2013/02/13,15669
2013/02/14,16450
2013/02/15,16484
2013/02/16,14975
2013/02/17,12248
2013/02/18,11809
2013/02/19,11595
2013/02/20,7288
2013/02/21,7680
2013/02/22,6707
2013/02/23,6082
2013/02/24,9568
2013/02/25,10495
2013/02/26,9579
2013/02/27,7563
2013/02/28,7541
2013/03/01,8512
2013/03/02,10293
2013/03/03,11404
2013/03/04,14162
2013/03/05,33374
2013/03/06,62143
2013/03/07,58730
2013/03/08,58115
2013/03/09,55124
2013/03/10,56028
2013/03/11,56389
2013/03/12,71932
2013/03/13,73850
2013/03/14,71441
2013/03/15,580664
2013/03/16,795660
2013/03/17,758037
2013/03/18,1161479
2013/03/19,1174165
2013/03/20,1203104
2013/03/21,1186653
2013/03/22,1126288
2013/03/23,1042414
2013/03/24,974250
2013/03/25,865532
2013/03/26,849903
2013/03/27,994079
2013/03/28,825706
2013/03/29,719079
2013/03/30,699432
2013/03/31,613028
2013/04/01,438600
2013/04/02,699432
2013/04/03,940396
2013/04/04,1085025
2013/04/05,1110469
2013/04/06,987019
2013/04/07,757413
2013/04/08,705941
2013/04/09,1137748
2013/04/10,2494634
2013/04/11,2356998
2013/04/12,2179736
2013/04/13,2242639
2013/04/14,2666020
2013/04/15,2896244
2013/04/16,3093526
2013/04/17,3146297
2013/04/18,7777972
2013/04/19,7804261
2013/04/20,7919161
2013/04/21,7901506
2013/04/22,7900785
2013/04/23,7574013
2013/04/24,6180320
2013/04/25,6160739
2013/04/26,6151560
2013/04/27,6168161
2013/04/28,6083242
2013/04/29,5921090
2013/04/30,5762501
2013/05/01,5659129
2013/05/02,786479
2013/05/03,921463
2013/05/04,1161690
2013/05/05,1291315
2013/05/06,1233052
2013/05/07,1238446
2013/05/08,940710
2013/05/09,881224
2013/05/10,862876
2013/05/11,921541
2013/05/12,985637
2013/05/13,367839
2013/05/14,280293
2013/05/15,123697
2013/05/16,117460
2013/05/17,117721
2013/05/18,107512
2013/05/19,122564
2013/05/20,114055
2013/05/21,94980
2013/05/22,88234
2013/05/23,84201
2013/05/24,90623
2013/05/25,91771
2013/05/26,77916
2013/05/27,52399
2013/05/28,51732
2013/05/29,57229
2013/05/30,53887
2013/05/31,53272
2013/06/01,61184
2013/06/02,57227
2013/06/03,55814
2013/06/04,56929
2013/06/05,54970
2013/06/06,56090
2013/06/07,52929
2013/06/08,64597
2013/06/09,63006
2013/06/10,67536
2013/06/11,67071
2013/06/12,50726
2013/06/13,52021
2013/06/14,50134
2013/06/15,49530
2013/06/16,44895
2013/06/17,38251
2013/06/18,38887
2013/06/19,38392
2013/06/20,33370
2013/06/21,37477
2013/06/22,32007
2013/06/23,39529
2013/06/24,37466
2013/06/25,41279
2013/06/26,41301
2013/06/27,40401
2013/06/28,38147
2013/06/29,36778
2013/06/30,36978
2013/07/01,60164
2013/07/02,62221
2013/07/03,79169
2013/07/04,96550
2013/07/05,126562
2013/07/06,112264
2013/07/07,85625
2013/07/08,83354
2013/07/09,101172
2013/07/10,115340
2013/07/11,107707
2013/07/12,92016
2013/07/13,82564
2013/07/14,64936
2013/07/15,64771
2013/07/16,68956
2013/07/17,87289
2013/07/18,91157
2013/07/19,86954
2013/07/20,99110
2013/07/21,121763
2013/07/22,115907
2013/07/23,123926
2013/07/24,119269
2013/07/25,118881
2013/07/26,118971
2013/07/27,149437
2013/07/28,149550
2013/07/29,150541
2013/07/30,153668
2013/07/31,126876
2013/08/01,129733
2013/08/02,128138
2013/08/03,118003
2013/08/04,122026
2013/08/05,120304
2013/08/06,102353
2013/08/07,102182
2013/08/08,111809
2013/08/09,112818
2013/08/10,125074
2013/08/11,139543
2013/08/12,138541
2013/08/13,150771
2013/08/14,219791
2013/08/15,190415
2013/08/16,187033
2013/08/17,191202
2013/08/18,182810
2013/08/19,182259
2013/08/20,180885
2013/08/21,211635
2013/08/22,205945
2013/08/23,193586
2013/08/24,175174
2013/08/25,155465
2013/08/26,159835
2013/08/27,122865
2013/08/28,58780
2013/08/29,947698
2013/08/30,943646
2013/08/31,957521
2013/09/01,948300
2013/09/02,939413
2013/09/03,936491
2013/09/04,933468
2013/09/05,908456
2013/09/06,927920
2013/09/07,903414
2013/09/08,942363
2013/09/09,917550
2013/09/10,928437
2013/09/11,901028
2013/09/12,147972
2013/09/13,144410
2013/09/14,130658
2013/09/15,159390
2013/09/16,151864
2013/09/17,135399
2013/09/18,116512
2013/09/19,116396
2013/09/20,112608
2013/09/21,129825
2013/09/22,118450
2013/09/23,103310
2013/09/24,109802
2013/09/25,100767
2013/09/26,100078
2013/09/27,99732
2013/09/28,99115
2013/09/29,70803
2013/09/30,95223
2013/10/01,109304
2013/10/02,124854
2013/10/03,124937
2013/10/04,121220
2013/10/05,108027
2013/10/06,108669
2013/10/07,108854
2013/10/08,110649
2013/10/09,121048
2013/10/10,120043
2013/10/11,121780
2013/10/12,118506
2013/10/13,116544
2013/10/14,111255
2013/10/15,105681
2013/10/16,155345
2013/10/17,181156
2013/10/18,189359
2013/10/19,182431
2013/10/20,120540
2013/10/21,149712
2013/10/22,226955
2013/10/23,364153
2013/10/24,335941
2013/10/25,2495290
2013/10/26,2398334
2013/10/27,2350955
2013/10/28,2311993
2013/10/29,3012362
2013/10/30,2994085
2013/10/31,3021806
2013/11/01,2958513
2013/11/02,2929261
2013/11/03,2824946
2013/11/04,2888628
2013/11/05,2999690
2013/11/06,3008372
2013/11/07,3185030
2013/11/08,1999428
2013/11/09,2026370
2013/11/10,1728630
2013/11/11,1484015
2013/11/12,1476744
2013/11/13,1879075
2013/11/14,1714850
2013/11/15,11552520
2013/11/16,14701891
2013/11/17,14674618
2013/11/18,17842704
2013/11/19,20055677
2013/11/20,18831695
2013/11/21,23428638
2013/11/22,29461827
2013/11/23,28195152
2013/11/24,25216378
2013/11/25,19471896
2013/11/26,57084511
2013/11/27,65406197
2013/11/28,69429011
2013/11/29,74683154
2013/11/30,73633550
2013/12/01,65363107
2013/12/02,63062534
2013/12/03,62677029
2013/12/04,55315854
2013/12/05,55277198
2013/12/06,58914793
2013/12/07,56283134
2013/12/08,55369689
2013/12/09,53266433
2013/12/10,40441694
2013/12/11,34626867
2013/12/12,24092494
2013/12/13,17116037
2013/12/14,13321365
2013/12/15,17572131
2013/12/16,21988215
2013/12/17,21946391
2013/12/18,21983450
2013/12/19,22068156
2013/12/20,23758276
2013/12/21,16138941
2013/12/22,14480227
2013/12/23,14812588
2013/12/24,15096252
2013/12/25,14955482
2013/12/26,15629268
2013/12/27,16172537
2013/12/28,16361407
2013/12/29,15129813
2013/12/30,4003996
2013/12/31,2582288
2014/01/01,1631750
2014/01/02,1270483
2014/01/03,1535423
2014/01/04,1493960
2014/01/05,2509461
2014/01/06,3247731
2014/01/07,3653601
2014/01/08,3652469
2014/01/09,3741069
2014/01/10,3654731
2014/01/11,4666420
2014/01/12,5220429
2014/01/13,5408519
2014/01/14,5063158
2014/01/15,5255216
2014/01/16,5341731
2014/01/17,6074364
2014/01/18,7083676
2014/01/19,5531133
2014/01/20,3906420
2014/01/21,2662954
2014/01/22,2514683
2014/01/23,2631785
2014/01/24,2716353
2014/01/25,2639601
2014/01/26,2790552
2014/01/27,3509035
2014/01/28,2936938
2014/01/29,3061985
2014/01/30,2999642
2014/01/31,3129358
2014/02/01,2883283
2014/02/02,2517436
2014/02/03,1863550
2014/02/04,2144545
2014/02/05,2325542
2014/02/06,2252954
2014/02/07,2235966
2014/02/08,2348931
2014/02/09,2367247
2014/02/10,1425285
2014/02/11,1426423
2014/02/12,1417087
2014/02/13,1539582
2014/02/14,1432247
2014/02/15,2063120
2014/02/16,2123081
2014/02/17,2438008
2014/02/18,2531270
2014/02/19,2620435
2014/02/20,2870611
2014/02/21,2636026
2014/02/22,2964677
2014/02/23,3166638
2014/02/24,2815588
2014/02/25,2814365
2014/02/26,2770761
2014/02/27,2827456
2014/02/28,2862055
2014/03/01,1205440
2014/03/02,1056623
2014/03/03,1640787
2014/03/04,2135436
2014/03/05,1967854
2014/03/06,1870829
2014/03/07,17609756
2014/03/08,20889103
2014/03/09,20022505
2014/03/10,21632726
2014/03/11,21458225
2014/03/12,20568652
2014/03/13,19544923
2014/03/14,18958164
2014/03/15,19369937
2014/03/16,20215868
2014/03/17,21212621
2014/03/18,50077322
2014/03/19,48817286
2014/03/20,48844844
2014/03/21,41678767
2014/03/22,41313588
2014/03/23,43122290
2014/03/24,41154192
2014/03/25,41758298
2014/03/26,42023515
2014/03/27,42084610
