Date,transactionvalue14emaUSD
2010/10/24,26.87
2010/10/25,28.704
2010/10/26,31.489
2010/10/27,35.315
2010/10/28,39.81
2010/10/29,39.047
2010/10/30,37.379
2010/10/31,37.842
2010/11/01,35.911
2010/11/02,36.746
2010/11/03,36.082
2010/11/04,44.38
2010/11/05,41.441
2010/11/06,49.875
2010/11/07,53.972
2010/11/08,84.85
2010/11/09,77.536
2010/11/10,71.622
2010/11/11,65.254
2010/11/12,60.458
2010/11/13,56.566
2010/11/14,52.174
2010/11/15,47.18
2010/11/16,42.249
2010/11/17,40.925
2010/11/18,36.769
2010/11/19,32.073
2010/11/20,28.41
2010/11/21,25.085
2010/11/22,25.16
2010/11/23,26.518
2010/11/24,23.353
2010/11/25,20.62
2010/11/26,20.417
2010/11/27,19.759
2010/11/28,19.096
2010/11/29,19.143
2010/11/30,20.434
2010/12/01,20.842
2010/12/02,22.351
2010/12/03,21.77
2010/12/04,23.651
2010/12/05,21.847
2010/12/06,24.841
2010/12/07,25.841
2010/12/08,24.205
2010/12/09,23.461
2010/12/10,22.257
2010/12/11,23.459
2010/12/12,22.452
2010/12/13,27.573
2010/12/14,29.544
2010/12/15,31.282
2010/12/16,32.303
2010/12/17,32.447
2010/12/18,33.563
2010/12/19,34.877
2010/12/20,33.242
2010/12/21,34.194
2010/12/22,33.763
2010/12/23,33.285
2010/12/24,32.624
2010/12/25,34.163
2010/12/26,33.725
2010/12/27,35.214
2010/12/28,33.625
2010/12/29,37.367
2010/12/30,36.677
2010/12/31,36.069
2011/01/01,34.568
2011/01/02,33.203
2011/01/03,31.113
2011/01/04,28.593
2011/01/05,26.262
2011/01/06,24.595
2011/01/07,23.598
2011/01/08,22.182
2011/01/09,20.572
2011/01/10,20.541
2011/01/11,21.137
2011/01/12,20.51
2011/01/13,21.795
2011/01/14,22.121
2011/01/15,22.279
2011/01/16,22.958
2011/01/17,23.348
2011/01/18,25.898
2011/01/19,25.167
2011/01/20,24.456
2011/01/21,24.019
2011/01/22,23.607
2011/01/23,24.841
2011/01/24,24.526
2011/01/25,24.655
2011/01/26,24.976
2011/01/27,89.815
2011/01/28,80.305
2011/01/29,72.556
2011/01/30,72.169
2011/01/31,71.602
2011/02/01,72.049
2011/02/02,74.519
2011/02/03,72.424
2011/02/04,68.454
2011/02/05,69.14
2011/02/06,70.307
2011/02/07,81.634
2011/02/08,80.25
2011/02/09,83.444
2011/02/10,86.992
2011/02/11,90.012
2011/02/12,87.608
2011/02/13,83.94
2011/02/14,81.876
2011/02/15,76.752
2011/02/16,70.624
2011/02/17,66.992
2011/02/18,65.471
2011/02/19,70.093
2011/02/20,74.095
2011/02/21,77.141
2011/02/22,84.998
2011/02/23,92.837
2011/02/24,93.874
2011/02/25,92.05
2011/02/26,90.309
2011/02/27,88.57
2011/02/28,85.232
2011/03/01,118.807
2011/03/02,253.325
2011/03/03,228.36
2011/03/04,216.339
2011/03/05,195.091
2011/03/06,179.949
2011/03/07,168.543
2011/03/08,154.998
2011/03/09,149.585
2011/03/10,154.068
2011/03/11,149.036
2011/03/12,135.511
2011/03/13,126.486
2011/03/14,118.983
2011/03/15,108.129
2011/03/16,99.27
2011/03/17,91.343
2011/03/18,87.163
2011/03/19,79.38
2011/03/20,72.218
2011/03/21,65.211
2011/03/22,66.078
2011/03/23,63.43
2011/03/24,68.151
2011/03/25,75.715
2011/03/26,76.717
2011/03/27,72.968
2011/03/28,68.228
2011/03/29,63.429
2011/03/30,62.311
2011/03/31,60.877
2011/04/01,57.899
2011/04/02,55.745
2011/04/03,53.006
2011/04/04,51.995
2011/04/05,50.345
2011/04/06,48.209
2011/04/07,48.385
2011/04/08,49.194
2011/04/09,50.696
2011/04/10,48.768
2011/04/11,46.762
2011/04/12,47.803
2011/04/13,50.35
2011/04/14,50.18
2011/04/15,50.135
2011/04/16,65.088
2011/04/17,139.382
2011/04/18,127.286
2011/04/19,226.131
2011/04/20,445.68
2011/04/21,421.607
2011/04/22,378.527
2011/04/23,342.873
2011/04/24,307.384
2011/04/25,274.434
2011/04/26,249.443
2011/04/27,229.449
2011/04/28,212.226
2011/04/29,258.515
2011/04/30,262.782
2011/05/01,245.65
2011/05/02,229.115
2011/05/03,226.786
2011/05/04,242.395
2011/05/05,230.669
2011/05/06,238.525
2011/05/07,233.723
2011/05/08,294.075
2011/05/09,277.065
2011/05/10,355.658
2011/05/11,351.204
2011/05/12,352.995
2011/05/13,413.762
2011/05/14,772.099
2011/05/15,746.25
2011/05/16,710.809
2011/05/17,664.704
2011/05/18,606.5
2011/05/19,560.708
2011/05/20,545.472
2011/05/21,577.428
2011/05/22,642.724
2011/05/23,630.622
2011/05/24,605.229
2011/05/25,589.151
2011/05/26,577.956
2011/05/27,627.612
2011/05/28,594.34
2011/05/29,577.398
2011/05/30,558.411
2011/05/31,537.979
2011/06/01,516.94
2011/06/02,514.787
2011/06/03,566.48
2011/06/04,609.857
2011/06/05,681.738
2011/06/06,791.237
2011/06/07,850.002
2011/06/08,974.877
2011/06/09,1093
2011/06/10,1236
2011/06/11,1419
2011/06/12,1556
2011/06/13,1637
2011/06/14,1702
2011/06/15,2342
2011/06/16,3702
2011/06/17,3511
2011/06/18,3281
2011/06/19,3755
2011/06/20,3523
2011/06/21,3827
2011/06/22,3577
2011/06/23,3453
2011/06/24,3983
2011/06/25,5959
2011/06/26,6081
2011/06/27,5622
2011/06/28,6311
2011/06/29,6095
2011/06/30,5624
2011/07/01,5094
2011/07/02,4636
2011/07/03,4158
2011/07/04,3879
2011/07/05,3443
2011/07/06,3084
2011/07/07,2772
2011/07/08,2472
2011/07/09,2648
2011/07/10,2859
2011/07/11,2664
2011/07/12,2555
2011/07/13,2504
2011/07/14,2582
2011/07/15,2376
2011/07/16,2317
2011/07/17,2128
2011/07/18,2498
2011/07/19,2707
2011/07/20,2459
2011/07/21,2428
2011/07/22,2419
2011/07/23,2245
2011/07/24,2067
2011/07/25,2074
2011/07/26,2060
2011/07/27,2079
2011/07/28,2565
2011/07/29,2392
2011/07/30,2168
2011/07/31,2010
2011/08/01,1858
2011/08/02,1686
2011/08/03,1536
2011/08/04,1383
2011/08/05,1290
2011/08/06,1178
2011/08/07,1074
2011/08/08,1080
2011/08/09,1255
2011/08/10,1270
2011/08/11,1184
2011/08/12,1085
2011/08/13,994.326
2011/08/14,945.494
2011/08/15,877.655
2011/08/16,815.85
2011/08/17,768.064
2011/08/18,744.139
2011/08/19,754.38
2011/08/20,701.92
2011/08/21,656.41
2011/08/22,620.65
2011/08/23,625.913
2011/08/24,652.825
2011/08/25,636.325
2011/08/26,595.972
2011/08/27,992.011
2011/08/28,898.387
2011/08/29,813.843
2011/08/30,741.271
2011/08/31,683.466
2011/09/01,642.277
2011/09/02,597.236
2011/09/03,560.719
2011/09/04,751.708
2011/09/05,988.871
2011/09/06,1245
2011/09/07,1162
2011/09/08,1062
2011/09/09,962.135
2011/09/10,862.739
2011/09/11,859.28
2011/09/12,820.361
2011/09/13,753.569
2011/09/14,689.418
2011/09/15,628.884
2011/09/16,614.386
2011/09/17,573.203
2011/09/18,529.055
2011/09/19,493.601
2011/09/20,460.614
2011/09/21,438.818
2011/09/22,416.819
2011/09/23,400.378
2011/09/24,375.917
2011/09/25,362.033
2011/09/26,347.343
2011/09/27,346.311
2011/09/28,337.747
2011/09/29,330.061
2011/09/30,318.264
2011/10/01,327.957
2011/10/02,326.345
2011/10/03,324.08
2011/10/04,328.279
2011/10/05,329.965
2011/10/06,343.258
2011/10/07,337.345
2011/10/08,320.827
2011/10/09,307.549
2011/10/10,295.451
2011/10/11,285.564
2011/10/12,276.084
2011/10/13,272.194
2011/10/14,259.632
2011/10/15,260.224
2011/10/16,250.818
2011/10/17,251.247
2011/10/18,240.718
2011/10/19,227.016
2011/10/20,216.048
2011/10/21,222.629
2011/10/22,235.036
2011/10/23,245.696
2011/10/24,236.105
2011/10/25,229.953
2011/10/26,228.925
2011/10/27,240.111
2011/10/28,244.454
2011/10/29,246.76
2011/10/30,232.852
2011/10/31,233.937
2011/11/01,242.099
2011/11/02,238.419
2011/11/03,230.483
2011/11/04,224.914
2011/11/05,214.388
2011/11/06,203.272
2011/11/07,195.179
2011/11/08,243.97
2011/11/09,271.914
2011/11/10,256.689
2011/11/11,245.67
2011/11/12,233.525
2011/11/13,220.546
2011/11/14,211.732
2011/11/15,200.992
2011/11/16,283.384
2011/11/17,457.665
2011/11/18,678.684
2011/11/19,833.278
2011/11/20,809.933
2011/11/21,808.025
2011/11/22,901.399
2011/11/23,867.978
2011/11/24,847.805
2011/11/25,799.76
2011/11/26,803.736
2011/11/27,813.608
2011/11/28,931.74
2011/11/29,1025
2011/11/30,1254
2011/12/01,1221
2011/12/02,1415
2011/12/03,1471
2011/12/04,1480
2011/12/05,1463
2011/12/06,1609
2011/12/07,1761
2011/12/08,1839
2011/12/09,1737
2011/12/10,1584
2011/12/11,1442
2011/12/12,1314
2011/12/13,1167
2011/12/14,1043
2011/12/15,942.896
2011/12/16,856.665
2011/12/17,772.945
2011/12/18,699.765
2011/12/19,643.025
2011/12/20,598.867
2011/12/21,572.448
2011/12/22,534.211
2011/12/23,487.314
2011/12/24,456.986
2011/12/25,426.734
2011/12/26,437.627
2011/12/27,448.34
2011/12/28,418.902
2011/12/29,416.781
2011/12/30,392.112
2011/12/31,370.445
2012/01/01,366.212
2012/01/02,350.319
2012/01/03,334.251
2012/01/04,337.496
2012/01/05,374.036
2012/01/06,406.908
2012/01/07,399.941
2012/01/08,397.275
2012/01/09,408.782
2012/01/10,403.197
2012/01/11,397.401
2012/01/12,392.96
2012/01/13,392.363
2012/01/14,383.636
2012/01/15,371.526
2012/01/16,377.967
2012/01/17,380.184
2012/01/18,372.202
2012/01/19,369.517
2012/01/20,365.358
2012/01/21,356.359
2012/01/22,351.067
2012/01/23,343.096
2012/01/24,341.163
2012/01/25,337.556
2012/01/26,339.202
2012/01/27,333.548
2012/01/28,319.554
2012/01/29,316.096
2012/01/30,312.228
2012/01/31,306.28
2012/02/01,316.434
2012/02/02,315.993
2012/02/03,316.961
2012/02/04,313.749
2012/02/05,310.491
2012/02/06,307.43
2012/02/07,299.833
2012/02/08,292.259
2012/02/09,280.699
2012/02/10,272.563
2012/02/11,281.237
2012/02/12,277.383
2012/02/13,278.333
2012/02/14,333.165
2012/02/15,372.705
2012/02/16,418.924
2012/02/17,445.82
2012/02/18,447.735
2012/02/19,425.429
2012/02/20,408.102
2012/02/21,388.519
2012/02/22,399.539
2012/02/23,400.131
2012/02/24,402.351
2012/02/25,391.594
2012/02/26,377.092
2012/02/27,362.931
2012/02/28,350.633
2012/02/29,335.684
2012/03/01,353.912
2012/03/02,353.749
2012/03/03,352.337
2012/03/04,370.126
2012/03/05,355.791
2012/03/06,345.46
2012/03/07,336.71
2012/03/08,343.413
2012/03/09,356.824
2012/03/10,355.535
2012/03/11,360.944
2012/03/12,376.424
2012/03/13,374.462
2012/03/14,386.877
2012/03/15,390.656
2012/03/16,390.039
2012/03/17,385.097
2012/03/18,376.788
2012/03/19,371.603
2012/03/20,367.974
2012/03/21,365.556
2012/03/22,389.3
2012/03/23,428.498
2012/03/24,450.884
2012/03/25,431.966
2012/03/26,423.103
2012/03/27,420.219
2012/03/28,424.702
2012/03/29,469.806
2012/03/30,499.751
2012/03/31,525.055
2012/04/01,526.684
2012/04/02,526.528
2012/04/03,526.218
2012/04/04,526.066
2012/04/05,543.467
2012/04/06,528.475
2012/04/07,494.046
2012/04/08,562.333
2012/04/09,646.499
2012/04/10,623.181
2012/04/11,665.312
2012/04/12,677.92
2012/04/13,664.918
2012/04/14,657.701
2012/04/15,684.298
2012/04/16,717.135
2012/04/17,717.643
2012/04/18,703
2012/04/19,668.654
2012/04/20,820.576
2012/04/21,831.571
2012/04/22,824.73
2012/04/23,788.956
2012/04/24,748.785
2012/04/25,740.307
2012/04/26,766.531
2012/04/27,802.525
2012/04/28,775.289
2012/04/29,755.468
2012/04/30,731.28
2012/05/01,704.103
2012/05/02,682.673
2012/05/03,650.413
2012/05/04,617.521
2012/05/05,597.425
2012/05/06,557.17
2012/05/07,563.576
2012/05/08,636.804
2012/05/09,643.524
2012/05/10,624.684
2012/05/11,593.974
2012/05/12,629.841
2012/05/13,613.019
2012/05/14,585.137
2012/05/15,619.779
2012/05/16,665.3
2012/05/17,714.981
2012/05/18,671.654
2012/05/19,605.687
2012/05/20,568.455
2012/05/21,574.687
2012/05/22,615.527
2012/05/23,578.244
2012/05/24,530.014
2012/05/25,516.735
2012/05/26,589.035
2012/05/27,562.501
2012/05/28,536.274
2012/05/29,537.537
2012/05/30,529.779
2012/05/31,615.717
2012/06/01,610.035
2012/06/02,637.399
2012/06/03,588.164
2012/06/04,580.315
2012/06/05,575.776
2012/06/06,613.083
2012/06/07,638.681
2012/06/08,724.35
2012/06/09,659.056
2012/06/10,630.479
2012/06/11,615.145
2012/06/12,639.694
2012/06/13,587.58
2012/06/14,571.015
2012/06/15,547.137
2012/06/16,551.529
2012/06/17,504.938
2012/06/18,491.172
2012/06/19,475.833
2012/06/20,458.903
2012/06/21,432.263
2012/06/22,459.532
2012/06/23,515.233
2012/06/24,518.536
2012/06/25,502.616
2012/06/26,483.892
2012/06/27,475.409
2012/06/28,527.552
2012/06/29,554.474
2012/06/30,535.158
2012/07/01,525.508
2012/07/02,497.367
2012/07/03,486.701
2012/07/04,506.552
2012/07/05,520.601
2012/07/06,502.186
2012/07/07,579.555
2012/07/08,537.884
2012/07/09,544.022
2012/07/10,529.954
2012/07/11,494.448
2012/07/12,485.29
2012/07/13,523.583
2012/07/14,563.015
2012/07/15,539.985
2012/07/16,540.292
2012/07/17,550.956
2012/07/18,535.821
2012/07/19,511.551
2012/07/20,495.016
2012/07/21,508.633
2012/07/22,497.232
2012/07/23,505.366
2012/07/24,507.77
2012/07/25,483.105
2012/07/26,507.461
2012/07/27,534.709
2012/07/28,521.8
2012/07/29,489.704
2012/07/30,457.913
2012/07/31,484.705
2012/08/01,513.578
2012/08/02,517.034
2012/08/03,521.848
2012/08/04,523.214
2012/08/05,539.634
2012/08/06,549.032
2012/08/07,572.717
2012/08/08,557.232
2012/08/09,554.215
2012/08/10,569.109
2012/08/11,565.772
2012/08/12,561.982
2012/08/13,547.529
2012/08/14,545.257
2012/08/15,529.592
2012/08/16,538.33
2012/08/17,580.665
2012/08/18,593.452
2012/08/19,723.521
2012/08/20,949.828
2012/08/21,995.014
2012/08/22,1131
2012/08/23,1297
2012/08/24,1597
2012/08/25,1569
2012/08/26,1519
2012/08/27,1590
2012/08/28,1711
2012/08/29,2108
2012/08/30,2318
2012/08/31,2317
2012/09/01,2296
2012/09/02,2228
2012/09/03,2065
2012/09/04,2016
2012/09/05,2069
2012/09/06,2548
2012/09/07,3022
2012/09/08,2978
2012/09/09,2763
2012/09/10,3225
2012/09/11,3588
2012/09/12,3693
2012/09/13,4372
2012/09/14,4559
2012/09/15,4349
2012/09/16,4545
2012/09/17,4785
2012/09/18,4784
2012/09/19,5753
2012/09/20,5829
2012/09/21,6461
2012/09/22,6703
2012/09/23,6263
2012/09/24,5877
2012/09/25,5212
2012/09/26,4604
2012/09/27,4070
2012/09/28,3657
2012/09/29,3259
2012/09/30,2939
2012/10/01,2655
2012/10/02,2403
2012/10/03,2164
2012/10/04,1938
2012/10/05,1802
2012/10/06,1664
2012/10/07,1525
2012/10/08,1395
2012/10/09,1269
2012/10/10,1144
2012/10/11,1064
2012/10/12,1068
2012/10/13,1056
2012/10/14,994.121
2012/10/15,904.689
2012/10/16,909.421
2012/10/17,952.978
2012/10/18,1016
2012/10/19,1048
2012/10/20,1046
2012/10/21,996.219
2012/10/22,944.875
2012/10/23,945.538
2012/10/24,910.971
2012/10/25,870.429
2012/10/26,820.197
2012/10/27,850.935
2012/10/28,810.092
2012/10/29,768.628
2012/10/30,860.007
2012/10/31,945.822
2012/11/01,979.73
2012/11/02,891.254
2012/11/03,884.631
2012/11/04,898.459
2012/11/05,881.091
2012/11/06,848.773
2012/11/07,809.229
2012/11/08,760.737
2012/11/09,709.111
2012/11/10,637.591
2012/11/11,578.206
2012/11/12,530.298
2012/11/13,505.314
2012/11/14,501.202
2012/11/15,538.772
2012/11/16,610.347
2012/11/17,656.365
2012/11/18,663.002
2012/11/19,633.249
2012/11/20,615.145
2012/11/21,569.937
2012/11/22,568.793
2012/11/23,550.609
2012/11/24,542.36
2012/11/25,506.329
2012/11/26,490.568
2012/11/27,509.126
2012/11/28,524.006
2012/11/29,507.444
2012/11/30,484.02
2012/12/01,450.711
2012/12/02,472.422
2012/12/03,543.409
2012/12/04,604.458
2012/12/05,672.991
2012/12/06,738.616
2012/12/07,755.736
2012/12/08,709.331
2012/12/09,692.998
2012/12/10,651.636
2012/12/11,643.733
2012/12/12,734.766
2012/12/13,801.596
2012/12/14,831.235
2012/12/15,812.725
2012/12/16,793.961
2012/12/17,765.623
2012/12/18,747.746
2012/12/19,693.461
2012/12/20,648.025
2012/12/21,628.917
2012/12/22,593.958
2012/12/23,556.873
2012/12/24,535.108
2012/12/25,501.12
2012/12/26,465.019
2012/12/27,436.199
2012/12/28,418.807
2012/12/29,409.575
2012/12/30,384.93
2012/12/31,415.095
2013/01/01,443.139
2013/01/02,470.803
2013/01/03,480.393
2013/01/04,500.665
2013/01/05,526.917
2013/01/06,514.809
2013/01/07,511.001
2013/01/08,542.118
2013/01/09,541.933
2013/01/10,516.139
2013/01/11,494.323
2013/01/12,468.309
2013/01/13,439.011
2013/01/14,427.155
2013/01/15,456.639
2013/01/16,474.536
2013/01/17,486.465
2013/01/18,490.197
2013/01/19,480.721
2013/01/20,475.752
2013/01/21,472.283
2013/01/22,483.362
2013/01/23,536.108
2013/01/24,543.44
2013/01/25,543.16
2013/01/26,529.319
2013/01/27,519.796
2013/01/28,526.831
2013/01/29,572.416
2013/01/30,661.093
2013/01/31,653.631
2013/02/01,648.648
2013/02/02,628.351
2013/02/03,604.993
2013/02/04,622.259
2013/02/05,639.803
2013/02/06,673.621
2013/02/07,663.491
2013/02/08,680.245
2013/02/09,684.949
2013/02/10,668.712
2013/02/11,652.224
2013/02/12,634.999
2013/02/13,616.918
2013/02/14,633.391
2013/02/15,629.855
2013/02/16,632.815
2013/02/17,629.786
2013/02/18,632.367
2013/02/19,646.422
2013/02/20,637.475
2013/02/21,625.487
2013/02/22,640.873
2013/02/23,640.925
2013/02/24,669.792
2013/02/25,687.128
2013/02/26,695.285
2013/02/27,702.638
2013/02/28,707.276
2013/03/01,725.866
2013/03/02,747.146
2013/03/03,721.439
2013/03/04,692.919
2013/03/05,766.727
2013/03/06,856.675
2013/03/07,874.655
2013/03/08,876.814
2013/03/09,865.573
2013/03/10,849.386
2013/03/11,837.948
2013/03/12,906.783
2013/03/13,937.031
2013/03/14,929.868
2013/03/15,1301
2013/03/16,1524
2013/03/17,1469
2013/03/18,1807
2013/03/19,1855
2013/03/20,1921
2013/03/21,1977
2013/03/22,1933
2013/03/23,1905
2013/03/24,1818
2013/03/25,1865
2013/03/26,1976
2013/03/27,2256
2013/03/28,2297
2013/03/29,2260
2013/03/30,2317
2013/03/31,2423
2013/04/01,2446
2013/04/02,2706
2013/04/03,2942
2013/04/04,3117
2013/04/05,3281
2013/04/06,3304
2013/04/07,3190
2013/04/08,3304
2013/04/09,3673
2013/04/10,4267
2013/04/11,4235
2013/04/12,4042
2013/04/13,3822
2013/04/14,3498
2013/04/15,3255
2013/04/16,3085
2013/04/17,2991
2013/04/18,4174
2013/04/19,4064
2013/04/20,3869
2013/04/21,3691
2013/04/22,3726
2013/04/23,3653
2013/04/24,3775
2013/04/25,3761
2013/04/26,3645
2013/04/27,3465
2013/04/28,3230
2013/04/29,3434
2013/04/30,3353
2013/05/01,3313
2013/05/02,3113
2013/05/03,2912
2013/05/04,2664
2013/05/05,2500
2013/05/06,2408
2013/05/07,2341
2013/05/08,2269
2013/05/09,2118
2013/05/10,2034
2013/05/11,1903
2013/05/12,1777
2013/05/13,1817
2013/05/14,1748
2013/05/15,1679
2013/05/16,1623
2013/05/17,1623
2013/05/18,1622
2013/05/19,1539
2013/05/20,1503
2013/05/21,1494
2013/05/22,1517
2013/05/23,1503
2013/05/24,1530
2013/05/25,1569
2013/05/26,1522
2013/05/27,1534
2013/05/28,1537
2013/05/29,1580
2013/05/30,1554
2013/05/31,1556
2013/06/01,1500
2013/06/02,1442
2013/06/03,1473
2013/06/04,1458
2013/06/05,1456
2013/06/06,1482
2013/06/07,1482
2013/06/08,1406
2013/06/09,1432
2013/06/10,1391
2013/06/11,1375
2013/06/12,1370
2013/06/13,1387
2013/06/14,1400
2013/06/15,1368
2013/06/16,1346
2013/06/17,1335
2013/06/18,1349
2013/06/19,1342
2013/06/20,1364
2013/06/21,1397
2013/06/22,1346
2013/06/23,1285
2013/06/24,1294
2013/06/25,1328
2013/06/26,1331
2013/06/27,1311
2013/06/28,1300
2013/06/29,1299
2013/06/30,1285
2013/07/01,1366
2013/07/02,1389
2013/07/03,1452
2013/07/04,1513
2013/07/05,1592
2013/07/06,1564
2013/07/07,1551
2013/07/08,1550
2013/07/09,1617
2013/07/10,1683
2013/07/11,1726
2013/07/12,1734
2013/07/13,1773
2013/07/14,1731
2013/07/15,1727
2013/07/16,1785
2013/07/17,1860
2013/07/18,1893
2013/07/19,1888
2013/07/20,1800
2013/07/21,1715
2013/07/22,1738
2013/07/23,1806
2013/07/24,1811
2013/07/25,1793
2013/07/26,1804
2013/07/27,1710
2013/07/28,1676
2013/07/29,1669
2013/07/30,1742
2013/07/31,1732
2013/08/01,1788
2013/08/02,1773
2013/08/03,1724
2013/08/04,1643
2013/08/05,1635
2013/08/06,1597
2013/08/07,1567
2013/08/08,1517
2013/08/09,1471
2013/08/10,1398
2013/08/11,1348
2013/08/12,1379
2013/08/13,1504
2013/08/14,1636
2013/08/15,1600
2013/08/16,1581
2013/08/17,1599
2013/08/18,1565
2013/08/19,1560
2013/08/20,1558
2013/08/21,1645
2013/08/22,1601
2013/08/23,1598
2013/08/24,1539
2013/08/25,1512
2013/08/26,1494
2013/08/27,1512
2013/08/28,1496
2013/08/29,1986
2013/08/30,1931
2013/08/31,1973
2013/09/01,2002
2013/09/02,2000
2013/09/03,2035
2013/09/04,2043
2013/09/05,1998
2013/09/06,1908
2013/09/07,1840
2013/09/08,1727
2013/09/09,1776
2013/09/10,1734
2013/09/11,1776
2013/09/12,1761
2013/09/13,1767
2013/09/14,1751
2013/09/15,1640
2013/09/16,1643
2013/09/17,1579
2013/09/18,1600
2013/09/19,1613
2013/09/20,1600
2013/09/21,1524
2013/09/22,1477
2013/09/23,1528
2013/09/24,1571
2013/09/25,1615
2013/09/26,1613
2013/09/27,1638
2013/09/28,1632
2013/09/29,1635
2013/09/30,1710
2013/10/01,1794
2013/10/02,1847
2013/10/03,1826
2013/10/04,1825
2013/10/05,1737
2013/10/06,1661
2013/10/07,1689
2013/10/08,1724
2013/10/09,1786
2013/10/10,1767
2013/10/11,1794
2013/10/12,1786
2013/10/13,1785
2013/10/14,1823
2013/10/15,1881
2013/10/16,1996
2013/10/17,2067
2013/10/18,2098
2013/10/19,2191
2013/10/20,2204
2013/10/21,2297
2013/10/22,2440
2013/10/23,2619
2013/10/24,2677
2013/10/25,3430
2013/10/26,3304
2013/10/27,3140
2013/10/28,3040
2013/10/29,3505
2013/10/30,3435
2013/10/31,3288
2013/11/01,3224
2013/11/02,3234
2013/11/03,3249
2013/11/04,3456
2013/11/05,3668
2013/11/06,3735
2013/11/07,4000
2013/11/08,4211
2013/11/09,4385
2013/11/10,4344
2013/11/11,4314
2013/11/12,4606
2013/11/13,4960
2013/11/14,5189
2013/11/15,6827
2013/11/16,7736
2013/11/17,8109
2013/11/18,9001
2013/11/19,9764
2013/11/20,9945
2013/11/21,11084
2013/11/22,12413
2013/11/23,12862
2013/11/24,13485
2013/11/25,13651
2013/11/26,17051
2013/11/27,18934
2013/11/28,20758
2013/11/29,21830
2013/11/30,22488
2013/12/01,22051
2013/12/02,21457
2013/12/03,20610
2013/12/04,20209
2013/12/05,19988
2013/12/06,19334
2013/12/07,20123
2013/12/08,19962
2013/12/09,19537
2013/12/10,18457
2013/12/11,17959
2013/12/12,17368
2013/12/13,16863
2013/12/14,15962
2013/12/15,14821
2013/12/16,16008
2013/12/17,15981
2013/12/18,15686
2013/12/19,15200
2013/12/20,14521
2013/12/21,13993
2013/12/22,13581
2013/12/23,12894
2013/12/24,12543
2013/12/25,12260
2013/12/26,11770
2013/12/27,11305
2013/12/28,11042
2013/12/29,11119
2013/12/30,11076
2013/12/31,10611
2014/01/01,10425
2014/01/02,10345
2014/01/03,10529
2014/01/04,10435
2014/01/05,10882
2014/01/06,11275
2014/01/07,11484
2014/01/08,11354
2014/01/09,10946
2014/01/10,10629
2014/01/11,10082
2014/01/12,9679
2014/01/13,9468
2014/01/14,9647
2014/01/15,9454
2014/01/16,9373
2014/01/17,8915
2014/01/18,8469
2014/01/19,8647
2014/01/20,8880
2014/01/21,8651
2014/01/22,8325
2014/01/23,8090
2014/01/24,8232
2014/01/25,8068
2014/01/26,7821
2014/01/27,8263
2014/01/28,8171
2014/01/29,7933
2014/01/30,7792
2014/01/31,7479
2014/02/01,7390
2014/02/02,7408
2014/02/03,7336
2014/02/04,7594
2014/02/05,7850
2014/02/06,7776
2014/02/07,7949
2014/02/08,7718
2014/02/09,7505
2014/02/10,7571
2014/02/11,7504
2014/02/12,7365
2014/02/13,7172
2014/02/14,7005
2014/02/15,7465
2014/02/16,7350
2014/02/17,7070
2014/02/18,6775
2014/02/19,6401
2014/02/20,6154
2014/02/21,5889
