Date,size7mom
2012/01/15,462.346
2012/01/16,-687.382
2012/01/17,-10094
2012/01/18,-2701
2012/01/19,1038
2012/01/20,-885.191
2012/01/21,-1656
2012/01/22,-4261
2012/01/23,-4475
2012/01/24,4522
2012/01/25,226.263
2012/01/26,853.727
2012/01/27,506.926
2012/01/28,823.147
2012/01/29,1364
2012/01/30,563.459
2012/01/31,-2172
2012/02/01,-4179
2012/02/02,-394.478
2012/02/03,-611.652
2012/02/04,1966
2012/02/05,3285
2012/02/06,2957
2012/02/07,215.619
2012/02/08,278.326
2012/02/09,1520
2012/02/10,6762
2012/02/11,2060
2012/02/12,-1653
2012/02/13,7646
2012/02/14,9750
2012/02/15,8898
2012/02/16,9332
2012/02/17,-8725
2012/02/18,-6829
2012/02/19,-3118
2012/02/20,-7281
2012/02/21,-8929
2012/02/22,-10455
2012/02/23,-9981
2012/02/24,3460
2012/02/25,1831
2012/02/26,1516
2012/02/27,454.084
2012/02/28,-3621
2012/02/29,-2539
2012/03/01,116.741
2012/03/02,5769
2012/03/03,2077
2012/03/04,3515
2012/03/05,4825
2012/03/06,4046
2012/03/07,2189
2012/03/08,-2740
2012/03/09,-9325
2012/03/10,-1910
2012/03/11,-2124
2012/03/12,-6491
2012/03/13,1416
2012/03/14,6892
2012/03/15,5135
2012/03/16,1499
2012/03/17,-192.261
2012/03/18,-3032
2012/03/19,3241
2012/03/20,-5784
2012/03/21,-6501
2012/03/22,-5844
2012/03/23,1204
2012/03/24,-3332
2012/03/25,1689
2012/03/26,-42.566
2012/03/27,517.791
2012/03/28,2660
2012/03/29,4608
2012/03/30,-1039
2012/03/31,1367
2012/04/01,463.116
2012/04/02,5357
2012/04/03,7743
2012/04/04,1198
2012/04/05,6073
2012/04/06,5054
2012/04/07,4978
2012/04/08,-602.016
2012/04/09,-6262
2012/04/10,-1943
2012/04/11,2839
2012/04/12,-433.155
2012/04/13,879.256
2012/04/14,4213
2012/04/15,11693
2012/04/16,7232
2012/04/17,3697
2012/04/18,6664
2012/04/19,-5849
2012/04/20,1919
2012/04/21,-3164
2012/04/22,-8436
2012/04/23,-2550
2012/04/24,-3996
2012/04/25,-5637
2012/04/26,3765
2012/04/27,-3188
2012/04/28,-270.14
2012/04/29,-2222
2012/04/30,-1480
2012/05/01,3137
2012/05/02,4185
2012/05/03,11548
2012/05/04,14057
2012/05/05,12214
2012/05/06,15746
2012/05/07,24257
2012/05/08,16043
2012/05/09,16281
2012/05/10,2820
2012/05/11,20520
2012/05/12,27701
2012/05/13,11247
2012/05/14,41917
2012/05/15,33124
2012/05/16,22890
2012/05/17,26178
2012/05/18,16060
2012/05/19,42763
2012/05/20,53395
2012/05/21,20728
2012/05/22,13381
2012/05/23,23168
2012/05/24,26591
2012/05/25,28725
2012/05/26,-33584
2012/05/27,-26552
2012/05/28,-16946
2012/05/29,14835
2012/05/30,-5737
2012/05/31,-25634
2012/06/01,-24852
2012/06/02,-34798
2012/06/03,23164
2012/06/04,36897
2012/06/05,22599
2012/06/06,-40296
2012/06/07,35610
2012/06/08,-1162
2012/06/09,48751
2012/06/10,6750
2012/06/11,-29578
2012/06/12,-69274
2012/06/13,113292
2012/06/14,74883
2012/06/15,75868
2012/06/16,40358
2012/06/17,11375
2012/06/18,-828.943
2012/06/19,53996
2012/06/20,-55871
2012/06/21,-86712
2012/06/22,-73582
2012/06/23,-61118
2012/06/24,-35767
2012/06/25,-16732
2012/06/26,-24329
2012/06/27,-22451
2012/06/28,-7222
2012/06/29,-15034
2012/06/30,7923
2012/07/01,-21639
2012/07/02,-14504
2012/07/03,-28093
2012/07/04,-15213
2012/07/05,-17654
2012/07/06,2520
2012/07/07,-8101
2012/07/08,2583
2012/07/09,-1404
2012/07/10,41287
2012/07/11,35636
2012/07/12,3525
2012/07/13,2639
2012/07/14,-2519
2012/07/15,22488
2012/07/16,27188
2012/07/17,-10383
2012/07/18,-5694
2012/07/19,35962
2012/07/20,40400
2012/07/21,43923
2012/07/22,10053
2012/07/23,3342
2012/07/24,-14750
2012/07/25,-25855
2012/07/26,-28222
2012/07/27,-48282
2012/07/28,-11263
2012/07/29,-3394
2012/07/30,-8179
2012/07/31,60770
2012/08/01,27281
2012/08/02,8039
2012/08/03,10091
2012/08/04,-12615
2012/08/05,9983
2012/08/06,12713
2012/08/07,-66144
2012/08/08,403.038
2012/08/09,-10110
2012/08/10,782.883
2012/08/11,-3561
2012/08/12,-9918
2012/08/13,25289
2012/08/14,23683
2012/08/15,44748
2012/08/16,50892
2012/08/17,52308
2012/08/18,22671
2012/08/19,11700
2012/08/20,-35875
2012/08/21,4097
2012/08/22,-43744
2012/08/23,-50798
2012/08/24,-38467
2012/08/25,-1820
2012/08/26,-31869
2012/08/27,3469
2012/08/28,-15412
2012/08/29,-18544
2012/08/30,14416
2012/08/31,30771
2012/09/01,5242
2012/09/02,18280
2012/09/03,8603
2012/09/04,32491
2012/09/05,17396
2012/09/06,12670
2012/09/07,-34960
2012/09/08,-11942
2012/09/09,-5404
2012/09/10,-8549
2012/09/11,-4699
2012/09/12,-21091
2012/09/13,-4096
2012/09/14,16474
2012/09/15,-10774
2012/09/16,49.738
2012/09/17,-30606
2012/09/18,-25984
2012/09/19,21516
2012/09/20,-14983
2012/09/21,-18462
2012/09/22,-8889
2012/09/23,-380.57
2012/09/24,21111
2012/09/25,-14447
2012/09/26,3599
2012/09/27,-7392
2012/09/28,11865
2012/09/29,-4957
2012/09/30,-17264
2012/10/01,9401
2012/10/02,33462
2012/10/03,-1266
2012/10/04,41972
2012/10/05,23810
2012/10/06,32120
2012/10/07,66579
2012/10/08,1920
2012/10/09,10686
2012/10/10,-6573
2012/10/11,-28423
2012/10/12,-27391
2012/10/13,3264
2012/10/14,-27905
2012/10/15,-10761
2012/10/16,-10482
2012/10/17,16396
2012/10/18,890.97
2012/10/19,4172
2012/10/20,-10158
2012/10/21,12608
2012/10/22,33784
2012/10/23,16678
2012/10/24,-16916
2012/10/25,616.701
2012/10/26,-28149
2012/10/27,-46539
2012/10/28,-61947
2012/10/29,-47647
2012/10/30,-24195
2012/10/31,-2441
2012/11/01,-11801
2012/11/02,26969
2012/11/03,28800
2012/11/04,21091
2012/11/05,24162
2012/11/06,11731
2012/11/07,13960
2012/11/08,17953
2012/11/09,-15440
2012/11/10,13804
2012/11/11,-2672
2012/11/12,-13014
2012/11/13,-21405
2012/11/14,-13140
2012/11/15,21645
2012/11/16,46480
2012/11/17,30342
2012/11/18,34595
2012/11/19,30408
2012/11/20,25035
2012/11/21,28391
2012/11/22,-20978
2012/11/23,-23579
2012/11/24,-28723
2012/11/25,12483
2012/11/26,-6009
2012/11/27,-23347
2012/11/28,-22099
2012/11/29,5276
2012/11/30,6446
2012/12/01,1311
2012/12/02,-50253
2012/12/03,-37529
2012/12/04,48191
2012/12/05,35303
2012/12/06,25870
2012/12/07,4978
2012/12/08,13952
2012/12/09,48646
2012/12/10,49061
2012/12/11,-19084
2012/12/12,-3845
2012/12/13,20157
2012/12/14,56599
2012/12/15,18525
2012/12/16,26424
2012/12/17,12377
2012/12/18,64798
2012/12/19,5930
2012/12/20,4234
2012/12/21,-14737
2012/12/22,15279
2012/12/23,-9040
2012/12/24,3672
2012/12/25,-81977
2012/12/26,-19307
2012/12/27,-23787
2012/12/28,-26791
2012/12/29,-14414
2012/12/30,-19092
2012/12/31,-46984
2013/01/01,-11945
2013/01/02,-3482
2013/01/03,-23235
2013/01/04,15205
2013/01/05,-6783
2013/01/06,-14415
2013/01/07,16933
2013/01/08,60271
2013/01/09,34260
2013/01/10,55659
2013/01/11,45365
2013/01/12,44858
2013/01/13,61759
2013/01/14,21709
2013/01/15,8993
2013/01/16,32401
2013/01/17,36299
2013/01/18,-1975
2013/01/19,-3457
2013/01/20,-21788
2013/01/21,12393
2013/01/22,-13512
2013/01/23,-6438
2013/01/24,-49189
2013/01/25,-21060
2013/01/26,-7546
2013/01/27,21542
2013/01/28,28838
2013/01/29,12512
2013/01/30,-46931
2013/01/31,-26308
2013/02/01,14903
2013/02/02,6528
2013/02/03,-12904
2013/02/04,-14879
2013/02/05,-15672
2013/02/06,1913
2013/02/07,53238
2013/02/08,1270
2013/02/09,20672
2013/02/10,4724
2013/02/11,11376
2013/02/12,50830
2013/02/13,29057
2013/02/14,-19899
2013/02/15,-34458
2013/02/16,-54415
2013/02/17,-27928
2013/02/18,-20899
2013/02/19,-32019
2013/02/20,-8990
2013/02/21,-15614
2013/02/22,21118
2013/02/23,38211
2013/02/24,33376
2013/02/25,5785
2013/02/26,14251
2013/02/27,-3594
2013/02/28,31373
2013/03/01,29563
2013/03/02,17266
2013/03/03,-2306
2013/03/04,14957
2013/03/05,19808
2013/03/06,48764
2013/03/07,28246
2013/03/08,-35104
2013/03/09,-23525
2013/03/10,28273
2013/03/11,5783
2013/03/12,-14584
2013/03/13,-27006
2013/03/14,-45871
2013/03/15,11143
2013/03/16,-55882
2013/03/17,-104457
2013/03/18,-62915
2013/03/19,-47458
2013/03/20,-63475
2013/03/21,-28934
2013/03/22,-41929
2013/03/23,24239
2013/03/24,49041
2013/03/25,61023
2013/03/26,28926
2013/03/27,86652
2013/03/28,48235
2013/03/29,47173
2013/03/30,62557
2013/03/31,17891
2013/04/01,-29315
2013/04/02,14065
2013/04/03,-6480
2013/04/04,46309
2013/04/05,12246
2013/04/06,-29178
2013/04/07,57582
2013/04/08,55863
2013/04/09,3685
2013/04/10,-15767
2013/04/11,-5073
2013/04/12,-26291
2013/04/13,-13377
2013/04/14,-30243
2013/04/15,-33231
2013/04/16,2062
2013/04/17,-4640
2013/04/18,-72076
2013/04/19,47815
2013/04/20,12219
2013/04/21,-52116
2013/04/22,-14837
2013/04/23,-6739
2013/04/24,45757
2013/04/25,31215
2013/04/26,-54000
2013/04/27,-10269
2013/04/28,-1114
2013/04/29,433.559
2013/04/30,6959
2013/05/01,-39262
2013/05/02,21211
2013/05/03,24803
2013/05/04,10746
2013/05/05,30626
2013/05/06,15618
2013/05/07,-10451
2013/05/08,-13786
2013/05/09,-7801
2013/05/10,8165
2013/05/11,32666
2013/05/12,29530
2013/05/13,5612
2013/05/14,30875
2013/05/15,61399
2013/05/16,12016
2013/05/17,-16634
2013/05/18,-23086
2013/05/19,-40606
2013/05/20,12178
2013/05/21,-27905
2013/05/22,-59094
2013/05/23,-38867
2013/05/24,-15001
2013/05/25,-18529
2013/05/26,-8176
2013/05/27,-32386
2013/05/28,-4421
2013/05/29,1175
2013/05/30,-5953
2013/05/31,-11647
2013/06/01,-24152
2013/06/02,-12054
2013/06/03,-22100
2013/06/04,-39797
2013/06/05,-12254
2013/06/06,-12793
2013/06/07,7496
2013/06/08,-1943
2013/06/09,12708
2013/06/10,-7751
2013/06/11,-6595
2013/06/12,-41547
2013/06/13,-35412
2013/06/14,-24162
2013/06/15,-26300
2013/06/16,-27543
2013/06/17,24493
2013/06/18,26353
2013/06/19,54050
2013/06/20,50300
2013/06/21,1462
2013/06/22,21065
2013/06/23,337.34
2013/06/24,-7755
2013/06/25,-21529
2013/06/26,-39554
2013/06/27,-30936
2013/06/28,3260
2013/06/29,-11893
2013/06/30,-14171
2013/07/01,-22102
2013/07/02,-10652
2013/07/03,-34693
2013/07/04,-30165
2013/07/05,-45119
2013/07/06,-21445
2013/07/07,-16523
2013/07/08,-18824
2013/07/09,-14021
2013/07/10,6962
2013/07/11,17963
2013/07/12,61730
2013/07/13,31205
2013/07/14,21261
2013/07/15,10441
2013/07/16,7616
2013/07/17,7872
2013/07/18,1843
2013/07/19,-55080
2013/07/20,-32490
2013/07/21,-14351
2013/07/22,4946
2013/07/23,13300
2013/07/24,24106
2013/07/25,23155
2013/07/26,8749
2013/07/27,11718
2013/07/28,20987
2013/07/29,877.682
2013/07/30,-24221
2013/07/31,102.013
2013/08/01,-4762
2013/08/02,14022
2013/08/03,30619
2013/08/04,9343
2013/08/05,10974
2013/08/06,25883
2013/08/07,10169
2013/08/08,-9036
2013/08/09,-7554
2013/08/10,-12746
2013/08/11,-32447
2013/08/12,12367
2013/08/13,12872
2013/08/14,10256
2013/08/15,36706
2013/08/16,70378
2013/08/17,17122
2013/08/18,49689
2013/08/19,43805
2013/08/20,12670
2013/08/21,-7402
2013/08/22,-30397
2013/08/23,-49438
2013/08/24,1432
2013/08/25,12328
2013/08/26,-27117
2013/08/27,24618
2013/08/28,21799
2013/08/29,328.878
2013/08/30,5872
2013/08/31,-33074
2013/09/01,-47852
2013/09/02,-44689
2013/09/03,-45216
2013/09/04,-12914
2013/09/05,9488
2013/09/06,8041
2013/09/07,58631
2013/09/08,36328
2013/09/09,17425
2013/09/10,-5314
2013/09/11,-39801
2013/09/12,-28223
2013/09/13,-46069
2013/09/14,-66700
2013/09/15,8419
2013/09/16,38022
2013/09/17,40120
2013/09/18,56883
2013/09/19,22498
2013/09/20,30163
2013/09/21,34397
2013/09/22,-27090
2013/09/23,-23277
2013/09/24,-33642
2013/09/25,-46577
2013/09/26,24002
2013/09/27,-7641
2013/09/28,-10896
2013/09/29,2204
2013/09/30,-4728
2013/10/01,7577
2013/10/02,44451
2013/10/03,-15588
2013/10/04,6680
2013/10/05,-17213
2013/10/06,-2057
2013/10/07,12006
2013/10/08,-12179
2013/10/09,-28960
2013/10/10,-7579
2013/10/11,-2464
2013/10/12,11150
2013/10/13,5500
2013/10/14,-32193
2013/10/15,-26603
2013/10/16,-15484
2013/10/17,-4275
2013/10/18,15508
2013/10/19,22499
2013/10/20,3286
2013/10/21,26449
2013/10/22,33714
2013/10/23,17293
2013/10/24,25551
2013/10/25,-15985
2013/10/26,-3101
2013/10/27,-5087
2013/10/28,-4197
2013/10/29,11131
2013/10/30,-10183
2013/10/31,-23652
2013/11/01,-20884
2013/11/02,-21235
2013/11/03,-12574
2013/11/04,-15527
2013/11/05,11036
2013/11/06,60532
2013/11/07,84108
2013/11/08,123479
2013/11/09,93964
2013/11/10,70050
2013/11/11,30597
2013/11/12,-15150
2013/11/13,-67.645
2013/11/14,-35796
2013/11/15,-54114
2013/11/16,-82180
2013/11/17,-33828
2013/11/18,104491
2013/11/19,170948
2013/11/20,48148
2013/11/21,90385
2013/11/22,51307
2013/11/23,91999
2013/11/24,43192
2013/11/25,-64930
2013/11/26,-61122
2013/11/27,31794
2013/11/28,-25405
2013/11/29,23044
2013/11/30,-9128
2013/12/01,5301
2013/12/02,40768
2013/12/03,-65965
2013/12/04,-32137
2013/12/05,-10390
2013/12/06,-81064
2013/12/07,-35532
2013/12/08,-68200
2013/12/09,-58461
2013/12/10,6339
2013/12/11,-36989
2013/12/12,-67668
2013/12/13,8267
2013/12/14,2503
2013/12/15,51456
2013/12/16,7160
2013/12/17,-22848
2013/12/18,8150
2013/12/19,-22146
2013/12/20,5968
2013/12/21,6622
2013/12/22,-9925
2013/12/23,-11240
2013/12/24,-1611
2013/12/25,-27750
2013/12/26,17828
2013/12/27,-36919
2013/12/28,3856
2013/12/29,12680
2013/12/30,6642
2013/12/31,-22783
2014/01/01,-71147
2014/01/02,46800
2014/01/03,50350
2014/01/04,7235
2014/01/05,-8602
2014/01/06,27934
2014/01/07,31998
2014/01/08,52725
2014/01/09,-71215
2014/01/10,-49910
2014/01/11,-44658
2014/01/12,-39737
2014/01/13,-36615
2014/01/14,-1967
2014/01/15,4322
2014/01/16,17698
2014/01/17,43208
2014/01/18,4204
2014/01/19,16169
2014/01/20,17834
2014/01/21,45445
2014/01/22,9602
2014/01/23,25954
2014/01/24,-19004
2014/01/25,21671
2014/01/26,35461
2014/01/27,3094
2014/01/28,-4170
2014/01/29,20703
2014/01/30,-10934
2014/01/31,-3383
2014/02/01,-14611
2014/02/02,-19510
2014/02/03,-6567
2014/02/04,5312
2014/02/05,28414
2014/02/06,35464
2014/02/07,77609
2014/02/08,35241
2014/02/09,51969
2014/02/10,29794
2014/02/11,-21804
2014/02/12,29960
2014/02/13,7701
2014/02/14,-20419
