Date,transactionvalue3smaUSD
2010/10/22,28.317
2010/10/23,21.999
2010/10/24,17.569
2010/10/25,23.567
2010/10/26,37.128
2010/10/27,50.133
2010/10/28,59.6
2010/10/29,54.434
2010/10/30,43.217
2010/10/31,33.827
2010/11/01,30.249
2010/11/02,35.462
2010/11/03,32.431
2010/11/04,57.419
2010/11/05,50.809
2010/11/06,75.119
2010/11/07,69.212
2010/11/08,156.95
2010/11/09,132.05
2010/11/10,116.244
2010/11/11,29.014
2010/11/12,28.775
2010/11/13,28.139
2010/11/14,28.059
2010/11/15,23.205
2010/11/16,16.181
2010/11/17,19.078
2010/11/18,17.424
2010/11/19,14.541
2010/11/20,5.302
2010/11/21,3.207
2010/11/22,11.24
2010/11/23,21.488
2010/11/24,21.257
2010/11/25,13.659
2010/11/26,8.245
2010/11/27,12.479
2010/11/28,16.457
2010/11/29,16.57
2010/11/30,21.02
2010/12/01,23.921
2010/12/02,28.159
2010/12/03,24.548
2010/12/04,28.678
2010/12/05,21.332
2010/12/06,30.099
2010/12/07,28.921
2010/12/08,30.071
2010/12/09,21.513
2010/12/10,15.541
2010/12/11,21.443
2010/12/12,20.537
2010/12/13,36.014
2010/12/14,39.707
2010/12/15,48.598
2010/12/16,41.291
2010/12/17,38.301
2010/12/18,37.713
2010/12/19,39.206
2010/12/20,35.615
2010/12/21,35.472
2010/12/22,31.319
2010/12/23,33.841
2010/12/24,29.822
2010/12/25,34.226
2010/12/26,34.457
2010/12/27,39.978
2010/12/28,33.022
2010/12/29,43.293
2010/12/30,39.06
2010/12/31,42
2011/01/01,29.708
2011/01/02,27.087
2011/01/03,22.224
2011/01/04,18.023
2011/01/05,13.618
2011/01/06,12.36
2011/01/07,13.995
2011/01/08,14.618
2011/01/09,13.402
2011/01/10,14.475
2011/01/11,18.485
2011/01/12,20.593
2011/01/13,23.864
2011/01/14,23.607
2011/01/15,25.899
2011/01/16,24.974
2011/01/17,25.521
2011/01/18,31.91
2011/01/19,29.59
2011/01/20,27.575
2011/01/21,20.476
2011/01/22,20.648
2011/01/23,24.988
2011/01/24,25.424
2011/01/25,26.945
2011/01/26,25.013
2011/01/27,187.94
2011/01/28,185.606
2011/01/29,183.981
2011/01/30,36.777
2011/01/31,53.253
2011/02/01,70.841
2011/02/02,77.815
2011/02/03,74.779
2011/02/04,64.011
2011/02/05,58.351
2011/02/06,64.713
2011/02/07,102.25
2011/02/08,101.469
2011/02/09,110.241
2011/02/10,95.171
2011/02/11,107.969
2011/02/12,97.226
2011/02/13,80.573
2011/02/14,66.846
2011/02/15,57.334
2011/02/16,47.567
2011/02/17,39.208
2011/02/18,43.254
2011/02/19,66.367
2011/02/20,85.276
2011/02/21,99.062
2011/02/22,111.04
2011/02/23,125.599
2011/02/24,126.823
2011/02/25,108.199
2011/02/26,86.6
2011/02/27,78.817
2011/02/28,73.263
2011/03/01,159.282
2011/03/02,509.425
2011/03/03,510.277
2011/03/04,443.994
2011/03/05,87.089
2011/03/06,92.235
2011/03/07,77.636
2011/03/08,80.963
2011/03/09,91.919
2011/03/10,121.52
2011/03/11,137.979
2011/03/12,115.712
2011/03/13,77.252
2011/03/14,61.879
2011/03/15,58.538
2011/03/16,49.825
2011/03/17,39.693
2011/03/18,47.165
2011/03/19,42.867
2011/03/20,38.15
2011/03/21,24.708
2011/03/22,39.014
2011/03/23,45.866
2011/03/24,72.256
2011/03/25,89.981
2011/03/26,102.316
2011/03/27,85.569
2011/03/28,56.416
2011/03/29,39.417
2011/03/30,41.567
2011/03/31,46.276
2011/04/01,48.38
2011/04/02,43.947
2011/04/03,38.496
2011/04/04,40.791
2011/04/05,40.081
2011/04/06,39.79
2011/04/07,41.158
2011/04/08,46.102
2011/04/09,54.814
2011/04/10,50.382
2011/04/11,43.474
2011/04/12,41.51
2011/04/13,51.733
2011/04/14,56.85
2011/04/15,55.273
2011/04/16,87.067
2011/04/17,278.138
2011/04/18,277.746
2011/04/19,513.192
2011/04/20,930.011
2011/04/21,1002
2011/04/22,745.462
2011/04/23,158.253
2011/04/24,95.444
2011/04/25,82.696
2011/04/26,74.657
2011/04/27,82.249
2011/04/28,95.589
2011/04/29,253.052
2011/04/30,316.73
2011/05/01,328.068
2011/05/02,182.15
2011/05/03,155.859
2011/05/04,225.712
2011/05/05,236.65
2011/05/06,262.632
2011/05/07,215.517
2011/05/08,392.819
2011/05/09,351.791
2011/05/10,573.125
2011/05/11,451.757
2011/05/12,517.8
2011/05/13,498.545
2011/05/14,1425
2011/05/15,1496
2011/05/16,1387
2011/05/17,474.565
2011/05/18,357.879
2011/05/19,285.42
2011/05/20,312.556
2011/05/21,498.212
2011/05/22,766.24
2011/05/23,801.417
2011/05/24,686.427
2011/05/25,492.259
2011/05/26,476.667
2011/05/27,646.736
2011/05/28,611.213
2011/05/29,598.576
2011/05/30,426.782
2011/05/31,435.813
2011/06/01,406.785
2011/06/02,428.715
2011/06/03,594.49
2011/06/04,765.027
2011/06/05,981.086
2011/06/06,1181
2011/06/07,1295
2011/06/08,1507
2011/06/09,1627
2011/06/10,1937
2011/06/11,2213
2011/06/12,2407
2011/06/13,2408
2011/06/14,2244
2011/06/15,3596
2011/06/16,7056
2011/06/17,7105
2011/06/18,5533
2011/06/19,3629
2011/06/20,3546
2011/06/21,4884
2011/06/22,3256
2011/06/23,3467
2011/06/24,4010
2011/06/25,9626
2011/06/26,11036
2011/06/27,9439
2011/06/28,6769
2011/06/29,6041
2011/06/30,6013
2011/07/01,2966
2011/07/02,1956
2011/07/03,1453
2011/07/04,1594
2011/07/05,1242
2011/07/06,1142
2011/07/07,701.894
2011/07/08,672.183
2011/07/09,1687
2011/07/10,2848
2011/07/11,3139
2011/07/12,2490
2011/07/13,1804
2011/07/14,2369
2011/07/15,2099
2011/07/16,2020
2011/07/17,1292
2011/07/18,2579
2011/07/19,3290
2011/07/20,3270
2011/07/21,2381
2011/07/22,1811
2011/07/23,1901
2011/07/24,1461
2011/07/25,1382
2011/07/26,1666
2011/07/27,2097
2011/07/28,3298
2011/07/29,3066
2011/07/30,2566
2011/07/31,988.357
2011/08/01,855.215
2011/08/02,808.635
2011/08/03,667.116
2011/08/04,504.41
2011/08/05,544.846
2011/08/06,508.275
2011/08/07,510.793
2011/08/08,655.089
2011/08/09,1302
2011/08/10,1627
2011/08/11,1461
2011/08/12,811.771
2011/08/13,491.078
2011/08/14,492.685
2011/08/15,489.205
2011/08/16,492.968
2011/08/17,436.09
2011/08/18,486.733
2011/08/19,622.344
2011/08/20,590.169
2011/08/21,514.159
2011/08/22,369.91
2011/08/23,469.643
2011/08/24,625.36
2011/08/25,672.318
2011/08/26,563.501
2011/08/27,1476
2011/08/28,1397
2011/08/29,1373
2011/08/30,274.563
2011/08/31,280.532
2011/09/01,317.279
2011/09/02,328.916
2011/09/03,334.126
2011/09/04,873.654
2011/09/05,1616
2011/09/06,2478
2011/09/07,2021
2011/09/08,1314
2011/09/09,449.246
2011/09/10,313.613
2011/09/11,455.76
2011/09/12,540.284
2011/09/13,574.534
2011/09/14,386.414
2011/09/15,275.757
2011/09/16,342.667
2011/09/17,353.691
2011/09/18,355.918
2011/09/19,270.251
2011/09/20,250.482
2011/09/21,268.831
2011/09/22,272.392
2011/09/23,288.159
2011/09/24,261.42
2011/09/25,260.738
2011/09/26,246.855
2011/09/27,287.749
2011/09/28,291.182
2011/09/29,300.596
2011/09/30,267.923
2011/10/01,304.215
2011/10/02,316.136
2011/10/03,338.727
2011/10/04,326.932
2011/10/05,335.287
2011/10/06,375.386
2011/10/07,356.499
2011/10/08,314.01
2011/10/09,244.539
2011/10/10,217.172
2011/10/11,219.784
2011/10/12,217.523
2011/10/13,227.557
2011/10/14,213.117
2011/10/15,229.654
2011/10/16,210.577
2011/10/17,235.93
2011/10/18,205.332
2011/10/19,188.088
2011/10/20,151.663
2011/10/21,182.704
2011/10/22,241.948
2011/10/23,298.692
2011/10/24,268.144
2011/10/25,226.239
2011/10/26,195.324
2011/10/27,241.675
2011/10/28,269.249
2011/10/29,282.416
2011/10/30,225.627
2011/10/31,215.061
2011/11/01,226.199
2011/11/02,250.216
2011/11/03,229.519
2011/11/04,194.037
2011/11/05,171.192
2011/11/06,155.234
2011/11/07,139.853
2011/11/08,278.235
2011/11/09,385.744
2011/11/10,390.796
2011/11/11,261.773
2011/11/12,162.118
2011/11/13,154.939
2011/11/14,148.403
2011/11/15,140.603
2011/11/16,368.184
2011/11/17,846.868
2011/11/18,1508
2011/11/19,1848
2011/11/20,1537
2011/11/21,1097
2011/11/22,987.381
2011/11/23,984.899
2011/11/24,958.582
2011/11/25,618.297
2011/11/26,677.91
2011/11/27,731.609
2011/11/28,1136
2011/11/29,1402
2011/11/30,2023
2011/12/01,1793
2011/12/02,2144
2011/12/03,1841
2011/12/04,2017
2011/12/05,1575
2011/12/06,1815
2011/12/07,2219
2011/12/08,2551
2011/12/09,2056
2011/12/10,1338
2011/12/11,726.808
2011/12/12,531.516
2011/12/13,402.138
2011/12/14,309.661
2011/12/15,246.333
2011/12/16,276.175
2011/12/17,272.584
2011/12/18,249.676
2011/12/19,242.357
2011/12/20,270.049
2011/12/21,328.925
2011/12/22,332.745
2011/12/23,289.627
2011/12/24,242.67
2011/12/25,224.145
2011/12/26,332.793
2011/12/27,418.833
2011/12/28,417.987
2011/12/29,382.842
2011/12/30,287.439
2011/12/31,288.122
2012/01/01,266.689
2012/01/02,271.775
2012/01/03,271.84
2012/01/04,278.472
2012/01/05,399.979
2012/01/06,530.237
2012/01/07,528.924
2012/01/08,451.726
2012/01/09,406.06
2012/01/10,410.14
2012/01/11,403.399
2012/01/12,363.571
2012/01/13,370.766
2012/01/14,359.828
2012/01/15,336.068
2012/01/16,346.519
2012/01/17,369.081
2012/01/18,378.25
2012/01/19,355.659
2012/01/20,336.903
2012/01/21,329.416
2012/01/22,317.621
2012/01/23,301.939
2012/01/24,312.186
2012/01/25,311.33
2012/01/26,330.869
2012/01/27,320.269
2012/01/28,291.765
2012/01/29,273.004
2012/01/30,269.765
2012/01/31,282.775
2012/02/01,312.381
2012/02/02,321.06
2012/02/03,339.604
2012/02/04,309.749
2012/02/05,301.813
2012/02/06,289.907
2012/02/07,275.766
2012/02/08,260.337
2012/02/09,233.012
2012/02/10,222.756
2012/02/11,254.286
2012/02/12,269.876
2012/02/13,291.485
2012/02/14,408.805
2012/02/15,534.599
2012/02/16,679.547
2012/02/17,656.569
2012/02/18,600.058
2012/02/19,453.755
2012/02/20,345.365
2012/02/21,279.05
2012/02/22,342.626
2012/02/23,378.793
2012/02/24,430.642
2012/02/25,380.812
2012/02/26,340.429
2012/02/27,291.797
2012/02/28,274.803
2012/02/29,260.03
2012/03/01,327.202
2012/03/02,354.533
2012/03/03,389.415
2012/03/04,393.869
2012/03/05,363.841
2012/03/06,342.225
2012/03/07,273.585
2012/03/08,315.043
2012/03/09,370.271
2012/03/10,392.712
2012/03/11,395.75
2012/03/12,406.769
2012/03/13,411.617
2012/03/14,435.445
2012/03/15,414.833
2012/03/16,422.942
2012/03/17,384.74
2012/03/18,353.928
2012/03/19,337.885
2012/03/20,335.021
2012/03/21,344.042
2012/03/22,412.619
2012/03/23,525.587
2012/03/24,607.772
2012/03/25,529.559
2012/03/26,423.628
2012/03/27,358.654
2012/03/28,406.937
2012/03/29,539.432
2012/03/30,637.073
2012/03/31,715.634
2012/04/01,640.398
2012/04/02,584.104
2012/04/03,528.996
2012/04/04,524.933
2012/04/05,568.619
2012/04/06,537.559
2012/04/07,452.619
2012/04/08,569.16
2012/04/09,823.345
2012/04/10,890.464
2012/04/11,868.118
2012/04/12,723.551
2012/04/13,759.814
2012/04/14,650.358
2012/04/15,682.79
2012/04/16,799.513
2012/04/17,836.231
2012/04/18,753.114
2012/04/19,591.391
2012/04/20,953.766
2012/04/21,1052
2012/04/22,1164
2012/04/23,746.577
2012/04/24,608.123
2012/04/25,576.433
2012/04/26,703.286
2012/04/27,886.224
2012/04/28,857.244
2012/04/29,753.792
2012/04/30,599.648
2012/05/01,576.046
2012/05/02,548.295
2012/05/03,503.85
2012/05/04,462.608
2012/05/05,437.081
2012/05/06,388.68
2012/05/07,455.843
2012/05/08,671.173
2012/05/09,801.733
2012/05/10,767.403
2012/05/11,527.927
2012/05/12,586.521
2012/05/13,587.006
2012/05/14,590.187
2012/05/15,584.178
2012/05/16,736.68
2012/05/17,948.014
2012/05/18,796.373
2012/05/19,534.946
2012/05/20,297.793
2012/05/21,372.849
2012/05/22,607.543
2012/05/23,610.695
2012/05/24,477.804
2012/05/25,327.615
2012/05/26,568.643
2012/05/27,626.479
2012/05/28,604.938
2012/05/29,433.858
2012/05/30,463.632
2012/05/31,733.138
2012/06/01,742.256
2012/06/02,854.226
2012/06/03,552.166
2012/06/04,537.565
2012/06/05,447.903
2012/06/06,643.717
2012/06/07,735.641
2012/06/08,980.615
2012/06/09,773.637
2012/06/10,653.524
2012/06/11,398.283
2012/06/12,586.488
2012/06/13,521.191
2012/06/14,503.815
2012/06/15,368.036
2012/06/16,478.45
2012/06/17,391.368
2012/06/18,394.624
2012/06/19,326.641
2012/06/20,375.559
2012/06/21,328.029
2012/06/22,414.914
2012/06/23,591.059
2012/06/24,684.694
2012/06/25,605.477
2012/06/26,433.775
2012/06/27,393.863
2012/06/28,549.644
2012/06/29,672.073
2012/06/30,668.517
2012/07/01,533.953
2012/07/02,395.613
2012/07/03,398.201
2012/07/04,455.802
2012/07/05,554.958
2012/07/06,543.331
2012/07/07,692.286
2012/07/08,577.322
2012/07/09,644.465
2012/07/10,429.819
2012/07/11,428.695
2012/07/12,375.98
2012/07/13,487.304
2012/07/14,672.526
2012/07/15,660.699
2012/07/16,583.966
2012/07/17,517.617
2012/07/18,533.335
2012/07/19,470.504
2012/07/20,392.926
2012/07/21,446.159
2012/07/22,469.269
2012/07/23,526.167
2012/07/24,501.587
2012/07/25,468.138
2012/07/26,503.986
2012/07/27,566.793
2012/07/28,605.164
2012/07/29,476.93
2012/07/30,323.413
2012/07/31,397.067
2012/08/01,537.126
2012/08/02,633.203
2012/08/03,597.964
2012/08/04,541.576
2012/08/05,577.197
2012/08/06,596.191
2012/08/07,661.05
2012/08/08,597.791
2012/08/09,572.62
2012/08/10,552.368
2012/08/11,581.535
2012/08/12,582.448
2012/08/13,511.671
2012/08/14,507.14
2012/08/15,470.616
2012/08/16,517.795
2012/08/17,626.245
2012/08/18,709.177
2012/08/19,1034
2012/08/20,1555
2012/08/21,1760
2012/08/22,1909
2012/08/23,1894
2012/08/24,2647
2012/08/25,2437
2012/08/26,2042
2012/08/27,1545
2012/08/28,1913
2012/08/29,3079
2012/08/30,3621
2012/08/31,3562
2012/09/01,2716
2012/09/02,2087
2012/09/03,1651
2012/09/04,1498
2012/09/05,1703
2012/09/06,3258
2012/09/07,4726
2012/09/08,4819
2012/09/09,3385
2012/09/10,3428
2012/09/11,4513
2012/09/12,5518
2012/09/13,6371
2012/09/14,6314
2012/09/15,5848
2012/09/16,4858
2012/09/17,5048
2012/09/18,5647
2012/09/19,7725
2012/09/20,7717
2012/09/21,9646
2012/09/22,8388
2012/09/23,7417
2012/09/24,5017
2012/09/25,2555
2012/09/26,1637
2012/09/27,713.217
2012/09/28,741.585
2012/09/29,746.936
2012/09/30,833.966
2012/10/01,779.06
2012/10/02,812.102
2012/10/03,727.61
2012/10/04,613.988
2012/10/05,665.031
2012/10/06,717.757
2012/10/07,769.112
2012/10/08,644.492
2012/10/09,541.077
2012/10/10,445.072
2012/10/11,442.794
2012/10/12,656.997
2012/10/13,870.245
2012/10/14,888.016
2012/10/15,630.817
2012/10/16,619.229
2012/10/17,833.219
2012/10/18,1200
2012/10/19,1305
2012/10/20,1238
2012/10/21,987.431
2012/10/22,773.093
2012/10/23,744.185
2012/10/24,749.091
2012/10/25,747.678
2012/10/26,595.625
2012/10/27,717.108
2012/10/28,696.346
2012/10/29,698.153
2012/10/30,832.566
2012/10/31,1152
2012/11/01,1386
2012/11/02,1007
2012/11/03,785.957
2012/11/04,715.361
2012/11/05,866.041
2012/11/06,798.416
2012/11/07,653.033
2012/11/08,545.479
2012/11/09,457.091
2012/11/10,330.596
2012/11/11,246.152
2012/11/12,194.604
2012/11/13,251.34
2012/11/14,345.431
2012/11/15,533.456
2012/11/16,777.679
2012/11/17,938.015
2012/11/18,912.404
2012/11/19,700.492
2012/11/20,547.82
2012/11/21,404.468
2012/11/22,444.972
2012/11/23,423.287
2012/11/24,494.172
2012/11/25,397.76
2012/11/26,382.997
2012/11/27,430.001
2012/11/28,546.201
2012/11/29,550.09
2012/11/30,450.759
2012/12/01,321.919
2012/12/02,393.168
2012/12/03,617.524
2012/12/04,873.214
2012/12/05,1042
2012/12/06,1095
2012/12/07,1050
2012/12/08,813.297
2012/12/09,620.516
2012/12/10,459.105
2012/12/11,520.661
2012/12/12,767.211
2012/12/13,1052
2012/12/14,1195
2012/12/15,984.095
2012/12/16,796.099
2012/12/17,648.611
2012/12/18,628.323
2012/12/19,517.861
2012/12/20,441.616
2012/12/21,399.338
2012/12/22,408.043
2012/12/23,395.754
2012/12/24,358.726
2012/12/25,329.884
2012/12/26,301.399
2012/12/27,253.144
2012/12/28,261.664
2012/12/29,301.398
2012/12/30,293.356
2012/12/31,395.156
2013/01/01,487.111
2013/01/02,629.07
2013/01/03,606.259
2013/01/04,608.593
2013/01/05,624.239
2013/01/06,588.697
2013/01/07,539.971
2013/01/08,555.578
2013/01/09,590.452
2013/01/10,544.527
2013/01/11,413.909
2013/01/12,333.405
2013/01/13,300.104
2013/01/14,299.295
2013/01/15,415.65
2013/01/16,529.748
2013/01/17,601.051
2013/01/18,556.443
2013/01/19,499.196
2013/01/20,459.012
2013/01/21,437.437
2013/01/22,482.854
2013/01/23,628.023
2013/01/24,675.143
2013/01/25,670.464
2013/01/26,523.929
2013/01/27,479.531
2013/01/28,489.936
2013/01/29,633.059
2013/01/30,892.922
2013/01/31,903.779
2013/02/01,819.626
2013/02/02,572.603
2013/02/03,521.948
2013/02/04,561.359
2013/02/05,647.163
2013/02/06,793.921
2013/02/07,748.307
2013/02/08,760.077
2013/02/09,700.773
2013/02/10,689.281
2013/02/11,607.917
2013/02/12,543.754
2013/02/13,522.492
2013/02/14,587.63
2013/02/15,615.575
2013/02/16,666.465
2013/02/17,623.009
2013/02/18,637.1
2013/02/19,665.673
2013/02/20,655.413
2013/02/21,621.555
2013/02/22,622.589
2013/02/23,643.237
2013/02/24,746.522
2013/02/25,766.167
2013/02/26,801.848
2013/02/27,766.185
2013/02/28,745.388
2013/03/01,778.186
2013/03/02,823.197
2013/03/03,762.17
2013/03/04,649.115
2013/03/05,769.452
2013/03/06,1065
2013/03/07,1226
2013/03/08,1108
2013/03/09,891.626
2013/03/10,809.173
2013/03/11,766.759
2013/03/12,953.993
2013/03/13,1084
2013/03/14,1124
2013/03/15,1909
2013/03/16,2523
2013/03/17,2600
2013/03/18,2698
2013/03/19,2427
2013/03/20,2840
2013/03/21,2286
2013/03/22,2113
2013/03/23,1904
2013/03/24,1539
2013/03/25,1716
2013/03/26,2041
2013/03/27,2982
2013/03/28,3110
2013/03/29,2887
2013/03/30,2425
2013/03/31,2608
2013/04/01,2797
2013/04/02,3368
2013/04/03,3823
2013/04/04,4376
2013/04/05,4358
2013/04/06,4018
2013/04/07,3417
2013/04/08,3315
2013/04/09,4187
2013/04/10,6081
2013/04/11,6075
2013/04/12,4981
2013/04/13,3071
2013/04/14,2192
2013/04/15,1820
2013/04/16,1683
2013/04/17,2010
2013/04/18,5407
2013/04/19,5864
2013/04/20,5939
2013/04/21,2828
2013/04/22,3030
2013/04/23,3222
2013/04/24,3901
2013/04/25,3805
2013/04/26,3710
2013/04/27,2952
2013/04/28,2296
2013/04/29,2919
2013/04/30,3097
2013/05/01,3547
2013/05/02,2563
2013/05/03,2158
2013/05/04,1489
2013/05/05,1364
2013/05/06,1430
2013/05/07,1718
2013/05/08,1840
2013/05/09,1615
2013/05/10,1474
2013/05/11,1225
2013/05/12,1166
2013/05/13,1362
2013/05/14,1445
2013/05/15,1535
2013/05/16,1263
2013/05/17,1369
2013/05/18,1499
2013/05/19,1414
2013/05/20,1295
2013/05/21,1235
2013/05/22,1457
2013/05/23,1505
2013/05/24,1594
2013/05/25,1645
2013/05/26,1582
2013/05/27,1550
2013/05/28,1462
2013/05/29,1676
2013/05/30,1600
2013/05/31,1603
2013/06/01,1363
2013/06/02,1256
2013/06/03,1292
2013/06/04,1368
2013/06/05,1493
2013/06/06,1484
2013/06/07,1524
2013/06/08,1348
2013/06/09,1331
2013/06/10,1211
2013/06/11,1332
2013/06/12,1245
2013/06/13,1369
2013/06/14,1441
2013/06/15,1381
2013/06/16,1283
2013/06/17,1208
2013/06/18,1303
2013/06/19,1333
2013/06/20,1414
2013/06/21,1472
2013/06/22,1378
2013/06/23,1172
2013/06/24,1083
2013/06/25,1264
2013/06/26,1417
2013/06/27,1360
2013/06/28,1251
2013/06/29,1234
2013/06/30,1238
2013/07/01,1460
2013/07/02,1541
2013/07/03,1765
2013/07/04,1770
2013/07/05,1960
2013/07/06,1798
2013/07/07,1651
2013/07/08,1464
2013/07/09,1689
2013/07/10,1903
2013/07/11,2055
2013/07/12,1968
2013/07/13,1940
2013/07/14,1759
2013/07/15,1727
2013/07/16,1773
2013/07/17,2070
2013/07/18,2206
2013/07/19,2105
2013/07/20,1729
2013/07/21,1415
2013/07/22,1426
2013/07/23,1767
2013/07/24,1993
2013/07/25,1923
2013/07/26,1798
2013/07/27,1551
2013/07/28,1476
2013/07/29,1394
2013/07/30,1765
2013/07/31,1835
2013/08/01,2010
2013/08/02,1832
2013/08/03,1745
2013/08/04,1398
2013/08/05,1367
2013/08/06,1349
2013/08/07,1436
2013/08/08,1305
2013/08/09,1246
2013/08/10,1095
2013/08/11,1040
2013/08/12,1176
2013/08/13,1641
2013/08/14,2130
2013/08/15,2059
2013/08/16,1773
2013/08/17,1513
2013/08/18,1507
2013/08/19,1529
2013/08/20,1473
2013/08/21,1760
2013/08/22,1691
2013/08/23,1702
2013/08/24,1349
2013/08/25,1355
2013/08/26,1288
2013/08/27,1448
2013/08/28,1468
2013/08/29,2732
2013/08/30,2713
2013/08/31,2996
2013/09/01,2003
2013/09/02,2140
2013/09/03,2146
2013/09/04,2116
2013/09/05,2023
2013/09/06,1708
2013/09/07,1474
2013/09/08,1237
2013/09/09,1496
2013/09/10,1518
2013/09/11,1869
2013/09/12,1723
2013/09/13,1838
2013/09/14,1704
2013/09/15,1459
2013/09/16,1409
2013/09/17,1250
2013/09/18,1519
2013/09/19,1533
2013/09/20,1649
2013/09/21,1416
2013/09/22,1240
2013/09/23,1353
2013/09/24,1626
2013/09/25,1869
2013/09/26,1786
2013/09/27,1767
2013/09/28,1665
2013/09/29,1683
2013/09/30,1815
2013/10/01,2063
2013/10/02,2242
2013/10/03,2073
2013/10/04,1899
2013/10/05,1558
2013/10/06,1383
2013/10/07,1401
2013/10/08,1662
2013/10/09,2004
2013/10/10,1928
2013/10/11,1933
2013/10/12,1783
2013/10/13,1828
2013/10/14,1863
2013/10/15,2035
2013/10/16,2358
2013/10/17,2509
2013/10/18,2523
2013/10/19,2540
2013/10/20,2462
2013/10/21,2663
2013/10/22,2853
2013/10/23,3350
2013/10/24,3402
2013/10/25,5055
2013/10/26,4622
2013/10/27,4293
2013/10/28,2316
2013/10/29,3664
2013/10/30,3968
2013/10/31,3946
2013/11/01,2707
2013/11/02,2812
2013/11/03,3152
2013/11/04,3815
2013/11/05,4398
2013/11/06,4671
2013/11/07,4979
2013/11/08,5159
2013/11/09,5607
2013/11/10,5059
2013/11/11,4570
2013/11/12,4902
2013/11/13,5961
2013/11/14,6814
2013/11/15,10471
2013/11/16,12601
2013/11/17,13885
2013/11/18,12992
2013/11/19,13351
2013/11/20,13548
2013/11/21,14776
2013/11/22,16887
2013/11/23,18439
2013/11/24,18122
2013/11/25,16015
2013/11/26,23804
2013/11/27,28352
2013/11/28,34311
2013/11/29,30863
2013/11/30,29392
2013/12/01,24927
2013/12/02,21192
2013/12/03,17303
2013/12/04,16768
2013/12/05,17086
2013/12/06,17081
2013/12/07,19627
2013/12/08,19749
2013/12/09,20312
2013/12/10,15709
2013/12/11,14311
2013/12/12,13230
2013/12/13,13942
2013/12/14,12405
2013/12/15,10362
2013/12/16,13747
2013/12/17,15645
2013/12/18,17767
2013/12/19,13870
2013/12/20,11971
2013/12/21,10902
2013/12/22,10526
2013/12/23,9964
2013/12/24,9865
2013/12/25,9702
2013/12/26,9755
2013/12/27,9095
2013/12/28,8734
2013/12/29,9744
2013/12/30,10583
2013/12/31,10000
2014/01/01,9201
2014/01/02,8877
2014/01/03,10255
2014/01/04,10458
2014/01/05,11778
2014/01/06,12480
2014/01/07,13487
2014/01/08,12395
2014/01/09,10549
2014/01/10,9122
2014/01/11,7795
2014/01/12,7385
2014/01/13,7228
2014/01/14,8656
2014/01/15,9035
2014/01/16,9287
2014/01/17,7662
2014/01/18,6785
2014/01/19,7104
2014/01/20,8590
2014/01/21,9120
2014/01/22,7920
2014/01/23,6642
2014/01/24,7308
2014/01/25,7574
2014/01/26,7458
2014/01/27,8118
2014/01/28,8308
2014/01/29,8365
2014/01/30,6944
2014/01/31,6236
2014/02/01,6377
2014/02/02,6595
2014/02/03,7067
2014/02/04,7888
2014/02/05,8550
2014/02/06,8694
2014/02/07,8629
2014/02/08,7529
2014/02/09,7138
2014/02/10,6779
2014/02/11,7064
2014/02/12,7176
2014/02/13,6482
2014/02/14,6099
2014/02/15,7431
2014/02/16,7659
2014/02/17,7436
2014/02/18,5570
2014/02/19,4694
