Date,hashrate7ema
2010/07/17,1551257808
2010/07/18,1552058685
2010/07/19,1551865886
2010/07/20,1574006986
2010/07/21,1611378442
2010/07/22,1634904141
2010/07/23,1655210376
2010/07/24,1657674337
2010/07/25,1720142751
2010/07/26,1846021136
2010/07/27,1991201915
2010/07/28,1980971185
2010/07/29,2009520499
2010/07/30,2054458680
2010/07/31,2107167060
2010/08/01,2248278440
2010/08/02,2431915526
2010/08/03,2550162622
2010/08/04,2598084819
2010/08/05,2734044129
2010/08/06,2850296538
2010/08/07,2789741589
2010/08/08,2874337447
2010/08/09,3018653840
2010/08/10,3094860089
2010/08/11,3260758623
2010/08/12,3416088192
2010/08/13,3541681990
2010/08/14,3705808265
2010/08/15,4227582306
2010/08/16,4101496876
2010/08/17,3962801619
2010/08/18,3803639638
2010/08/19,3716603386
2010/08/20,3818389363
2010/08/21,4027005693
2010/08/22,4263045349
2010/08/23,4549906761
2010/08/24,4769283671
2010/08/25,4987293937
2010/08/26,5103616071
2010/08/27,5287621127
2010/08/28,5349995318
2010/08/29,5272465124
2010/08/30,5131022800
2010/08/31,5174472351
2010/09/01,5218337949
2010/09/02,5128804686
2010/09/03,5084535290
2010/09/04,5155121751
2010/09/05,5204108508
2010/09/06,5176930385
2010/09/07,5078077527
2010/09/08,5182881381
2010/09/09,5244324941
2010/09/10,5346465714
2010/09/11,5501013247
2010/09/12,5661148679
2010/09/13,5804195326
2010/09/14,5994661268
2010/09/15,6108394993
2010/09/16,6301493922
2010/09/17,6668011435
2010/09/18,6982009068
2010/09/19,7721019292
2010/09/20,8161842735
2010/09/21,8280681469
2010/09/22,8166676448
2010/09/23,8406252153
2010/09/24,8985110313
2010/09/25,9263315827
2010/09/26,9251559261
2010/09/27,9465936415
2010/09/28,9797515218
2010/09/29,10493516839
2010/09/30,10278120578
2010/10/01,10297526268
2010/10/02,9785061233
2010/10/03,9152824776
2010/10/04,9147370876
2010/10/05,9097667695
2010/10/06,9238060030
2010/10/07,9689730781
2010/10/08,9903199749
2010/10/09,9985300057
2010/10/10,10228807602
2010/10/11,10445472645
2010/10/12,10555676852
2010/10/13,10764241066
2010/10/14,11280330840
