Date,sentinusd3smaUSD
2010/11/01,10681
2010/11/02,10934
2010/11/03,10427
2010/11/04,18900
2010/11/05,18171
2010/11/06,28246
2010/11/07,29158
2010/11/08,74887
2010/11/09,65224
2010/11/10,57498
2010/11/11,11620
2010/11/12,10324
2010/11/13,9509
2010/11/14,9643
2010/11/15,30745
2010/11/16,35720
2010/11/17,37131
2010/11/18,18091
2010/11/19,14491
2010/11/20,24726
2010/11/21,31480
2010/11/22,29461
2010/11/23,18558
2010/11/24,10590
2010/11/25,12401
2010/11/26,16750
2010/11/27,15406
2010/11/28,12901
2010/11/29,7476
2010/11/30,9543
2010/12/01,11314
2010/12/02,13303
2010/12/03,11243
2010/12/04,12234
2010/12/05,8767
2010/12/06,13329
2010/12/07,14506
2010/12/08,15408
2010/12/09,11559
2010/12/10,7177
2010/12/11,10545
2010/12/12,10937
2010/12/13,22248
2010/12/14,25733
2010/12/15,31436
2010/12/16,25224
2010/12/17,21145
2010/12/18,18822
2010/12/19,19905
2010/12/20,21789
2010/12/21,23467
2010/12/22,22304
2010/12/23,20483
2010/12/24,17030
2010/12/25,19553
2010/12/26,20359
2010/12/27,22785
2010/12/28,18585
2010/12/29,23123
2010/12/30,22046
2010/12/31,22853
2011/01/01,17755
2011/01/02,16006
2011/01/03,16656
2011/01/04,15191
2011/01/05,15427
2011/01/06,12018
2011/01/07,13851
2011/01/08,15213
2011/01/09,16152
2011/01/10,19225
2011/01/11,24369
2011/01/12,26588
2011/01/13,30419
2011/01/14,29261
2011/01/15,30393
2011/01/16,26165
2011/01/17,23128
2011/01/18,27236
2011/01/19,24981
2011/01/20,23929
2011/01/21,20579
2011/01/22,24260
2011/01/23,29989
2011/01/24,31645
2011/01/25,29278
2011/01/26,26506
2011/01/27,159945
2011/01/28,159046
2011/01/29,159941
2011/01/30,76796
2011/01/31,101679
2011/02/01,117025
2011/02/02,83897
2011/02/03,67827
2011/02/04,56079
2011/02/05,49438
2011/02/06,57572
2011/02/07,90177
2011/02/08,89859
2011/02/09,108605
2011/02/10,137057
2011/02/11,203034
2011/02/12,206562
2011/02/13,168444
2011/02/14,128152
2011/02/15,114483
2011/02/16,99319
2011/02/17,86061
2011/02/18,91948
2011/02/19,123452
2011/02/20,155636
2011/02/21,181200
2011/02/22,225961
2011/02/23,269720
2011/02/24,276792
2011/02/25,234262
2011/02/26,177122
2011/02/27,164829
2011/02/28,146167
2011/03/01,401433
2011/03/02,1098172
2011/03/03,1132349
2011/03/04,916911
2011/03/05,200628
2011/03/06,185048
2011/03/07,154496
2011/03/08,170061
2011/03/09,184993
2011/03/10,225828
2011/03/11,244427
2011/03/12,221391
2011/03/13,181249
2011/03/14,170050
2011/03/15,158892
2011/03/16,141751
2011/03/17,124583
2011/03/18,136255
2011/03/19,122709
2011/03/20,112887
2011/03/21,103848
2011/03/22,126736
2011/03/23,162267
2011/03/24,195188
2011/03/25,224905
2011/03/26,246920
2011/03/27,215524
2011/03/28,168874
2011/03/29,105660
2011/03/30,97980
2011/03/31,97404
2011/04/01,88484
2011/04/02,80924
2011/04/03,66116
2011/04/04,80799
2011/04/05,84121
2011/04/06,84269
2011/04/07,76596
2011/04/08,80683
2011/04/09,94283
2011/04/10,88013
2011/04/11,77781
2011/04/12,80634
2011/04/13,112491
2011/04/14,137716
2011/04/15,133460
2011/04/16,197105
2011/04/17,618206
2011/04/18,633908
2011/04/19,1549517
2011/04/20,2918489
2011/04/21,3038485
2011/04/22,2075211
2011/04/23,323642
2011/04/24,212534
2011/04/25,195742
2011/04/26,210378
2011/04/27,304139
2011/04/28,353511
2011/04/29,912264
2011/04/30,1193154
2011/05/01,1268493
2011/05/02,735020
2011/05/03,509305
2011/05/04,653461
2011/05/05,706201
2011/05/06,816668
2011/05/07,757303
2011/05/08,1242105
2011/05/09,1119727
2011/05/10,1768286
2011/05/11,1437138
2011/05/12,1650455
2011/05/13,1835890
2011/05/14,6066577
2011/05/15,6384667
2011/05/16,5985542
2011/05/17,1966126
2011/05/18,1663963
2011/05/19,1376411
2011/05/20,1546778
2011/05/21,2421504
2011/05/22,3891512
2011/05/23,4234921
2011/05/24,3796340
2011/05/25,2928414
2011/05/26,3044688
2011/05/27,3721187
2011/05/28,3341848
2011/05/29,2908971
2011/05/30,2145550
2011/05/31,2332705
2011/06/01,2420850
2011/06/02,2838327
2011/06/03,4554906
2011/06/04,6345363
2011/06/05,8421936
2011/06/06,10747565
2011/06/07,11824707
2011/06/08,15592701
2011/06/09,18293722
2011/06/10,22716658
2011/06/11,25168239
2011/06/12,27752936
2011/06/13,27743908
2011/06/14,28264961
2011/06/15,45442824
2011/06/16,90632050
2011/06/17,89159137
2011/06/18,68719356
2011/06/19,41549149
2011/06/20,40561829
2011/06/21,52439193
2011/06/22,33801393
2011/06/23,35449397
2011/06/24,43744589
2011/06/25,96988443
2011/06/26,110681984
2011/06/27,93964117
2011/06/28,71779102
2011/06/29,64530871
2011/06/30,62407632
2011/07/01,29671611
2011/07/02,18473815
2011/07/03,13188781
2011/07/04,13990973
2011/07/05,11367049
2011/07/06,11062371
2011/07/07,6733709
2011/07/08,6391504
2011/07/09,13691880
2011/07/10,23233676
2011/07/11,26631419
2011/07/12,21720282
2011/07/13,16535188
2011/07/14,20629734
2011/07/15,18379793
2011/07/16,17461726
2011/07/17,11011723
2011/07/18,22904684
2011/07/19,29629672
2011/07/20,29605826
2011/07/21,21017381
2011/07/22,15621470
2011/07/23,15881282
2011/07/24,12307447
2011/07/25,11946530
2011/07/26,14678243
2011/07/27,18060778
2011/07/28,26846630
2011/07/29,24460588
2011/07/30,20043647
2011/07/31,7226277
2011/08/01,6508538
2011/08/02,6712479
2011/08/03,5498043
2011/08/04,4178187
2011/08/05,4200337
2011/08/06,3781820
2011/08/07,3594604
2011/08/08,4617767
2011/08/09,10941877
2011/08/10,13856387
2011/08/11,12720345
2011/08/12,6433896
2011/08/13,3635973
2011/08/14,3624718
2011/08/15,3768591
2011/08/16,4091909
2011/08/17,3703301
2011/08/18,3944612
2011/08/19,4709182
2011/08/20,4395207
2011/08/21,3860328
2011/08/22,2790458
2011/08/23,3529890
2011/08/24,4644185
2011/08/25,4909891
2011/08/26,4134167
2011/08/27,9663673
2011/08/28,8926465
2011/08/29,8814306
2011/08/30,1952795
2011/08/31,2160440
2011/09/01,2346442
2011/09/02,2358896
2011/09/03,2250116
2011/09/04,6172936
2011/09/05,11397514
2011/09/06,18352873
2011/09/07,15004034
2011/09/08,9955428
2011/09/09,3132839
2011/09/10,2092306
2011/09/11,3000842
2011/09/12,3472464
2011/09/13,3732647
2011/09/14,2497081
2011/09/15,1761180
2011/09/16,2143892
2011/09/17,2136239
2011/09/18,2110742
2011/09/19,1616473
2011/09/20,1730208
2011/09/21,2008319
2011/09/22,1986374
2011/09/23,1936661
2011/09/24,1590102
2011/09/25,1548210
2011/09/26,1402770
2011/09/27,1679100
2011/09/28,1726793
2011/09/29,1775337
2011/09/30,1557300
2011/10/01,1692027
2011/10/02,1700379
2011/10/03,1900788
2011/10/04,1888784
2011/10/05,2014269
2011/10/06,2185172
2011/10/07,2060679
2011/10/08,1788776
2011/10/09,1347102
2011/10/10,1207425
2011/10/11,1260613
2011/10/12,1283369
2011/10/13,1267762
2011/10/14,1192400
2011/10/15,1257571
2011/10/16,1163891
2011/10/17,1291486
2011/10/18,1080472
2011/10/19,1000834
2011/10/20,735959
2011/10/21,917417
2011/10/22,1220436
2011/10/23,1584338
2011/10/24,1467591
2011/10/25,1259325
2011/10/26,1061561
2011/10/27,1206013
2011/10/28,1341058
2011/10/29,1438429
2011/10/30,1186141
2011/10/31,1135403
2011/11/01,1213305
2011/11/02,1404032
2011/11/03,1360621
2011/11/04,1204385
2011/11/05,1064445
2011/11/06,911415
2011/11/07,761567
2011/11/08,1595235
2011/11/09,2352796
2011/11/10,2437750
2011/11/11,1613763
2011/11/12,902825
2011/11/13,802909
2011/11/14,811734
2011/11/15,814006
2011/11/16,2219678
2011/11/17,4544544
2011/11/18,7921836
2011/11/19,9132072
2011/11/20,7596450
2011/11/21,5185130
2011/11/22,5051935
2011/11/23,5142123
2011/11/24,5081233
2011/11/25,3212435
2011/11/26,3306860
2011/11/27,3577866
2011/11/28,6052022
2011/11/29,8226393
2011/11/30,12993583
2011/12/01,11756803
2011/12/02,13905073
2011/12/03,11089820
2011/12/04,11712352
2011/12/05,8885365
2011/12/06,12235821
2011/12/07,15093176
2011/12/08,16831460
2011/12/09,12024136
2011/12/10,7522593
2011/12/11,3872200
2011/12/12,2671507
2011/12/13,1927078
2011/12/14,1385974
2011/12/15,1073874
2011/12/16,1208322
2011/12/17,1213783
2011/12/18,1075471
2011/12/19,1083232
2011/12/20,1346704
2011/12/21,1749203
2011/12/22,1780338
2011/12/23,1485007
2011/12/24,1142505
2011/12/25,974978
2011/12/26,1559232
2011/12/27,2045846
2011/12/28,2017719
2011/12/29,1777280
2011/12/30,1272156
2011/12/31,1282770
2012/01/01,1129590
2012/01/02,1177605
2012/01/03,1218843
2012/01/04,1348798
2012/01/05,2288689
2012/01/06,3041243
2012/01/07,2934029
2012/01/08,2263387
2012/01/09,1945084
2012/01/10,2096357
2012/01/11,2147462
2012/01/12,1982336
2012/01/13,2060379
2012/01/14,1976314
2012/01/15,1853348
2012/01/16,1931418
2012/01/17,2040846
2012/01/18,2120574
2012/01/19,1953782
2012/01/20,1836123
2012/01/21,1686218
2012/01/22,1419175
2012/01/23,1250301
2012/01/24,1448175
2012/01/25,1753918
2012/01/26,1970515
2012/01/27,1863031
2012/01/28,1517612
2012/01/29,1364687
2012/01/30,1289829
2012/01/31,1422514
2012/02/01,1632826
2012/02/02,1802619
2012/02/03,1948365
2012/02/04,1819383
2012/02/05,1763447
2012/02/06,1632182
2012/02/07,1531535
2012/02/08,1410378
2012/02/09,1306353
2012/02/10,1342088
2012/02/11,1653020
2012/02/12,1749707
2012/02/13,1891001
2012/02/14,3232324
2012/02/15,4640514
2012/02/16,6193842
2012/02/17,5413086
2012/02/18,4436914
2012/02/19,2696080
2012/02/20,1937740
2012/02/21,1507721
2012/02/22,2091105
2012/02/23,2520636
2012/02/24,2898813
2012/02/25,2406685
2012/02/26,1856837
2012/02/27,1505955
2012/02/28,1447333
2012/02/29,1450373
2012/03/01,1951969
2012/03/02,2272693
2012/03/03,2367013
2012/03/04,2337343
2012/03/05,2047092
2012/03/06,2013657
2012/03/07,1550606
2012/03/08,1782214
2012/03/09,2139228
2012/03/10,2149098
2012/03/11,1941693
2012/03/12,1921405
2012/03/13,2162868
2012/03/14,2534733
2012/03/15,2459365
2012/03/16,2487173
2012/03/17,2280506
2012/03/18,2069720
2012/03/19,1929585
2012/03/20,1907045
2012/03/21,2075818
2012/03/22,2516709
2012/03/23,3155994
2012/03/24,3625988
2012/03/25,3078216
2012/03/26,2486676
2012/03/27,2122226
2012/03/28,2604449
2012/03/29,3700910
2012/03/30,4379697
2012/03/31,4681544
2012/04/01,3759983
2012/04/02,3327847
2012/04/03,3281943
2012/04/04,3492115
2012/04/05,3870439
2012/04/06,3455662
2012/04/07,2794945
2012/04/08,3257914
2012/04/09,4951805
2012/04/10,5739600
2012/04/11,6189361
2012/04/12,5635216
2012/04/13,5677574
2012/04/14,4872932
2012/04/15,4895650
2012/04/16,6175721
2012/04/17,6404962
2012/04/18,6013782
2012/04/19,4519896
2012/04/20,7637859
2012/04/21,8084232
2012/04/22,8579346
2012/04/23,4924292
2012/04/24,4018838
2012/04/25,4092574
2012/04/26,5927363
2012/04/27,7153438
2012/04/28,6904075
2012/04/29,5350143
2012/04/30,4643450
2012/05/01,4938264
2012/05/02,5131012
2012/05/03,5383358
2012/05/04,5494265
2012/05/05,5706817
2012/05/06,4758487
2012/05/07,6530869
2012/05/08,11055250
2012/05/09,13881360
2012/05/10,12172035
2012/05/11,8123781
2012/05/12,9475518
2012/05/13,9987936
2012/05/14,11310169
2012/05/15,12300758
2012/05/16,15622991
2012/05/17,17630150
2012/05/18,14552816
2012/05/19,10851842
2012/05/20,8460089
2012/05/21,11756586
2012/05/22,16583510
2012/05/23,16249201
2012/05/24,11695813
2012/05/25,8943735
2012/05/26,14058338
2012/05/27,15568998
2012/05/28,15046387
2012/05/29,12255725
2012/05/30,12901314
2012/05/31,17479278
2012/06/01,17220005
2012/06/02,16597437
2012/06/03,11360998
2012/06/04,14312971
2012/06/05,18939530
2012/06/06,20497193
2012/06/07,21289677
2012/06/08,23414295
2012/06/09,21453000
2012/06/10,18577172
2012/06/11,13958025
2012/06/12,16212785
2012/06/13,14892700
2012/06/14,18860997
2012/06/15,21171377
2012/06/16,24797540
2012/06/17,18176127
2012/06/18,16238987
2012/06/19,12396373
2012/06/20,13149763
2012/06/21,10214568
2012/06/22,10695079
2012/06/23,13500003
2012/06/24,15244817
2012/06/25,14087809
2012/06/26,11225307
2012/06/27,11502684
2012/06/28,15330824
2012/06/29,17247386
2012/06/30,16014469
2012/07/01,11336073
2012/07/02,8335668
2012/07/03,8400874
2012/07/04,10332511
2012/07/05,12186087
2012/07/06,12084299
2012/07/07,16413154
2012/07/08,13833777
2012/07/09,15674965
2012/07/10,11550134
2012/07/11,12456776
2012/07/12,10902919
2012/07/13,11972822
2012/07/14,15408841
2012/07/15,15434642
2012/07/16,14882997
2012/07/17,15902239
2012/07/18,17229951
2012/07/19,15089714
2012/07/20,12557572
2012/07/21,14713442
2012/07/22,16022748
2012/07/23,17378240
2012/07/24,15428125
2012/07/25,13503714
2012/07/26,14144467
2012/07/27,15623860
2012/07/28,17817872
2012/07/29,14325174
2012/07/30,10707050
2012/07/31,14714114
2012/08/01,18537177
2012/08/02,21607214
2012/08/03,17499225
2012/08/04,15404264
2012/08/05,16577693
2012/08/06,18616345
2012/08/07,20722104
2012/08/08,19640630
2012/08/09,17764429
2012/08/10,16878608
2012/08/11,16740841
2012/08/12,17567388
2012/08/13,18600737
2012/08/14,18726808
2012/08/15,20018420
2012/08/16,21798442
2012/08/17,27093566
2012/08/18,28108845
2012/08/19,38416684
2012/08/20,56032185
2012/08/21,65817414
2012/08/22,71867579
2012/08/23,68105749
2012/08/24,88089859
2012/08/25,78140061
2012/08/26,64643675
2012/08/27,49055272
2012/08/28,58319947
2012/08/29,100082568
2012/08/30,119045334
2012/08/31,125622425
2012/09/01,101425631
2012/09/02,79933360
2012/09/03,61408241
2012/09/04,54658784
2012/09/05,67479477
2012/09/06,135445260
2012/09/07,180993616
2012/09/08,176038493
2012/09/09,109572325
2012/09/10,111298522
2012/09/11,159107726
2012/09/12,185793808
2012/09/13,201040500
2012/09/14,194778858
2012/09/15,180900970
2012/09/16,150926427
2012/09/17,133105375
2012/09/18,158168206
2012/09/19,232515016
2012/09/20,246711339
2012/09/21,301245960
2012/09/22,232374499
2012/09/23,198162399
2012/09/24,124103528
2012/09/25,70624848
2012/09/26,45902169
2012/09/27,18820497
2012/09/28,22363397
2012/09/29,20768572
2012/09/30,21034657
2012/10/01,17063998
2012/10/02,20047878
2012/10/03,19568374
2012/10/04,18026610
2012/10/05,20893689
2012/10/06,23807175
2012/10/07,25914984
2012/10/08,21579083
2012/10/09,18599049
2012/10/10,14836979
2012/10/11,12946187
2012/10/12,18141739
2012/10/13,25486275
2012/10/14,25947174
2012/10/15,18735411
2012/10/16,18740312
2012/10/17,26408139
2012/10/18,36465190
2012/10/19,36225109
2012/10/20,33622926
2012/10/21,29339775
2012/10/22,27536253
2012/10/23,27052423
2012/10/24,25332901
2012/10/25,21980147
2012/10/26,15605305
2012/10/27,13985814
2012/10/28,11854125
2012/10/29,11794347
2012/10/30,20906231
2012/10/31,31484076
2012/11/01,37367471
2012/11/02,25588842
2012/11/03,18492384
2012/11/04,17053120
2012/11/05,22219723
2012/11/06,22260284
2012/11/07,20924845
2012/11/08,17520089
2012/11/09,13903277
2012/11/10,8802662
2012/11/11,5515435
2012/11/12,4155395
2012/11/13,5640513
2012/11/14,8835831
2012/11/15,16780784
2012/11/16,27767735
2012/11/17,33387416
2012/11/18,31675031
2012/11/19,22962623
2012/11/20,18686537
2012/11/21,14253809
2012/11/22,14684777
2012/11/23,13262360
2012/11/24,14427229
2012/11/25,11851157
2012/11/26,11775292
2012/11/27,12709918
2012/11/28,17009097
2012/11/29,17343549
2012/11/30,14946732
2012/12/01,10053721
2012/12/02,9430239
2012/12/03,13293887
2012/12/04,21460742
2012/12/05,29767119
2012/12/06,36942751
2012/12/07,35447036
2012/12/08,27458340
2012/12/09,19427567
2012/12/10,14738457
2012/12/11,17254270
2012/12/12,27055807
2012/12/13,39949601
2012/12/14,46093529
2012/12/15,37456685
2012/12/16,28000382
2012/12/17,22569856
2012/12/18,25460856
2012/12/19,22410385
2012/12/20,18706592
2012/12/21,15794831
2012/12/22,16948985
2012/12/23,16747219
2012/12/24,13926885
2012/12/25,10521360
2012/12/26,9397187
2012/12/27,8265419
2012/12/28,10233083
2012/12/29,11898770
2012/12/30,11870872
2012/12/31,12630237
2013/01/01,14701413
2013/01/02,19419380
2013/01/03,21204222
2013/01/04,24766936
2013/01/05,25766837
2013/01/06,23309270
2013/01/07,19616038
2013/01/08,19853060
2013/01/09,22677422
2013/01/10,22273861
2013/01/11,18906215
2013/01/12,15587914
2013/01/13,13663074
2013/01/14,12772276
2013/01/15,17949144
2013/01/16,24390962
2013/01/17,28052442
2013/01/18,26892387
2013/01/19,23932727
2013/01/20,20859130
2013/01/21,18400359
2013/01/22,18476519
2013/01/23,25977103
2013/01/24,28332409
2013/01/25,29073193
2013/01/26,23157282
2013/01/27,23251767
2013/01/28,24378039
2013/01/29,31306489
2013/01/30,34003757
2013/01/31,34468561
2013/02/01,32007651
2013/02/02,29222254
2013/02/03,27727809
2013/02/04,26112067
2013/02/05,30943141
2013/02/06,34792504
2013/02/07,36362191
2013/02/08,38641618
2013/02/09,38601916
2013/02/10,37031442
2013/02/11,31726754
2013/02/12,28790678
2013/02/13,27240707
2013/02/14,29246447
2013/02/15,30743144
2013/02/16,33022039
2013/02/17,30267788
2013/02/18,29663580
2013/02/19,30798535
2013/02/20,32140027
2013/02/21,31593371
2013/02/22,34219893
2013/02/23,33983467
2013/02/24,39841778
2013/02/25,42394879
2013/02/26,45306830
2013/02/27,44301754
2013/02/28,41914756
2013/03/01,44666443
2013/03/02,45663500
2013/03/03,39707237
2013/03/04,33883125
2013/03/05,41079493
2013/03/06,59216635
2013/03/07,68099641
2013/03/08,61188431
2013/03/09,47545351
2013/03/10,45728466
2013/03/11,43945075
2013/03/12,51439510
2013/03/13,54397469
2013/03/14,55103096
2013/03/15,110417689
2013/03/16,123242936
2013/03/17,120538368
2013/03/18,101391898
2013/03/19,99806212
2013/03/20,122128381
2013/03/21,104570870
2013/03/22,101730171
2013/03/23,93224834
2013/03/24,72666219
2013/03/25,76106640
2013/03/26,87746598
2013/03/27,135382109
2013/03/28,150811908
2013/03/29,151961568
2013/03/30,136108541
2013/03/31,132580171
2013/04/01,136793392
2013/04/02,172086337
2013/04/03,212442521
2013/04/04,245323687
2013/04/05,235346983
2013/04/06,203821577
2013/04/07,170740512
2013/04/08,164934890
2013/04/09,220476014
2013/04/10,322266607
2013/04/11,316434550
2013/04/12,254507711
2013/04/13,143301789
2013/04/14,99422677
2013/04/15,78901047
2013/04/16,87293807
2013/04/17,108795103
2013/04/18,266059645
2013/04/19,288455646
2013/04/20,282145111
2013/04/21,133717349
2013/04/22,128344964
2013/04/23,153705823
2013/04/24,199851080
2013/04/25,214373873
2013/04/26,202837243
2013/04/27,154067756
2013/04/28,102247683
2013/04/29,89810883
2013/04/30,84208857
2013/05/01,99223860
2013/05/02,92129658
2013/05/03,89331300
2013/05/04,67160935
2013/05/05,56554377
2013/05/06,61125236
2013/05/07,78951800
2013/05/08,86462322
2013/05/09,79075877
2013/05/10,73075872
2013/05/11,67883787
2013/05/12,64355549
2013/05/13,63426406
2013/05/14,66188730
2013/05/15,70939651
2013/05/16,67576886
2013/05/17,68429560
2013/05/18,68870315
2013/05/19,61882455
2013/05/20,55375377
2013/05/21,56212662
2013/05/22,67318666
2013/05/23,73491115
2013/05/24,79334723
2013/05/25,80961691
2013/05/26,71412441
2013/05/27,67650474
2013/05/28,66931920
2013/05/29,80034292
2013/05/30,79159840
2013/05/31,77785110
2013/06/01,67894317
2013/06/02,59251197
2013/06/03,62056386
2013/06/04,67013930
2013/06/05,76023543
2013/06/06,75766229
2013/06/07,75921070
2013/06/08,64320355
2013/06/09,59211834
2013/06/10,51672729
2013/06/11,58022586
2013/06/12,53990870
2013/06/13,58225974
2013/06/14,62231543
2013/06/15,56596378
2013/06/16,52159350
2013/06/17,47090034
2013/06/18,54864974
2013/06/19,57919005
2013/06/20,63474214
2013/06/21,65477870
2013/06/22,60234659
2013/06/23,46608638
2013/06/24,42547380
2013/06/25,50898713
2013/06/26,59377659
2013/06/27,57192598
2013/06/28,54129857
2013/06/29,49563295
2013/06/30,44451836
2013/07/01,48770503
2013/07/02,53704290
2013/07/03,63577199
2013/07/04,61960860
2013/07/05,65458415
2013/07/06,58930691
2013/07/07,51784434
2013/07/08,48791215
2013/07/09,60715062
2013/07/10,72337587
2013/07/11,80003784
2013/07/12,81223030
2013/07/13,79700680
2013/07/14,68014392
2013/07/15,59783775
2013/07/16,61911018
2013/07/17,75443554
2013/07/18,82779580
2013/07/19,77663272
2013/07/20,61401431
2013/07/21,47524321
2013/07/22,49727448
2013/07/23,62755284
2013/07/24,73829746
2013/07/25,72344280
2013/07/26,68054453
2013/07/27,56711389
2013/07/28,51509732
2013/07/29,51561508
2013/07/30,68680692
2013/07/31,77211517
2013/08/01,90864247
2013/08/02,88020801
2013/08/03,82247212
2013/08/04,61937790
2013/08/05,60050600
2013/08/06,63189178
2013/08/07,72421166
2013/08/08,68738648
2013/08/09,63999814
2013/08/10,54680544
2013/08/11,45570829
2013/08/12,52092586
2013/08/13,76455115
2013/08/14,105261959
2013/08/15,104936722
2013/08/16,98809385
2013/08/17,87234612
2013/08/18,87101951
2013/08/19,87411150
2013/08/20,88363691
2013/08/21,106856268
2013/08/22,100959409
2013/08/23,98172374
2013/08/24,73863233
2013/08/25,64546138
2013/08/26,60300485
2013/08/27,73121443
2013/08/28,81894518
2013/08/29,83391195
2013/08/30,83018337
2013/08/31,81702099
2013/09/01,79291325
2013/09/02,74300397
2013/09/03,82192743
2013/09/04,91485690
2013/09/05,93488545
2013/09/06,84746162
2013/09/07,75458278
2013/09/08,61601454
2013/09/09,58004437
2013/09/10,57355445
2013/09/11,67672883
2013/09/12,71746280
2013/09/13,74145010
2013/09/14,69853435
2013/09/15,59387633
2013/09/16,60605682
2013/09/17,64358668
2013/09/18,77785312
2013/09/19,84067289
2013/09/20,87654363
2013/09/21,76331661
2013/09/22,62558914
2013/09/23,72349715
2013/09/24,90313765
2013/09/25,101854939
2013/09/26,92154876
2013/09/27,83207949
2013/09/28,74078104
2013/09/29,66967275
2013/09/30,72499424
2013/10/01,94257903
2013/10/02,114840596
2013/10/03,113417900
2013/10/04,99649658
2013/10/05,74505254
2013/10/06,59729928
2013/10/07,57363407
2013/10/08,67274238
2013/10/09,84341579
2013/10/10,85289115
2013/10/11,88710516
2013/10/12,81437053
2013/10/13,80592012
2013/10/14,86821326
2013/10/15,98730418
2013/10/16,115489189
2013/10/17,115984518
2013/10/18,120551042
2013/10/19,125857261
2013/10/20,125274925
2013/10/21,137303023
2013/10/22,154498956
2013/10/23,183589662
2013/10/24,188732242
2013/10/25,278207403
2013/10/26,249889771
2013/10/27,217933601
2013/10/28,99006072
2013/10/29,167880033
2013/10/30,183440285
2013/10/31,186045794
2013/11/01,116235132
2013/11/02,105572871
2013/11/03,98841988
2013/11/04,123642086
2013/11/05,163712636
2013/11/06,197212751
2013/11/07,232865635
2013/11/08,253670852
2013/11/09,275454258
2013/11/10,244844091
2013/11/11,213722227
2013/11/12,231596249
2013/11/13,296600857
2013/11/14,360815878
2013/11/15,580433973
2013/11/16,644477229
2013/11/17,676824166
2013/11/18,685158412
2013/11/19,896907755
2013/11/20,1001329333
2013/11/21,1070658668
2013/11/22,1179632944
2013/11/23,1272314127
2013/11/24,1206270660
2013/11/25,1024099263
2013/11/26,1706493307
2013/11/27,2316270003
2013/11/28,2987489099
2013/11/29,2763829650
2013/11/30,2445526942
2013/12/01,1877024060
2013/12/02,1479965887
2013/12/03,1224880693
2013/12/04,1231210514
2013/12/05,1284564791
2013/12/06,1249495157
2013/12/07,1360554683
2013/12/08,1179176489
2013/12/09,1171253855
2013/12/10,859088689
2013/12/11,881094306
2013/12/12,802139372
2013/12/13,815597892
2013/12/14,673171503
2013/12/15,541268642
2013/12/16,813587605
2013/12/17,990064282
2013/12/18,1224342706
2013/12/19,967348412
2013/12/20,818906569
2013/12/21,658486376
2013/12/22,576588990
2013/12/23,528484916
2013/12/24,523321843
2013/12/25,523188285
2013/12/26,515246257
2013/12/27,469320991
2013/12/28,423666998
2013/12/29,479534140
2013/12/30,527476092
2013/12/31,495634934
2014/01/01,428462954
2014/01/02,406911930
2014/01/03,523088172
2014/01/04,560784203
2014/01/05,653889326
2014/01/06,727646932
2014/01/07,824009621
2014/01/08,757970245
2014/01/09,600462938
2014/01/10,480953971
2014/01/11,396360729
2014/01/12,363890661
2014/01/13,350290400
2014/01/14,428172257
2014/01/15,473522361
2014/01/16,496159990
2014/01/17,406593076
2014/01/18,340041798
2014/01/19,332847145
2014/01/20,439608204
2014/01/21,510389490
2014/01/22,486410517
2014/01/23,412119730
2014/01/24,440732144
2014/01/25,435280179
2014/01/26,407679093
2014/01/27,462384771
2014/01/28,499627729
2014/01/29,513209688
2014/01/30,404373327
2014/01/31,353506603
