Date,activeaddresses30sma
2010/11/06,798.6
2010/11/07,794.5
2010/11/08,821.867
2010/11/09,822.7
2010/11/10,823.367
2010/11/11,821.867
2010/11/12,806.2
2010/11/13,804.367
2010/11/14,815.033
2010/11/15,930.467
2010/11/16,1018
2010/11/17,1009
2010/11/18,982.633
2010/11/19,964.567
2010/11/20,957.567
2010/11/21,950.433
2010/11/22,943.4
2010/11/23,937.033
2010/11/24,944.067
2010/11/25,945.6
2010/11/26,948.267
2010/11/27,942.4
2010/11/28,937.667
2010/11/29,945.7
2010/11/30,953.2
2010/12/01,970.267
2010/12/02,982.067
2010/12/03,992.3
2010/12/04,996.367
2010/12/05,991.7
2010/12/06,996.3
2010/12/07,1011
2010/12/08,989.1
2010/12/09,995.333
2010/12/10,994.833
2010/12/11,1010
2010/12/12,1035
2010/12/13,1072
2010/12/14,1080
2010/12/15,969.133
2010/12/16,888.6
2010/12/17,892.633
2010/12/18,900.167
2010/12/19,915.067
2010/12/20,937.633
2010/12/21,948.667
2010/12/22,968.2
2010/12/23,980.133
2010/12/24,976.4
2010/12/25,981.867
2010/12/26,976.233
2010/12/27,986.833
2010/12/28,997.633
2010/12/29,1001
2010/12/30,1010
2010/12/31,1003
2011/01/01,1012
2011/01/02,1018
2011/01/03,1040
2011/01/04,1053
2011/01/05,1080
2011/01/06,1080
2011/01/07,1092
2011/01/08,1113
2011/01/09,1138
2011/01/10,1151
2011/01/11,1163
2011/01/12,1149
2011/01/13,1167
2011/01/14,1185
2011/01/15,1201
2011/01/16,1225
2011/01/17,1242
2011/01/18,1252
2011/01/19,1255
2011/01/20,1267
2011/01/21,1293
2011/01/22,1332
2011/01/23,1368
2011/01/24,1401
2011/01/25,1415
2011/01/26,1430
2011/01/27,1450
2011/01/28,1474
2011/01/29,1506
2011/01/30,1583
2011/01/31,1622
2011/02/01,1650
2011/02/02,1653
2011/02/03,1660
2011/02/04,1659
2011/02/05,1671
2011/02/06,1675
2011/02/07,1673
2011/02/08,1674
2011/02/09,1696
2011/02/10,1763
2011/02/11,1864
2011/02/12,1918
2011/02/13,1973
2011/02/14,2063
2011/02/15,2125
2011/02/16,2180
2011/02/17,2249
2011/02/18,2318
2011/02/19,2366
2011/02/20,2406
2011/02/21,2442
2011/02/22,2504
2011/02/23,2562
2011/02/24,2636
2011/02/25,2697
2011/02/26,2762
2011/02/27,2827
2011/02/28,2858
2011/03/01,2925
2011/03/02,2975
2011/03/03,3074
2011/03/04,3134
2011/03/05,3212
2011/03/06,3272
2011/03/07,3335
2011/03/08,3417
2011/03/09,3484
2011/03/10,3533
2011/03/11,3565
2011/03/12,3554
2011/03/13,3507
2011/03/14,3494
2011/03/15,3495
2011/03/16,3463
2011/03/17,3457
2011/03/18,3461
2011/03/19,3450
2011/03/20,3478
2011/03/21,3537
2011/03/22,3560
2011/03/23,3679
2011/03/24,3699
2011/03/25,3712
2011/03/26,3750
2011/03/27,3795
2011/03/28,3854
2011/03/29,3888
2011/03/30,3909
2011/03/31,3874
2011/04/01,3859
2011/04/02,3806
2011/04/03,3818
2011/04/04,3852
2011/04/05,3885
2011/04/06,3900
2011/04/07,3885
2011/04/08,3894
2011/04/09,3917
2011/04/10,3933
2011/04/11,3960
2011/04/12,4008
2011/04/13,4067
2011/04/14,4156
2011/04/15,4189
2011/04/16,4260
2011/04/17,4302
2011/04/18,4381
2011/04/19,4444
2011/04/20,4469
2011/04/21,4475
2011/04/22,4388
2011/04/23,4406
2011/04/24,4422
2011/04/25,4431
2011/04/26,4476
2011/04/27,4548
2011/04/28,4600
2011/04/29,4703
2011/04/30,4836
2011/05/01,4977
2011/05/02,5066
2011/05/03,5147
2011/05/04,5205
2011/05/05,5298
2011/05/06,5398
2011/05/07,5526
2011/05/08,5618
2011/05/09,5750
2011/05/10,5872
2011/05/11,5972
2011/05/12,6069
2011/05/13,6228
2011/05/14,6329
2011/05/15,6468
2011/05/16,6681
2011/05/17,6886
2011/05/18,7133
2011/05/19,7321
2011/05/20,7528
2011/05/21,7752
2011/05/22,7972
2011/05/23,8210
2011/05/24,8495
2011/05/25,8811
2011/05/26,9088
2011/05/27,9199
2011/05/28,9380
2011/05/29,9528
2011/05/30,9681
2011/05/31,9900
2011/06/01,10166
2011/06/02,10482
2011/06/03,10863
2011/06/04,11274
2011/06/05,11641
2011/06/06,12097
2011/06/07,12516
2011/06/08,13174
2011/06/09,13811
2011/06/10,14380
2011/06/11,14931
2011/06/12,15517
2011/06/13,16078
2011/06/14,16793
2011/06/15,17319
2011/06/16,17931
2011/06/17,18368
2011/06/18,18839
2011/06/19,19378
2011/06/20,19884
2011/06/21,20356
2011/06/22,20845
2011/06/23,21218
2011/06/24,21573
2011/06/25,21845
2011/06/26,22269
2011/06/27,22885
2011/06/28,23385
2011/06/29,23771
2011/06/30,24085
2011/07/01,24626
2011/07/02,25183
2011/07/03,25331
2011/07/04,25469
2011/07/05,25650
2011/07/06,25848
2011/07/07,25981
2011/07/08,25892
2011/07/09,25774
2011/07/10,25926
2011/07/11,25996
2011/07/12,25863
2011/07/13,25909
2011/07/14,25878
2011/07/15,25774
2011/07/16,25614
2011/07/17,25568
2011/07/18,25627
2011/07/19,25531
2011/07/20,25529
2011/07/21,25543
2011/07/22,25466
2011/07/23,25384
2011/07/24,25318
2011/07/25,25462
2011/07/26,25472
2011/07/27,25250
2011/07/28,25241
2011/07/29,25170
2011/07/30,25047
2011/07/31,24844
2011/08/01,24562
2011/08/02,24544
2011/08/03,24372
2011/08/04,24228
2011/08/05,24047
2011/08/06,23957
2011/08/07,23805
2011/08/08,23867
2011/08/09,23699
2011/08/10,23494
2011/08/11,23336
2011/08/12,23001
2011/08/13,22679
2011/08/14,22582
2011/08/15,22420
2011/08/16,22298
2011/08/17,22047
2011/08/18,21906
2011/08/19,21784
2011/08/20,21640
2011/08/21,21585
2011/08/22,21695
2011/08/23,21677
2011/08/24,21516
2011/08/25,21492
2011/08/26,21427
2011/08/27,21259
2011/08/28,21134
2011/08/29,21105
2011/08/30,20885
2011/08/31,20661
2011/09/01,20504
2011/09/02,20427
2011/09/03,20277
2011/09/04,20144
2011/09/05,20078
2011/09/06,20035
2011/09/07,19775
2011/09/08,19513
2011/09/09,19476
2011/09/10,19398
2011/09/11,19341
2011/09/12,19256
2011/09/13,19035
2011/09/14,18887
2011/09/15,18703
2011/09/16,18509
2011/09/17,18258
2011/09/18,17995
2011/09/19,17827
2011/09/20,17798
2011/09/21,17555
2011/09/22,17384
2011/09/23,17312
2011/09/24,17190
2011/09/25,17113
2011/09/26,17010
2011/09/27,17017
2011/09/28,16846
2011/09/29,16688
2011/09/30,16569
2011/10/01,16436
2011/10/02,16294
2011/10/03,16274
2011/10/04,16149
2011/10/05,15996
2011/10/06,15852
2011/10/07,15749
2011/10/08,15639
2011/10/09,15428
2011/10/10,15342
2011/10/11,15285
2011/10/12,15183
2011/10/13,15076
2011/10/14,15068
2011/10/15,14992
2011/10/16,14906
2011/10/17,14940
2011/10/18,14871
2011/10/19,14755
2011/10/20,14395
2011/10/21,14199
2011/10/22,14018
2011/10/23,13792
2011/10/24,13609
2011/10/25,13405
2011/10/26,13228
2011/10/27,12986
2011/10/28,12952
2011/10/29,12954
2011/10/30,12885
2011/10/31,12853
2011/11/01,12884
2011/11/02,12859
2011/11/03,12837
2011/11/04,12909
2011/11/05,12877
2011/11/06,12803
2011/11/07,12808
2011/11/08,12857
2011/11/09,12890
2011/11/10,12912
2011/11/11,12864
2011/11/12,12883
2011/11/13,12815
2011/11/14,12834
2011/11/15,12907
2011/11/16,12874
2011/11/17,12870
2011/11/18,12865
2011/11/19,12831
2011/11/20,12810
2011/11/21,12745
2011/11/22,12688
2011/11/23,12606
2011/11/24,12534
2011/11/25,12508
2011/11/26,12469
2011/11/27,12404
2011/11/28,12396
2011/11/29,12495
2011/11/30,12609
2011/12/01,12651
2011/12/02,12658
2011/12/03,12649
2011/12/04,12518
2011/12/05,12504
2011/12/06,12627
2011/12/07,12636
2011/12/08,12647
2011/12/09,12562
2011/12/10,12481
2011/12/11,12480
2011/12/12,12452
2011/12/13,12433
2011/12/14,12375
2011/12/15,12237
2011/12/16,12153
2011/12/17,12087
2011/12/18,12002
2011/12/19,12090
2011/12/20,12165
2011/12/21,12223
2011/12/22,12241
2011/12/23,12261
2011/12/24,12238
2011/12/25,12242
2011/12/26,12305
2011/12/27,12338
2011/12/28,12278
2011/12/29,12176
2011/12/30,12013
2011/12/31,11908
2012/01/01,11845
2012/01/02,11814
2012/01/03,11856
2012/01/04,11836
2012/01/05,11840
2012/01/06,11907
2012/01/07,11886
2012/01/08,11982
2012/01/09,12078
2012/01/10,12210
2012/01/11,12398
2012/01/12,12461
2012/01/13,12545
2012/01/14,12697
2012/01/15,12794
2012/01/16,12949
2012/01/17,13096
2012/01/18,13163
2012/01/19,13210
2012/01/20,13287
2012/01/21,13337
2012/01/22,13313
2012/01/23,13412
2012/01/24,13517
2012/01/25,13664
2012/01/26,13753
2012/01/27,13874
2012/01/28,13932
2012/01/29,14060
2012/01/30,14148
2012/01/31,14287
2012/02/01,14389
2012/02/02,14488
2012/02/03,14624
2012/02/04,14657
2012/02/05,14655
2012/02/06,14671
2012/02/07,14672
2012/02/08,14664
2012/02/09,14631
2012/02/10,14610
2012/02/11,14657
2012/02/12,14647
2012/02/13,14703
2012/02/14,14865
2012/02/15,14961
2012/02/16,15107
2012/02/17,15090
2012/02/18,15070
2012/02/19,15039
2012/02/20,15064
2012/02/21,15175
2012/02/22,15277
2012/02/23,15365
2012/02/24,15363
2012/02/25,15386
2012/02/26,15350
2012/02/27,15412
2012/02/28,15476
2012/02/29,15541
2012/03/01,15558
2012/03/02,15646
2012/03/03,15529
2012/03/04,15476
2012/03/05,15468
2012/03/06,15483
2012/03/07,15527
2012/03/08,15561
2012/03/09,15601
2012/03/10,15526
2012/03/11,15403
2012/03/12,15372
2012/03/13,15460
2012/03/14,15458
2012/03/15,15349
2012/03/16,15298
2012/03/17,15212
2012/03/18,15201
2012/03/19,15235
2012/03/20,15326
2012/03/21,15390
2012/03/22,15424
2012/03/23,15356
2012/03/24,15235
2012/03/25,15163
2012/03/26,15184
2012/03/27,15257
2012/03/28,15301
2012/03/29,15325
2012/03/30,15311
2012/03/31,15241
2012/04/01,15079
2012/04/02,15156
2012/04/03,15284
2012/04/04,15302
2012/04/05,15338
2012/04/06,15375
2012/04/07,15328
2012/04/08,15265
2012/04/09,15343
2012/04/10,15502
2012/04/11,15638
2012/04/12,15705
2012/04/13,15692
2012/04/14,15766
2012/04/15,15765
2012/04/16,15866
2012/04/17,16022
2012/04/18,16150
2012/04/19,16210
2012/04/20,16314
2012/04/21,16334
2012/04/22,16349
2012/04/23,16442
2012/04/24,16541
2012/04/25,16597
2012/04/26,16719
2012/04/27,16751
2012/04/28,16715
2012/04/29,16747
2012/04/30,16916
2012/05/01,17158
2012/05/02,17335
2012/05/03,17437
2012/05/04,17637
2012/05/05,17758
2012/05/06,17953
2012/05/07,18333
2012/05/08,18661
2012/05/09,18982
2012/05/10,19081
2012/05/11,19337
2012/05/12,19468
2012/05/13,19632
2012/05/14,20134
2012/05/15,20498
2012/05/16,20713
2012/05/17,20847
2012/05/18,21073
2012/05/19,21534
2012/05/20,21874
2012/05/21,22342
2012/05/22,22769
2012/05/23,23198
2012/05/24,23556
2012/05/25,23978
2012/05/26,24194
2012/05/27,24497
2012/05/28,24951
2012/05/29,25561
2012/05/30,25876
2012/05/31,26155
2012/06/01,26450
2012/06/02,26407
2012/06/03,26664
2012/06/04,27383
2012/06/05,28008
2012/06/06,27959
2012/06/07,28345
2012/06/08,28460
2012/06/09,28831
2012/06/10,29087
2012/06/11,29416
2012/06/12,29509
2012/06/13,29986
2012/06/14,30736
2012/06/15,31521
2012/06/16,32080
2012/06/17,32520
2012/06/18,32720
2012/06/19,32920
2012/06/20,32984
2012/06/21,33057
2012/06/22,33044
2012/06/23,33117
2012/06/24,33063
2012/06/25,33341
2012/06/26,33664
2012/06/27,33981
2012/06/28,33930
2012/06/29,34082
2012/06/30,34199
2012/07/01,34287
2012/07/02,34821
2012/07/03,34965
2012/07/04,34634
2012/07/05,34199
2012/07/06,34372
2012/07/07,34224
2012/07/08,34212
2012/07/09,34237
2012/07/10,34343
2012/07/11,34435
2012/07/12,34793
2012/07/13,34280
2012/07/14,33622
2012/07/15,32999
2012/07/16,32914
2012/07/17,32944
2012/07/18,32834
2012/07/19,32859
2012/07/20,32987
2012/07/21,33183
2012/07/22,33507
2012/07/23,33900
2012/07/24,34230
2012/07/25,34150
2012/07/26,33978
2012/07/27,33751
2012/07/28,33947
2012/07/29,34043
2012/07/30,34185
2012/07/31,35087
2012/08/01,35225
2012/08/02,35473
2012/08/03,35630
2012/08/04,35896
2012/08/05,36179
2012/08/06,36559
2012/08/07,36934
2012/08/08,37590
2012/08/09,37702
2012/08/10,37810
2012/08/11,37950
2012/08/12,38206
2012/08/13,38829
2012/08/14,39246
2012/08/15,39699
2012/08/16,40414
2012/08/17,41163
2012/08/18,41673
2012/08/19,42406
2012/08/20,42801
2012/08/21,43316
2012/08/22,43565
2012/08/23,43743
2012/08/24,44192
2012/08/25,44384
2012/08/26,44464
2012/08/27,44458
2012/08/28,44590
2012/08/29,44696
2012/08/30,43873
2012/08/31,44163
2012/09/01,44258
2012/09/02,44210
2012/09/03,44114
2012/09/04,44387
2012/09/05,44361
2012/09/06,44616
2012/09/07,44354
2012/09/08,44132
2012/09/09,44184
2012/09/10,44149
2012/09/11,44355
2012/09/12,43876
2012/09/13,43616
2012/09/14,43212
2012/09/15,42156
2012/09/16,41316
2012/09/17,40698
2012/09/18,40053
2012/09/19,39902
2012/09/20,39665
2012/09/21,39321
2012/09/22,38773
2012/09/23,38227
2012/09/24,38121
2012/09/25,38407
2012/09/26,38734
2012/09/27,38806
2012/09/28,39161
2012/09/29,39306
2012/09/30,38814
2012/10/01,38581
2012/10/02,39189
2012/10/03,39759
2012/10/04,39952
2012/10/05,40051
2012/10/06,39789
2012/10/07,39765
2012/10/08,40230
2012/10/09,40633
2012/10/10,40966
2012/10/11,40832
2012/10/12,41179
2012/10/13,41324
2012/10/14,41334
2012/10/15,41876
2012/10/16,42259
2012/10/17,42651
2012/10/18,43060
2012/10/19,43137
2012/10/20,43002
2012/10/21,42989
2012/10/22,43461
2012/10/23,43889
2012/10/24,44169
2012/10/25,44046
2012/10/26,43697
2012/10/27,43286
2012/10/28,42540
2012/10/29,42448
2012/10/30,42441
2012/10/31,42248
2012/11/01,41533
2012/11/02,40968
2012/11/03,40332
2012/11/04,39870
2012/11/05,39824
2012/11/06,39749
2012/11/07,39611
2012/11/08,39124
2012/11/09,38770
2012/11/10,38553
2012/11/11,38071
2012/11/12,37808
2012/11/13,37612
2012/11/14,37328
2012/11/15,37436
2012/11/16,37552
2012/11/17,37614
2012/11/18,37538
2012/11/19,37511
2012/11/20,37676
2012/11/21,37764
2012/11/22,37762
2012/11/23,37540
2012/11/24,37458
2012/11/25,37407
2012/11/26,37793
2012/11/27,38157
2012/11/28,38429
2012/11/29,38679
2012/11/30,38843
2012/12/01,38943
2012/12/02,38765
2012/12/03,38679
2012/12/04,39071
2012/12/05,39301
2012/12/06,39297
2012/12/07,39210
2012/12/08,39231
2012/12/09,39304
2012/12/10,39344
2012/12/11,39573
2012/12/12,39945
2012/12/13,40395
2012/12/14,40525
2012/12/15,40135
2012/12/16,39717
2012/12/17,39319
2012/12/18,39493
2012/12/19,39538
2012/12/20,39397
2012/12/21,39464
2012/12/22,39923
2012/12/23,40080
2012/12/24,40178
2012/12/25,39978
2012/12/26,39871
2012/12/27,39804
2012/12/28,39756
2012/12/29,39691
2012/12/30,39980
2012/12/31,39980
2013/01/01,40315
2013/01/02,40747
2013/01/03,41042
2013/01/04,41137
2013/01/05,41550
2013/01/06,41594
2013/01/07,42119
2013/01/08,42689
2013/01/09,43364
2013/01/10,44168
2013/01/11,44780
2013/01/12,44932
2013/01/13,45393
2013/01/14,45717
2013/01/15,46446
2013/01/16,47027
2013/01/17,47386
2013/01/18,47830
2013/01/19,48157
2013/01/20,48155
2013/01/21,47849
2013/01/22,48300
2013/01/23,48544
2013/01/24,49558
2013/01/25,49940
2013/01/26,50542
2013/01/27,50781
2013/01/28,51258
2013/01/29,51586
2013/01/30,51913
2013/01/31,52246
2013/02/01,52956
2013/02/02,53133
2013/02/03,53472
2013/02/04,53604
2013/02/05,54195
2013/02/06,54181
2013/02/07,54258
2013/02/08,54392
2013/02/09,54231
2013/02/10,54115
2013/02/11,54167
2013/02/12,54046
2013/02/13,54341
2013/02/14,54136
2013/02/15,53860
2013/02/16,53466
2013/02/17,53083
2013/02/18,53013
2013/02/19,53123
2013/02/20,53285
2013/02/21,53190
2013/02/22,53422
2013/02/23,53111
2013/02/24,53194
2013/02/25,53260
2013/02/26,53568
2013/02/27,53593
2013/02/28,53733
2013/03/01,54351
2013/03/02,54397
2013/03/03,53785
2013/03/04,53684
2013/03/05,53680
2013/03/06,54073
2013/03/07,54287
2013/03/08,54385
2013/03/09,54246
2013/03/10,54139
2013/03/11,54044
2013/03/12,54116
2013/03/13,54475
2013/03/14,54783
2013/03/15,55128
2013/03/16,55109
2013/03/17,55169
2013/03/18,55561
2013/03/19,56333
2013/03/20,56854
2013/03/21,57531
2013/03/22,58338
2013/03/23,58883
2013/03/24,59373
2013/03/25,59866
2013/03/26,60565
2013/03/27,61103
2013/03/28,62291
2013/03/29,63232
2013/03/30,63840
2013/03/31,63880
2013/04/01,64764
2013/04/02,66291
2013/04/03,68078
2013/04/04,69795
2013/04/05,70824
2013/04/06,71381
2013/04/07,72398
2013/04/08,74390
2013/04/09,76227
2013/04/10,78891
2013/04/11,81053
2013/04/12,82384
2013/04/13,83108
2013/04/14,83371
2013/04/15,85015
2013/04/16,86629
2013/04/17,88176
2013/04/18,88621
2013/04/19,90027
2013/04/20,90186
2013/04/21,90016
2013/04/22,90841
2013/04/23,91646
2013/04/24,92858
2013/04/25,93450
2013/04/26,93898
2013/04/27,93358
2013/04/28,94517
2013/04/29,94814
2013/04/30,95236
2013/05/01,95498
2013/05/02,95168
2013/05/03,94359
2013/05/04,93062
2013/05/05,92133
2013/05/06,92203
2013/05/07,92937
2013/05/08,92556
2013/05/09,91551
2013/05/10,89914
2013/05/11,88458
2013/05/12,87346
2013/05/13,87344
2013/05/14,87755
2013/05/15,87239
2013/05/16,86699
2013/05/17,85805
2013/05/18,85347
2013/05/19,83988
2013/05/20,83894
2013/05/21,84317
2013/05/22,83753
2013/05/23,83423
2013/05/24,82837
2013/05/25,82132
2013/05/26,81580
2013/05/27,81438
2013/05/28,80044
2013/05/29,79830
2013/05/30,79874
2013/05/31,79603
2013/06/01,79131
2013/06/02,78563
2013/06/03,78892
2013/06/04,79108
2013/06/05,78890
2013/06/06,77695
2013/06/07,76739
2013/06/08,75949
2013/06/09,75025
2013/06/10,74359
2013/06/11,74260
2013/06/12,73625
2013/06/13,73046
2013/06/14,72746
2013/06/15,71734
2013/06/16,70745
2013/06/17,70363
2013/06/18,70341
2013/06/19,70256
2013/06/20,69759
2013/06/21,69569
2013/06/22,68746
2013/06/23,67649
2013/06/24,67490
2013/06/25,67214
2013/06/26,66914
2013/06/27,66407
2013/06/28,66009
2013/06/29,65434
2013/06/30,64601
2013/07/01,64630
2013/07/02,64575
2013/07/03,64114
2013/07/04,63522
2013/07/05,62916
2013/07/06,62359
2013/07/07,61528
2013/07/08,61688
2013/07/09,62067
2013/07/10,62197
2013/07/11,62422
2013/07/12,62911
2013/07/13,62804
2013/07/14,61892
2013/07/15,62176
2013/07/16,62757
2013/07/17,62961
2013/07/18,62948
2013/07/19,62602
2013/07/20,62093
2013/07/21,61494
2013/07/22,61552
2013/07/23,61960
2013/07/24,61995
2013/07/25,62163
2013/07/26,62093
2013/07/27,61792
2013/07/28,61144
2013/07/29,61360
2013/07/30,62006
2013/07/31,62414
2013/08/01,64085
2013/08/02,64376
2013/08/03,64364
2013/08/04,64355
2013/08/05,64910
2013/08/06,65666
2013/08/07,66087
2013/08/08,66233
2013/08/09,66226
2013/08/10,65757
2013/08/11,64947
2013/08/12,66289
2013/08/13,67176
2013/08/14,67705
2013/08/15,68023
2013/08/16,68674
2013/08/17,68615
2013/08/18,68574
2013/08/19,69446
2013/08/20,70403
2013/08/21,71149
2013/08/22,71802
2013/08/23,72335
2013/08/24,72267
2013/08/25,72458
2013/08/26,73250
2013/08/27,74778
2013/08/28,75325
2013/08/29,75492
2013/08/30,75782
2013/08/31,74911
2013/09/01,74319
2013/09/02,74396
2013/09/03,74791
2013/09/04,74914
2013/09/05,74877
2013/09/06,74797
2013/09/07,74471
2013/09/08,74199
2013/09/09,74689
2013/09/10,75240
2013/09/11,74283
2013/09/12,74351
2013/09/13,73963
2013/09/14,73239
2013/09/15,72315
2013/09/16,72594
2013/09/17,73111
2013/09/18,73129
2013/09/19,73105
2013/09/20,72919
2013/09/21,72335
2013/09/22,71725
2013/09/23,72263
2013/09/24,72589
2013/09/25,72680
2013/09/26,72119
2013/09/27,71927
2013/09/28,71728
2013/09/29,71118
2013/09/30,70861
2013/10/01,71954
2013/10/02,73385
2013/10/03,73991
2013/10/04,74023
2013/10/05,73867
2013/10/06,73462
2013/10/07,73929
2013/10/08,74588
2013/10/09,74772
2013/10/10,75103
2013/10/11,75274
2013/10/12,74939
2013/10/13,75642
2013/10/14,76589
2013/10/15,77615
2013/10/16,78399
2013/10/17,78679
2013/10/18,78910
2013/10/19,79358
2013/10/20,79238
2013/10/21,80240
2013/10/22,81772
2013/10/23,82689
2013/10/24,83812
2013/10/25,84569
2013/10/26,84428
2013/10/27,84001
2013/10/28,84590
2013/10/29,85062
2013/10/30,85578
2013/10/31,85816
2013/11/01,85193
2013/11/02,84780
2013/11/03,84963
2013/11/04,86124
2013/11/05,88011
2013/11/06,89838
2013/11/07,91645
2013/11/08,93353
2013/11/09,94993
2013/11/10,96234
2013/11/11,97877
2013/11/12,98835
2013/11/13,100186
2013/11/14,101781
2013/11/15,102672
2013/11/16,103420
2013/11/17,104143
2013/11/18,106548
2013/11/19,111022
2013/11/20,113325
2013/11/21,115966
2013/11/22,117880
2013/11/23,119172
2013/11/24,119955
2013/11/25,122257
2013/11/26,126065
2013/11/27,129820
2013/11/28,133706
2013/11/29,136829
2013/11/30,139062
2013/12/01,141704
2013/12/02,145043
2013/12/03,148070
2013/12/04,150860
2013/12/05,153071
2013/12/06,154339
2013/12/07,155019
2013/12/08,154479
2013/12/09,155361
2013/12/10,156611
2013/12/11,157834
2013/12/12,158314
2013/12/13,159081
2013/12/14,159570
2013/12/15,160280
2013/12/16,162740
2013/12/17,164443
2013/12/18,164995
2013/12/19,163328
2013/12/20,162929
2013/12/21,160883
2013/12/22,159506
2013/12/23,159558
2013/12/24,159753
2013/12/25,159327
2013/12/26,157432
2013/12/27,155003
2013/12/28,152133
2013/12/29,150121
2013/12/30,149746
2013/12/31,148175
2014/01/01,145482
2014/01/02,144269
2014/01/03,142897
2014/01/04,140649
2014/01/05,139541
2014/01/06,140475
2014/01/07,141409
2014/01/08,141116
2014/01/09,140435
2014/01/10,139586
2014/01/11,139560
2014/01/12,138594
2014/01/13,138731
2014/01/14,138406
2014/01/15,136917
2014/01/16,136040
2014/01/17,134310
2014/01/18,132605
2014/01/19,131117
2014/01/20,132842
2014/01/21,134030
2014/01/22,134048
2014/01/23,134708
2014/01/24,135121
2014/01/25,135265
2014/01/26,135237
2014/01/27,137058
2014/01/28,138024
2014/01/29,137644
2014/01/30,138732
2014/01/31,140459
2014/02/01,140368
2014/02/02,140115
2014/02/03,141978
2014/02/04,143078
2014/02/05,142343
2014/02/06,143040
2014/02/07,143642
2014/02/08,144115
2014/02/09,144173
2014/02/10,145553
2014/02/11,146816
2014/02/12,148914
2014/02/13,149996
2014/02/14,151473
2014/02/15,152073
2014/02/16,152018
2014/02/17,154478
2014/02/18,156121
2014/02/19,156069
2014/02/20,156780
2014/02/21,157638
2014/02/22,157827
2014/02/23,158503
2014/02/24,161442
2014/02/25,164230
2014/02/26,165260
2014/02/27,166149
2014/02/28,167991
2014/03/01,168991
2014/03/02,169339
2014/03/03,172752
2014/03/04,175985
2014/03/05,176973
2014/03/06,177860
2014/03/07,178667
2014/03/08,178932
2014/03/09,179204
2014/03/10,181200
2014/03/11,183254
2014/03/12,184325
2014/03/13,185620
2014/03/14,184861
2014/03/15,184291
2014/03/16,183068
2014/03/17,184369
2014/03/18,184880
2014/03/19,184375
2014/03/20,184662
2014/03/21,185073
2014/03/22,184694
2014/03/23,183721
2014/03/24,184950
2014/03/25,185084
2014/03/26,183560
2014/03/27,182692
2014/03/28,182080
2014/03/29,180772
2014/03/30,179784
2014/03/31,179401
2014/04/01,180073
2014/04/02,178157
2014/04/03,176027
2014/04/04,175228
2014/04/05,173834
2014/04/06,173923
2014/04/07,173515
2014/04/08,173243
2014/04/09,172280
2014/04/10,172019
2014/04/11,170887
2014/04/12,168837
2014/04/13,168183
2014/04/14,169394
2014/04/15,171342
2014/04/16,171193
2014/04/17,171684
2014/04/18,171157
2014/04/19,170301
2014/04/20,169447
2014/04/21,168536
2014/04/22,169673
2014/04/23,168469
2014/04/24,168515
2014/04/25,168933
2014/04/26,167337
2014/04/27,166966
2014/04/28,167695
2014/04/29,167791
