Date,difficulty14var
2010/07/17,1669
2010/07/18,2915
2010/07/19,3892
2010/07/20,4629
2010/07/21,5114
2010/07/22,5344
2010/07/23,5319
2010/07/24,5040
2010/07/25,4505
2010/07/26,3716
2010/07/27,3333
2010/07/28,2765
2010/07/29,1793
2010/07/30,771.747
2010/07/31,875.077
2010/08/01,938.331
2010/08/02,961.508
2010/08/03,944.608
2010/08/04,887.632
2010/08/05,843.958
2010/08/06,1666
2010/08/07,2192
2010/08/08,2420
2010/08/09,2351
2010/08/10,2608
2010/08/11,2770
2010/08/12,2813
2010/08/13,2737
2010/08/14,2543
2010/08/15,2485
2010/08/16,4142
2010/08/17,5069
2010/08/18,5265
2010/08/19,5048
2010/08/20,5636
2010/08/21,5965
2010/08/22,6033
2010/08/23,5841
2010/08/24,5390
2010/08/25,4679
2010/08/26,3730
2010/08/27,3632
2010/08/28,2784
2010/08/29,2083
2010/08/30,2522
2010/08/31,2834
2010/09/01,3020
2010/09/02,3078
2010/09/03,3009
2010/09/04,2813
2010/09/05,2489
2010/09/06,2039
2010/09/07,1462
2010/09/08,1192
2010/09/09,820.036
2010/09/10,1203
2010/09/11,1504
2010/09/12,1723
2010/09/13,1860
2010/09/14,1916
2010/09/15,1890
2010/09/16,1782
2010/09/17,1593
2010/09/18,1322
2010/09/19,3487
2010/09/20,5518
2010/09/21,6663
2010/09/22,8099
2010/09/23,9222
2010/09/24,9916
2010/09/25,10182
2010/09/26,10019
2010/09/27,9427
2010/09/28,9171
2010/09/29,20620
2010/09/30,28324
2010/10/01,32284
2010/10/02,32499
2010/10/03,35894
2010/10/04,38106
2010/10/05,38679
2010/10/06,37611
2010/10/07,34905
2010/10/08,30558
2010/10/09,24573
2010/10/10,16947
2010/10/11,7682
2010/10/12,130.888
2010/10/13,337.675
2010/10/14,508.51
2010/10/15,643.391
2010/10/16,742.32
2010/10/17,805.295
2010/10/18,832.318
2010/10/19,823.388
2010/10/20,778.504
2010/10/21,24860
2010/10/22,60736
2010/10/23,89576
2010/10/24,111381
2010/10/25,126151
2010/10/26,136143
2010/10/27,140643
2010/10/28,139078
2010/10/29,131447
2010/10/30,119092
2010/10/31,181664
2010/11/01,214270
2010/11/02,216908
2010/11/03,189579
2010/11/04,202334
2010/11/05,215577
2010/11/06,219752
2010/11/07,214858
2010/11/08,200895
2010/11/09,222178
2010/11/10,355525
2010/11/11,430716
2010/11/12,447750
2010/11/13,414000
2010/11/14,458700
2010/11/15,482105
2010/11/16,484215
2010/11/17,465030
2010/11/18,459992
2010/11/19,867438
2010/11/20,1129457
2010/11/21,1246049
2010/11/22,1217214
2010/11/23,1211348
2010/11/24,1285425
2010/11/25,1304079
2010/11/26,1267310
2010/11/27,1175119
2010/11/28,1027504
2010/11/29,824467
2010/11/30,585064
2010/12/01,381760
2010/12/02,178213
2010/12/03,241880
2010/12/04,290575
2010/12/05,324299
2010/12/06,343051
2010/12/07,346831
2010/12/08,335639
2010/12/09,319758
2010/12/10,1619432
2010/12/11,2623194
2010/12/12,3331045
2010/12/13,3742985
2010/12/14,3969239
2010/12/15,4229505
2010/12/16,4312008
2010/12/17,4216750
2010/12/18,3943731
2010/12/19,3492950
2010/12/20,2864407
2010/12/21,2096138
2010/12/22,1511008
2010/12/23,602295
2010/12/24,823003
2010/12/25,992868
2010/12/26,1111892
2010/12/27,1180073
2010/12/28,1197411
2010/12/29,1163907
2010/12/30,1079561
2010/12/31,944373
2011/01/01,758342
2011/01/02,521469
2011/01/03,395919
2011/01/04,328810
2011/01/05,488849
2011/01/06,614966
2011/01/07,707162
2011/01/08,765436
2011/01/09,789790
2011/01/10,780222
2011/01/11,736734
2011/01/12,659324
2011/01/13,547993
2011/01/14,402741
2011/01/15,297049
2011/01/16,357446
2011/01/17,569914
2011/01/18,758819
2011/01/19,901419
2011/01/20,997715
2011/01/21,1047706
2011/01/22,1051393
2011/01/23,1008775
2011/01/24,919853
2011/01/25,784625
2011/01/26,603094
2011/01/27,739913
2011/01/28,1236122
2011/01/29,1704074
2011/01/30,2214245
2011/01/31,2594022
2011/02/01,2843403
2011/02/02,2962389
2011/02/03,2950979
2011/02/04,2809174
2011/02/05,2536974
2011/02/06,2134378
2011/02/07,1601387
2011/02/08,1684630
2011/02/09,1773764
2011/02/10,2294497
2011/02/11,2902311
2011/02/12,3348041
2011/02/13,3631687
2011/02/14,3753250
2011/02/15,3712729
2011/02/16,3510124
2011/02/17,3145436
2011/02/18,8032801
2011/02/19,14367800
2011/02/20,18572897
2011/02/21,20648092
2011/02/22,23225917
2011/02/23,25154104
2011/02/24,25965417
2011/02/25,25659858
2011/02/26,24237424
2011/02/27,30150625
2011/02/28,54822055
2011/03/01,70558128
2011/03/02,77358844
2011/03/03,75224202
2011/03/04,80497525
2011/03/05,84461191
2011/03/06,84690747
2011/03/07,81186193
2011/03/08,73947529
2011/03/09,71225274
2011/03/10,92103333
2011/03/11,96872310
2011/03/12,85532204
2011/03/13,84001221
2011/03/14,93341036
2011/03/15,98349342
2011/03/16,99026140
2011/03/17,95371430
2011/03/18,87385212
2011/03/19,75067486
2011/03/20,58418253
2011/03/21,37437511
2011/03/22,12125261
2011/03/23,0
2011/03/24,0
2011/03/25,2879798
2011/03/26,5847241
2011/03/27,8283523
2011/03/28,10188643
2011/03/29,11562602
2011/03/30,12405399
2011/03/31,12717034
2011/04/01,12497508
2011/04/02,11746820
2011/04/03,10464970
2011/04/04,8651959
2011/04/05,6221311
2011/04/06,14068453
2011/04/07,21529272
2011/04/08,29754143
2011/04/09,36004684
2011/04/10,40431759
2011/04/11,43035367
2011/04/12,43815510
2011/04/13,42772187
2011/04/14,39905397
2011/04/15,35215142
2011/04/16,28701421
2011/04/17,20364233
2011/04/18,14441399
2011/04/19,9250747
2011/04/20,14140957
2011/04/21,18010362
2011/04/22,20858961
2011/04/23,22686755
2011/04/24,23493743
2011/04/25,23279926
2011/04/26,22045303
2011/04/27,19789874
2011/04/28,16513640
2011/04/29,12216601
2011/04/30,24453669
2011/05/01,34263629
2011/05/02,46871155
2011/05/03,57944375
2011/05/04,65955650
2011/05/05,70904983
2011/05/06,72792371
2011/05/07,71617816
2011/05/08,67381317
2011/05/09,66524526
2011/05/10,229823835
2011/05/11,349919571
2011/05/12,426811734
2011/05/13,460500324
2011/05/14,511515020
2011/05/15,543585859
2011/05/16,552394389
2011/05/17,537940612
2011/05/18,514125344
2011/05/19,1108481177
2011/05/20,1518400821
2011/05/21,1743884274
2011/05/22,1784931536
2011/05/23,1704761776
2011/05/24,1815278631
2011/05/25,1849099451
2011/05/26,2056848410
2011/05/27,5089933011
2011/05/28,7337462420
2011/05/29,8799436638
2011/05/30,9475855663
2011/05/31,9366719497
2011/06/01,8595191282
2011/06/02,8715625203
2011/06/03,8464721201
2011/06/04,7842479275
2011/06/05,6848899426
2011/06/06,5917842917
2011/06/07,5651284008
2011/06/08,4319108017
2011/06/09,2912840228
2011/06/10,3472049321
2011/06/11,3852403618
2011/06/12,4053903120
2011/06/13,4076547826
2011/06/14,3920337736
2011/06/15,5312377665
2011/06/16,12130966302
2011/06/17,16955346062
2011/06/18,19785516945
2011/06/19,20621478949
2011/06/20,21078206896
2011/06/21,22163808840
2011/06/22,22270790614
2011/06/23,21399152220
2011/06/24,24737211129
2011/06/25,42787421196
2011/06/26,54110911212
2011/06/27,58707681176
2011/06/28,56577731088
2011/06/29,55438394438
2011/06/30,58322122622
2011/07/01,58631944658
2011/07/02,56367860547
2011/07/03,51529870288
2011/07/04,44117973883
2011/07/05,34132171330
2011/07/06,21844212271
2011/07/07,9348073251
2011/07/08,4085299560
2011/07/09,5586617017
2011/07/10,6743081743
2011/07/11,7554693741
2011/07/12,8021453008
2011/07/13,8143359546
2011/07/14,7920413355
2011/07/15,7352614434
2011/07/16,6439962784
2011/07/17,5182458404
2011/07/18,3580101294
2011/07/19,1694501504
2011/07/20,1085877731
2011/07/21,1976466510
2011/07/22,2700216758
