Date,sentinusd7wmaUSD
2010/11/01,15983
2010/11/02,13949
2010/11/03,12142
2010/11/04,16810
2010/11/05,15541
2010/11/06,22332
2010/11/07,26827
2010/11/08,58151
2010/11/09,50815
2010/11/10,43700
2010/11/11,35571
2010/11/12,28043
2010/11/13,21157
2010/11/14,15137
2010/11/15,25526
2010/11/16,27102
2010/11/17,25300
2010/11/18,23592
2010/11/19,21774
2010/11/20,27202
2010/11/21,28929
2010/11/22,23257
2010/11/23,20645
2010/11/24,18235
2010/11/25,16766
2010/11/26,18025
2010/11/27,14365
2010/11/28,12015
2010/11/29,11196
2010/11/30,11442
2010/12/01,11386
2010/12/02,11982
2010/12/03,10586
2010/12/04,11863
2010/12/05,10198
2010/12/06,12668
2010/12/07,14199
2010/12/08,12679
2010/12/09,11823
2010/12/10,10256
2010/12/11,11697
2010/12/12,11317
2010/12/13,17999
2010/12/14,21100
2010/12/15,23793
2010/12/16,24099
2010/12/17,22677
2010/12/18,22131
2010/12/19,22361
2010/12/20,21392
2010/12/21,22154
2010/12/22,21755
2010/12/23,20398
2010/12/24,19078
2010/12/25,21013
2010/12/26,20182
2010/12/27,20633
2010/12/28,19310
2010/12/29,22406
2010/12/30,21962
2010/12/31,21077
2011/01/01,19726
2011/01/02,18162
2011/01/03,18232
2011/01/04,16437
2011/01/05,15415
2011/01/06,13752
2011/01/07,14407
2011/01/08,15371
2011/01/09,14685
2011/01/10,17629
2011/01/11,22175
2011/01/12,22170
2011/01/13,26792
2011/01/14,28497
2011/01/15,27691
2011/01/16,27515
2011/01/17,25870
2011/01/18,27726
2011/01/19,25551
2011/01/20,23290
2011/01/21,23328
2011/01/22,24845
2011/01/23,27538
2011/01/24,28408
2011/01/25,27237
2011/01/26,27632
2011/01/27,128418
2011/01/28,112000
2011/01/29,98231
2011/01/30,122121
2011/01/31,119349
2011/02/01,109587
2011/02/02,99229
2011/02/03,78256
2011/02/04,69551
2011/02/05,65245
2011/02/06,62213
2011/02/07,80021
2011/02/08,76709
2011/02/09,90647
2011/02/10,127147
2011/02/11,165900
2011/02/12,166740
2011/02/13,157816
2011/02/14,154471
2011/02/15,140990
2011/02/16,118055
2011/02/17,105762
2011/02/18,102159
2011/02/19,114754
2011/02/20,135504
2011/02/21,152446
2011/02/22,192929
2011/02/23,234553
2011/02/24,238543
2011/02/25,226692
2011/02/26,210214
2011/02/27,199234
2011/02/28,172401
2011/03/01,351126
2011/03/02,843899
2011/03/03,753936
2011/03/04,679416
2011/03/05,561836
2011/03/06,457670
2011/03/07,358069
2011/03/08,251271
2011/03/09,183093
2011/03/10,211960
2011/03/11,216238
2011/03/12,202835
2011/03/13,199370
2011/03/14,195656
2011/03/15,172218
2011/03/16,157095
2011/03/17,145137
2011/03/18,141301
2011/03/19,127608
2011/03/20,118858
2011/03/21,115566
2011/03/22,126133
2011/03/23,147476
2011/03/24,166677
2011/03/25,191966
2011/03/26,220322
2011/03/27,202667
2011/03/28,181973
2011/03/29,155952
2011/03/30,134795
2011/03/31,120556
2011/04/01,98322
2011/04/02,86111
2011/04/03,78552
2011/04/04,83338
2011/04/05,83055
2011/04/06,77915
2011/04/07,78415
2011/04/08,83427
2011/04/09,89323
2011/04/10,83689
2011/04/11,78681
2011/04/12,87040
2011/04/13,105672
2011/04/14,116559
2011/04/15,115178
2011/04/16,175889
2011/04/17,491585
2011/04/18,445174
2011/04/19,1133007
2011/04/20,2318051
2011/04/21,2060996
2011/04/22,1715575
2011/04/23,1378898
2011/04/24,1024954
2011/04/25,710404
2011/04/26,431651
2011/04/27,291507
2011/04/28,294095
2011/04/29,722082
2011/04/30,917207
2011/05/01,883137
2011/05/02,797882
2011/05/03,765940
2011/05/04,807959
2011/05/05,724831
2011/05/06,737953
2011/05/07,745690
2011/05/08,1072861
2011/05/09,997027
2011/05/10,1449965
2011/05/11,1393885
2011/05/12,1394073
2011/05/13,1884916
2011/05/14,4892649
2011/05/15,4562554
2011/05/16,4203065
2011/05/17,3674899
2011/05/18,3096984
2011/05/19,2497528
2011/05/20,2126499
2011/05/21,2235605
2011/05/22,3129199
2011/05/23,3282850
2011/05/24,3250587
2011/05/25,3297141
2011/05/26,3402522
2011/05/27,3698889
2011/05/28,3227966
2011/05/29,2910082
2011/05/30,2739155
2011/05/31,2632460
2011/06/01,2537502
2011/06/02,2734065
2011/06/03,3936914
2011/06/04,5095472
2011/06/05,6527659
2011/06/06,8884056
2011/06/07,9928824
2011/06/08,13170007
2011/06/09,16140900
2011/06/10,18846936
2011/06/11,21980902
2011/06/12,24873581
2011/06/13,25501667
2011/06/14,27205387
2011/06/15,41220007
2011/06/16,72541785
2011/06/17,65390285
2011/06/18,56956233
2011/06/19,63234164
2011/06/20,53864009
2011/06/21,52964631
2011/06/22,42674116
2011/06/23,35787259
2011/06/24,47021703
2011/06/25,81529922
2011/06/26,81884390
2011/06/27,73173345
2011/06/28,85321129
2011/06/29,78167291
2011/06/30,64571372
2011/07/01,49278758
2011/07/02,35234392
2011/07/03,26086979
2011/07/04,21841710
2011/07/05,14397952
2011/07/06,11494750
2011/07/07,9731752
2011/07/08,7996404
2011/07/09,13062781
2011/07/10,18968481
2011/07/11,18705201
2011/07/12,18733892
2011/07/13,19641497
2011/07/14,21862752
2011/07/15,18715128
2011/07/16,17649723
2011/07/17,14629564
2011/07/18,21711155
2011/07/19,26088784
2011/07/20,22203306
2011/07/21,21443138
2011/07/22,21732301
2011/07/23,18337215
2011/07/24,15066005
2011/07/25,14945652
2011/07/26,14773440
2011/07/27,15641069
2011/07/28,23347075
2011/07/29,20760768
2011/07/30,17368644
2011/07/31,15015655
2011/08/01,12435455
2011/08/02,9778928
2011/08/03,7368587
2011/08/04,5144502
2011/08/05,4933349
2011/08/06,4379862
2011/08/07,3757704
2011/08/08,4703031
2011/08/09,9095209
2011/08/10,10205783
2011/08/11,9403542
2011/08/12,8165652
2011/08/13,6938473
2011/08/14,6143418
2011/08/15,5010206
2011/08/16,4116499
2011/08/17,3763913
2011/08/18,3899515
2011/08/19,4519493
2011/08/20,4116217
2011/08/21,3769313
2011/08/22,3561644
2011/08/23,3817742
2011/08/24,4366775
2011/08/25,4257577
2011/08/26,3828459
2011/08/27,8586231
2011/08/28,7359648
2011/08/29,6303610
2011/08/30,5269837
2011/08/31,4367962
2011/09/01,3717541
2011/09/02,2967764
2011/09/03,2174511
2011/09/04,5260515
2011/09/05,8724192
2011/09/06,12870687
2011/09/07,11687911
2011/09/08,9989033
2011/09/09,8203338
2011/09/10,6157240
2011/09/11,5156673
2011/09/12,4064561
2011/09/13,3062712
2011/09/14,2701924
2011/09/15,2397916
2011/09/16,2561057
2011/09/17,2300487
2011/09/18,1972650
2011/09/19,1860457
2011/09/20,1884044
2011/09/21,1979338
2011/09/22,1903053
2011/09/23,1865227
2011/09/24,1722805
2011/09/25,1673617
2011/09/26,1586982
2011/09/27,1674705
2011/09/28,1666761
2011/09/29,1646698
2011/09/30,1593504
2011/10/01,1727251
2011/10/02,1702531
2011/10/03,1783341
2011/10/04,1854726
2011/10/05,1901654
2011/10/06,2079839
2011/10/07,2013944
2011/10/08,1803011
2011/10/09,1639575
2011/10/10,1506773
2011/10/11,1410020
2011/10/12,1330956
2011/10/13,1264759
2011/10/14,1209777
2011/10/15,1272622
2011/10/16,1193079
2011/10/17,1253425
2011/10/18,1149002
2011/10/19,1029032
2011/10/20,920992
2011/10/21,1009642
2011/10/22,1146398
2011/10/23,1315263
2011/10/24,1271305
2011/10/25,1232994
2011/10/26,1234373
2011/10/27,1292248
2011/10/28,1304858
2011/10/29,1333875
2011/10/30,1179177
2011/10/31,1196398
2011/11/01,1319432
2011/11/02,1312710
2011/11/03,1260680
2011/11/04,1249972
2011/11/05,1152939
2011/11/06,1026206
2011/11/07,932547
2011/11/08,1500819
2011/11/09,1901335
2011/11/10,1769739
2011/11/11,1604613
2011/11/12,1428063
2011/11/13,1238847
2011/11/14,1091966
2011/11/15,911745
2011/11/16,1860486
2011/11/17,3471517
2011/11/18,5598537
2011/11/19,6779090
2011/11/20,6356699
2011/11/21,5947351
2011/11/22,6559429
2011/11/23,5750616
2011/11/24,4982480
2011/11/25,4135457
2011/11/26,3902042
2011/11/27,3961290
2011/11/28,5400447
2011/11/29,6704928
2011/11/30,9999449
2011/12/01,9669793
2011/12/02,11870237
2011/12/03,11907678
2011/12/04,11211033
2011/12/05,10419684
2011/12/06,12666395
2011/12/07,13683184
2011/12/08,13970593
2011/12/09,12068097
2011/12/10,9910258
2011/12/11,7842075
2011/12/12,5879076
2011/12/13,3828685
2011/12/14,2459182
2011/12/15,1730737
2011/12/16,1469495
2011/12/17,1262925
2011/12/18,1106690
2011/12/19,1150918
2011/12/20,1312124
2011/12/21,1519947
2011/12/22,1548608
2011/12/23,1412624
2011/12/24,1333925
2011/12/25,1244577
2011/12/26,1557551
2011/12/27,1792814
2011/12/28,1607462
2011/12/29,1711338
2011/12/30,1568084
2011/12/31,1413498
2012/01/01,1387461
2012/01/02,1263653
2012/01/03,1180884
2012/01/04,1340920
2012/01/05,1993701
2012/01/06,2420554
2012/01/07,2310635
2012/01/08,2283513
2012/01/09,2350160
2012/01/10,2271466
2012/01/11,2188654
2012/01/12,2045885
2012/01/13,2058546
2012/01/14,2017779
2012/01/15,1885398
2012/01/16,2000544
2012/01/17,2043311
2012/01/18,1976675
2012/01/19,1969608
2012/01/20,1927190
2012/01/21,1772152
2012/01/22,1595884
2012/01/23,1473329
2012/01/24,1539674
2012/01/25,1656214
2012/01/26,1735391
2012/01/27,1719330
2012/01/28,1573923
2012/01/29,1556472
2012/01/30,1490105
2012/01/31,1439976
2012/02/01,1583008
2012/02/02,1656961
2012/02/03,1734130
2012/02/04,1771283
2012/02/05,1770951
2012/02/06,1706947
2012/02/07,1631933
2012/02/08,1529053
2012/02/09,1410865
2012/02/10,1415824
2012/02/11,1611100
2012/02/12,1583252
2012/02/13,1695653
2012/02/14,2869192
2012/02/15,3715258
2012/02/16,4646570
2012/02/17,4710881
2012/02/18,4388641
2012/02/19,3716053
2012/02/20,3110212
2012/02/21,2460450
2012/02/22,2410178
2012/02/23,2399636
2012/02/24,2427065
2012/02/25,2277084
2012/02/26,2071680
2012/02/27,1925867
2012/02/28,1778181
2012/02/29,1581528
2012/03/01,1880561
2012/03/02,2034348
2012/03/03,1975519
2012/03/04,2256550
2012/03/05,2141166
2012/03/06,1999282
2012/03/07,1872347
2012/03/08,1919929
2012/03/09,2063994
2012/03/10,1958761
2012/03/11,1874138
2012/03/12,2045377
2012/03/13,2134708
2012/03/14,2312997
2012/03/15,2322268
2012/03/16,2359904
2012/03/17,2345912
2012/03/18,2183014
2012/03/19,2101831
2012/03/20,2070058
2012/03/21,2061150
2012/03/22,2359805
2012/03/23,2801351
2012/03/24,3073279
2012/03/25,2816946
2012/03/26,2706784
2012/03/27,2645687
2012/03/28,2727965
2012/03/29,3383510
2012/03/30,3704624
2012/03/31,3882178
2012/04/01,3733456
2012/04/02,3657422
2012/04/03,3710422
2012/04/04,3595074
2012/04/05,3707676
2012/04/06,3431428
2012/04/07,2919548
2012/04/08,3581512
2012/04/09,4629475
2012/04/10,4534445
2012/04/11,5270409
2012/04/12,5613773
2012/04/13,5361429
2012/04/14,5255849
2012/04/15,5393610
2012/04/16,5925848
2012/04/17,5861065
2012/04/18,5634152
2012/04/19,5064788
2012/04/20,7457975
2012/04/21,7355812
2012/04/22,6813715
2012/04/23,6070930
2012/04/24,5423758
2012/04/25,5192619
2012/04/26,6031770
2012/04/27,6153354
2012/04/28,5787095
2012/04/29,5587242
2012/04/30,5524793
2012/05/01,5409734
2012/05/02,5255932
2012/05/03,5271482
2012/05/04,5297889
2012/05/05,5481270
2012/05/06,4913850
2012/05/07,6332935
2012/05/08,9707378
2012/05/09,10604149
2012/05/10,9803704
2012/05/11,9414598
2012/05/12,11043437
2012/05/13,10223517
2012/05/14,10265787
2012/05/15,12125501
2012/05/16,13663807
2012/05/17,15024844
2012/05/18,13991759
2012/05/19,12065510
2012/05/20,11485268
2012/05/21,13088254
2012/05/22,14734368
2012/05/23,13444527
2012/05/24,11565378
2012/05/25,11783256
2012/05/26,14930340
2012/05/27,13840633
2012/05/28,12904884
2012/05/29,13606494
2012/05/30,13464670
2012/05/31,16321095
2012/06/01,16208593
2012/06/02,14713100
2012/06/03,13370149
2012/06/04,15922484
2012/06/05,17975491
2012/06/06,17084666
2012/06/07,19417519
2012/06/08,22655732
2012/06/09,19630262
2012/06/10,19286006
2012/06/11,18286696
2012/06/12,16990327
2012/06/13,15948158
2012/06/14,18525553
2012/06/15,19222184
2012/06/16,21139949
2012/06/17,18392941
2012/06/18,17679687
2012/06/19,16471103
2012/06/20,14698038
2012/06/21,11970131
2012/06/22,12048333
2012/06/23,13501422
2012/06/24,13292576
2012/06/25,12817091
2012/06/26,12353787
2012/06/27,12478445
2012/06/28,15050538
2012/06/29,15476484
2012/06/30,13974422
2012/07/01,12768311
2012/07/02,11362748
2012/07/03,10525891
2012/07/04,11071125
2012/07/05,11181119
2012/07/06,10604857
2012/07/07,14949921
2012/07/08,13082666
2012/07/09,13619684
2012/07/10,14084772
2012/07/11,12560077
2012/07/12,11704103
2012/07/13,13109100
2012/07/14,14173364
2012/07/15,13444345
2012/07/16,14264087
2012/07/17,16177636
2012/07/18,15978104
2012/07/19,14681257
2012/07/20,14247115
2012/07/21,15601834
2012/07/22,15361473
2012/07/23,15880938
2012/07/24,15505724
2012/07/25,13872852
2012/07/26,15272121
2012/07/27,16107729
2012/07/28,15791835
2012/07/29,14238963
2012/07/30,12542861
2012/07/31,15947036
2012/08/01,17337962
2012/08/02,17405087
2012/08/03,16928690
2012/08/04,16547464
2012/08/05,17753262
2012/08/06,18564513
2012/08/07,18915182
2012/08/08,18666161
2012/08/09,17952034
2012/08/10,18050064
2012/08/11,17764213
2012/08/12,17526791
2012/08/13,18293794
2012/08/14,18104168
2012/08/15,19049237
2012/08/16,21110779
2012/08/17,24460280
2012/08/18,25072349
2012/08/19,33646770
2012/08/20,47974044
2012/08/21,51914523
2012/08/22,59981145
2012/08/23,65931779
2012/08/24,79898844
2012/08/25,73967800
2012/08/26,64435657
2012/08/27,63901385
2012/08/28,65666373
2012/08/29,88259496
2012/08/30,98924264
2012/08/31,100164258
2012/09/01,100588440
2012/09/02,92639121
2012/09/03,78347095
2012/09/04,72385652
2012/09/05,74444120
2012/09/06,114619621
2012/09/07,141062309
2012/09/08,133471807
2012/09/09,115803447
2012/09/10,140365179
2012/09/11,163286194
2012/09/12,154441436
2012/09/13,177761652
2012/09/14,188958374
2012/09/15,168228210
2012/09/16,168546540
2012/09/17,161946675
2012/09/18,157677187
2012/09/19,213856287
2012/09/20,212897820
2012/09/21,244635993
2012/09/22,237754308
2012/09/23,205621746
2012/09/24,176754769
2012/09/25,130728557
2012/09/26,89433631
2012/09/27,60249634
2012/09/28,41297472
2012/09/29,28686702
2012/09/30,22374333
2012/10/01,19422149
2012/10/02,20517810
2012/10/03,19264774
2012/10/04,17977745
2012/10/05,21308775
2012/10/06,22398322
2012/10/07,22366586
2012/10/08,21922796
2012/10/09,20293559
2012/10/10,17595503
2012/10/11,16240555
2012/10/12,19052312
2012/10/13,22157509
2012/10/14,20968332
2012/10/15,18367819
2012/10/16,21781370
2012/10/17,26327928
2012/10/18,30030436
2012/10/19,30744033
2012/10/20,31401449
2012/10/21,31019811
2012/10/22,30017273
2012/10/23,29368870
2012/10/24,26807007
2012/10/25,23405107
2012/10/26,19527541
2012/10/27,17960325
2012/10/28,15063634
2012/10/29,13014697
2012/10/30,19968028
2012/10/31,25663241
2012/11/01,27367796
2012/11/02,23838512
2012/11/03,23141718
2012/11/04,23283978
2012/11/05,23072611
2012/11/06,21289233
2012/11/07,20284836
2012/11/08,18651249
2012/11/09,16281767
2012/11/10,12703934
2012/11/11,9643111
2012/11/12,7489780
2012/11/13,6961249
2012/11/14,8077604
2012/11/15,13178239
2012/11/16,20969133
2012/11/17,24814771
2012/11/18,25997036
2012/11/19,24450810
2012/11/20,23074323
2012/11/21,19534255
2012/11/22,17730757
2012/11/23,15512029
2012/11/24,14399761
2012/11/25,12695657
2012/11/26,12544017
2012/11/27,13331361
2012/11/28,15491993
2012/11/29,15295983
2012/11/30,14000845
2012/12/01,12311250
2012/12/02,12116220
2012/12/03,13978202
2012/12/04,18251041
2012/12/05,23348206
2012/12/06,29224981
2012/12/07,30276119
2012/12/08,27185300
2012/12/09,25174215
2012/12/10,21637379
2012/12/11,20278644
2012/12/12,26069405
2012/12/13,32493412
2012/12/14,35420461
2012/12/15,33592894
2012/12/16,31853422
2012/12/17,29789060
2012/12/18,29290665
2012/12/19,24384063
2012/12/20,20039580
2012/12/21,19633400
2012/12/22,18838703
2012/12/23,16540149
2012/12/24,15224415
2012/12/25,12801607
2012/12/26,11260583
2012/12/27,10490295
2012/12/28,10661931
2012/12/29,10966074
2012/12/30,10715957
2012/12/31,11979582
2013/01/01,13976035
2013/01/02,16816529
2013/01/03,18344980
2013/01/04,21627168
2013/01/05,23660389
2013/01/06,21859802
2013/01/07,21146522
2013/01/08,22609031
2013/01/09,22374753
2013/01/10,21009727
2013/01/11,19831897
2013/01/12,17736827
2013/01/13,16018770
2013/01/14,15206363
2013/01/15,17727204
2013/01/16,21044501
2013/01/17,22794611
2013/01/18,23826277
2013/01/19,24068169
2013/01/20,22618993
2013/01/21,21035574
2013/01/22,20731577
2013/01/23,24851336
2013/01/24,24864453
2013/01/25,25086046
2013/01/26,24535214
2013/01/27,24702279
2013/01/28,25512222
2013/01/29,29517262
2013/01/30,30332638
2013/01/31,30631185
2013/02/01,32133098
2013/02/02,30545020
2013/02/03,29072915
2013/02/04,28883445
2013/02/05,30732884
2013/02/06,32186731
2013/02/07,33090019
2013/02/08,36446139
2013/02/09,37159427
2013/02/10,35879895
2013/02/11,34260681
2013/02/12,32170340
2013/02/13,29958950
2013/02/14,30653162
2013/02/15,30447744
2013/02/16,30791792
2013/02/17,30018159
2013/02/18,30084262
2013/02/19,31500581
2013/02/20,31517939
2013/02/21,30649123
2013/02/22,33783877
2013/02/23,33251407
2013/02/24,36673315
2013/02/25,40697109
2013/02/26,40984536
2013/02/27,42098176
2013/02/28,43028679
2013/03/01,44274008
2013/03/02,45016168
2013/03/03,40228042
2013/03/04,37119702
2013/03/05,44171111
2013/03/06,53438771
2013/03/07,55394662
2013/03/08,54457141
2013/03/09,51722277
2013/03/10,52113878
2013/03/11,49193682
2013/03/12,51001578
2013/03/13,52501647
2013/03/14,50627010
2013/03/15,95313338
2013/03/16,101157779
2013/03/17,89144260
2013/03/18,111455389
2013/03/19,109955549
2013/03/20,109501510
2013/03/21,111387622
2013/03/22,102457139
2013/03/23,96554903
2013/03/24,86238280
2013/03/25,85017270
2013/03/26,90554138
2013/03/27,117256249
2013/03/28,126187547
2013/03/29,127632263
2013/03/30,137062669
2013/03/31,138753006
2013/04/01,136938285
2013/04/02,166336248
2013/04/03,189257322
2013/04/04,203847003
2013/04/05,215636176
2013/04/06,205979044
2013/04/07,188502958
2013/04/08,191849307
2013/04/09,220832858
2013/04/10,274515108
2013/04/11,261720548
2013/04/12,236639949
2013/04/13,204864821
2013/04/14,165645190
2013/04/15,132814566
2013/04/16,116551920
2013/04/17,107727783
2013/04/18,215717512
2013/04/19,221649178
2013/04/20,204454862
2013/04/21,186247698
2013/04/22,184475647
2013/04/23,181004412
2013/04/24,190290618
2013/04/25,189654664
2013/04/26,183068717
2013/04/27,164951209
2013/04/28,139172774
2013/04/29,126630978
2013/04/30,108440601
2013/05/01,101369522
2013/05/02,94288562
2013/05/03,87097011
2013/05/04,75559509
2013/05/05,69835076
2013/05/06,70967380
2013/05/07,75873264
2013/05/08,76344978
2013/05/09,73304756
2013/05/10,75109255
2013/05/11,73428559
2013/05/12,67664710
2013/05/13,67936512
2013/05/14,68081005
2013/05/15,67247819
2013/05/16,66660690
2013/05/17,68676724
2013/05/18,68671923
2013/05/19,62738200
2013/05/20,60138899
2013/05/21,61624672
2013/05/22,65089317
2013/05/23,67507316
2013/05/24,72742127
2013/05/25,76258587
2013/05/26,70219144
2013/05/27,71611410
2013/05/28,73273765
2013/05/29,75912610
2013/05/30,75286648
2013/05/31,75310593
2013/06/01,70697373
2013/06/02,64989146
2013/06/03,68419973
2013/06/04,68124278
2013/06/05,69164475
2013/06/06,72832039
2013/06/07,73016076
2013/06/08,65555455
2013/06/09,65774553
2013/06/10,60308478
2013/06/11,58722785
2013/06/12,56881453
2013/06/13,56952351
2013/06/14,60250147
2013/06/15,55649177
2013/06/16,53219872
2013/06/17,53471306
2013/06/18,55192543
2013/06/19,55392077
2013/06/20,59389045
2013/06/21,62050713
2013/06/22,57970019
2013/06/23,51357656
2013/06/24,51568099
2013/06/25,54237617
2013/06/26,54409420
2013/06/27,52824783
2013/06/28,53870276
2013/06/29,51833016
2013/06/30,47558145
2013/07/01,52073724
2013/07/02,53070041
2013/07/03,55899254
2013/07/04,58752629
2013/07/05,61861227
2013/07/06,58580873
2013/07/07,55070905
2013/07/08,55148953
2013/07/09,60809266
2013/07/10,65265036
2013/07/11,70154120
2013/07/12,74795697
2013/07/13,76420639
2013/07/14,70319651
2013/07/15,67049340
2013/07/16,69091941
2013/07/17,73012217
2013/07/18,74911144
2013/07/19,72819106
2013/07/20,64924403
2013/07/21,58376132
2013/07/22,60131805
2013/07/23,63085442
2013/07/24,64752561
2013/07/25,65567042
2013/07/26,66421376
2013/07/27,60610714
2013/07/28,58026456
2013/07/29,58492615
2013/07/30,65324833
2013/07/31,68503830
2013/08/01,78847203
2013/08/02,81562555
2013/08/03,78272108
2013/08/04,70647434
2013/08/05,70830101
2013/08/06,68984042
2013/08/07,68871735
2013/08/08,66805766
2013/08/09,63776182
2013/08/10,59248100
2013/08/11,53303416
2013/08/12,56918752
2013/08/13,71515211
2013/08/14,85754311
2013/08/15,85607062
2013/08/16,91729653
2013/08/17,93558076
2013/08/18,89823396
2013/08/19,91728123
2013/08/20,90486820
2013/08/21,99345654
2013/08/22,96656918
2013/08/23,93751479
2013/08/24,84446708
2013/08/25,76202799
2013/08/26,72529815
2013/08/27,75745477
2013/08/28,75714471
2013/08/29,75838468
2013/08/30,80656795
2013/08/31,81262258
2013/09/01,78738296
2013/09/02,78233585
2013/09/03,83258317
2013/09/04,86732141
2013/09/05,86701945
2013/09/06,84088031
2013/09/07,80410818
2013/09/08,70656985
2013/09/09,67240652
2013/09/10,64822690
2013/09/11,65468075
2013/09/12,67658161
2013/09/13,69368775
2013/09/14,67931317
2013/09/15,62872571
2013/09/16,65733917
2013/09/17,66832493
2013/09/18,71093384
2013/09/19,77582738
2013/09/20,80051512
2013/09/21,74372946
2013/09/22,69838644
2013/09/23,79310739
2013/09/24,85846921
2013/09/25,87187596
2013/09/26,86805755
2013/09/27,85765215
2013/09/28,80734908
2013/09/29,75261398
2013/09/30,77897645
2013/10/01,89170157
2013/10/02,98711080
2013/10/03,98888984
2013/10/04,97557134
2013/10/05,86478143
2013/10/06,75528786
2013/10/07,73197476
2013/10/08,71173323
2013/10/09,75915580
2013/10/10,77562673
2013/10/11,81118370
2013/10/12,81577580
2013/10/13,81848199
2013/10/14,87840659
2013/10/15,94075483
2013/10/16,103544875
2013/10/17,106571587
2013/10/18,112942510
2013/10/19,122980082
2013/10/20,120810735
2013/10/21,131415276
2013/10/22,148941044
2013/10/23,162614526
2013/10/24,169779523
2013/10/25,246617263
2013/10/26,222160768
2013/10/27,192069440
2013/10/28,169783819
2013/10/29,201086038
2013/10/30,181231213
2013/10/31,160915728
2013/11/01,140147785
2013/11/02,129650435
2013/11/03,119749313
2013/11/04,130341259
2013/11/05,147257248
2013/11/06,162927720
2013/11/07,198783708
2013/11/08,226287198
2013/11/09,243569969
2013/11/10,238266754
2013/11/11,226785764
2013/11/12,247822607
2013/11/13,283999604
2013/11/14,310031155
2013/11/15,482072614
2013/11/16,531271719
2013/11/17,542025297
2013/11/18,674033861
2013/11/19,831533953
2013/11/20,849320339
2013/11/21,957819282
2013/11/22,1120995497
2013/11/23,1144092879
2013/11/24,1135790984
2013/11/25,1105612241
2013/11/26,1604190065
2013/11/27,1966479382
2013/11/28,2298828461
2013/11/29,2424287009
2013/11/30,2378113934
2013/12/01,2158384478
2013/12/02,1914182961
2013/12/03,1627853138
2013/12/04,1464472399
2013/12/05,1376542963
2013/12/06,1246367091
2013/12/07,1328531122
2013/12/08,1220815068
2013/12/09,1159466603
2013/12/10,1040583048
2013/12/11,988563206
2013/12/12,905510992
2013/12/13,848409764
2013/12/14,736059124
2013/12/15,627727963
2013/12/16,843213226
2013/12/17,901541478
2013/12/18,954886035
2013/12/19,940848963
2013/12/20,870144864
2013/12/21,802819775
2013/12/22,728933071
2013/12/23,618366593
2013/12/24,577715916
2013/12/25,553737162
2013/12/26,512337852
2013/12/27,485682741
2013/12/28,464919090
2013/12/29,490579355
2013/12/30,510279442
2013/12/31,465743011
2014/01/01,443990746
2014/01/02,457676708
2014/01/03,511879708
2014/01/04,512638696
2014/01/05,581462371
2014/01/06,672302662
2014/01/07,723886792
2014/01/08,707997933
2014/01/09,645403391
2014/01/10,586618188
2014/01/11,511798776
2014/01/12,442468484
2014/01/13,404554371
2014/01/14,428577408
2014/01/15,435670841
2014/01/16,445211508
2014/01/17,413234675
2014/01/18,378381889
2014/01/19,388560737
2014/01/20,439980789
2014/01/21,448644203
2014/01/22,432029832
2014/01/23,426350920
2014/01/24,465477958
2014/01/25,441116856
2014/01/26,404533018
2014/01/27,476671605
2014/01/28,477802375
2014/01/29,452558052
2014/01/30,440198029
2014/01/31,404008728
