Date,size14sma
2010/07/17,601.202
2010/07/18,627.801
2010/07/19,661.663
2010/07/20,716.585
2010/07/21,730.994
2010/07/22,747.235
2010/07/23,762.791
2010/07/24,847.463
2010/07/25,1042
2010/07/26,1048
2010/07/27,1065
2010/07/28,1106
2010/07/29,1219
2010/07/30,1220
2010/07/31,1201
2010/08/01,1172
2010/08/02,1143
2010/08/03,1126
2010/08/04,1116
2010/08/05,1142
2010/08/06,1158
2010/08/07,1095
2010/08/08,902.154
2010/08/09,942.496
2010/08/10,922.178
2010/08/11,713.049
2010/08/12,570.799
2010/08/13,586.375
2010/08/14,587.912
2010/08/15,585.906
2010/08/16,629.655
2010/08/17,618.986
2010/08/18,727.304
2010/08/19,705.571
2010/08/20,694.051
2010/08/21,686.797
2010/08/22,682.751
2010/08/23,605.89
2010/08/24,631.627
2010/08/25,625.813
2010/08/26,633.151
2010/08/27,607.269
2010/08/28,615.502
2010/08/29,616.197
2010/08/30,589.169
2010/08/31,610.693
2010/09/01,531.342
2010/09/02,530.223
2010/09/03,523.89
2010/09/04,514.603
2010/09/05,519.859
2010/09/06,521.129
2010/09/07,494.818
2010/09/08,505.2
2010/09/09,516.07
2010/09/10,522.228
2010/09/11,514.959
2010/09/12,535.44
2010/09/13,542.965
2010/09/14,515.926
2010/09/15,506.86
2010/09/16,502.832
2010/09/17,518.501
2010/09/18,521.586
2010/09/19,518.982
2010/09/20,532.304
2010/09/21,609.996
2010/09/22,658.78
2010/09/23,667.274
2010/09/24,670.988
2010/09/25,690.384
2010/09/26,682.186
2010/09/27,695.103
2010/09/28,739.652
2010/09/29,841.969
2010/09/30,856.353
2010/10/01,883.394
2010/10/02,980.84
2010/10/03,1011
2010/10/04,1027
2010/10/05,987.596
2010/10/06,949.517
2010/10/07,937.722
2010/10/08,955.666
2010/10/09,964.785
2010/10/10,967.996
2010/10/11,946.489
2010/10/12,909.113
2010/10/13,814.085
2010/10/14,800.932
2010/10/15,759.978
2010/10/16,670.844
2010/10/17,638.633
2010/10/18,625.924
2010/10/19,637.6
2010/10/20,648.885
2010/10/21,670.556
2010/10/22,698.991
2010/10/23,698.82
2010/10/24,710.076
2010/10/25,710.105
2010/10/26,705.611
2010/10/27,708.441
2010/10/28,719.824
2010/10/29,733.973
2010/10/30,727.316
2010/10/31,731.146
2010/11/01,720.189
2010/11/02,669.103
2010/11/03,644.302
2010/11/04,611.575
2010/11/05,571.799
2010/11/06,545.092
2010/11/07,526.522
2010/11/08,539.92
2010/11/09,533.541
2010/11/10,507.805
2010/11/11,492.246
2010/11/12,473.533
2010/11/13,471.385
2010/11/14,472.801
2010/11/15,1059
2010/11/16,1809
2010/11/17,1808
