Date,sentbyaddress
2018/03/27,271228
2018/03/28,258297
2018/03/29,287598
2018/03/30,291035
2018/03/31,220797
2018/04/01,206387
2018/04/02,246937
2018/04/03,284432
2018/04/04,277867
2018/04/05,259993
2018/04/06,293641
2018/04/07,217579
2018/04/08,202421
2018/04/09,258573
2018/04/10,276907
2018/04/11,270337
2018/04/12,299879
2018/04/13,333113
2018/04/14,244735
2018/04/15,269983
2018/04/16,290607
2018/04/17,302472
2018/04/18,310360
2018/04/19,337332
2018/04/20,340884
2018/04/21,294358
2018/04/22,261505
2018/04/23,331041
2018/04/24,367809
2018/04/25,323457
2018/04/26,328935
2018/04/27,339430
2018/04/28,300783
2018/04/29,282875
2018/04/30,330033
2018/05/01,325491
2018/05/02,321446
2018/05/03,347085
2018/05/04,346532
2018/05/05,306916
2018/05/06,263695
2018/05/07,310146
2018/05/08,332058
2018/05/09,317641
2018/05/10,323452
2018/05/11,350948
2018/05/12,299097
2018/05/13,252832
2018/05/14,324113
2018/05/15,332794
2018/05/16,318685
2018/05/17,297192
2018/05/18,345068
2018/05/19,264757
2018/05/20,253673
2018/05/21,307425
2018/05/22,306102
2018/05/23,336212
2018/05/24,308952
2018/05/25,314824
2018/05/26,246235
2018/05/27,232294
2018/05/28,281734
2018/05/29,302240
2018/05/30,305672
2018/05/31,311574
2018/06/01,358172
2018/06/02,262542
2018/06/03,250918
2018/06/04,309209
2018/06/05,313199
2018/06/06,306657
2018/06/07,298396
2018/06/08,322562
2018/06/09,257158
2018/06/10,268821
2018/06/11,305167
2018/06/12,305169
2018/06/13,310270
2018/06/14,300055
2018/06/15,319708
2018/06/16,236918
2018/06/17,221941
2018/06/18,293509
2018/06/19,284587
2018/06/20,292501
2018/06/21,288655
2018/06/22,313575
2018/06/23,253172
2018/06/24,238618
2018/06/25,288105
2018/06/26,281619
2018/06/27,279473
2018/06/28,278808
2018/06/29,312160
2018/06/30,259649
2018/07/01,233818
2018/07/02,297658
2018/07/03,316366
2018/07/04,302945
2018/07/05,292697
2018/07/06,345926
2018/07/07,247309
2018/07/08,236917
2018/07/09,298534
2018/07/10,310399
2018/07/11,294333
2018/07/12,288489
2018/07/13,332741
2018/07/14,258527
2018/07/15,244735
2018/07/16,307832
2018/07/17,347433
2018/07/18,354411
2018/07/19,334321
2018/07/20,349367
2018/07/21,278248
2018/07/22,259294
2018/07/23,337411
2018/07/24,373162
2018/07/25,366994
2018/07/26,336121
2018/07/27,354144
2018/07/28,277322
2018/07/29,258120
2018/07/30,338738
2018/07/31,350430
2018/08/01,346347
2018/08/02,332219
2018/08/03,365863
2018/08/04,294280
2018/08/05,259845
2018/08/06,319567
2018/08/07,336628
2018/08/08,347122
2018/08/09,325293
2018/08/10,388720
2018/08/11,308359
2018/08/12,274605
2018/08/13,353670
2018/08/14,400997
2018/08/15,399044
2018/08/16,375807
2018/08/17,398786
2018/08/18,311152
2018/08/19,289665
2018/08/20,360700
2018/08/21,350373
2018/08/22,384466
2018/08/23,348837
2018/08/24,377112
2018/08/25,329328
2018/08/26,289665
2018/08/27,364359
2018/08/28,386349
2018/08/29,399720
2018/08/30,367183
2018/08/31,400302
2018/09/01,345422
2018/09/02,300138
2018/09/03,353799
2018/09/04,368218
2018/09/05,391342
2018/09/06,397271
2018/09/07,407249
2018/09/08,329828
2018/09/09,304565
2018/09/10,355359
2018/09/11,371939
2018/09/12,364603
2018/09/13,368700
2018/09/14,369629
2018/09/15,334501
2018/09/16,288325
2018/09/17,372434
2018/09/18,374845
2018/09/19,377146
2018/09/20,395059
2018/09/21,446512
2018/09/22,357775
2018/09/23,314240
2018/09/24,366739
2018/09/25,385340
2018/09/26,374935
2018/09/27,381688
2018/09/28,410622
2018/09/29,341246
2018/09/30,320355
2018/10/01,376533
2018/10/02,378327
2018/10/03,375458
2018/10/04,387022
2018/10/05,410781
2018/10/06,350165
2018/10/07,352359
2018/10/08,371263
2018/10/09,359464
2018/10/10,379195
2018/10/11,397132
2018/10/12,394978
2018/10/13,320646
2018/10/14,296683
2018/10/15,395341
2018/10/16,385557
2018/10/17,386912
2018/10/18,379011
2018/10/19,392887
2018/10/20,341471
2018/10/21,311580
2018/10/22,379521
2018/10/23,374427
2018/10/24,371663
2018/10/25,371084
2018/10/26,390481
2018/10/27,337030
2018/10/28,319437
2018/10/29,387488
2018/10/30,399667
2018/10/31,404384
2018/11/01,400937
2018/11/02,440762
2018/11/03,364285
2018/11/04,326880
2018/11/05,421388
2018/11/06,409407
2018/11/07,408338
2018/11/08,389692
2018/11/09,419459
2018/11/10,350669
2018/11/11,327589
2018/11/12,395198
2018/11/13,382180
2018/11/14,405842
2018/11/15,406523
2018/11/16,410160
2018/11/17,334661
2018/11/18,302074
2018/11/19,366022
2018/11/20,426623
2018/11/21,366816
2018/11/22,354782
2018/11/23,366399
2018/11/24,315002
2018/11/25,313928
2018/11/26,357244
2018/11/27,352000
2018/11/28,353761
2018/11/29,356327
2018/11/30,361449
2018/12/01,326499
2018/12/02,286816
2018/12/03,335694
2018/12/04,389168
2018/12/05,347284
2018/12/06,380955
2018/12/07,384328
2018/12/08,304682
2018/12/09,288600
2018/12/10,347389
2018/12/11,342857
2018/12/12,346319
2018/12/13,350275
2018/12/14,370201
2018/12/15,324051
2018/12/16,291162
2018/12/17,373503
2018/12/18,369457
2018/12/19,393812
2018/12/20,377916
2018/12/21,388449
2018/12/22,312429
2018/12/23,294048
2018/12/24,328420
2018/12/25,278015
2018/12/26,311923
2018/12/27,342792
2018/12/28,380252
2018/12/29,338764
2018/12/30,309573
2018/12/31,310623
2019/01/01,244461
2019/01/02,329358
2019/01/03,355235
2019/01/04,358511
2019/01/05,308909
2019/01/06,306803
2019/01/07,350146
2019/01/08,362924
2019/01/09,361911
2019/01/10,381926
2019/01/11,381982
2019/01/12,320388
2019/01/13,293128
2019/01/14,354741
2019/01/15,363860
2019/01/16,389465
2019/01/17,368724
2019/01/18,387309
2019/01/19,321738
2019/01/20,303473
2019/01/21,353639
2019/01/22,358780
2019/01/23,379981
2019/01/24,374322
2019/01/25,388203
2019/01/26,355186
2019/01/27,306429
2019/01/28,380863
2019/01/29,381334
2019/01/30,369684
2019/01/31,387745
2019/02/01,403062
2019/02/02,338041
2019/02/03,312514
2019/02/04,365594
2019/02/05,396257
2019/02/06,385779
2019/02/07,381522
2019/02/08,411278
2019/02/09,339595
2019/02/10,301331
2019/02/11,365089
2019/02/12,379933
2019/02/13,433948
2019/02/14,380066
2019/02/15,378340
2019/02/16,361506
2019/02/17,312544
2019/02/18,402898
2019/02/19,426345
2019/02/20,415350
2019/02/21,393786
2019/02/22,431439
2019/02/23,356237
2019/02/24,341253
2019/02/25,397534
2019/02/26,422585
2019/02/27,416458
2019/02/28,419830
2019/03/01,435343
2019/03/02,383778
2019/03/03,334670
2019/03/04,400766
2019/03/05,426441
2019/03/06,420056
2019/03/07,423274
2019/03/08,433937
2019/03/09,370462
2019/03/10,316664
2019/03/11,437704
2019/03/12,427595
2019/03/13,412103
2019/03/14,440632
2019/03/15,441408
2019/03/16,372957
2019/03/17,324028
2019/03/18,419040
2019/03/19,437236
2019/03/20,425307
2019/03/21,425738
2019/03/22,435473
2019/03/23,362474
2019/03/24,331350
2019/03/25,419805
2019/03/26,410895
2019/03/27,445765
2019/03/28,450016
2019/03/29,442468
2019/03/30,406134
2019/03/31,363088
2019/04/01,421623
2019/04/02,533178
2019/04/03,493018
2019/04/04,467177
2019/04/05,484783
2019/04/06,375248
2019/04/07,341033
2019/04/08,444905
2019/04/09,441603
2019/04/10,463003
2019/04/11,464462
2019/04/12,452730
2019/04/13,364909
2019/04/14,339129
2019/04/15,454444
2019/04/16,442865
2019/04/17,440499
2019/04/18,439587
2019/04/19,431903
2019/04/20,347330
2019/04/21,327200
2019/04/22,389356
2019/04/23,431252
2019/04/24,502942
2019/04/25,452399
2019/04/26,465312
2019/04/27,361049
2019/04/28,349359
2019/04/29,443062
2019/04/30,477122
2019/05/01,435768
2019/05/02,459729
2019/05/03,486074
2019/05/04,389436
2019/05/05,349607
2019/05/06,446044
2019/05/07,456010
2019/05/08,502017
2019/05/09,483246
2019/05/10,468711
2019/05/11,439227
2019/05/12,411087
2019/05/13,498869
2019/05/14,514668
2019/05/15,525079
2019/05/16,527445
2019/05/17,505602
2019/05/18,436867
2019/05/19,384485
2019/05/20,466864
2019/05/21,505421
2019/05/22,490134
2019/05/23,475882
2019/05/24,497942
2019/05/25,385862
2019/05/26,358179
2019/05/27,484876
2019/05/28,517349
2019/05/29,514682
2019/05/30,489449
2019/05/31,459470
2019/06/01,436233
2019/06/02,359126
2019/06/03,420763
2019/06/04,522619
2019/06/05,482326
2019/06/06,460854
2019/06/07,466838
2019/06/08,357914
2019/06/09,328239
2019/06/10,464279
2019/06/11,486420
2019/06/12,468998
2019/06/13,521660
2019/06/14,545441
2019/06/15,436725
2019/06/16,392639
2019/06/17,479160
2019/06/18,536874
2019/06/19,511135
2019/06/20,489059
2019/06/21,498632
2019/06/22,478672
2019/06/23,438775
2019/06/24,497693
2019/06/25,505952
2019/06/26,564263
2019/06/27,501184
2019/06/28,533758
2019/06/29,413302
2019/06/30,369324
2019/07/01,473382
2019/07/02,507679
2019/07/03,484402
2019/07/04,447259
2019/07/05,450757
2019/07/06,370983
2019/07/07,328853
2019/07/08,466918
2019/07/09,456075
2019/07/10,451247
2019/07/11,438162
2019/07/12,461529
2019/07/13,343656
2019/07/14,317071
2019/07/15,435291
2019/07/16,446098
2019/07/17,431722
2019/07/18,449989
2019/07/19,428501
2019/07/20,361563
2019/07/21,298609
2019/07/22,396359
2019/07/23,395581
2019/07/24,374100
2019/07/25,432594
2019/07/26,411615
2019/07/27,338481
2019/07/28,296675
2019/07/29,396073
2019/07/30,418780
2019/07/31,437956
2019/08/01,426925
2019/08/02,440467
2019/08/03,361123
2019/08/04,318515
2019/08/05,437468
2019/08/06,462640
2019/08/07,408601
2019/08/08,431730
2019/08/09,426187
2019/08/10,342204
2019/08/11,310744
2019/08/12,348238
2019/08/13,426078
2019/08/14,419227
2019/08/15,407222
2019/08/16,402147
2019/08/17,334224
2019/08/18,300987
2019/08/19,391228
2019/08/20,419942
2019/08/21,442553
2019/08/22,449247
2019/08/23,412624
2019/08/24,343718
2019/08/25,298880
2019/08/26,409844
2019/08/27,410273
2019/08/28,398274
2019/08/29,418720
2019/08/30,416221
2019/08/31,353531
2019/09/01,323789
2019/09/02,402862
2019/09/03,457516
2019/09/04,416330
2019/09/05,423330
2019/09/06,457161
2019/09/07,365389
2019/09/08,331802
2019/09/09,412267
2019/09/10,435420
2019/09/11,431653
2019/09/12,440793
2019/09/13,418350
2019/09/14,370573
2019/09/15,324007
2019/09/16,431688
2019/09/17,438441
2019/09/18,446011
2019/09/19,423988
2019/09/20,428303
2019/09/21,383971
2019/09/22,339268
2019/09/23,407428
2019/09/24,454901
2019/09/25,437349
2019/09/26,423844
2019/09/27,404732
2019/09/28,362172
2019/09/29,328896
2019/09/30,410915
2019/10/01,437480
2019/10/02,411674
2019/10/03,402109
2019/10/04,411482
2019/10/05,363723
2019/10/06,324611
2019/10/07,404243
2019/10/08,401689
2019/10/09,390038
2019/10/10,412487
2019/10/11,412481
2019/10/12,337840
2019/10/13,309583
2019/10/14,383948
2019/10/15,405404
2019/10/16,414529
2019/10/17,403269
2019/10/18,398677
2019/10/19,366344
2019/10/20,334044
2019/10/21,420744
2019/10/22,416410
2019/10/23,419894
2019/10/24,399277
2019/10/25,444975
2019/10/26,410662
2019/10/27,330350
2019/10/28,411182
2019/10/29,404118
2019/10/30,412364
2019/10/31,390034
2019/11/01,434683
2019/11/02,365326
2019/11/03,361889
2019/11/04,428659
2019/11/05,453732
2019/11/06,429480
2019/11/07,429291
2019/11/08,422027
2019/11/09,400046
2019/11/10,323636
2019/11/11,388966
2019/11/12,382258
2019/11/13,421541
2019/11/14,410233
2019/11/15,443805
2019/11/16,372938
2019/11/17,328748
2019/11/18,395146
2019/11/19,428592
2019/11/20,402679
2019/11/21,437645
2019/11/22,448245
2019/11/23,406052
2019/11/24,331456
2019/11/25,382749
2019/11/26,444903
2019/11/27,433190
2019/11/28,404932
2019/11/29,413544
2019/11/30,369089
2019/12/01,349407
2019/12/02,420893
2019/12/03,436617
2019/12/04,435391
2019/12/05,415911
2019/12/06,415077
2019/12/07,354893
2019/12/08,324940
2019/12/09,408835
2019/12/10,423626
2019/12/11,403184
2019/12/12,416674
2019/12/13,432015
2019/12/14,378555
2019/12/15,345829
2019/12/16,431130
2019/12/17,439602
2019/12/18,430610
2019/12/19,412797
2019/12/20,420079
2019/12/21,361120
2019/12/22,324187
2019/12/23,393244
2019/12/24,375473
2019/12/25,304500
2019/12/26,361824
2019/12/27,415723
2019/12/28,376120
2019/12/29,344377
2019/12/30,418908
2019/12/31,375764
2020/01/01,292748
2020/01/02,363285
2020/01/03,414656
2020/01/04,364305
2020/01/05,346762
2020/01/06,400741
2020/01/07,442569
2020/01/08,431084
2020/01/09,423158
2020/01/10,445323
2020/01/11,393287
2020/01/12,342527
2020/01/13,391948
2020/01/14,477976
2020/01/15,450729
2020/01/16,431336
2020/01/17,441716
2020/01/18,377583
2020/01/19,368141
2020/01/20,410326
2020/01/21,421853
2020/01/22,424690
2020/01/23,421525
2020/01/24,424754
2020/01/25,365568
2020/01/26,365856
2020/01/27,430805
2020/01/28,496656
2020/01/29,481467
2020/01/30,473295
2020/01/31,473560
2020/02/01,427299
2020/02/02,399001
2020/02/03,462831
2020/02/04,442469
2020/02/05,486673
2020/02/06,431887
2020/02/07,466677
2020/02/08,403295
2020/02/09,387470
2020/02/10,412745
2020/02/11,494856
2020/02/12,479413
2020/02/13,473252
2020/02/14,447193
2020/02/15,432495
2020/02/16,364725
2020/02/17,453650
2020/02/18,444008
2020/02/19,446777
2020/02/20,437575
2020/02/21,449293
2020/02/22,406436
2020/02/23,358707
2020/02/24,434415
2020/02/25,445008
2020/02/26,463415
2020/02/27,457420
2020/02/28,489743
2020/02/29,409645
2020/03/01,385534
2020/03/02,472265
2020/03/03,464555
2020/03/04,489140
2020/03/05,473476
2020/03/06,471004
2020/03/07,409197
2020/03/08,391267
2020/03/09,475986
2020/03/10,467972
2020/03/11,416528
2020/03/12,498306
2020/03/13,424335
2020/03/14,373261
2020/03/15,305937
2020/03/16,394962
2020/03/17,398496
2020/03/18,351853
2020/03/19,386773
2020/03/20,419762
2020/03/21,348710
2020/03/22,298648
2020/03/23,382315
2020/03/24,397349
2020/03/25,344242
2020/03/26,406732
2020/03/27,400464
2020/03/28,349183
2020/03/29,317172
2020/03/30,401010
2020/03/31,410422
2020/04/01,413271
2020/04/02,435173
2020/04/03,411126
2020/04/04,354204
2020/04/05,333896
2020/04/06,412574
2020/04/07,442713
2020/04/08,413164
2020/04/09,410400
2020/04/10,417947
2020/04/11,361143
2020/04/12,335115
2020/04/13,421674
2020/04/14,455108
2020/04/15,472812
2020/04/16,485364
2020/04/17,443983
2020/04/18,425851
2020/04/19,363580
2020/04/20,466295
2020/04/21,466252
2020/04/22,439284
2020/04/23,508565
2020/04/24,492259
2020/04/25,424326
2020/04/26,379500
2020/04/27,490304
2020/04/28,500972
2020/04/29,524645
2020/04/30,523530
2020/05/01,519629
2020/05/02,437648
2020/05/03,417793
2020/05/04,500484
2020/05/05,500452
2020/05/06,507875
2020/05/07,528640
2020/05/08,501062
2020/05/09,465203
2020/05/10,420607
2020/05/11,479368
2020/05/12,512215
2020/05/13,452845
2020/05/14,428603
2020/05/15,474818
2020/05/16,428573
2020/05/17,359765
2020/05/18,432012
2020/05/19,435345
2020/05/20,446675
2020/05/21,471548
2020/05/22,436124
2020/05/23,417286
2020/05/24,342635
2020/05/25,429701
2020/05/26,481610
2020/05/27,477142
2020/05/28,489617
2020/05/29,471533
2020/05/30,443416
2020/05/31,391250
2020/06/01,490250
2020/06/02,500066
2020/06/03,503245
2020/06/04,494051
2020/06/05,510315
2020/06/06,439318
2020/06/07,386045
2020/06/08,495532
2020/06/09,516671
2020/06/10,519367
2020/06/11,534703
2020/06/12,505862
2020/06/13,425916
2020/06/14,398091
2020/06/15,482334
2020/06/16,537659
2020/06/17,530088
2020/06/18,461092
2020/06/19,547672
2020/06/20,443292
2020/06/21,381429
2020/06/22,487724
2020/06/23,560027
2020/06/24,499565
2020/06/25,507032
2020/06/26,520637
2020/06/27,439269
2020/06/28,406696
2020/06/29,506008
2020/06/30,503424
2020/07/01,606788
2020/07/02,540829
2020/07/03,531384
2020/07/04,448237
2020/07/05,407794
2020/07/06,540461
2020/07/07,566916
2020/07/08,566523
2020/07/09,570811
2020/07/10,549186
2020/07/11,474730
2020/07/12,414306
2020/07/13,497226
2020/07/14,574595
2020/07/15,532797
2020/07/16,559368
2020/07/17,502032
2020/07/18,493813
2020/07/19,428131
2020/07/20,513747
2020/07/21,532836
2020/07/22,601999
2020/07/23,560143
2020/07/24,588571
2020/07/25,485144
2020/07/26,468493
2020/07/27,541531
2020/07/28,586626
2020/07/29,567683
2020/07/30,553015
2020/07/31,584979
2020/08/01,503732
2020/08/02,480263
2020/08/03,561473
2020/08/04,557671
2020/08/05,530108
2020/08/06,615262
2020/08/07,558058
2020/08/08,476367
2020/08/09,437904
2020/08/10,548986
2020/08/11,591360
2020/08/12,577289
2020/08/13,543231
2020/08/14,592828
2020/08/15,527434
2020/08/16,451175
2020/08/17,514659
2020/08/18,572676
2020/08/19,550412
2020/08/20,556140
2020/08/21,535698
2020/08/22,506421
2020/08/23,445911
2020/08/24,537783
2020/08/25,542856
2020/08/26,551865
2020/08/27,552100
2020/08/28,565359
2020/08/29,485951
2020/08/30,432638
2020/08/31,527267
2020/09/01,639045
2020/09/02,573033
2020/09/03,557818
2020/09/04,551428
2020/09/05,545528
2020/09/06,438941
2020/09/07,535420
2020/09/08,563843
2020/09/09,555216
2020/09/10,602295
2020/09/11,551630
2020/09/12,486187
2020/09/13,430868
2020/09/14,578341
2020/09/15,578701
2020/09/16,594979
2020/09/17,590609
2020/09/18,546653
2020/09/19,489793
2020/09/20,427052
2020/09/21,519716
2020/09/22,549751
2020/09/23,580589
2020/09/24,551398
2020/09/25,586258
2020/09/26,465328
2020/09/27,424208
2020/09/28,505883
2020/09/29,601811
2020/09/30,604699
2020/10/01,551547
2020/10/02,546729
2020/10/03,498183
2020/10/04,431605
2020/10/05,505488
2020/10/06,556552
2020/10/07,612567
2020/10/08,555027
2020/10/09,561853
2020/10/10,486748
2020/10/11,415569
2020/10/12,511996
2020/10/13,558219
2020/10/14,528363
2020/10/15,573962
2020/10/16,550388
2020/10/17,444410
2020/10/18,387590
2020/10/19,516754
2020/10/20,540829
2020/10/21,515044
2020/10/22,564620
2020/10/23,528238
2020/10/24,468216
2020/10/25,379058
2020/10/26,394932
2020/10/27,407095
2020/10/28,422999
2020/10/29,466395
2020/10/30,469886
2020/10/31,444462
2020/11/01,431067
2020/11/02,414128
2020/11/03,568258
2020/11/04,553186
2020/11/05,562857
2020/11/06,580499
2020/11/07,464754
2020/11/08,421584
2020/11/09,549101
2020/11/10,534439
2020/11/11,554762
2020/11/12,556501
2020/11/13,528875
2020/11/14,475660
2020/11/15,431625
2020/11/16,533818
2020/11/17,596183
2020/11/18,619800
2020/11/19,551137
2020/11/20,575731
2020/11/21,487394
2020/11/22,442309
2020/11/23,516673
2020/11/24,577976
2020/11/25,619471
2020/11/26,547517
2020/11/27,542931
2020/11/28,476906
2020/11/29,424950
2020/11/30,468440
2020/12/01,643210
2020/12/02,581786
2020/12/03,590303
2020/12/04,556075
2020/12/05,481834
2020/12/06,426830
2020/12/07,513146
2020/12/08,561188
2020/12/09,566301
2020/12/10,549439
2020/12/11,544153
2020/12/12,487982
2020/12/13,447135
2020/12/14,527666
2020/12/15,543410
2020/12/16,551964
2020/12/17,553541
2020/12/18,634230
2020/12/19,531590
2020/12/20,446664
2020/12/21,480688
2020/12/22,560460
2020/12/23,578372
2020/12/24,472583
2020/12/25,483033
2020/12/26,458612
2020/12/27,514047
2020/12/28,538901
2020/12/29,581012
2020/12/30,601557
2020/12/31,610371
2021/01/01,447404
2021/01/02,513880
2021/01/03,576513
2021/01/04,607660
2021/01/05,603641
2021/01/06,646393
2021/01/07,634789
2021/01/08,598784
2021/01/09,527876
2021/01/10,530495
2021/01/11,564813
2021/01/12,563323
2021/01/13,549888
2021/01/14,561369
2021/01/15,574484
2021/01/16,505198
2021/01/17,433973
2021/01/18,512890
2021/01/19,554376
2021/01/20,560621
2021/01/21,544473
2021/01/22,570547
2021/01/23,531390
2021/01/24,451301
2021/01/25,551396
2021/01/26,562005
2021/01/27,569752
2021/01/28,552561
2021/01/29,645925
2021/01/30,528180
2021/01/31,474151
2021/02/01,515443
2021/02/02,629499
2021/02/03,596058
2021/02/04,653539
2021/02/05,612783
2021/02/06,548661
2021/02/07,482676
2021/02/08,567828
2021/02/09,622948
2021/02/10,597506
2021/02/11,545208
2021/02/12,594556
2021/02/13,530863
2021/02/14,445522
2021/02/15,507154
2021/02/16,498335
2021/02/17,546245
2021/02/18,543082
2021/02/19,594241
2021/02/20,543952
2021/02/21,445972
2021/02/22,502736
2021/02/23,534135
2021/02/24,583808
2021/02/25,558794
2021/02/26,548907
2021/02/27,497487
2021/02/28,396315
2021/03/01,517568
2021/03/02,576054
2021/03/03,594177
2021/03/04,533768
2021/03/05,566258
2021/03/06,460127
2021/03/07,442729
2021/03/08,505381
2021/03/09,536341
2021/03/10,580651
2021/03/11,537115
2021/03/12,563869
2021/03/13,494888
2021/03/14,482852
2021/03/15,543887
2021/03/16,569487
2021/03/17,568062
2021/03/18,612756
2021/03/19,585917
2021/03/20,492985
2021/03/21,410038
2021/03/22,547061
2021/03/23,562786
2021/03/24,552105
2021/03/25,601208
2021/03/26,556632
2021/03/27,492042
2021/03/28,418298
2021/03/29,533464
2021/03/30,575416
2021/03/31,607613
2021/04/01,561167
2021/04/02,558303
2021/04/03,480392
2021/04/04,413606
2021/04/05,527581
2021/04/06,571802
2021/04/07,591527
2021/04/08,533551
2021/04/09,598986
2021/04/10,505202
2021/04/11,431628
2021/04/12,510887
2021/04/13,513879
2021/04/14,519415
2021/04/15,554823
2021/04/16,420883
2021/04/17,353899
2021/04/18,449307
2021/04/19,427361
2021/04/20,536926
2021/04/21,467300
2021/04/22,506784
2021/04/23,524077
2021/04/24,451278
2021/04/25,385161
2021/04/26,477435
2021/04/27,541232
2021/04/28,519237
2021/04/29,511804
2021/04/30,536472
2021/05/01,482619
2021/05/02,412840
2021/05/03,524379
2021/05/04,563505
2021/05/05,598865
2021/05/06,626069
2021/05/07,598170
2021/05/08,540728
2021/05/09,482269
2021/05/10,585547
2021/05/11,605733
2021/05/12,575074
2021/05/13,571087
2021/05/14,539733
2021/05/15,445070
2021/05/16,398506
2021/05/17,454256
2021/05/18,417958
2021/05/19,505047
2021/05/20,488774
2021/05/21,490983
2021/05/22,415931
2021/05/23,370608
2021/05/24,454269
2021/05/25,463612
2021/05/26,467813
2021/05/27,444499
2021/05/28,463180
2021/05/29,395271
2021/05/30,347329
2021/05/31,438660
2021/06/01,460996
2021/06/02,486717
2021/06/03,510989
2021/06/04,462360
2021/06/05,385858
2021/06/06,335962
2021/06/07,439958
2021/06/08,471786
2021/06/09,423177
2021/06/10,510219
2021/06/11,444572
2021/06/12,405772
2021/06/13,330944
2021/06/14,428199
2021/06/15,443257
2021/06/16,442342
2021/06/17,416213
2021/06/18,393441
2021/06/19,336784
2021/06/20,308785
2021/06/21,384401
2021/06/22,385925
2021/06/23,419947
2021/06/24,411788
2021/06/25,391933
2021/06/26,324459
2021/06/27,255643
2021/06/28,425476
2021/06/29,411674
2021/06/30,416484
2021/07/01,461838
2021/07/02,392516
2021/07/03,412124
2021/07/04,329197
2021/07/05,394868
2021/07/06,427151
2021/07/07,423969
2021/07/08,430843
2021/07/09,430067
2021/07/10,359242
2021/07/11,316578
2021/07/12,414366
2021/07/13,406438
2021/07/14,422466
2021/07/15,429187
2021/07/16,413909
2021/07/17,339875
2021/07/18,307130
2021/07/19,413339
2021/07/20,425501
2021/07/21,426461
2021/07/22,426408
2021/07/23,437264
2021/07/24,371912
2021/07/25,322024
2021/07/26,468668
2021/07/27,447660
2021/07/28,448108
2021/07/29,459135
2021/07/30,470116
2021/07/31,385417
2021/08/01,339362
2021/08/02,428583
2021/08/03,440469
2021/08/04,434247
2021/08/05,448142
2021/08/06,468668
2021/08/07,380343
2021/08/08,345303
2021/08/09,448082
2021/08/10,460494
2021/08/11,466829
2021/08/12,453385
2021/08/13,477233
2021/08/14,381246
2021/08/15,339706
2021/08/16,459064
2021/08/17,457754
2021/08/18,448133
2021/08/19,454704
2021/08/20,497408
2021/08/21,393660
2021/08/22,336240
2021/08/23,466625
2021/08/24,463180
2021/08/25,460923
2021/08/26,458555
2021/08/27,462342
2021/08/28,399010
2021/08/29,345253
2021/08/30,441399
2021/08/31,494792
2021/09/01,515887
2021/09/02,532036
2021/09/03,509448
2021/09/04,427167
2021/09/05,371194
2021/09/06,459079
2021/09/07,495844
2021/09/08,482585
2021/09/09,518122
2021/09/10,483533
2021/09/11,407878
2021/09/12,358380
2021/09/13,459338
2021/09/14,491643
2021/09/15,500251
2021/09/16,507192
2021/09/17,499224
2021/09/18,424384
2021/09/19,371685
2021/09/20,481249
2021/09/21,450648
2021/09/22,482634
2021/09/23,490755
2021/09/24,526646
2021/09/25,415020
2021/09/26,379325
2021/09/27,469864
2021/09/28,486965
2021/09/29,461283
2021/09/30,546517
2021/10/01,546456
2021/10/02,481514
2021/10/03,421363
2021/10/04,502822
2021/10/05,564604
2021/10/06,509538
2021/10/07,605841
2021/10/08,540264
2021/10/09,474569
2021/10/10,405953
2021/10/11,517886
2021/10/12,516478
2021/10/13,519221
2021/10/14,536993
2021/10/15,575955
2021/10/16,514921
2021/10/17,428164
2021/10/18,537634
2021/10/19,569638
2021/10/20,544445
2021/10/21,575722
2021/10/22,534061
2021/10/23,456090
2021/10/24,421347
2021/10/25,536374
2021/10/26,548577
2021/10/27,546046
2021/10/28,575719
2021/10/29,590250
2021/10/30,518018
2021/10/31,431519
2021/11/01,555504
2021/11/02,553003
2021/11/03,556024
2021/11/04,558818
2021/11/05,559028
2021/11/06,475651
2021/11/07,433740
2021/11/08,531868
2021/11/09,592771
2021/11/10,557602
2021/11/11,546814
2021/11/12,534789
2021/11/13,475630
2021/11/14,431571
2021/11/15,530044
2021/11/16,556177
2021/11/17,535018
2021/11/18,552554
2021/11/19,544917
2021/11/20,480018
2021/11/21,433492
2021/11/22,477579
2021/11/23,497766
2021/11/24,519078
2021/11/25,536543
2021/11/26,541991
2021/11/27,450940
2021/11/28,409089
2021/11/29,539535
2021/11/30,560218
2021/12/01,538675
2021/12/02,558192
2021/12/03,554089
2021/12/04,513404
2021/12/05,418884
2021/12/06,516034
2021/12/07,534233
2021/12/08,470474
2021/12/09,465541
2021/12/10,452908
2021/12/11,338203
2021/12/12,285566
2021/12/13,299808
