Date,sentbyaddress
2014/05/29,116153
2014/05/30,99346
2014/05/31,93606
2014/06/01,106428
2014/06/02,117230
2014/06/03,128819
2014/06/04,118209
2014/06/05,123053
2014/06/06,112364
2014/06/07,93051
2014/06/08,93339
2014/06/09,107538
2014/06/10,112175
2014/06/11,114698
2014/06/12,114589
2014/06/13,112289
2014/06/14,96697
2014/06/15,90352
2014/06/16,118081
2014/06/17,124137
2014/06/18,113108
2014/06/19,101448
2014/06/20,103836
2014/06/21,99168
2014/06/22,98486
2014/06/23,104474
2014/06/24,116761
2014/06/25,119094
2014/06/26,108058
2014/06/27,114481
2014/06/28,92420
2014/06/29,88581
2014/06/30,120898
2014/07/01,125213
2014/07/02,120999
2014/07/03,105704
2014/07/04,88235
2014/07/05,79198
2014/07/06,96438
2014/07/07,117302
2014/07/08,136433
2014/07/09,122923
2014/07/10,119374
2014/07/11,115912
2014/07/12,91987
2014/07/13,101590
2014/07/14,107571
2014/07/15,123272
2014/07/16,113256
2014/07/17,117018
2014/07/18,111834
2014/07/19,101155
2014/07/20,102305
2014/07/21,103738
2014/07/22,112343
2014/07/23,119730
2014/07/24,114346
2014/07/25,117259
2014/07/26,91653
2014/07/27,94585
2014/07/28,115282
2014/07/29,111476
2014/07/30,125376
2014/07/31,117134
2014/08/01,117308
2014/08/02,93466
2014/08/03,87016
2014/08/04,101779
2014/08/05,135559
2014/08/06,139628
2014/08/07,120499
2014/08/08,121727
2014/08/09,103002
2014/08/10,107462
2014/08/11,136097
2014/08/12,140881
2014/08/13,138846
2014/08/14,131278
2014/08/15,123034
2014/08/16,114912
2014/08/17,103318
2014/08/18,130078
2014/08/19,131600
2014/08/20,131550
2014/08/21,130843
2014/08/22,123720
2014/08/23,100604
2014/08/24,110270
2014/08/25,122009
2014/08/26,131694
2014/08/27,124930
2014/08/28,120854
2014/08/29,110614
2014/08/30,101469
2014/08/31,102679
2014/09/01,117614
2014/09/02,123859
2014/09/03,117748
2014/09/04,124470
2014/09/05,119571
2014/09/06,101438
2014/09/07,114956
2014/09/08,127558
2014/09/09,140375
2014/09/10,124968
2014/09/11,117103
2014/09/12,118625
2014/09/13,102936
2014/09/14,122259
2014/09/15,128955
2014/09/16,148865
2014/09/17,133776
2014/09/18,134311
2014/09/19,117316
2014/09/20,107878
2014/09/21,102979
2014/09/22,132322
2014/09/23,136044
2014/09/24,130868
2014/09/25,137054
2014/09/26,125906
2014/09/27,109795
2014/09/28,126118
2014/09/29,127426
2014/09/30,139464
2014/10/01,139838
2014/10/02,140273
2014/10/03,126153
2014/10/04,118762
2014/10/05,149600
2014/10/06,135639
2014/10/07,149950
2014/10/08,145062
2014/10/09,142317
2014/10/10,146931
2014/10/11,119838
2014/10/12,141427
2014/10/13,153138
2014/10/14,153374
2014/10/15,157856
2014/10/16,142479
2014/10/17,140101
2014/10/18,124039
2014/10/19,142440
2014/10/20,146919
2014/10/21,155794
2014/10/22,150228
2014/10/23,148329
2014/10/24,141467
2014/10/25,141971
2014/10/26,132708
2014/10/27,161774
2014/10/28,152745
2014/10/29,155241
2014/10/30,156589
2014/10/31,146192
2014/11/01,121365
2014/11/02,156828
2014/11/03,153078
2014/11/04,149914
2014/11/05,151681
2014/11/06,155751
2014/11/07,141210
2014/11/08,116040
2014/11/09,149310
2014/11/10,147168
2014/11/11,146418
2014/11/12,168154
2014/11/13,157137
2014/11/14,156805
2014/11/15,125266
2014/11/16,141278
2014/11/17,149418
2014/11/18,151107
2014/11/19,144587
2014/11/20,151180
2014/11/21,142056
2014/11/22,124620
2014/11/23,135640
2014/11/24,139204
2014/11/25,147413
2014/11/26,144790
2014/11/27,148105
2014/11/28,144033
2014/11/29,127058
2014/11/30,154304
2014/12/01,146853
2014/12/02,176246
2014/12/03,160561
2014/12/04,157158
2014/12/05,152344
2014/12/06,126158
2014/12/07,140090
2014/12/08,161385
2014/12/09,154381
2014/12/10,156047
2014/12/11,148180
2014/12/12,149739
2014/12/13,129464
2014/12/14,161187
2014/12/15,163741
2014/12/16,184101
2014/12/17,178769
2014/12/18,163576
2014/12/19,149092
2014/12/20,163428
2014/12/21,139798
2014/12/22,173216
2014/12/23,167450
2014/12/24,133012
2014/12/25,109799
2014/12/26,126447
2014/12/27,130695
2014/12/28,144477
2014/12/29,135586
2014/12/30,144680
2014/12/31,122759
2015/01/01,93422
2015/01/02,135337
2015/01/03,143066
2015/01/04,142557
2015/01/05,161359
2015/01/06,149094
2015/01/07,145664
2015/01/08,162448
2015/01/09,159304
2015/01/10,165346
2015/01/11,143745
2015/01/12,152760
2015/01/13,177766
2015/01/14,176128
2015/01/15,189764
2015/01/16,168827
2015/01/17,179369
2015/01/18,149221
2015/01/19,166356
2015/01/20,159415
2015/01/21,159612
2015/01/22,156944
2015/01/23,146063
2015/01/24,130398
2015/01/25,177915
2015/01/26,172932
2015/01/27,171248
2015/01/28,125251
2015/01/29,141590
2015/01/30,127447
2015/01/31,168547
2015/02/01,147822
2015/02/02,149103
2015/02/03,167778
2015/02/04,163051
2015/02/05,147816
2015/02/06,153349
2015/02/07,131116
2015/02/08,167688
2015/02/09,156526
2015/02/10,160388
2015/02/11,159522
2015/02/12,159009
2015/02/13,210337
2015/02/14,164268
2015/02/15,197774
2015/02/16,174468
2015/02/17,181573
2015/02/18,168694
2015/02/19,149795
2015/02/20,160859
2015/02/21,175643
2015/02/22,152214
2015/02/23,169237
2015/02/24,164780
2015/02/25,163290
2015/02/26,161352
2015/02/27,165277
2015/02/28,177143
2015/03/01,158849
2015/03/02,177855
2015/03/03,183413
2015/03/04,164846
2015/03/05,176323
2015/03/06,157663
2015/03/07,159244
2015/03/08,147670
2015/03/09,168692
2015/03/10,171585
2015/03/11,167407
2015/03/12,160152
2015/03/13,160382
2015/03/14,163265
2015/03/15,146141
2015/03/16,168697
2015/03/17,154525
2015/03/18,153327
2015/03/19,156861
2015/03/20,157817
2015/03/21,151855
2015/03/22,150597
2015/03/23,163558
2015/03/24,149652
2015/03/25,152522
2015/03/26,153546
2015/03/27,159205
2015/03/28,145976
2015/03/29,151304
2015/03/30,170979
2015/03/31,182741
2015/04/01,189246
2015/04/02,173673
2015/04/03,157660
2015/04/04,158168
2015/04/05,148869
2015/04/06,163877
2015/04/07,176736
2015/04/08,177553
2015/04/09,169873
2015/04/10,179121
2015/04/11,172843
2015/04/12,146249
2015/04/13,179393
2015/04/14,171357
2015/04/15,153666
2015/04/16,155134
2015/04/17,154039
2015/04/18,159750
2015/04/19,146884
2015/04/20,166837
2015/04/21,169429
2015/04/22,177037
2015/04/23,175196
2015/04/24,166332
2015/04/25,172392
2015/04/26,157309
2015/04/27,174516
2015/04/28,171000
2015/04/29,178336
2015/04/30,170713
2015/05/01,150859
2015/05/02,172636
2015/05/03,141423
2015/05/04,164934
2015/05/05,179685
2015/05/06,182561
2015/05/07,179390
2015/05/08,201039
2015/05/09,144075
2015/05/10,147107
2015/05/11,180047
2015/05/12,184711
2015/05/13,169593
2015/05/14,164513
2015/05/15,167227
2015/05/16,164979
2015/05/17,142671
2015/05/18,162529
2015/05/19,175886
2015/05/20,176569
2015/05/21,165784
2015/05/22,166780
2015/05/23,143152
2015/05/24,162056
2015/05/25,170176
2015/05/26,177701
2015/05/27,176273
2015/05/28,175511
2015/05/29,183934
2015/05/30,197467
2015/05/31,175026
2015/06/01,212209
2015/06/02,210342
2015/06/03,205703
2015/06/04,192952
2015/06/05,182841
2015/06/06,171337
2015/06/07,149459
2015/06/08,158691
2015/06/09,194212
2015/06/10,215214
2015/06/11,197362
2015/06/12,195296
2015/06/13,176234
2015/06/14,181890
2015/06/15,219124
2015/06/16,193914
2015/06/17,225794
2015/06/18,197515
2015/06/19,195454
2015/06/20,173555
2015/06/21,164560
2015/06/22,177302
2015/06/23,210762
2015/06/24,187834
2015/06/25,154872
2015/06/26,206710
2015/06/27,195858
2015/06/28,169504
2015/06/29,197030
2015/06/30,223089
2015/07/01,209025
2015/07/02,226716
2015/07/03,208149
2015/07/04,177276
2015/07/05,196544
2015/07/06,247289
2015/07/07,242223
2015/07/08,243903
2015/07/09,226482
2015/07/10,225631
2015/07/11,214027
2015/07/12,203769
2015/07/13,196288
2015/07/14,188513
2015/07/15,183370
2015/07/16,173548
2015/07/17,159162
2015/07/18,148976
2015/07/19,164901
2015/07/20,194745
2015/07/21,208339
2015/07/22,202140
2015/07/23,178077
2015/07/24,181685
2015/07/25,156118
2015/07/26,171441
2015/07/27,188594
2015/07/28,193839
2015/07/29,224015
2015/07/30,191778
2015/07/31,207830
2015/08/01,195605
2015/08/02,169080
2015/08/03,187709
2015/08/04,207723
2015/08/05,212918
2015/08/06,200510
2015/08/07,182624
2015/08/08,175152
2015/08/09,153077
2015/08/10,187590
2015/08/11,184256
2015/08/12,193423
2015/08/13,187027
2015/08/14,185039
2015/08/15,168314
2015/08/16,161898
2015/08/17,190800
2015/08/18,201878
2015/08/19,197616
2015/08/20,188207
2015/08/21,198258
2015/08/22,198996
2015/08/23,172518
2015/08/24,202258
2015/08/25,195643
2015/08/26,191896
2015/08/27,190851
2015/08/28,196400
2015/08/29,177332
2015/08/30,171728
2015/08/31,193498
2015/09/01,202829
2015/09/02,209018
2015/09/03,202182
2015/09/04,172468
2015/09/05,198115
2015/09/06,173768
2015/09/07,197111
2015/09/08,204064
2015/09/09,194220
2015/09/10,184297
2015/09/11,199609
2015/09/12,173325
2015/09/13,185953
2015/09/14,207081
2015/09/15,216751
2015/09/16,204261
2015/09/17,212283
2015/09/18,208411
2015/09/19,180880
2015/09/20,185455
2015/09/21,208338
2015/09/22,221889
2015/09/23,202801
2015/09/24,201278
2015/09/25,204545
2015/09/26,185660
2015/09/27,185635
2015/09/28,207556
2015/09/29,227744
2015/09/30,215541
2015/10/01,205660
2015/10/02,212062
2015/10/03,176198
2015/10/04,176209
2015/10/05,183865
2015/10/06,198990
2015/10/07,206830
2015/10/08,221079
2015/10/09,172614
2015/10/10,203290
2015/10/11,168019
2015/10/12,191258
2015/10/13,195127
2015/10/14,212492
2015/10/15,258199
2015/10/16,231858
2015/10/17,239500
2015/10/18,204044
2015/10/19,233128
2015/10/20,248038
2015/10/21,243690
2015/10/22,241016
2015/10/23,236407
2015/10/24,247569
2015/10/25,227099
2015/10/26,217307
2015/10/27,243035
2015/10/28,240736
2015/10/29,243375
2015/10/30,257720
2015/10/31,254743
2015/11/01,248908
2015/11/02,262075
2015/11/03,308742
2015/11/04,338440
2015/11/05,292391
2015/11/06,287604
2015/11/07,248815
2015/11/08,221247
2015/11/09,261625
2015/11/10,255561
2015/11/11,256844
2015/11/12,257472
2015/11/13,248302
2015/11/14,258133
2015/11/15,249798
2015/11/16,256017
2015/11/17,245491
2015/11/18,262339
2015/11/19,250497
2015/11/20,251604
2015/11/21,253789
2015/11/22,231040
2015/11/23,233265
2015/11/24,266163
2015/11/25,248880
2015/11/26,264189
2015/11/27,251437
2015/11/28,284648
2015/11/29,198732
2015/11/30,318915
2015/12/01,293149
2015/12/02,303196
2015/12/03,246761
2015/12/04,258546
2015/12/05,320415
2015/12/06,287233
2015/12/07,300808
2015/12/08,324267
2015/12/09,342698
2015/12/10,341000
2015/12/11,309543
2015/12/12,350922
2015/12/13,300351
2015/12/14,335444
2015/12/15,340228
2015/12/16,327220
2015/12/17,315139
2015/12/18,312764
2015/12/19,349534
2015/12/20,306859
2015/12/21,336590
2015/12/22,329137
2015/12/23,306698
2015/12/24,297704
2015/12/25,250502
2015/12/26,283834
2015/12/27,236680
2015/12/28,269352
2015/12/29,274236
2015/12/30,273408
2015/12/31,233590
2016/01/01,201778
2016/01/02,260130
2016/01/03,244440
2016/01/04,279282
2016/01/05,291077
2016/01/06,261494
2016/01/07,295859
2016/01/08,281590
2016/01/09,307207
2016/01/10,270575
2016/01/11,295362
2016/01/12,305776
2016/01/13,287901
2016/01/14,291829
2016/01/15,284696
2016/01/16,330108
2016/01/17,352022
2016/01/18,325175
2016/01/19,283147
2016/01/20,355974
2016/01/21,348163
2016/01/22,333197
2016/01/23,322771
2016/01/24,323042
2016/01/25,349905
2016/01/26,368829
2016/01/27,360186
2016/01/28,359891
2016/01/29,351506
2016/01/30,319310
2016/01/31,289703
2016/02/01,341667
2016/02/02,394134
2016/02/03,306273
2016/02/04,316019
2016/02/05,340590
2016/02/06,326435
2016/02/07,326804
2016/02/08,327394
2016/02/09,351661
2016/02/10,346865
2016/02/11,331552
2016/02/12,319900
2016/02/13,299717
2016/02/14,308322
2016/02/15,339897
2016/02/16,319157
2016/02/17,363404
2016/02/18,336132
2016/02/19,338029
2016/02/20,336835
2016/02/21,327450
2016/02/22,373503
2016/02/23,376797
2016/02/24,332184
2016/02/25,345734
2016/02/26,324908
2016/02/27,300181
2016/02/28,332064
2016/02/29,391910
2016/03/01,403197
2016/03/02,399762
2016/03/03,337358
2016/03/04,301562
2016/03/05,326374
2016/03/06,249922
2016/03/07,261525
2016/03/08,293507
2016/03/09,274045
2016/03/10,276461
2016/03/11,270333
2016/03/12,241360
2016/03/13,243564
2016/03/14,282748
2016/03/15,289394
2016/03/16,306024
2016/03/17,306174
2016/03/18,294075
2016/03/19,263916
2016/03/20,269904
2016/03/21,280911
2016/03/22,298520
2016/03/23,273491
2016/03/24,275884
2016/03/25,257576
2016/03/26,239914
2016/03/27,243666
2016/03/28,278805
2016/03/29,289705
2016/03/30,284876
2016/03/31,279289
2016/04/01,298728
2016/04/02,269808
2016/04/03,270481
2016/04/04,300628
2016/04/05,295830
2016/04/06,303425
2016/04/07,292183
2016/04/08,285957
2016/04/09,268706
2016/04/10,267561
2016/04/11,295286
2016/04/12,318024
2016/04/13,306203
2016/04/14,305310
2016/04/15,286025
2016/04/16,259729
2016/04/17,282922
2016/04/18,298954
2016/04/19,308771
2016/04/20,298051
2016/04/21,302938
2016/04/22,288306
2016/04/23,266608
2016/04/24,269400
2016/04/25,304689
2016/04/26,338124
2016/04/27,311692
2016/04/28,297571
2016/04/29,322420
2016/04/30,284748
2016/05/01,258379
2016/05/02,286365
2016/05/03,288409
2016/05/04,288032
2016/05/05,285108
2016/05/06,287516
2016/05/07,255838
2016/05/08,254712
2016/05/09,298442
2016/05/10,304755
2016/05/11,293713
2016/05/12,286380
2016/05/13,290669
2016/05/14,270237
2016/05/15,257651
2016/05/16,306878
2016/05/17,297578
2016/05/18,303354
2016/05/19,286434
2016/05/20,274483
2016/05/21,260801
2016/05/22,252107
2016/05/23,300753
2016/05/24,312870
2016/05/25,312886
2016/05/26,291764
2016/05/27,306728
2016/05/28,281494
2016/05/29,252561
2016/05/30,297260
2016/05/31,292466
2016/06/01,307193
2016/06/02,296969
2016/06/03,304099
2016/06/04,262486
2016/06/05,262657
2016/06/06,309392
2016/06/07,318170
2016/06/08,309831
2016/06/09,329488
2016/06/10,316057
2016/06/11,290012
2016/06/12,294699
2016/06/13,340273
2016/06/14,328933
2016/06/15,355138
2016/06/16,358255
2016/06/17,351130
2016/06/18,320932
2016/06/19,302078
2016/06/20,341587
2016/06/21,344972
2016/06/22,327199
2016/06/23,340175
2016/06/24,335486
2016/06/25,300669
2016/06/26,277262
2016/06/27,288396
2016/06/28,306081
2016/06/29,294078
2016/06/30,308116
2016/07/01,282202
2016/07/02,261873
2016/07/03,246744
2016/07/04,289733
2016/07/05,285564
2016/07/06,282272
2016/07/07,281849
2016/07/08,271415
2016/07/09,250182
2016/07/10,233709
2016/07/11,285819
2016/07/12,289119
2016/07/13,282826
2016/07/14,281682
2016/07/15,282033
2016/07/16,250710
2016/07/17,233619
2016/07/18,285513
2016/07/19,282138
2016/07/20,289388
2016/07/21,277580
2016/07/22,285242
2016/07/23,254801
2016/07/24,247608
2016/07/25,304986
2016/07/26,306672
2016/07/27,298171
2016/07/28,300770
2016/07/29,285739
2016/07/30,259026
2016/07/31,253688
2016/08/01,297435
2016/08/02,322032
2016/08/03,313210
2016/08/04,300089
2016/08/05,299098
2016/08/06,262990
2016/08/07,248428
2016/08/08,303025
2016/08/09,306931
2016/08/10,319379
2016/08/11,330506
2016/08/12,307572
2016/08/13,274992
2016/08/14,270190
2016/08/15,276740
2016/08/16,336091
2016/08/17,322568
2016/08/18,320596
2016/08/19,318964
2016/08/20,287944
2016/08/21,262973
2016/08/22,311918
2016/08/23,315492
2016/08/24,311175
2016/08/25,305390
2016/08/26,303177
2016/08/27,270425
2016/08/28,247605
2016/08/29,296549
2016/08/30,339407
2016/08/31,309550
2016/09/01,316754
2016/09/02,306405
2016/09/03,275683
2016/09/04,260378
2016/09/05,314366
2016/09/06,320591
2016/09/07,328621
2016/09/08,314918
2016/09/09,306443
2016/09/10,281538
2016/09/11,268064
2016/09/12,301897
2016/09/13,326363
2016/09/14,314978
2016/09/15,316561
2016/09/16,290462
2016/09/17,308136
2016/09/18,270262
2016/09/19,308397
2016/09/20,327454
2016/09/21,321723
2016/09/22,310343
2016/09/23,310523
2016/09/24,290269
2016/09/25,286053
2016/09/26,335846
2016/09/27,346932
2016/09/28,343979
2016/09/29,354073
2016/09/30,360842
2016/10/01,315474
2016/10/02,284203
2016/10/03,378058
2016/10/04,381942
2016/10/05,378204
2016/10/06,396397
2016/10/07,377764
2016/10/08,357798
2016/10/09,298718
2016/10/10,310848
2016/10/11,363115
2016/10/12,333608
2016/10/13,329110
2016/10/14,345118
2016/10/15,313833
2016/10/16,293777
2016/10/17,343102
2016/10/18,359490
2016/10/19,284815
2016/10/20,389056
2016/10/21,374469
2016/10/22,314919
2016/10/23,280274
2016/10/24,323256
2016/10/25,340636
2016/10/26,319072
2016/10/27,428057
2016/10/28,349817
2016/10/29,319869
2016/10/30,279725
2016/10/31,343489
2016/11/01,343481
2016/11/02,365751
2016/11/03,371849
2016/11/04,345334
2016/11/05,337596
2016/11/06,313657
2016/11/07,378888
2016/11/08,397130
2016/11/09,368965
2016/11/10,375423
2016/11/11,349386
2016/11/12,335625
2016/11/13,311421
2016/11/14,376079
2016/11/15,389659
2016/11/16,378650
2016/11/17,383849
2016/11/18,382700
2016/11/19,352949
2016/11/20,343330
2016/11/21,393383
2016/11/22,396496
2016/11/23,386411
2016/11/24,440914
2016/11/25,416766
2016/11/26,386876
2016/11/27,333810
2016/11/28,416237
2016/11/29,400441
2016/11/30,408621
2016/12/01,339377
2016/12/02,463630
2016/12/03,405280
2016/12/04,343309
2016/12/05,404382
2016/12/06,444845
2016/12/07,432026
2016/12/08,393875
2016/12/09,380030
2016/12/10,354257
2016/12/11,328201
2016/12/12,379861
2016/12/13,401327
2016/12/14,392476
2016/12/15,386852
2016/12/16,387503
2016/12/17,347560
2016/12/18,324714
2016/12/19,392929
2016/12/20,399968
2016/12/21,427239
2016/12/22,419953
2016/12/23,406733
2016/12/24,328258
2016/12/25,267650
2016/12/26,339076
2016/12/27,402454
2016/12/28,413366
2016/12/29,410968
2016/12/30,394110
2016/12/31,349224
2017/01/01,259213
2017/01/02,396545
2017/01/03,402631
2017/01/04,430480
2017/01/05,389602
2017/01/06,440939
2017/01/07,379193
2017/01/08,343168
2017/01/09,367296
2017/01/10,407597
2017/01/11,380784
2017/01/12,377809
2017/01/13,365999
2017/01/14,334497
2017/01/15,314063
2017/01/16,367948
2017/01/17,393957
2017/01/18,391027
2017/01/19,406163
2017/01/20,405636
2017/01/21,368564
2017/01/22,324774
2017/01/23,330969
2017/01/24,396929
2017/01/25,406300
2017/01/26,412661
2017/01/27,371316
2017/01/28,356486
2017/01/29,338104
2017/01/30,356888
2017/01/31,426727
2017/02/01,473198
2017/02/02,364192
2017/02/03,451226
2017/02/04,399400
2017/02/05,398570
2017/02/06,339086
2017/02/07,441413
2017/02/08,406909
2017/02/09,451656
2017/02/10,404053
2017/02/11,362813
2017/02/12,325382
2017/02/13,395619
2017/02/14,420532
2017/02/15,397096
2017/02/16,390306
2017/02/17,431017
2017/02/18,394704
2017/02/19,356466
2017/02/20,399042
2017/02/21,395030
2017/02/22,395075
2017/02/23,444217
2017/02/24,467359
2017/02/25,428831
2017/02/26,357804
2017/02/27,390640
2017/02/28,432265
2017/03/01,421059
2017/03/02,446163
2017/03/03,453959
2017/03/04,380413
2017/03/05,390183
2017/03/06,418081
2017/03/07,453269
2017/03/08,413986
2017/03/09,422613
2017/03/10,431769
2017/03/11,400526
2017/03/12,323614
2017/03/13,398069
2017/03/14,436205
2017/03/15,413491
2017/03/16,465178
2017/03/17,416777
2017/03/18,386215
2017/03/19,382307
2017/03/20,395003
2017/03/21,421186
2017/03/22,447372
2017/03/23,418503
2017/03/24,422235
2017/03/25,379755
2017/03/26,350315
2017/03/27,361901
2017/03/28,437168
2017/03/29,420144
2017/03/30,410501
2017/03/31,400959
2017/04/01,396477
2017/04/02,375677
2017/04/03,431305
2017/04/04,399874
2017/04/05,459413
2017/04/06,438907
2017/04/07,434026
2017/04/08,364889
2017/04/09,365361
2017/04/10,424790
2017/04/11,459567
2017/04/12,436876
2017/04/13,365435
2017/04/14,435892
2017/04/15,405564
2017/04/16,329440
2017/04/17,373902
2017/04/18,443758
2017/04/19,448865
2017/04/20,397436
2017/04/21,483146
2017/04/22,408680
2017/04/23,374157
2017/04/24,360723
2017/04/25,474491
2017/04/26,479347
2017/04/27,444591
2017/04/28,463942
2017/04/29,486963
2017/04/30,402113
2017/05/01,421823
2017/05/02,475648
2017/05/03,435743
2017/05/04,521185
2017/05/05,414636
2017/05/06,514922
2017/05/07,442365
2017/05/08,524437
2017/05/09,492134
2017/05/10,466631
2017/05/11,445635
2017/05/12,478776
2017/05/13,483008
2017/05/14,514552
2017/05/15,487041
2017/05/16,362173
2017/05/17,481179
2017/05/18,454381
2017/05/19,503684
2017/05/20,501849
2017/05/21,456958
2017/05/22,472511
2017/05/23,526587
2017/05/24,481253
2017/05/25,501300
2017/05/26,489497
2017/05/27,486572
2017/05/28,429728
2017/05/29,449249
2017/05/30,493318
2017/05/31,469122
2017/06/01,467996
2017/06/02,411415
2017/06/03,449710
2017/06/04,393466
2017/06/05,447847
2017/06/06,477811
2017/06/07,508083
2017/06/08,458904
2017/06/09,441192
2017/06/10,393428
2017/06/11,350009
2017/06/12,424657
2017/06/13,478118
2017/06/14,440998
2017/06/15,445059
2017/06/16,411421
2017/06/17,363061
2017/06/18,321662
2017/06/19,418307
2017/06/20,456280
2017/06/21,430351
2017/06/22,410959
2017/06/23,387556
2017/06/24,356744
2017/06/25,292693
2017/06/26,407713
2017/06/27,435835
2017/06/28,435927
2017/06/29,378011
2017/06/30,415868
2017/07/01,334799
2017/07/02,304664
2017/07/03,389627
2017/07/04,418122
2017/07/05,366473
2017/07/06,359432
2017/07/07,412939
2017/07/08,331633
2017/07/09,279754
2017/07/10,379402
2017/07/11,426630
2017/07/12,390631
2017/07/13,375415
2017/07/14,366403
2017/07/15,345815
2017/07/16,314702
2017/07/17,373816
2017/07/18,440571
2017/07/19,407556
2017/07/20,380778
2017/07/21,421979
2017/07/22,338462
2017/07/23,275765
2017/07/24,370830
2017/07/25,400265
2017/07/26,365077
2017/07/27,347631
2017/07/28,378159
2017/07/29,316754
2017/07/30,299626
2017/07/31,352462
2017/08/01,217993
2017/08/02,311862
2017/08/03,333784
2017/08/04,355478
2017/08/05,355925
2017/08/06,311025
2017/08/07,395695
2017/08/08,445406
2017/08/09,409106
2017/08/10,422801
2017/08/11,454050
2017/08/12,399541
2017/08/13,392571
2017/08/14,416424
2017/08/15,484333
2017/08/16,421843
2017/08/17,474636
2017/08/18,436430
2017/08/19,389616
2017/08/20,322818
2017/08/21,375380
2017/08/22,321776
2017/08/23,477608
2017/08/24,335651
2017/08/25,363418
2017/08/26,366824
2017/08/27,369756
2017/08/28,386199
2017/08/29,459109
2017/08/30,435246
2017/08/31,456934
2017/09/01,457645
2017/09/02,404830
2017/09/03,328082
2017/09/04,441536
2017/09/05,466787
2017/09/06,455092
2017/09/07,410938
2017/09/08,460254
2017/09/09,345735
2017/09/10,313176
2017/09/11,403191
2017/09/12,416508
2017/09/13,412270
2017/09/14,423705
2017/09/15,482592
2017/09/16,359388
2017/09/17,322465
2017/09/18,366540
2017/09/19,430439
2017/09/20,370974
2017/09/21,405038
2017/09/22,387879
2017/09/23,319234
2017/09/24,290936
2017/09/25,379341
2017/09/26,409324
2017/09/27,409675
2017/09/28,416562
2017/09/29,418181
2017/09/30,344939
2017/10/01,315771
2017/10/02,455305
2017/10/03,445314
2017/10/04,380183
2017/10/05,424653
2017/10/06,456906
2017/10/07,364596
2017/10/08,370784
2017/10/09,450143
2017/10/10,463750
2017/10/11,451089
2017/10/12,448224
2017/10/13,489698
2017/10/14,423778
2017/10/15,412303
2017/10/16,471943
2017/10/17,494130
2017/10/18,473872
2017/10/19,509492
2017/10/20,471486
2017/10/21,431707
2017/10/22,391467
2017/10/23,430124
2017/10/24,547682
2017/10/25,488845
2017/10/26,458012
2017/10/27,401541
2017/10/28,369356
2017/10/29,491327
2017/10/30,468353
2017/10/31,448205
2017/11/01,508120
2017/11/02,495469
2017/11/03,447775
2017/11/04,409270
2017/11/05,358067
2017/11/06,402606
2017/11/07,474445
2017/11/08,435209
2017/11/09,479262
2017/11/10,426236
2017/11/11,312675
2017/11/12,317496
2017/11/13,479691
2017/11/14,420149
2017/11/15,487494
2017/11/16,474645
2017/11/17,463485
2017/11/18,411895
2017/11/19,399282
2017/11/20,502165
2017/11/21,517808
2017/11/22,468426
2017/11/23,519374
2017/11/24,486976
2017/11/25,481219
2017/11/26,484158
2017/11/27,568295
2017/11/28,556183
2017/11/29,607607
2017/11/30,564925
2017/12/01,571162
2017/12/02,445089
2017/12/03,493467
2017/12/04,583651
2017/12/05,586563
2017/12/06,639063
2017/12/07,553656
2017/12/08,545295
2017/12/09,525520
2017/12/10,441242
2017/12/11,519452
2017/12/12,554166
2017/12/13,615267
2017/12/14,730199
2017/12/15,594965
2017/12/16,514084
2017/12/17,538692
2017/12/18,578169
2017/12/19,593147
2017/12/20,583767
2017/12/21,575368
2017/12/22,607897
2017/12/23,473638
2017/12/24,393496
2017/12/25,341208
2017/12/26,375072
2017/12/27,501060
2017/12/28,498181
2017/12/29,579572
2017/12/30,584815
2017/12/31,425658
2018/01/01,356264
2018/01/02,527209
2018/01/03,583433
2018/01/04,653949
2018/01/05,563214
2018/01/06,550609
2018/01/07,596370
2018/01/08,582236
2018/01/09,619186
2018/01/10,591685
2018/01/11,560733
2018/01/12,501201
2018/01/13,445886
2018/01/14,379898
2018/01/15,452141
2018/01/16,529807
2018/01/17,556406
2018/01/18,534393
2018/01/19,403514
2018/01/20,365065
2018/01/21,337684
2018/01/22,393434
2018/01/23,358396
2018/01/24,380485
2018/01/25,352841
2018/01/26,341660
2018/01/27,289097
2018/01/28,322498
2018/01/29,350079
2018/01/30,363129
2018/01/31,337571
2018/02/01,403277
2018/02/02,394122
2018/02/03,297108
2018/02/04,268466
2018/02/05,334825
2018/02/06,397735
2018/02/07,326879
2018/02/08,264306
2018/02/09,305351
2018/02/10,287700
2018/02/11,248844
2018/02/12,294180
2018/02/13,282146
2018/02/14,305705
2018/02/15,316003
2018/02/16,289858
2018/02/17,273456
2018/02/18,259007
2018/02/19,295089
2018/02/20,308579
2018/02/21,303520
2018/02/22,328402
2018/02/23,301173
2018/02/24,248715
2018/02/25,246087
2018/02/26,302028
2018/02/27,324196
2018/02/28,291972
2018/03/01,324129
2018/03/02,316427
2018/03/03,254368
2018/03/04,235245
2018/03/05,295597
2018/03/06,294732
2018/03/07,302270
2018/03/08,281091
2018/03/09,307386
2018/03/10,224372
2018/03/11,216931
2018/03/12,275081
2018/03/13,272777
2018/03/14,267448
2018/03/15,292578
2018/03/16,287609
2018/03/17,225372
2018/03/18,245234
2018/03/19,273823
2018/03/20,273697
2018/03/21,280585
2018/03/22,273747
2018/03/23,280964
2018/03/24,231638
2018/03/25,205883
2018/03/26,272766
