Date,transactions90std
2011/03/31,1841
2011/04/01,1825
2011/04/02,1805
2011/04/03,1798
2011/04/04,1792
2011/04/05,1788
2011/04/06,1771
2011/04/07,1762
2011/04/08,1759
2011/04/09,1754
2011/04/10,1750
2011/04/11,1746
2011/04/12,1738
2011/04/13,1734
2011/04/14,1739
2011/04/15,1726
2011/04/16,1712
2011/04/17,1695
2011/04/18,1691
2011/04/19,1706
2011/04/20,1699
2011/04/21,1688
2011/04/22,1682
2011/04/23,1668
2011/04/24,1660
2011/04/25,1642
2011/04/26,1645
2011/04/27,1696
2011/04/28,1688
2011/04/29,1698
2011/04/30,1758
2011/05/01,1782
2011/05/02,1768
2011/05/03,1746
2011/05/04,1716
2011/05/05,1702
2011/05/06,1678
2011/05/07,1672
2011/05/08,1639
2011/05/09,1614
2011/05/10,1595
2011/05/11,1595
2011/05/12,1603
2011/05/13,1626
2011/05/14,1658
2011/05/15,1669
2011/05/16,1701
2011/05/17,1734
2011/05/18,1826
2011/05/19,1865
2011/05/20,1895
2011/05/21,1938
2011/05/22,1992
2011/05/23,2070
2011/05/24,2149
2011/05/25,2243
2011/05/26,2375
2011/05/27,2392
2011/05/28,2420
2011/05/29,2428
2011/05/30,2471
2011/05/31,2534
2011/06/01,2628
2011/06/02,2736
2011/06/03,2923
2011/06/04,3118
2011/06/05,3280
2011/06/06,3513
2011/06/07,3672
2011/06/08,4024
2011/06/09,4368
2011/06/10,4624
2011/06/11,4833
2011/06/12,5127
2011/06/13,5325
2011/06/14,5702
2011/06/15,5945
2011/06/16,6173
2011/06/17,6322
2011/06/18,6480
2011/06/19,6624
2011/06/20,6732
2011/06/21,6802
2011/06/22,6907
2011/06/23,6962
2011/06/24,7051
2011/06/25,7087
2011/06/26,7134
2011/06/27,7231
2011/06/28,7267
2011/06/29,7284
2011/06/30,7275
2011/07/01,7292
2011/07/02,7252
2011/07/03,7226
2011/07/04,7215
2011/07/05,7183
2011/07/06,7174
2011/07/07,7134
2011/07/08,7079
2011/07/09,7014
2011/07/10,6956
2011/07/11,6937
2011/07/12,6882
2011/07/13,6850
2011/07/14,6786
2011/07/15,6713
2011/07/16,6649
2011/07/17,6601
2011/07/18,6570
2011/07/19,6523
2011/07/20,6434
2011/07/21,6340
2011/07/22,6256
2011/07/23,6159
2011/07/24,6071
2011/07/25,6019
2011/07/26,5985
2011/07/27,5904
2011/07/28,5835
2011/07/29,5793
2011/07/30,5744
2011/07/31,5654
2011/08/01,5554
2011/08/02,5446
2011/08/03,5357
2011/08/04,5258
2011/08/05,5181
2011/08/06,5065
2011/08/07,4972
2011/08/08,4857
2011/08/09,4732
2011/08/10,4611
2011/08/11,4518
2011/08/12,4441
2011/08/13,4330
2011/08/14,4240
2011/08/15,4146
2011/08/16,4097
2011/08/17,4012
2011/08/18,3933
2011/08/19,3856
2011/08/20,3796
2011/08/21,3744
2011/08/22,3693
2011/08/23,3662
2011/08/24,3651
2011/08/25,3567
2011/08/26,3486
2011/08/27,3414
2011/08/28,3401
2011/08/29,3352
2011/08/30,3321
2011/08/31,3316
2011/09/01,3334
2011/09/02,3358
2011/09/03,3415
2011/09/04,3428
2011/09/05,3449
2011/09/06,3399
2011/09/07,3344
2011/09/08,3336
2011/09/09,3317
2011/09/10,3268
2011/09/11,3252
2011/09/12,3058
2011/09/13,2963
2011/09/14,2852
2011/09/15,2808
2011/09/16,2754
2011/09/17,2728
2011/09/18,2689
2011/09/19,2685
2011/09/20,2589
2011/09/21,2542
2011/09/22,2497
2011/09/23,2490
2011/09/24,2489
2011/09/25,2388
2011/09/26,2347
2011/09/27,2321
2011/09/28,2310
2011/09/29,2263
2011/09/30,2288
2011/10/01,2327
2011/10/02,2342
2011/10/03,2328
2011/10/04,2260
2011/10/05,2252
2011/10/06,2258
2011/10/07,2281
2011/10/08,2302
2011/10/09,2228
2011/10/10,2235
2011/10/11,2210
2011/10/12,2198
2011/10/13,2234
2011/10/14,2211
2011/10/15,2214
2011/10/16,2216
2011/10/17,2180
2011/10/18,2183
2011/10/19,2198
2011/10/20,2198
2011/10/21,2220
2011/10/22,2226
2011/10/23,2162
2011/10/24,2141
2011/10/25,2145
2011/10/26,2141
2011/10/27,2173
2011/10/28,2193
2011/10/29,2179
2011/10/30,2176
2011/10/31,2139
2011/11/01,2128
2011/11/02,2094
2011/11/03,2085
2011/11/04,2083
2011/11/05,2084
2011/11/06,2096
2011/11/07,2016
2011/11/08,1973
2011/11/09,1955
2011/11/10,1947
2011/11/11,1948
2011/11/12,1946
2011/11/13,1900
2011/11/14,1757
2011/11/15,1726
2011/11/16,1705
2011/11/17,1694
2011/11/18,1689
2011/11/19,1680
2011/11/20,1650
2011/11/21,1649
2011/11/22,1626
2011/11/23,1605
2011/11/24,1587
2011/11/25,1586
2011/11/26,1603
2011/11/27,1544
2011/11/28,1490
2011/11/29,1464
2011/11/30,1450
2011/12/01,1432
2011/12/02,1436
2011/12/03,1404
2011/12/04,1384
2011/12/05,1319
2011/12/06,1368
2011/12/07,1362
2011/12/08,1321
2011/12/09,1320
2011/12/10,1312
2011/12/11,1305
2011/12/12,1307
2011/12/13,1305
2011/12/14,1296
2011/12/15,1302
2011/12/16,1306
2011/12/17,1313
2011/12/18,1315
2011/12/19,1205
2011/12/20,1134
2011/12/21,1128
2011/12/22,1119
2011/12/23,1119
2011/12/24,1136
2011/12/25,1138
2011/12/26,1133
2011/12/27,1132
2011/12/28,1139
2011/12/29,1139
2011/12/30,1143
2011/12/31,1142
2012/01/01,1130
2012/01/02,1129
2012/01/03,1129
2012/01/04,1126
2012/01/05,1166
2012/01/06,1187
2012/01/07,1189
2012/01/08,1199
2012/01/09,1201
2012/01/10,1220
2012/01/11,1257
2012/01/12,1273
2012/01/13,1299
2012/01/14,1315
2012/01/15,1322
2012/01/16,1339
2012/01/17,1353
2012/01/18,1351
2012/01/19,1369
2012/01/20,1381
2012/01/21,1386
2012/01/22,1389
2012/01/23,1386
2012/01/24,1418
2012/01/25,1472
2012/01/26,1474
2012/01/27,1477
2012/01/28,1466
2012/01/29,1464
2012/01/30,1465
2012/01/31,1481
2012/02/01,1485
2012/02/02,1502
2012/02/03,1521
2012/02/04,1535
2012/02/05,1542
2012/02/06,1543
2012/02/07,1556
2012/02/08,1567
2012/02/09,1590
2012/02/10,1662
2012/02/11,1692
2012/02/12,1704
2012/02/13,1752
2012/02/14,1893
2012/02/15,1995
2012/02/16,2105
2012/02/17,2085
2012/02/18,2073
2012/02/19,2051
2012/02/20,2044
2012/02/21,2040
2012/02/22,2031
2012/02/23,2054
2012/02/24,2031
2012/02/25,2013
2012/02/26,2015
2012/02/27,2016
2012/02/28,2015
2012/02/29,2016
2012/03/01,2018
2012/03/02,2029
2012/03/03,2033
2012/03/04,2033
2012/03/05,2011
2012/03/06,2010
2012/03/07,2006
2012/03/08,1999
2012/03/09,1993
2012/03/10,1991
2012/03/11,1980
2012/03/12,1969
2012/03/13,1972
2012/03/14,1946
2012/03/15,1927
2012/03/16,1902
2012/03/17,1861
2012/03/18,1858
2012/03/19,1858
2012/03/20,1847
2012/03/21,1843
2012/03/22,1834
2012/03/23,1790
2012/03/24,1768
2012/03/25,1757
2012/03/26,1732
2012/03/27,1696
2012/03/28,1673
2012/03/29,1647
2012/03/30,1613
2012/03/31,1575
2012/04/01,1570
2012/04/02,1557
2012/04/03,1556
2012/04/04,1557
2012/04/05,1558
2012/04/06,1546
2012/04/07,1551
2012/04/08,1555
2012/04/09,1555
2012/04/10,1593
2012/04/11,1609
2012/04/12,1639
2012/04/13,1640
2012/04/14,1656
2012/04/15,1660
2012/04/16,1699
2012/04/17,1710
2012/04/18,1747
2012/04/19,1759
2012/04/20,1778
2012/04/21,1746
2012/04/22,1741
2012/04/23,1740
2012/04/24,1733
2012/04/25,1737
2012/04/26,1851
2012/04/27,1837
2012/04/28,1834
2012/04/29,1829
2012/04/30,1893
2012/05/01,1998
2012/05/02,2086
2012/05/03,2531
2012/05/04,2911
2012/05/05,3142
2012/05/06,3228
2012/05/07,3941
2012/05/08,4476
2012/05/09,4903
2012/05/10,4974
2012/05/11,5504
2012/05/12,5916
2012/05/13,6080
2012/05/14,7407
2012/05/15,7958
2012/05/16,8206
2012/05/17,8382
2012/05/18,8997
2012/05/19,10552
2012/05/20,11517
2012/05/21,12395
2012/05/22,12711
2012/05/23,13221
2012/05/24,13642
2012/05/25,14160
2012/05/26,14367
2012/05/27,14705
2012/05/28,15195
2012/05/29,15649
2012/05/30,15888
2012/05/31,15980
2012/06/01,16225
2012/06/02,16183
2012/06/03,16749
2012/06/04,18099
2012/06/05,19205
2012/06/06,19158
2012/06/07,19537
2012/06/08,19568
2012/06/09,19878
2012/06/10,20554
2012/06/11,20830
2012/06/12,20770
2012/06/13,22448
2012/06/14,24374
2012/06/15,25603
2012/06/16,26091
2012/06/17,26583
2012/06/18,26857
2012/06/19,27015
2012/06/20,27054
2012/06/21,26978
2012/06/22,26865
2012/06/23,26735
2012/06/24,26609
2012/06/25,26541
2012/06/26,26502
2012/06/27,26469
2012/06/28,26350
2012/06/29,26183
2012/06/30,25992
2012/07/01,25819
2012/07/02,25682
2012/07/03,25514
2012/07/04,25339
2012/07/05,25146
2012/07/06,24934
2012/07/07,24717
2012/07/08,24503
2012/07/09,24337
2012/07/10,24286
2012/07/11,24159
2012/07/12,23926
2012/07/13,23713
2012/07/14,23474
2012/07/15,23268
2012/07/16,23078
2012/07/17,22967
2012/07/18,22769
2012/07/19,22548
2012/07/20,22378
2012/07/21,22110
2012/07/22,21855
2012/07/23,21565
2012/07/24,21215
2012/07/25,20939
2012/07/26,20558
2012/07/27,20150
2012/07/28,19809
2012/07/29,19503
2012/07/30,19208
2012/07/31,19051
2012/08/01,18822
2012/08/02,18607
2012/08/03,18316
2012/08/04,17936
2012/08/05,17818
2012/08/06,17705
2012/08/07,17522
2012/08/08,17267
2012/08/09,17121
2012/08/10,16952
2012/08/11,16658
2012/08/12,16680
2012/08/13,17049
2012/08/14,16866
2012/08/15,17253
2012/08/16,17496
2012/08/17,17583
2012/08/18,17626
2012/08/19,17664
2012/08/20,17606
2012/08/21,17728
2012/08/22,17739
2012/08/23,17729
2012/08/24,17635
2012/08/25,17597
2012/08/26,17600
2012/08/27,17594
2012/08/28,17547
2012/08/29,17391
2012/08/30,17359
2012/08/31,16937
2012/09/01,17020
2012/09/02,16792
2012/09/03,16650
2012/09/04,16341
2012/09/05,16432
2012/09/06,16448
2012/09/07,16448
2012/09/08,16374
2012/09/09,16377
2012/09/10,16075
2012/09/11,15317
2012/09/12,14068
2012/09/13,13264
2012/09/14,13085
2012/09/15,12890
2012/09/16,12827
2012/09/17,12894
2012/09/18,12896
2012/09/19,12852
2012/09/20,12731
2012/09/21,12570
2012/09/22,12584
2012/09/23,12594
2012/09/24,12602
2012/09/25,12707
2012/09/26,12655
2012/09/27,12531
2012/09/28,12370
2012/09/29,12190
2012/09/30,12342
2012/10/01,12278
2012/10/02,12127
2012/10/03,11975
2012/10/04,11839
2012/10/05,11776
2012/10/06,11506
2012/10/07,11399
2012/10/08,11445
2012/10/09,11452
2012/10/10,11311
2012/10/11,11226
2012/10/12,11052
2012/10/13,10959
2012/10/14,11019
2012/10/15,11020
2012/10/16,11023
2012/10/17,11018
2012/10/18,11037
2012/10/19,11148
2012/10/20,11152
2012/10/21,11276
2012/10/22,11432
2012/10/23,11368
2012/10/24,11358
2012/10/25,11361
2012/10/26,11596
2012/10/27,12112
2012/10/28,12503
2012/10/29,12577
2012/10/30,12576
2012/10/31,12613
2012/11/01,12709
2012/11/02,12709
2012/11/03,12830
2012/11/04,12919
2012/11/05,12908
2012/11/06,12795
2012/11/07,12821
2012/11/08,12796
2012/11/09,12878
2012/11/10,12908
2012/11/11,12523
2012/11/12,12615
2012/11/13,11807
2012/11/14,11364
2012/11/15,11272
2012/11/16,11337
2012/11/17,11274
2012/11/18,11248
2012/11/19,11060
2012/11/20,11034
2012/11/21,11163
2012/11/22,11160
2012/11/23,11151
2012/11/24,11150
2012/11/25,11206
2012/11/26,11248
2012/11/27,11253
2012/11/28,11312
2012/11/29,11211
2012/11/30,11024
2012/12/01,11023
2012/12/02,11123
2012/12/03,11112
2012/12/04,10892
2012/12/05,10600
2012/12/06,10676
2012/12/07,10682
2012/12/08,10695
2012/12/09,10680
2012/12/10,10622
2012/12/11,10695
2012/12/12,10771
2012/12/13,11000
2012/12/14,11116
2012/12/15,11110
2012/12/16,11070
2012/12/17,11265
2012/12/18,11934
2012/12/19,12267
2012/12/20,12303
2012/12/21,12444
2012/12/22,13077
2012/12/23,13102
2012/12/24,13024
2012/12/25,13043
2012/12/26,13051
2012/12/27,13274
2012/12/28,13509
2012/12/29,13318
2012/12/30,13469
2012/12/31,13483
2013/01/01,13419
2013/01/02,13485
2013/01/03,13605
2013/01/04,13982
2013/01/05,14041
2013/01/06,14004
2013/01/07,14073
2013/01/08,14107
2013/01/09,14199
2013/01/10,14699
2013/01/11,15219
2013/01/12,15343
2013/01/13,15648
2013/01/14,15788
2013/01/15,15925
2013/01/16,16344
2013/01/17,16438
2013/01/18,16657
2013/01/19,17175
2013/01/20,17145
2013/01/21,17156
2013/01/22,17219
2013/01/23,17260
2013/01/24,17121
2013/01/25,16766
2013/01/26,16599
2013/01/27,16699
2013/01/28,16915
2013/01/29,17029
2013/01/30,16766
2013/01/31,16881
2013/02/01,17155
2013/02/02,17181
2013/02/03,17717
2013/02/04,17936
2013/02/05,18147
2013/02/06,18083
2013/02/07,18338
2013/02/08,18609
2013/02/09,18576
2013/02/10,18478
2013/02/11,18521
2013/02/12,18666
2013/02/13,18968
2013/02/14,19038
2013/02/15,19109
2013/02/16,19100
2013/02/17,19103
2013/02/18,19113
2013/02/19,19232
2013/02/20,19338
2013/02/21,19344
2013/02/22,19465
2013/02/23,19595
2013/02/24,19676
2013/02/25,19869
2013/02/26,20148
2013/02/27,20320
2013/02/28,20339
2013/03/01,20508
2013/03/02,19838
2013/03/03,19152
2013/03/04,19196
2013/03/05,19058
2013/03/06,19165
2013/03/07,19242
2013/03/08,19015
2013/03/09,18724
2013/03/10,19217
2013/03/11,19127
2013/03/12,18927
2013/03/13,18911
2013/03/14,18834
2013/03/15,18620
2013/03/16,18671
2013/03/17,18842
2013/03/18,18901
2013/03/19,18886
2013/03/20,18654
2013/03/21,18636
2013/03/22,18746
2013/03/23,18508
2013/03/24,18234
2013/03/25,17608
2013/03/26,17330
2013/03/27,17253
2013/03/28,17332
2013/03/29,17218
2013/03/30,17220
2013/03/31,16659
2013/04/01,16078
2013/04/02,15980
2013/04/03,15982
2013/04/04,16206
2013/04/05,16024
2013/04/06,15424
2013/04/07,15284
2013/04/08,15008
2013/04/09,15049
2013/04/10,15166
2013/04/11,15427
2013/04/12,15321
2013/04/13,15279
2013/04/14,15114
2013/04/15,14960
2013/04/16,15180
2013/04/17,15101
2013/04/18,15158
2013/04/19,15181
2013/04/20,14961
2013/04/21,14811
2013/04/22,14705
2013/04/23,14630
2013/04/24,14606
2013/04/25,14577
2013/04/26,14555
2013/04/27,14768
2013/04/28,15049
2013/04/29,15049
2013/04/30,14826
2013/05/01,14796
2013/05/02,14781
2013/05/03,14810
2013/05/04,14822
2013/05/05,14869
2013/05/06,14869
2013/05/07,14596
2013/05/08,14603
2013/05/09,14742
2013/05/10,14945
2013/05/11,15374
2013/05/12,15489
2013/05/13,15512
2013/05/14,15644
2013/05/15,15679
2013/05/16,15706
2013/05/17,15670
2013/05/18,15625
2013/05/19,15682
2013/05/20,15764
2013/05/21,15762
2013/05/22,15793
2013/05/23,15764
2013/05/24,15764
2013/05/25,15803
2013/05/26,15987
2013/05/27,15931
2013/05/28,15900
2013/05/29,15834
2013/05/30,15733
2013/05/31,15737
2013/06/01,15738
2013/06/02,15693
2013/06/03,15691
2013/06/04,15625
2013/06/05,15449
2013/06/06,15450
2013/06/07,15466
2013/06/08,15046
2013/06/09,15189
2013/06/10,15274
2013/06/11,15312
2013/06/12,15415
2013/06/13,15513
2013/06/14,14929
2013/06/15,14899
2013/06/16,14917
2013/06/17,14921
2013/06/18,14925
2013/06/19,15012
2013/06/20,14967
2013/06/21,15047
2013/06/22,15177
2013/06/23,15501
2013/06/24,15606
2013/06/25,15736
2013/06/26,15771
2013/06/27,15759
2013/06/28,15743
2013/06/29,16023
2013/06/30,16714
2013/07/01,16847
2013/07/02,16924
2013/07/03,17047
2013/07/04,17320
2013/07/05,17611
2013/07/06,17872
2013/07/07,18300
2013/07/08,18163
2013/07/09,18086
2013/07/10,17859
2013/07/11,17834
2013/07/12,17827
2013/07/13,17977
2013/07/14,18229
2013/07/15,18034
2013/07/16,18092
2013/07/17,18176
2013/07/18,18122
2013/07/19,18304
2013/07/20,18556
2013/07/21,18764
2013/07/22,18648
2013/07/23,18428
2013/07/24,18211
2013/07/25,18178
2013/07/26,18295
2013/07/27,18396
2013/07/28,18501
2013/07/29,18540
2013/07/30,18496
2013/07/31,18421
2013/08/01,18416
2013/08/02,18428
2013/08/03,18419
2013/08/04,18393
2013/08/05,18297
2013/08/06,18348
2013/08/07,18007
2013/08/08,17610
2013/08/09,16698
2013/08/10,16250
2013/08/11,16038
2013/08/12,15473
2013/08/13,15061
2013/08/14,14759
2013/08/15,14736
2013/08/16,15612
2013/08/17,15764
2013/08/18,15902
2013/08/19,16679
2013/08/20,17011
2013/08/21,17037
2013/08/22,17463
2013/08/23,17529
2013/08/24,17517
2013/08/25,17477
2013/08/26,17452
2013/08/27,17667
2013/08/28,17929
2013/08/29,18042
2013/08/30,18276
2013/08/31,18265
2013/09/01,18167
2013/09/02,18048
2013/09/03,17965
2013/09/04,17936
2013/09/05,18141
2013/09/06,18377
2013/09/07,18400
2013/09/08,18396
2013/09/09,18523
2013/09/10,18566
2013/09/11,18551
2013/09/12,18570
2013/09/13,18419
2013/09/14,18414
2013/09/15,18458
2013/09/16,18479
2013/09/17,18967
2013/09/18,19130
2013/09/19,19292
2013/09/20,19415
2013/09/21,19327
2013/09/22,19315
2013/09/23,19620
2013/09/24,19826
2013/09/25,19854
2013/09/26,19936
2013/09/27,19767
2013/09/28,19441
2013/09/29,19398
2013/09/30,19297
2013/10/01,19142
2013/10/02,19074
2013/10/03,18983
2013/10/04,18651
2013/10/05,18195
2013/10/06,18122
2013/10/07,18049
2013/10/08,17926
2013/10/09,17861
2013/10/10,17899
2013/10/11,17693
2013/10/12,17367
2013/10/13,17098
2013/10/14,16957
2013/10/15,16822
2013/10/16,16677
2013/10/17,16405
2013/10/18,16024
2013/10/19,15638
2013/10/20,15430
2013/10/21,15228
2013/10/22,15282
2013/10/23,15128
2013/10/24,14913
2013/10/25,14517
2013/10/26,14155
2013/10/27,14090
2013/10/28,13884
2013/10/29,13878
2013/10/30,13911
2013/10/31,13932
2013/11/01,13943
2013/11/02,14098
2013/11/03,14580
2013/11/04,14681
2013/11/05,14662
2013/11/06,14636
2013/11/07,14686
2013/11/08,14727
2013/11/09,14366
2013/11/10,14364
2013/11/11,14380
2013/11/12,14399
2013/11/13,14551
2013/11/14,14466
2013/11/15,14527
2013/11/16,14595
2013/11/17,14143
2013/11/18,14972
2013/11/19,16996
2013/11/20,17488
2013/11/21,17860
2013/11/22,18445
2013/11/23,18670
2013/11/24,18705
2013/11/25,18967
2013/11/26,19758
2013/11/27,21443
2013/11/28,23211
2013/11/29,24173
2013/11/30,24369
2013/12/01,24531
2013/12/02,24793
2013/12/03,25117
2013/12/04,25516
2013/12/05,26045
2013/12/06,26161
2013/12/07,26096
2013/12/08,26207
2013/12/09,26198
2013/12/10,26177
2013/12/11,26190
2013/12/12,26009
2013/12/13,25788
2013/12/14,25784
2013/12/15,25779
2013/12/16,25801
2013/12/17,25855
2013/12/18,26251
2013/12/19,26337
2013/12/20,26306
2013/12/21,26246
2013/12/22,26271
2013/12/23,26296
2013/12/24,26284
2013/12/25,26297
2013/12/26,26216
2013/12/27,25999
2013/12/28,25815
2013/12/29,25735
2013/12/30,25746
2013/12/31,25857
2014/01/01,26107
2014/01/02,26074
2014/01/03,25889
2014/01/04,25684
2014/01/05,25468
2014/01/06,25297
2014/01/07,25210
2014/01/08,25195
2014/01/09,25126
2014/01/10,25049
2014/01/11,24987
2014/01/12,25075
2014/01/13,25101
2014/01/14,25019
2014/01/15,24836
2014/01/16,24853
2014/01/17,24825
2014/01/18,24783
2014/01/19,24938
2014/01/20,24928
2014/01/21,25011
2014/01/22,25025
2014/01/23,25015
2014/01/24,24860
2014/01/25,24624
2014/01/26,24581
2014/01/27,24459
2014/01/28,24303
2014/01/29,24294
2014/01/30,24033
2014/01/31,23532
2014/02/01,22907
2014/02/02,22720
2014/02/03,22622
2014/02/04,22606
2014/02/05,22619
2014/02/06,22651
2014/02/07,22637
2014/02/08,22605
2014/02/09,22615
2014/02/10,22598
2014/02/11,22610
2014/02/12,22578
2014/02/13,22585
2014/02/14,22434
2014/02/15,22279
2014/02/16,22091
2014/02/17,21218
2014/02/18,21011
2014/02/19,20983
2014/02/20,20850
2014/02/21,20798
2014/02/22,20814
2014/02/23,20743
2014/02/24,20418
2014/02/25,19562
2014/02/26,18140
2014/02/27,17265
2014/02/28,17132
2014/03/01,17005
2014/03/02,16800
2014/03/03,16969
2014/03/04,17231
2014/03/05,16778
2014/03/06,16740
2014/03/07,16840
2014/03/08,16568
2014/03/09,16564
2014/03/10,16628
2014/03/11,16854
2014/03/12,17089
2014/03/13,17220
2014/03/14,17207
2014/03/15,17072
2014/03/16,17031
2014/03/17,17017
2014/03/18,16636
2014/03/19,16728
2014/03/20,16816
2014/03/21,16904
2014/03/22,16796
2014/03/23,16732
2014/03/24,16750
2014/03/25,16773
2014/03/26,16612
2014/03/27,16543
2014/03/28,16223
2014/03/29,16162
2014/03/30,16135
2014/03/31,15817
2014/04/01,15176
2014/04/02,15051
2014/04/03,15042
2014/04/04,14812
2014/04/05,14875
2014/04/06,15174
2014/04/07,15173
2014/04/08,15176
2014/04/09,15131
2014/04/10,14984
2014/04/11,14865
2014/04/12,14994
2014/04/13,15079
2014/04/14,15038
2014/04/15,15110
2014/04/16,15022
2014/04/17,14965
2014/04/18,14786
2014/04/19,14542
2014/04/20,14933
2014/04/21,14926
2014/04/22,15171
2014/04/23,15277
2014/04/24,15355
2014/04/25,15231
2014/04/26,15284
2014/04/27,15523
2014/04/28,15524
2014/04/29,15476
2014/04/30,15448
2014/05/01,15458
2014/05/02,15336
2014/05/03,15275
2014/05/04,15458
2014/05/05,15439
2014/05/06,15627
2014/05/07,15623
2014/05/08,15604
2014/05/09,15604
2014/05/10,15610
