Date,activeaddresses3mom
2010/07/17,-5959
2010/07/18,-1102
2010/07/19,-738
2010/07/20,102
2010/07/21,-108
2010/07/22,-373
2010/07/23,-254
2010/07/24,155
2010/07/25,1533
2010/07/26,586
2010/07/27,-193
2010/07/28,-1458
2010/07/29,-710
2010/07/30,-188
2010/07/31,-199
2010/08/01,92
2010/08/02,44
2010/08/03,499
2010/08/04,111
2010/08/05,192
2010/08/06,-336
2010/08/07,-217
2010/08/08,-235
2010/08/09,140
2010/08/10,76
2010/08/11,117
2010/08/12,-199
2010/08/13,257
2010/08/14,-138
2010/08/15,-154
2010/08/16,-75
2010/08/17,-69
2010/08/18,301
2010/08/19,-302
2010/08/20,162
2010/08/21,-198
2010/08/22,116
2010/08/23,-3
2010/08/24,104
2010/08/25,-87
2010/08/26,-1
2010/08/27,-135
2010/08/28,28
2010/08/29,-262
2010/08/30,25
2010/08/31,207
2010/09/01,213
2010/09/02,21
2010/09/03,-234
2010/09/04,-152
2010/09/05,5
2010/09/06,11
2010/09/07,-48
2010/09/08,-3
2010/09/09,3
2010/09/10,138
2010/09/11,-112
2010/09/12,197
2010/09/13,177
2010/09/14,231
2010/09/15,-49
2010/09/16,-33
2010/09/17,339
2010/09/18,-100
2010/09/19,-31
2010/09/20,-298
2010/09/21,654
2010/09/22,385
2010/09/23,344
2010/09/24,-409
2010/09/25,-214
2010/09/26,-426
2010/09/27,462
2010/09/28,874
2010/09/29,575
2010/09/30,-631
2010/10/01,-852
2010/10/02,-418
2010/10/03,34
2010/10/04,-19
2010/10/05,-76
2010/10/06,20
2010/10/07,-181
2010/10/08,109
2010/10/09,58
2010/10/10,-24
2010/10/11,-182
2010/10/12,-104
2010/10/13,303
2010/10/14,3
2010/10/15,-65
2010/10/16,7
2010/10/17,118
2010/10/18,366
2010/10/19,475
2010/10/20,431
2010/10/21,47
2010/10/22,-436
2010/10/23,-348
2010/10/24,-143
2010/10/25,-220
2010/10/26,31
2010/10/27,266
2010/10/28,246
2010/10/29,-18
2010/10/30,-458
2010/10/31,-426
2010/11/01,-251
2010/11/02,-201
2010/11/03,2
2010/11/04,10
2010/11/05,377
2010/11/06,22
2010/11/07,83
2010/11/08,736
2010/11/09,52
2010/11/10,-39
2010/11/11,-970
2010/11/12,-192
2010/11/13,-72
2010/11/14,300
2010/11/15,3940
2010/11/16,2786
2010/11/17,-226
2010/11/18,-3764
2010/11/19,-2724
2010/11/20,109
2010/11/21,126
2010/11/22,-17
2010/11/23,-124
2010/11/24,205
2010/11/25,288
2010/11/26,537
2010/11/27,-141
2010/11/28,-206
2010/11/29,-297
2010/11/30,-25
2010/12/01,403
2010/12/02,-88
2010/12/03,84
2010/12/04,-380
2010/12/05,-117
2010/12/06,-147
2010/12/07,413
2010/12/08,208
2010/12/09,101
2010/12/10,-506
2010/12/11,167
2010/12/12,359
2010/12/13,1040
2010/12/14,67
2010/12/15,-109
2010/12/16,-727
2010/12/17,-341
2010/12/18,-227
2010/12/19,139
2010/12/20,665
2010/12/21,231
2010/12/22,122
2010/12/23,-443
2010/12/24,-238
2010/12/25,-134
2010/12/26,10
2010/12/27,289
2010/12/28,-46
2010/12/29,-38
2010/12/30,-49
2010/12/31,-132
2011/01/01,87
2011/01/02,-40
2011/01/03,500
2011/01/04,1
2011/01/05,489
2011/01/06,-237
2011/01/07,176
2011/01/08,-67
2011/01/09,222
2011/01/10,183
2011/01/11,79
2011/01/12,-120
2011/01/13,259
2011/01/14,55
2011/01/15,159
2011/01/16,-160
2011/01/17,-259
2011/01/18,-6
2011/01/19,9
2011/01/20,105
2011/01/21,553
2011/01/22,651
2011/01/23,479
2011/01/24,89
2011/01/25,-751
2011/01/26,-346
2011/01/27,-405
2011/01/28,245
2011/01/29,491
2011/01/30,1545
2011/01/31,539
2011/02/01,-161
2011/02/02,-1708
2011/02/03,-963
2011/02/04,-407
2011/02/05,35
2011/02/06,127
2011/02/07,-111
2011/02/08,-98
2011/02/09,695
2011/02/10,2151
2011/02/11,2883
2011/02/12,1212
2011/02/13,-283
2011/02/14,-193
2011/02/15,110
2011/02/16,-284
2011/02/17,-625
2011/02/18,198
2011/02/19,-90
2011/02/20,-315
2011/02/21,-317
2011/02/22,889
2011/02/23,621
2011/02/24,385
2011/02/25,-365
2011/02/26,-217
2011/02/27,-43
2011/02/28,-388
2011/03/01,1613
2011/03/02,95
2011/03/03,1866
2011/03/04,-1913
2011/03/05,-118
2011/03/06,-1578
2011/03/07,128
2011/03/08,257
2011/03/09,68
2011/03/10,-497
2011/03/11,-819
2011/03/12,-152
2011/03/13,-19
2011/03/14,-148
2011/03/15,67
2011/03/16,273
2011/03/17,325
2011/03/18,-205
2011/03/19,10
2011/03/20,1224
2011/03/21,1558
2011/03/22,686
2011/03/23,2415
2011/03/24,-264
2011/03/25,308
2011/03/26,-2036
2011/03/27,384
