Date,activeaddresses3mom
2011/03/28,1166
2011/03/29,-175
2011/03/30,-1110
2011/03/31,-1177
2011/04/01,-1374
2011/04/02,-358
2011/04/03,-533
2011/04/04,1342
2011/04/05,1002
2011/04/06,241
2011/04/07,-1198
2011/04/08,-657
2011/04/09,-252
2011/04/10,90
2011/04/11,411
2011/04/12,715
2011/04/13,1159
2011/04/14,1906
2011/04/15,-183
2011/04/16,697
2011/04/17,-1617
2011/04/18,1393
2011/04/19,979
2011/04/20,1038
2011/04/21,-1493
2011/04/22,-2100
2011/04/23,-451
2011/04/24,610
2011/04/25,826
2011/04/26,1211
2011/04/27,2832
2011/04/28,1147
2011/04/29,600
2011/04/30,668
2011/05/01,1269
2011/05/02,-760
2011/05/03,-2107
2011/05/04,-1118
2011/05/05,1109
2011/05/06,802
2011/05/07,906
2011/05/08,-696
2011/05/09,713
2011/05/10,-113
2011/05/11,685
2011/05/12,-336
2011/05/13,2286
2011/05/14,1890
2011/05/15,1088
2011/05/16,2320
2011/05/17,1522
2011/05/18,4622
2011/05/19,227
2011/05/20,1103
2011/05/21,-2167
2011/05/22,-1164
2011/05/23,492
2011/05/24,2413
2011/05/25,3728
2011/05/26,2384
2011/05/27,-2372
2011/05/28,-2922
2011/05/29,-3280
2011/05/30,1937
2011/05/31,2406
2011/06/01,2785
2011/06/02,2769
2011/06/03,3769
2011/06/04,5437
2011/06/05,2342
2011/06/06,3147
2011/06/07,-454
2011/06/08,9445
2011/06/09,5316
2011/06/10,5180
2011/06/11,-3536
2011/06/12,736
2011/06/13,1665
2011/06/14,6008
2011/06/15,527
2011/06/16,3058
2011/06/17,-3724
2011/06/18,-1426
2011/06/19,-1101
2011/06/20,-93
2011/06/21,-1119
2011/06/22,-1002
2011/06/23,-1592
2011/06/24,216
2011/06/25,-4136
2011/06/26,-830
2011/06/27,4925
2011/06/28,3552
2011/06/29,794
2011/06/30,-6678
2011/07/01,4034
2011/07/02,7897
2011/07/03,-1213
2011/07/04,-6656
2011/07/05,-8932
2011/07/06,4673
2011/07/07,-617
2011/07/08,1328
2011/07/09,-4157
2011/07/10,5767
2011/07/11,1224
2011/07/12,282
2011/07/13,-1533
2011/07/14,2993
2011/07/15,1389
2011/07/16,-3122
2011/07/17,-4169
2011/07/18,3449
2011/07/19,847
2011/07/20,1212
2011/07/21,-2447
2011/07/22,-446
2011/07/23,-3979
2011/07/24,-2208
2011/07/25,2506
2011/07/26,1913
2011/07/27,252
2011/07/28,-1059
2011/07/29,-1599
2011/07/30,-3719
2011/07/31,-1764
2011/08/01,1536
2011/08/02,1943
2011/08/03,-5727
2011/08/04,-4791
2011/08/05,-193
2011/08/06,1821
2011/08/07,1094
2011/08/08,3118
2011/08/09,3437
2011/08/10,-350
2011/08/11,-6338
2011/08/12,-6542
2011/08/13,-526
2011/08/14,3216
2011/08/15,2094
2011/08/16,1808
2011/08/17,-1143
2011/08/18,1455
2011/08/19,1241
2011/08/20,750
2011/08/21,2109
2011/08/22,2969
2011/08/23,1581
2011/08/24,-655
2011/08/25,-2089
2011/08/26,-1158
2011/08/27,-1272
2011/08/28,-4637
2011/08/29,-2645
2011/08/30,-3323
2011/08/31,-1447
2011/09/01,-1907
2011/09/02,-1435
2011/09/03,-2565
2011/09/04,553
2011/09/05,2144
2011/09/06,4312
2011/09/07,-713
2011/09/08,-2441
2011/09/09,-171
2011/09/10,-886
2011/09/11,-381
2011/09/12,-1968
2011/09/13,-1068
2011/09/14,-628
2011/09/15,-1180
2011/09/16,-309
2011/09/17,-1669
2011/09/18,-1098
2011/09/19,1501
2011/09/20,8789
2011/09/21,3574
2011/09/22,1478
2011/09/23,-1919
2011/09/24,1500
2011/09/25,1697
2011/09/26,-2231
2011/09/27,-741
2011/09/28,-5487
2011/09/29,-4966
2011/09/30,-5224
2011/10/01,-751
2011/10/02,-958
2011/10/03,380
2011/10/04,800
2011/10/05,1815
2011/10/06,594
2011/10/07,-53
2011/10/08,-1157
2011/10/09,-2166
2011/10/10,-397
2011/10/11,1218
2011/10/12,1308
2011/10/13,-1690
2011/10/14,839
2011/10/15,-426
2011/10/16,324
2011/10/17,-410
2011/10/18,-842
2011/10/19,572
2011/10/20,-3026
2011/10/21,-265
2011/10/22,-446
2011/10/23,2100
2011/10/24,1902
2011/10/25,998
2011/10/26,-771
2011/10/27,-2495
2011/10/28,-400
2011/10/29,426
2011/10/30,-57
2011/10/31,-685
2011/11/01,-105
2011/11/02,1716
2011/11/03,1092
2011/11/04,3047
2011/11/05,378
2011/11/06,-1573
2011/11/07,-3174
2011/11/08,243
2011/11/09,2800
2011/11/10,1721
2011/11/11,-1572
2011/11/12,-2137
2011/11/13,-1824
2011/11/14,1552
2011/11/15,1964
2011/11/16,618
2011/11/17,-1522
2011/11/18,-1747
2011/11/19,-3064
2011/11/20,-777
2011/11/21,-2263
2011/11/22,1398
2011/11/23,80
2011/11/24,788
2011/11/25,192
2011/11/26,-1211
2011/11/27,-194
2011/11/28,939
2011/11/29,4088
2011/11/30,4683
2011/12/01,1407
2011/12/02,-1048
2011/12/03,-2577
2011/12/04,-2155
2011/12/05,-250
2011/12/06,2386
2011/12/07,1037
2011/12/08,981
2011/12/09,-3464
2011/12/10,-963
2011/12/11,-1923
2011/12/12,-421
2011/12/13,36
2011/12/14,-163
2011/12/15,-1334
2011/12/16,-1350
2011/12/17,-1759
2011/12/18,-151
2011/12/19,2087
2011/12/20,3477
2011/12/21,2009
2011/12/22,-686
2011/12/23,-1585
2011/12/24,-1633
2011/12/25,-233
2011/12/26,69
2011/12/27,1496
2011/12/28,-995
2011/12/29,-853
2011/12/30,-1202
2011/12/31,81
2012/01/01,124
2012/01/02,1370
2012/01/03,2249
2012/01/04,1024
2012/01/05,3470
2012/01/06,1773
2012/01/07,952
2012/01/08,-714
2012/01/09,-70
2012/01/10,2668
2012/01/11,2318
2012/01/12,-958
2012/01/13,-1594
2012/01/14,-2424
2012/01/15,-332
2012/01/16,378
2012/01/17,-286
2012/01/18,1192
2012/01/19,219
2012/01/20,-84
2012/01/21,-1216
2012/01/22,-3689
2012/01/23,-978
2012/01/24,1411
2012/01/25,5179
2012/01/26,1226
2012/01/27,-501
2012/01/28,-3530
2012/01/29,-51
2012/01/30,-928
2012/01/31,2573
2012/02/01,582
2012/02/02,2598
2012/02/03,928
2012/02/04,1389
2012/02/05,-1248
2012/02/06,-2660
2012/02/07,-1654
2012/02/08,-263
2012/02/09,1226
2012/02/10,1649
2012/02/11,694
2012/02/12,-942
2012/02/13,-106
2012/02/14,3117
2012/02/15,3587
2012/02/16,2414
2012/02/17,-4185
2012/02/18,-3264
2012/02/19,-5418
2012/02/20,71
2012/02/21,218
2012/02/22,3044
2012/02/23,3269
2012/02/24,1800
2012/02/25,-1133
2012/02/26,-4233
2012/02/27,-1606
2012/02/28,1166
2012/02/29,2117
2012/03/01,1231
2012/03/02,1290
2012/03/03,-2851
2012/03/04,-1181
2012/03/05,-1470
2012/03/06,2711
2012/03/07,250
2012/03/08,-439
2012/03/09,493
2012/03/10,-2325
2012/03/11,-3059
2012/03/12,-1434
2012/03/13,3933
2012/03/14,3540
2012/03/15,783
2012/03/16,-575
2012/03/17,-101
2012/03/18,-1260
2012/03/19,-728
2012/03/20,-103
2012/03/21,2329
2012/03/22,196
2012/03/23,-1723
2012/03/24,-2271
2012/03/25,-1361
2012/03/26,1521
2012/03/27,1576
2012/03/28,1890
2012/03/29,1249
2012/03/30,-488
2012/03/31,-2199
2012/04/01,-4271
2012/04/02,-140
2012/04/03,4758
2012/04/04,3926
2012/04/05,1502
2012/04/06,-2474
2012/04/07,-2411
2012/04/08,-2469
2012/04/09,-1113
2012/04/10,3149
2012/04/11,4533
2012/04/12,3616
2012/04/13,-1644
2012/04/14,-1100
2012/04/15,-2591
2012/04/16,3330
2012/04/17,1189
2012/04/18,3131
2012/04/19,-1326
2012/04/20,799
2012/04/21,-3057
2012/04/22,-3084
2012/04/23,-2611
2012/04/24,1016
2012/04/25,2756
2012/04/26,2434
2012/04/27,-128
2012/04/28,-1485
2012/04/29,-3178
2012/04/30,1899
2012/05/01,4061
2012/05/02,4208
2012/05/03,2759
2012/05/04,2648
2012/05/05,-182
2012/05/06,338
2012/05/07,2974
2012/05/08,3769
2012/05/09,2627
2012/05/10,-5235
2012/05/11,2351
2012/05/12,-2076
2012/05/13,287
2012/05/14,6277
2012/05/15,4414
2012/05/16,4837
2012/05/17,-9845
2012/05/18,-1002
2012/05/19,6063
2012/05/20,6971
2012/05/21,4194
2012/05/22,-4088
2012/05/23,76
2012/05/24,-2288
2012/05/25,2596
2012/05/26,-3966
2012/05/27,-1772
2012/05/28,-518
2012/05/29,8618
2012/05/30,2253
2012/05/31,-1183
2012/06/01,-5209
2012/06/02,-7981
2012/06/03,1981
2012/06/04,12514
2012/06/05,20399
2012/06/06,-6230
2012/06/07,-6188
2012/06/08,-12700
2012/06/09,7377
2012/06/10,-1552
2012/06/11,4342
2012/06/12,-8046
2012/06/13,12901
2012/06/14,17038
2012/06/15,25594
2012/06/16,-7387
2012/06/17,-10290
2012/06/18,-11483
2012/06/19,-3800
2012/06/20,-7089
2012/06/21,-7892
2012/06/22,-6317
2012/06/23,-2009
2012/06/24,-1209
2012/06/25,4747
2012/06/26,5741
2012/06/27,10596
2012/06/28,-1248
2012/06/29,-2884
2012/06/30,-7170
2012/07/01,-1029
2012/07/02,3473
2012/07/03,2770
2012/07/04,-65
2012/07/05,-8665
2012/07/06,-5350
2012/07/07,-695
2012/07/08,-10
2012/07/09,2933
2012/07/10,6091
2012/07/11,7440
2012/07/12,1950
2012/07/13,-5668
2012/07/14,-5454
2012/07/15,-3849
2012/07/16,5438
2012/07/17,10367
2012/07/18,3904
2012/07/19,-492
2012/07/20,-4149
2012/07/21,1291
2012/07/22,2646
2012/07/23,5921
2012/07/24,2837
2012/07/25,-7397
2012/07/26,-11196
2012/07/27,-6122
2012/07/28,7069
2012/07/29,5136
2012/07/30,3896
2012/07/31,20149
2012/08/01,4744
2012/08/02,5937
2012/08/03,-22414
2012/08/04,-4839
2012/08/05,-4286
2012/08/06,5987
2012/08/07,3287
2012/08/08,14120
2012/08/09,-1967
2012/08/10,-561
2012/08/11,-13552
2012/08/12,-1318
2012/08/13,9981
2012/08/14,4465
2012/08/15,11342
2012/08/16,13116
2012/08/17,13888
2012/08/18,1202
2012/08/19,-3580
2012/08/20,-9349
2012/08/21,2786
2012/08/22,-8604
2012/08/23,-3666
2012/08/24,-9365
2012/08/25,-12912
2012/08/26,-9044
2012/08/27,-6583
2012/08/28,3304
2012/08/29,4670
2012/08/30,-4340
2012/08/31,9506
2012/09/01,5608
2012/09/02,820
2012/09/03,-16426
2012/09/04,1057
2012/09/05,6617
2012/09/06,13849
2012/09/07,-1934
2012/09/08,-7844
2012/09/09,-6653
2012/09/10,-6745
2012/09/11,11542
2012/09/12,-5974
2012/09/13,-2282
2012/09/14,-6966
2012/09/15,-4190
2012/09/16,-3503
2012/09/17,-5215
2012/09/18,8758
2012/09/19,11308
2012/09/20,14213
2012/09/21,415
2012/09/22,-15566
2012/09/23,-18635
2012/09/24,-5760
2012/09/25,15955
2012/09/26,19630
2012/09/27,8643
2012/09/28,6757
2012/09/29,-9821
2012/09/30,-7412
2012/10/01,-12051
2012/10/02,14726
2012/10/03,15428
2012/10/04,13829
2012/10/05,-8640
2012/10/06,-11138
2012/10/07,-8408
2012/10/08,3108
2012/10/09,13317
2012/10/10,3959
2012/10/11,-6408
2012/10/12,-7663
2012/10/13,-7923
2012/10/14,-2648
2012/10/15,1672
2012/10/16,3627
2012/10/17,6235
2012/10/18,4766
2012/10/19,2133
2012/10/20,-1597
2012/10/21,-12249
2012/10/22,-3710
2012/10/23,-1772
2012/10/24,3056
2012/10/25,-1908
2012/10/26,-3644
2012/10/27,-12112
2012/10/28,-11928
2012/10/29,-2114
2012/10/30,4712
2012/10/31,4527
2012/11/01,-3958
2012/11/02,-1318
2012/11/03,544
2012/11/04,-1072
2012/11/05,4440
2012/11/06,8431
2012/11/07,12842
2012/11/08,91
2012/11/09,-4419
2012/11/10,-8775
2012/11/11,-7513
2012/11/12,-5177
2012/11/13,-2043
2012/11/14,7605
2012/11/15,14748
2012/11/16,15611
2012/11/17,15147
2012/11/18,-3365
2012/11/19,-5890
2012/11/20,-9155
2012/11/21,1188
2012/11/22,-1031
2012/11/23,-8550
2012/11/24,-7023
2012/11/25,-5104
2012/11/26,6130
2012/11/27,1461
2012/11/28,7578
2012/11/29,621
2012/11/30,-1452
2012/12/01,-9120
2012/12/02,-14160
2012/12/03,-6965
2012/12/04,7682
2012/12/05,16690
2012/12/06,10879
2012/12/07,-1518
2012/12/08,-6172
2012/12/09,-2126
2012/12/10,-4960
2012/12/11,-1273
2012/12/12,3817
2012/12/13,10239
2012/12/14,4631
2012/12/15,-8117
2012/12/16,-10428
2012/12/17,-679
2012/12/18,13540
2012/12/19,8012
2012/12/20,-1452
2012/12/21,-2011
2012/12/22,11384
2012/12/23,388
2012/12/24,-6103
2012/12/25,-24856
2012/12/26,-1822
2012/12/27,-3457
2012/12/28,12121
2012/12/29,1888
2012/12/30,9212
2012/12/31,-7670
2013/01/01,-2150
2013/01/02,-2675
2013/01/03,16531
2013/01/04,9495
2013/01/05,10313
2013/01/06,-9057
2013/01/07,6715
2013/01/08,2605
2013/01/09,13950
2013/01/10,7129
2013/01/11,5032
2013/01/12,-5425
2013/01/13,-5682
2013/01/14,-16742
2013/01/15,6891
2013/01/16,2920
2013/01/17,14606
2013/01/18,-571
2013/01/19,-9066
2013/01/20,-12831
2013/01/21,-11119
2013/01/22,4126
2013/01/23,1260
2013/01/24,14761
2013/01/25,-3925
2013/01/26,7300
2013/01/27,-11120
2013/01/28,4736
2013/01/29,969
2013/01/30,-5043
2013/01/31,-6450
2013/02/01,8794
2013/02/02,12046
2013/02/03,9660
2013/02/04,-7039
2013/02/05,3356
2013/02/06,-3846
2013/02/07,938
2013/02/08,267
2013/02/09,2691
2013/02/10,-725
2013/02/11,-7915
2013/02/12,-4490
2013/02/13,-4423
2013/02/14,-814
2013/02/15,-1717
2013/02/16,-6049
2013/02/17,-5900
2013/02/18,-2906
2013/02/19,2288
2013/02/20,5208
2013/02/21,3397
2013/02/22,4919
2013/02/23,592
2013/02/24,1417
2013/02/25,2309
2013/02/26,7434
2013/02/27,3001
2013/02/28,3177
2013/03/01,4261
2013/03/02,-5822
2013/03/03,-13745
2013/03/04,-9532
2013/03/05,8165
2013/03/06,23091
2013/03/07,12829
2013/03/08,-799
2013/03/09,-15029
2013/03/10,-9373
2013/03/11,-3068
2013/03/12,5619
2013/03/13,6049
2013/03/14,7588
2013/03/15,3756
2013/03/16,-12125
2013/03/17,-9171
2013/03/18,-4631
2013/03/19,17825
2013/03/20,10904
2013/03/21,10861
2013/03/22,6229
2013/03/23,4139
2013/03/24,-700
2013/03/25,-8797
2013/03/26,6026
2013/03/27,3730
2013/03/28,28288
2013/03/29,10261
2013/03/30,5291
2013/03/31,-30202
2013/04/01,-7518
2013/04/02,13827
2013/04/03,42881
2013/04/04,33134
2013/04/05,8159
2013/04/06,-24056
2013/04/07,-21793
2013/04/08,13860
2013/04/09,28989
2013/04/10,46356
2013/04/11,10717
2013/04/12,-9112
2013/04/13,-50616
2013/04/14,-53214
2013/04/15,-2715
2013/04/16,17528
2013/04/17,33857
2013/04/18,-18134
2013/04/19,4650
2013/04/20,-30753
2013/04/21,-12239
2013/04/22,-13298
2013/04/23,18676
2013/04/24,32663
2013/04/25,-947
2013/04/26,-6972
2013/04/27,-24279
2013/04/28,27290
2013/04/29,760
2013/04/30,-1342
2013/05/01,-34445
2013/05/02,-4997
2013/05/03,5940
2013/05/04,-13622
2013/05/05,-9819
2013/05/06,2353
2013/05/07,39127
2013/05/08,30290
2013/05/09,-3270
2013/05/10,-24779
2013/05/11,-21520
2013/05/12,-12333
2013/05/13,-1545
2013/05/14,2804
2013/05/15,15152
2013/05/16,1366
2013/05/17,-5270
2013/05/18,-16388
2013/05/19,-19936
2013/05/20,-6777
2013/05/21,14202
2013/05/22,10576
2013/05/23,11590
2013/05/24,2389
2013/05/25,-5178
2013/05/26,-13609
2013/05/27,-10968
2013/05/28,6603
2013/05/29,10901
2013/05/30,4234
2013/05/31,-748
2013/06/01,-12752
2013/06/02,-12400
2013/06/03,4375
2013/06/04,10825
2013/06/05,12839
2013/06/06,-6587
2013/06/07,-4863
2013/06/08,-20410
2013/06/09,-16667
2013/06/10,-12805
2013/06/11,8352
2013/06/12,7163
2013/06/13,5378
2013/06/14,9153
2013/06/15,-9953
2013/06/16,-17556
2013/06/17,-18860
2013/06/18,9752
2013/06/19,20360
2013/06/20,10742
2013/06/21,5536
2013/06/22,-10568
2013/06/23,-15589
2013/06/24,-4236
2013/06/25,2804
2013/06/26,12941
2013/06/27,-3838
2013/06/28,7232
2013/06/29,-4015
2013/06/30,-10532
2013/07/01,63
2013/07/02,3177
2013/07/03,15532
2013/07/04,-7808
2013/07/05,-3649
2013/07/06,-9489
2013/07/07,-12021
2013/07/08,2536
2013/07/09,11451
2013/07/10,16011
2013/07/11,10312
2013/07/12,10465
2013/07/13,-1742
2013/07/14,-24955
2013/07/15,-16126
2013/07/16,3105
2013/07/17,14605
2013/07/18,853
2013/07/19,-7462
2013/07/20,-10608
2013/07/21,-12055
2013/07/22,1559
2013/07/23,11900
2013/07/24,14765
2013/07/25,6122
2013/07/26,-1413
2013/07/27,-13900
2013/07/28,-17260
2013/07/29,4588
2013/07/30,17882
2013/07/31,31720
2013/08/01,46831
2013/08/02,4888
2013/08/03,-20416
2013/08/04,-54052
2013/08/05,-1587
2013/08/06,11062
2013/08/07,15414
2013/08/08,-795
2013/08/09,-6914
2013/08/10,-16363
2013/08/11,-18242
2013/08/12,38760
2013/08/13,15690
2013/08/14,24081
2013/08/15,-27635
2013/08/16,7524
2013/08/17,-16804
2013/08/18,-18209
2013/08/19,-3967
2013/08/20,18433
2013/08/21,25128
2013/08/22,5336
2013/08/23,2044
2013/08/24,-18288
2013/08/25,-15271
2013/08/26,-6116
2013/08/27,30624
2013/08/28,15259
2013/08/29,-888
2013/08/30,-5401
2013/08/31,4288
2013/09/01,-17885
2013/09/02,-26821
2013/09/03,-16063
2013/09/04,19879
2013/09/05,7635
2013/09/06,1169
2013/09/07,-14285
2013/09/08,-13940
2013/09/09,726
2013/09/10,8077
2013/09/11,18190
2013/09/12,3034
2013/09/13,-4098
2013/09/14,-20622
2013/09/15,-22228
2013/09/16,3202
2013/09/17,18993
2013/09/18,24293
2013/09/19,9346
2013/09/20,4056
2013/09/21,-12726
2013/09/22,-15535
2013/09/23,3436
2013/09/24,12033
2013/09/25,14912
2013/09/26,-2359
2013/09/27,-302
2013/09/28,-9570
2013/09/29,-6870
2013/09/30,2356
2013/10/01,20862
2013/10/02,34426
2013/10/03,9815
2013/10/04,-11943
2013/10/05,-39995
2013/10/06,-29163
2013/10/07,-1250
2013/10/08,10535
2013/10/09,18411
2013/10/10,4001
2013/10/11,3520
2013/10/12,-12538
2013/10/13,7057
2013/10/14,2686
2013/10/15,18607
2013/10/16,5616
2013/10/17,-1029
2013/10/18,437
2013/10/19,-720
2013/10/20,-7927
2013/10/21,10397
2013/10/22,17005
2013/10/23,34496
2013/10/24,15697
2013/10/25,-8360
2013/10/26,-34083
2013/10/27,-46823
2013/10/28,-14599
2013/10/29,11522
2013/10/30,30651
2013/10/31,10341
2013/11/01,1593
2013/11/02,-18071
2013/11/03,-13604
2013/11/04,13519
2013/11/05,39849
2013/11/06,48062
2013/11/07,29921
2013/11/08,13014
2013/11/09,-1585
2013/11/10,-13469
2013/11/11,-14483
2013/11/12,-13405
2013/11/13,5975
2013/11/14,17182
2013/11/15,3599
2013/11/16,-19109
2013/11/17,-25707
2013/11/18,44691
2013/11/19,103864
2013/11/20,57780
2013/11/21,24094
2013/11/22,-42332
2013/11/23,-14613
2013/11/24,-64121
2013/11/25,-22407
2013/11/26,28613
2013/11/27,74595
2013/11/28,59020
2013/11/29,10118
2013/11/30,-35321
2013/12/01,-35728
2013/12/02,-11595
2013/12/03,10209
2013/12/04,17974
2013/12/05,6013
2013/12/06,-4717
2013/12/07,-33382
2013/12/08,-69510
2013/12/09,-13176
2013/12/10,3647
2013/12/11,38388
2013/12/12,-25434
2013/12/13,-8542
2013/12/14,-4817
2013/12/15,10491
2013/12/16,31665
2013/12/17,10719
2013/12/18,39929
2013/12/19,-19922
2013/12/20,-5265
2013/12/21,-53832
2013/12/22,-33664
2013/12/23,-1098
2013/12/24,3112
2013/12/25,6151
2013/12/26,-29801
2013/12/27,-4120
2013/12/28,-14310
2013/12/29,6607
2013/12/30,26282
2013/12/31,3252
2014/01/01,-32009
2014/01/02,-14928
2014/01/03,23936
2014/01/04,19342
2014/01/05,-1550
2014/01/06,35805
2014/01/07,25943
2014/01/08,11251
2014/01/09,-44798
2014/01/10,-15086
2014/01/11,-17411
2014/01/12,-17089
2014/01/13,24745
2014/01/14,1521
2014/01/15,15965
2014/01/16,-19689
2014/01/17,-2222
2014/01/18,-26400
2014/01/19,-23587
2014/01/20,49803
2014/01/21,53143
2014/01/22,44063
2014/01/23,-28825
2014/01/24,-17112
2014/01/25,-26004
2014/01/26,-24748
2014/01/27,27909
2014/01/28,31259
2014/01/29,15719
2014/01/30,-18723
2014/01/31,-9163
2014/02/01,-6269
2014/02/02,-16308
2014/02/03,23431
2014/02/04,34157
2014/02/05,21374
2014/02/06,-9057
2014/02/07,-3666
2014/02/08,-8576
2014/02/09,-34252
2014/02/10,5946
2014/02/11,6602
2014/02/12,85931
2014/02/13,-7424
2014/02/14,22401
2014/02/15,-64620
2014/02/16,-36350
2014/02/17,3102
2014/02/18,7705
2014/02/19,49891
2014/02/20,654
2014/02/21,20504
2014/02/22,-21584
2014/02/23,-18152
2014/02/24,36430
2014/02/25,53220
2014/02/26,38532
2014/02/27,-30241
2014/02/28,-12659
2014/03/01,-19635
2014/03/02,-25380
2014/03/03,40844
2014/03/04,50698
2014/03/05,42625
2014/03/06,-41611
2014/03/07,-51419
2014/03/08,-30734
2014/03/09,-22120
2014/03/10,27095
2014/03/11,19405
2014/03/12,29904
2014/03/13,-14410
2014/03/14,1520
2014/03/15,-56635
2014/03/16,-53155
2014/03/17,-2806
2014/03/18,-3918
2014/03/19,24644
2014/03/20,-22702
2014/03/21,46878
2014/03/22,4441
2014/03/23,-17301
2014/03/24,2946
2014/03/25,-2744
2014/03/26,19875
2014/03/27,-9652
2014/03/28,16111
2014/03/29,-23728
2014/03/30,-16295
2014/03/31,-12740
2014/04/01,34015
2014/04/02,13003
2014/04/03,-1703
2014/04/04,-1517
2014/04/05,-25942
2014/04/06,15140
2014/04/07,-19018
2014/04/08,11571
2014/04/09,-4490
2014/04/10,23828
2014/04/11,4091
2014/04/12,-46991
2014/04/13,-10288
2014/04/14,13669
2014/04/15,66771
