Date,confirmationtime14rsi
2010/10/16,41.345
2010/10/17,40.729
2010/10/18,42.403
2010/10/19,41.955
2010/10/20,41.446
2010/10/21,50.18
2010/10/22,55.238
2010/10/23,51.324
2010/10/24,47.44
2010/10/25,47.685
2010/10/26,44.106
2010/10/27,47.108
2010/10/28,46.474
2010/10/29,46.049
2010/10/30,43.359
2010/10/31,52.693
2010/11/01,53.018
2010/11/02,53.194
2010/11/03,50.532
2010/11/04,48.725
2010/11/05,46.2
2010/11/06,46.353
2010/11/07,43.558
2010/11/08,40.478
2010/11/09,47.983
2010/11/10,50.195
2010/11/11,47.72
2010/11/12,56.407
2010/11/13,47.409
2010/11/14,44.337
2010/11/15,50.83
2010/11/16,51.256
2010/11/17,45.521
2010/11/18,44.695
2010/11/19,58.856
2010/11/20,65.545
2010/11/21,57.881
2010/11/22,53.303
2010/11/23,56.968
2010/11/24,50.629
2010/11/25,50.126
2010/11/26,48.587
2010/11/27,50.365
2010/11/28,51.528
2010/11/29,46.821
2010/11/30,47.65
2010/12/01,49.536
2010/12/02,49.536
2010/12/03,49.378
2010/12/04,44.389
2010/12/05,43.454
2010/12/06,43.268
2010/12/07,43.529
2010/12/08,43.67
2010/12/09,46.009
2010/12/10,60.497
2010/12/11,53.27
2010/12/12,53.997
2010/12/13,60.202
2010/12/14,52.566
2010/12/15,48.587
2010/12/16,52.135
2010/12/17,53.38
2010/12/18,54.362
2010/12/19,49.688
2010/12/20,54.341
2010/12/21,47.863
2010/12/22,53.974
2010/12/23,56.565
2010/12/24,55.733
2010/12/25,51.076
2010/12/26,55.75
2010/12/27,50.91
2010/12/28,50.333
2010/12/29,51.133
2010/12/30,50.261
2010/12/31,51.837
2011/01/01,47.711
2011/01/02,48.99
2011/01/03,53.488
2011/01/04,57.448
2011/01/05,53.168
2011/01/06,56.646
2011/01/07,50.002
2011/01/08,48.672
2011/01/09,50.342
2011/01/10,50.601
2011/01/11,48.04
2011/01/12,49.378
2011/01/13,44.621
2011/01/14,46.334
2011/01/15,52.788
2011/01/16,48.189
2011/01/17,46.627
2011/01/18,57.172
2011/01/19,49.307
2011/01/20,46.159
2011/01/21,48.583
2011/01/22,50.607
2011/01/23,49.416
2011/01/24,45.751
2011/01/25,53.02
2011/01/26,47.635
2011/01/27,51.909
2011/01/28,52.386
2011/01/29,51.565
2011/01/30,52.906
2011/01/31,49.029
2011/02/01,50.618
2011/02/02,52.339
2011/02/03,51.676
2011/02/04,43.469
2011/02/05,47.041
2011/02/06,47.563
2011/02/07,42.408
2011/02/08,50.587
2011/02/09,45.538
2011/02/10,46.828
2011/02/11,46.828
2011/02/12,44.817
2011/02/13,44.431
2011/02/14,44.942
2011/02/15,39.902
2011/02/16,38.943
2011/02/17,39.162
2011/02/18,43.687
2011/02/19,56.964
2011/02/20,47.58
2011/02/21,48.401
2011/02/22,45.35
2011/02/23,41.151
2011/02/24,47.189
2011/02/25,44.532
2011/02/26,39.448
2011/02/27,43.469
2011/02/28,59.229
2011/03/01,63.594
2011/03/02,53.191
2011/03/03,50.259
2011/03/04,46.206
2011/03/05,42.262
2011/03/06,42.49
2011/03/07,48.535
2011/03/08,51.593
2011/03/09,55.791
2011/03/10,65.835
2011/03/11,58.757
2011/03/12,56.201
2011/03/13,60.884
2011/03/14,62.071
2011/03/15,62.071
2011/03/16,54.196
2011/03/17,52.998
2011/03/18,57.783
2011/03/19,59.092
2011/03/20,52.353
2011/03/21,49.969
2011/03/22,56.451
2011/03/23,48.152
2011/03/24,48.984
2011/03/25,45.957
2011/03/26,51.841
2011/03/27,50.811
2011/03/28,46.708
2011/03/29,47.509
2011/03/30,48.759
2011/03/31,43.007
2011/04/01,46.363
2011/04/02,45.843
2011/04/03,46.652
2011/04/04,46.201
2011/04/05,43.998
2011/04/06,52.444
2011/04/07,52.665
2011/04/08,48.556
2011/04/09,50.614
2011/04/10,47.291
2011/04/11,49.309
2011/04/12,49.309
2011/04/13,43.918
2011/04/14,50.438
2011/04/15,55.986
2011/04/16,47.774
2011/04/17,46.719
2011/04/18,52.726
2011/04/19,51.36
2011/04/20,53.579
2011/04/21,52.764
2011/04/22,46.713
2011/04/23,47.477
2011/04/24,49.593
2011/04/25,44.415
2011/04/26,44.004
2011/04/27,46.252
2011/04/28,50.298
2011/04/29,44.1
2011/04/30,46
2011/05/01,47.936
2011/05/02,44.94
2011/05/03,45.127
2011/05/04,44.962
2011/05/05,41.731
2011/05/06,41.916
2011/05/07,42.716
2011/05/08,41.942
2011/05/09,39.201
2011/05/10,50.803
2011/05/11,49.002
2011/05/12,54.206
2011/05/13,46.128
2011/05/14,41.811
2011/05/15,45.084
2011/05/16,42.023
2011/05/17,41.071
2011/05/18,38.57
2011/05/19,55.229
2011/05/20,47.606
2011/05/21,47.606
2011/05/22,44.453
2011/05/23,42.004
2011/05/24,41.216
2011/05/25,40.744
2011/05/26,41.742
2011/05/27,58.115
2011/05/28,60.252
2011/05/29,54.467
2011/05/30,58.914
2011/05/31,59.697
2011/06/01,51.479
2011/06/02,51.164
2011/06/03,49.348
2011/06/04,46.578
2011/06/05,48.765
2011/06/06,45.736
2011/06/07,55.015
2011/06/08,52.136
2011/06/09,47.12
2011/06/10,47.011
2011/06/11,44.193
2011/06/12,46.364
2011/06/13,47.14
2011/06/14,44.938
2011/06/15,42.175
2011/06/16,54.862
2011/06/17,53.708
2011/06/18,51.745
2011/06/19,48.019
2011/06/20,46.729
2011/06/21,44.756
2011/06/22,44.092
2011/06/23,46.661
2011/06/24,50.219
2011/06/25,63.577
2011/06/26,61.461
2011/06/27,55.817
2011/06/28,57.575
2011/06/29,54.515
2011/06/30,50.668
2011/07/01,53.963
2011/07/02,54.78
2011/07/03,55.669
2011/07/04,54.243
2011/07/05,61.964
2011/07/06,55.61
2011/07/07,62.036
2011/07/08,51.958
2011/07/09,55.2
2011/07/10,57.961
2011/07/11,52.455
2011/07/12,55.957
2011/07/13,46.485
2011/07/14,54.174
2011/07/15,50.636
2011/07/16,51.505
2011/07/17,49.195
2011/07/18,49.195
2011/07/19,54.795
2011/07/20,53.001
2011/07/21,52.263
2011/07/22,52.497
2011/07/23,53.769
2011/07/24,48.663
2011/07/25,48.894
2011/07/26,46.551
2011/07/27,47.022
2011/07/28,51.945
2011/07/29,49.458
2011/07/30,52.77
2011/07/31,46.834
2011/08/01,49.294
2011/08/02,52.267
2011/08/03,51.338
2011/08/04,59.894
2011/08/05,55.282
2011/08/06,60.893
2011/08/07,58.927
2011/08/08,54.664
2011/08/09,51.221
2011/08/10,49.421
2011/08/11,54.053
2011/08/12,56.065
2011/08/13,56.425
2011/08/14,55.452
2011/08/15,56.669
2011/08/16,48.916
2011/08/17,52.936
2011/08/18,49.803
2011/08/19,54.676
2011/08/20,47.134
2011/08/21,45.047
2011/08/22,42.974
2011/08/23,47.178
2011/08/24,54.076
2011/08/25,53.664
2011/08/26,49.238
2011/08/27,57.865
2011/08/28,60.087
2011/08/29,50.746
2011/08/30,48.404
2011/08/31,46.11
2011/09/01,53.819
2011/09/02,46.437
2011/09/03,49.159
2011/09/04,52.204
2011/09/05,46.615
2011/09/06,47.828
2011/09/07,51.881
2011/09/08,53.983
2011/09/09,47.006
2011/09/10,52.404
2011/09/11,54.734
2011/09/12,51.993
2011/09/13,49.356
2011/09/14,48.289
2011/09/15,45.858
2011/09/16,56.551
2011/09/17,51.392
2011/09/18,45.952
2011/09/19,53.22
2011/09/20,49.806
2011/09/21,48.462
2011/09/22,48.022
2011/09/23,51.895
2011/09/24,53.047
2011/09/25,50.517
2011/09/26,51.418
2011/09/27,51.743
2011/09/28,47.387
2011/09/29,54.312
2011/09/30,55.352
2011/10/01,48.133
2011/10/02,54.834
2011/10/03,47.694
2011/10/04,56.711
2011/10/05,47.831
2011/10/06,51.517
2011/10/07,49.203
2011/10/08,53.772
2011/10/09,51.49
2011/10/10,52.539
2011/10/11,61.681
2011/10/12,51.774
2011/10/13,57.744
2011/10/14,47.716
2011/10/15,48.545
2011/10/16,51.451
2011/10/17,51.673
2011/10/18,51.173
2011/10/19,48.266
2011/10/20,52.467
2011/10/21,50.838
2011/10/22,57.264
2011/10/23,53.589
2011/10/24,48.659
2011/10/25,48.238
2011/10/26,51.201
2011/10/27,56.141
2011/10/28,54.204
2011/10/29,51.495
2011/10/30,52.105
2011/10/31,46.658
2011/11/01,43.236
2011/11/02,42.633
2011/11/03,49.263
2011/11/04,44.829
2011/11/05,45.036
2011/11/06,45.486
2011/11/07,48.503
2011/11/08,44.844
2011/11/09,42.831
2011/11/10,47.317
2011/11/11,53.204
2011/11/12,47.107
2011/11/13,46.907
2011/11/14,47.148
2011/11/15,43.105
2011/11/16,49.801
2011/11/17,48.822
2011/11/18,50.421
2011/11/19,53.375
2011/11/20,47.683
2011/11/21,54.493
2011/11/22,48.395
2011/11/23,49.847
2011/11/24,55.669
2011/11/25,49.264
2011/11/26,53.003
2011/11/27,54.706
2011/11/28,50.659
2011/11/29,47.987
2011/11/30,43.738
2011/12/01,41.252
2011/12/02,47.651
2011/12/03,46.561
2011/12/04,50.082
2011/12/05,45.785
2011/12/06,43.88
2011/12/07,50.347
2011/12/08,45.689
2011/12/09,48.819
2011/12/10,49.45
2011/12/11,47.814
2011/12/12,53.663
2011/12/13,52.212
2011/12/14,47.398
2011/12/15,57.181
2011/12/16,55.087
2011/12/17,47.612
2011/12/18,48.762
2011/12/19,46.186
2011/12/20,51.163
2011/12/21,48.096
2011/12/22,48.297
2011/12/23,49.623
2011/12/24,48.933
2011/12/25,43.766
2011/12/26,43.349
2011/12/27,49.936
2011/12/28,47.8
2011/12/29,51.768
2011/12/30,50.702
2011/12/31,48.491
2012/01/01,48.025
2012/01/02,48.557
2012/01/03,46.582
2012/01/04,49.39
2012/01/05,50.002
2012/01/06,44.007
2012/01/07,41.678
2012/01/08,46.815
2012/01/09,46.579
2012/01/10,53.318
2012/01/11,49.553
2012/01/12,48.988
2012/01/13,53.652
2012/01/14,50.244
2012/01/15,53.749
2012/01/16,44.318
2012/01/17,48.616
2012/01/18,56.569
2012/01/19,49.957
2012/01/20,51.19
2012/01/21,46.869
2012/01/22,53.509
2012/01/23,46.222
2012/01/24,52.444
2012/01/25,50.352
2012/01/26,52.629
2012/01/27,51.823
2012/01/28,50.76
2012/01/29,46.039
2012/01/30,45.172
2012/01/31,50.127
2012/02/01,52.436
2012/02/02,47.926
2012/02/03,48.164
2012/02/04,48.422
2012/02/05,52.644
2012/02/06,51.346
2012/02/07,54.183
2012/02/08,51.3
2012/02/09,51.3
2012/02/10,53.778
2012/02/11,49.301
2012/02/12,46.855
2012/02/13,53.93
2012/02/14,53.511
2012/02/15,55.047
2012/02/16,53.156
2012/02/17,47.711
2012/02/18,42.567
2012/02/19,46.645
2012/02/20,52.753
2012/02/21,56.745
2012/02/22,46.57
2012/02/23,44.994
2012/02/24,49.74
2012/02/25,45.718
2012/02/26,49.79
2012/02/27,48.666
2012/02/28,47.059
2012/02/29,42.9
2012/03/01,50.287
2012/03/02,55.334
2012/03/03,62.163
2012/03/04,52.501
2012/03/05,50.313
2012/03/06,52.447
2012/03/07,48.004
2012/03/08,47.556
2012/03/09,45.064
2012/03/10,45.787
2012/03/11,54.199
2012/03/12,46.267
2012/03/13,47.564
2012/03/14,53.216
2012/03/15,57.73
2012/03/16,48.673
2012/03/17,45.751
2012/03/18,47.655
2012/03/19,51.37
2012/03/20,47.722
2012/03/21,48.144
2012/03/22,48.144
2012/03/23,56.435
2012/03/24,44.508
2012/03/25,48.857
2012/03/26,49.999
2012/03/27,49.01
2012/03/28,50.29
2012/03/29,52.423
2012/03/30,49.222
2012/03/31,46.127
2012/04/01,52.263
2012/04/02,59.092
2012/04/03,53.354
2012/04/04,52.265
2012/04/05,57.566
2012/04/06,51.654
2012/04/07,53.377
2012/04/08,48.332
2012/04/09,49.202
2012/04/10,48.976
2012/04/11,50.501
2012/04/12,54.461
2012/04/13,55.71
2012/04/14,50.28
2012/04/15,59.946
2012/04/16,47.549
2012/04/17,50.592
2012/04/18,51.751
2012/04/19,46.317
2012/04/20,46.881
2012/04/21,46.881
2012/04/22,50.061
2012/04/23,51.34
2012/04/24,50.493
2012/04/25,53.7
2012/04/26,46.368
2012/04/27,51.191
2012/04/28,47.227
2012/04/29,42.938
2012/04/30,42.938
2012/05/01,44.674
2012/05/02,49.099
2012/05/03,47.547
2012/05/04,46.701
2012/05/05,45.472
2012/05/06,46.22
2012/05/07,44.916
2012/05/08,43.679
2012/05/09,46.392
2012/05/10,57.517
2012/05/11,52.376
2012/05/12,56.86
2012/05/13,52.509
2012/05/14,52.808
2012/05/15,55.712
2012/05/16,58.846
2012/05/17,60.711
2012/05/18,49.114
2012/05/19,48.053
2012/05/20,51.326
2012/05/21,55.244
2012/05/22,59.14
2012/05/23,52.62
2012/05/24,54.285
2012/05/25,55.725
2012/05/26,48.174
2012/05/27,44.2
2012/05/28,48.752
2012/05/29,53.595
2012/05/30,51.809
2012/05/31,49.537
2012/06/01,45.808
2012/06/02,44.048
2012/06/03,45.99
2012/06/04,45.489
2012/06/05,48.03
2012/06/06,46.265
2012/06/07,51.046
2012/06/08,50.299
2012/06/09,42.191
2012/06/10,43.578
2012/06/11,51.529
2012/06/12,46.871
2012/06/13,48.622
2012/06/14,46.955
2012/06/15,46.152
2012/06/16,47.126
2012/06/17,44.866
2012/06/18,42.195
2012/06/19,51.099
2012/06/20,51.789
2012/06/21,55.104
2012/06/22,54.167
2012/06/23,45.239
2012/06/24,55.743
2012/06/25,48.333
2012/06/26,49.709
2012/06/27,46.203
2012/06/28,53.358
2012/06/29,50.559
2012/06/30,54.691
2012/07/01,51.3
2012/07/02,48.489
2012/07/03,46.539
2012/07/04,49.319
2012/07/05,51.144
2012/07/06,47.852
2012/07/07,45.139
2012/07/08,48.877
2012/07/09,46.22
2012/07/10,50.094
2012/07/11,55.287
2012/07/12,49.716
2012/07/13,46.356
2012/07/14,46.91
2012/07/15,53.263
2012/07/16,49.971
2012/07/17,44.65
2012/07/18,49.022
2012/07/19,54.786
2012/07/20,50.592
2012/07/21,52.606
2012/07/22,48.537
2012/07/23,52.494
2012/07/24,47.127
2012/07/25,47.382
2012/07/26,45.36
2012/07/27,43.56
2012/07/28,50.102
2012/07/29,46.842
2012/07/30,44.745
2012/07/31,56.938
2012/08/01,55.434
2012/08/02,47.227
2012/08/03,47.892
2012/08/04,49.346
2012/08/05,53.919
2012/08/06,53.578
2012/08/07,47.051
2012/08/08,46.621
2012/08/09,45.753
2012/08/10,49.524
2012/08/11,46.504
2012/08/12,48.97
2012/08/13,48.688
2012/08/14,49.637
2012/08/15,46.669
2012/08/16,50.863
2012/08/17,56.366
2012/08/18,51.244
2012/08/19,43.54
2012/08/20,45.516
2012/08/21,45.785
2012/08/22,50.744
2012/08/23,48.113
2012/08/24,53.304
2012/08/25,56.593
2012/08/26,45.017
2012/08/27,53.16
2012/08/28,51.444
2012/08/29,47.412
2012/08/30,50.767
2012/08/31,54.518
2012/09/01,48.777
2012/09/02,48.111
2012/09/03,49.873
2012/09/04,50.972
2012/09/05,44.755
2012/09/06,46.837
2012/09/07,47.597
2012/09/08,53.999
2012/09/09,49.786
2012/09/10,52.278
2012/09/11,53.782
2012/09/12,50.466
2012/09/13,58.205
2012/09/14,48.261
2012/09/15,52.682
2012/09/16,48.445
2012/09/17,47.008
2012/09/18,47.24
2012/09/19,53.967
2012/09/20,50.729
2012/09/21,46.828
2012/09/22,49.676
2012/09/23,49.422
2012/09/24,50.812
2012/09/25,55.047
2012/09/26,54.652
2012/09/27,47.927
2012/09/28,48.786
2012/09/29,46.166
2012/09/30,48.814
2012/10/01,57.743
2012/10/02,52.039
2012/10/03,56.032
2012/10/04,56.698
2012/10/05,54.524
2012/10/06,48.142
2012/10/07,57.373
2012/10/08,44.306
2012/10/09,51.429
2012/10/10,49.835
2012/10/11,52.405
2012/10/12,49.665
2012/10/13,49.904
2012/10/14,55.511
2012/10/15,45.835
2012/10/16,48.476
2012/10/17,51.303
2012/10/18,48.068
2012/10/19,52.992
2012/10/20,47.91
2012/10/21,47.375
2012/10/22,48.211
2012/10/23,54.69
2012/10/24,47.361
2012/10/25,51.165
2012/10/26,47.006
2012/10/27,45.525
2012/10/28,47.13
2012/10/29,48.73
2012/10/30,52.128
2012/10/31,51.857
2012/11/01,53.747
2012/11/02,51.855
2012/11/03,50.948
2012/11/04,47.935
2012/11/05,47.187
2012/11/06,54.583
2012/11/07,48.08
2012/11/08,48.865
2012/11/09,49.431
2012/11/10,51.886
2012/11/11,50.855
2012/11/12,55.993
2012/11/13,52.672
2012/11/14,51.533
2012/11/15,54.101
2012/11/16,50.451
2012/11/17,52.32
2012/11/18,49.904
2012/11/19,49.904
2012/11/20,49.483
2012/11/21,47.415
2012/11/22,51.015
2012/11/23,43.854
2012/11/24,48.54
2012/11/25,50.605
2012/11/26,46.365
2012/11/27,50.006
2012/11/28,42.452
2012/11/29,44.465
2012/11/30,58.995
2012/12/01,45.843
2012/12/02,51.642
2012/12/03,50.538
2012/12/04,60.654
2012/12/05,56.379
2012/12/06,51.579
2012/12/07,53.719
2012/12/08,51.007
2012/12/09,54.392
2012/12/10,49.37
2012/12/11,49.119
2012/12/12,53.081
2012/12/13,52.734
2012/12/14,61.129
2012/12/15,56.267
2012/12/16,57.985
2012/12/17,49.624
2012/12/18,52.203
2012/12/19,47.532
2012/12/20,57.709
2012/12/21,51.034
2012/12/22,45.709
2012/12/23,52.093
2012/12/24,49.738
2012/12/25,51.593
2012/12/26,45.749
2012/12/27,45.455
2012/12/28,43.666
2012/12/29,48.237
2012/12/30,44.735
2012/12/31,46.131
2013/01/01,45.497
2013/01/02,47.309
2013/01/03,45.673
2013/01/04,47.623
2013/01/05,50.551
2013/01/06,49.503
2013/01/07,44.687
2013/01/08,52.877
2013/01/09,53.695
2013/01/10,49
2013/01/11,56.949
2013/01/12,55.092
2013/01/13,51.586
2013/01/14,46.215
2013/01/15,54.606
2013/01/16,51.714
2013/01/17,57.055
2013/01/18,53.599
2013/01/19,46.399
2013/01/20,51.18
2013/01/21,50.706
2013/01/22,48.11
2013/01/23,52.248
2013/01/24,46.15
2013/01/25,49.824
2013/01/26,46.414
2013/01/27,47.341
2013/01/28,48.16
2013/01/29,46.128
2013/01/30,47.176
2013/01/31,41.484
2013/02/01,49.36
2013/02/02,48.21
2013/02/03,43.47
2013/02/04,46.963
2013/02/05,46.493
2013/02/06,50.672
2013/02/07,48.971
2013/02/08,49.631
2013/02/09,51.57
2013/02/10,47.422
2013/02/11,47.873
2013/02/12,52.913
2013/02/13,45.816
2013/02/14,49.973
2013/02/15,45
2013/02/16,43.665
2013/02/17,43.836
2013/02/18,49.105
2013/02/19,49.552
2013/02/20,43.698
2013/02/21,46.757
2013/02/22,47.978
2013/02/23,49.32
2013/02/24,51.286
2013/02/25,42.683
2013/02/26,49.474
2013/02/27,45.147
2013/02/28,49.499
2013/03/01,52.777
2013/03/02,54.393
2013/03/03,50.386
2013/03/04,46.988
2013/03/05,55.336
2013/03/06,51.316
2013/03/07,50.249
2013/03/08,50.249
2013/03/09,48.325
2013/03/10,45.758
2013/03/11,49.776
2013/03/12,56.89
2013/03/13,50.754
2013/03/14,46.667
2013/03/15,47.977
2013/03/16,47.427
2013/03/17,42.528
2013/03/18,45.641
2013/03/19,49.455
2013/03/20,43.401
2013/03/21,42.652
2013/03/22,41.535
2013/03/23,43.288
2013/03/24,48.033
2013/03/25,57.341
2013/03/26,55.266
2013/03/27,60.145
2013/03/28,48.039
2013/03/29,49.466
2013/03/30,49.641
2013/03/31,50.403
2013/04/01,45.686
2013/04/02,48.526
2013/04/03,49.658
2013/04/04,54.126
2013/04/05,53.056
2013/04/06,51.755
2013/04/07,51.493
2013/04/08,53.874
2013/04/09,48.321
2013/04/10,45.4
2013/04/11,52.439
2013/04/12,49.272
2013/04/13,50.69
2013/04/14,54.318
2013/04/15,51.08
2013/04/16,47.935
2013/04/17,49.42
2013/04/18,55.935
2013/04/19,58.901
2013/04/20,52.703
2013/04/21,47.303
2013/04/22,52.785
2013/04/23,49.032
2013/04/24,50.465
2013/04/25,48.094
2013/04/26,48.342
2013/04/27,54.854
2013/04/28,47.128
2013/04/29,47.797
2013/04/30,54.001
2013/05/01,53.371
2013/05/02,58.319
2013/05/03,57.051
2013/05/04,49.839
2013/05/05,48.348
2013/05/06,48.101
2013/05/07,47.586
2013/05/08,48.482
2013/05/09,48.804
2013/05/10,46.408
2013/05/11,43.799
2013/05/12,48.286
2013/05/13,46.494
2013/05/14,53.284
2013/05/15,57.9
2013/05/16,54.642
2013/05/17,49.741
2013/05/18,53.83
2013/05/19,51.133
2013/05/20,60.604
2013/05/21,51.547
2013/05/22,50.034
2013/05/23,45.536
2013/05/24,46.855
2013/05/25,47.999
2013/05/26,48.617
2013/05/27,45.101
2013/05/28,50.597
2013/05/29,47.61
2013/05/30,44.841
2013/05/31,46.021
2013/06/01,38.872
2013/06/02,42.015
2013/06/03,39.811
2013/06/04,39.811
2013/06/05,47.031
2013/06/06,47.851
2013/06/07,53.73
2013/06/08,47.913
2013/06/09,53.9
2013/06/10,49.55
2013/06/11,48.074
2013/06/12,43.489
2013/06/13,47.356
2013/06/14,48.857
2013/06/15,50.753
2013/06/16,47.584
2013/06/17,58.642
2013/06/18,60.138
2013/06/19,61.42
2013/06/20,53.799
2013/06/21,49.623
2013/06/22,47.633
2013/06/23,50.619
2013/06/24,55.038
2013/06/25,52.554
2013/06/26,47.701
2013/06/27,49.64
2013/06/28,49.063
2013/06/29,49.063
2013/06/30,54.421
2013/07/01,52.811
2013/07/02,54.268
2013/07/03,44.487
2013/07/04,50.002
2013/07/05,44.765
2013/07/06,44.554
2013/07/07,44.834
2013/07/08,43.452
2013/07/09,45.572
2013/07/10,43.123
2013/07/11,49.63
2013/07/12,56.146
2013/07/13,54.875
2013/07/14,49.476
2013/07/15,52.069
2013/07/16,52.069
2013/07/17,45.711
2013/07/18,52.958
2013/07/19,49.62
2013/07/20,45.602
2013/07/21,42.821
2013/07/22,52.097
2013/07/23,59.198
2013/07/24,52.655
2013/07/25,56.284
2013/07/26,50.67
2013/07/27,46.836
2013/07/28,49.884
2013/07/29,47.586
2013/07/30,44.046
2013/07/31,45.551
2013/08/01,48.629
2013/08/02,45.469
2013/08/03,50.734
2013/08/04,48.52
2013/08/05,46.344
2013/08/06,46.134
2013/08/07,47.181
2013/08/08,43.199
2013/08/09,45.678
2013/08/10,42.736
2013/08/11,41.692
2013/08/12,41.692
2013/08/13,50.537
2013/08/14,54.848
2013/08/15,54.119
2013/08/16,54.766
2013/08/17,47.64
2013/08/18,46.612
2013/08/19,51.731
2013/08/20,47.871
2013/08/21,46.32
2013/08/22,42.02
2013/08/23,47.29
2013/08/24,50.971
2013/08/25,60.471
2013/08/26,54.585
2013/08/27,53.581
2013/08/28,50.769
2013/08/29,47.815
2013/08/30,44.308
2013/08/31,41.206
2013/09/01,41.659
2013/09/02,43.129
2013/09/03,48.681
2013/09/04,57.401
2013/09/05,52.071
2013/09/06,50.405
2013/09/07,61.359
2013/09/08,56.6
2013/09/09,46.065
2013/09/10,48.288
2013/09/11,46.71
2013/09/12,44.673
2013/09/13,46.382
2013/09/14,44.15
2013/09/15,51.618
2013/09/16,57.883
2013/09/17,51.198
2013/09/18,54.177
2013/09/19,48.783
2013/09/20,47.115
2013/09/21,49.184
2013/09/22,46.716
2013/09/23,45.608
2013/09/24,45.291
2013/09/25,46.514
2013/09/26,56.553
2013/09/27,52.12
2013/09/28,52.35
2013/09/29,54.091
2013/09/30,55.973
2013/10/01,49.203
2013/10/02,48.308
2013/10/03,46.593
2013/10/04,51.287
2013/10/05,43.591
2013/10/06,50.391
2013/10/07,57.066
2013/10/08,55.473
2013/10/09,50.694
2013/10/10,47.997
2013/10/11,49.504
2013/10/12,44.358
2013/10/13,43.376
2013/10/14,39.997
2013/10/15,39.037
2013/10/16,47.166
2013/10/17,55.685
2013/10/18,50.148
2013/10/19,45.611
2013/10/20,49.301
2013/10/21,47.468
2013/10/22,43.465
2013/10/23,46.726
2013/10/24,47.652
2013/10/25,45.01
2013/10/26,53.671
2013/10/27,54.247
2013/10/28,55.082
2013/10/29,58.504
2013/10/30,49.928
2013/10/31,47.337
2013/11/01,47.849
2013/11/02,48.966
2013/11/03,51.006
2013/11/04,50.333
2013/11/05,55.247
2013/11/06,58.049
2013/11/07,63.223
2013/11/08,66.105
2013/11/09,59.289
2013/11/10,51.873
2013/11/11,48.292
2013/11/12,45.759
2013/11/13,52.759
2013/11/14,49.336
2013/11/15,53.095
2013/11/16,47.231
2013/11/17,48.785
2013/11/18,55.381
2013/11/19,53.94
2013/11/20,53.091
2013/11/21,56.762
2013/11/22,50.399
2013/11/23,50.874
2013/11/24,51.389
2013/11/25,50.004
2013/11/26,53.956
2013/11/27,49.723
2013/11/28,47.701
2013/11/29,49.896
2013/11/30,49.041
2013/12/01,44.434
2013/12/02,54.16
2013/12/03,44.786
2013/12/04,50.815
2013/12/05,51.049
2013/12/06,44.017
2013/12/07,46.389
2013/12/08,46.389
2013/12/09,50.583
2013/12/10,47.183
2013/12/11,53.271
2013/12/12,53.772
2013/12/13,50.72
2013/12/14,45.701
2013/12/15,50.26
2013/12/16,45.617
2013/12/17,45.289
2013/12/18,46.131
2013/12/19,41.922
2013/12/20,51.41
2013/12/21,55.318
2013/12/22,53.041
2013/12/23,52.493
2013/12/24,53.016
2013/12/25,54.986
2013/12/26,49.581
2013/12/27,48.575
2013/12/28,57.947
2013/12/29,52.026
2013/12/30,50.683
2013/12/31,48.002
2014/01/01,43.967
2014/01/02,60.548
2014/01/03,52.454
2014/01/04,56.829
2014/01/05,46.776
2014/01/06,47.791
