Date,mining_profitability14var
2010/10/22,149562533
2010/10/23,172210640
2010/10/24,171577443
2010/10/25,191069995
2010/10/26,192226190
2010/10/27,188643539
2010/10/28,199039125
2010/10/29,219854008
2010/10/30,243543028
2010/10/31,258702253
2010/11/01,257411869
2010/11/02,248313560
2010/11/03,240158264
2010/11/04,198851943
2010/11/05,177658493
2010/11/06,260150811
2010/11/07,472310744
2010/11/08,448515531
2010/11/09,491186909
2010/11/10,542603214
2010/11/11,598826813
2010/11/12,643402304
2010/11/13,610807069
2010/11/14,584311270
2010/11/15,602095383
2010/11/16,614879979
2010/11/17,633518591
2010/11/18,666134604
2010/11/19,762371546
2010/11/20,656264816
2010/11/21,280761031
2010/11/22,101166545
2010/11/23,109238127
2010/11/24,110147818
2010/11/25,110466436
2010/11/26,114972397
2010/11/27,76896374
2010/11/28,49415083
2010/11/29,41645828
2010/11/30,41165366
2010/12/01,38815185
2010/12/02,37173748
2010/12/03,36036031
2010/12/04,39469867
2010/12/05,45427840
2010/12/06,46700854
2010/12/07,49281903
2010/12/08,42431038
2010/12/09,33582499
2010/12/10,45699266
2010/12/11,45880447
2010/12/12,39786969
2010/12/13,31443492
2010/12/14,30824180
2010/12/15,30024837
2010/12/16,29519486
2010/12/17,25548671
2010/12/18,20129515
2010/12/19,18357975
2010/12/20,16280898
2010/12/21,12699217
2010/12/22,7096151
2010/12/23,5867083
2010/12/24,4578611
2010/12/25,4587927
2010/12/26,4543418
2010/12/27,3837197
2010/12/28,3414986
2010/12/29,2872018
2010/12/30,3313391
2010/12/31,3437316
2011/01/01,3771217
2011/01/02,3336372
2011/01/03,3659066
2011/01/04,3056531
2011/01/05,2175568
2011/01/06,2359465
2011/01/07,2571313
2011/01/08,2550339
2011/01/09,2421913
2011/01/10,2429257
2011/01/11,2580289
2011/01/12,2579726
2011/01/13,2472371
2011/01/14,2984643
2011/01/15,2801759
2011/01/16,3142557
2011/01/17,2510003
2011/01/18,3396915
2011/01/19,3583144
2011/01/20,2806749
2011/01/21,2694928
2011/01/22,3590405
2011/01/23,4261625
2011/01/24,5419409
2011/01/25,5424726
2011/01/26,5358339
2011/01/27,5724137
2011/01/28,5722563
2011/01/29,5705841
2011/01/30,5679913
2011/01/31,7055334
2011/02/01,6299275
2011/02/02,11294023
2011/02/03,17378192
2011/02/04,29487260
2011/02/05,39580684
2011/02/06,54036052
2011/02/07,71709072
2011/02/08,68218907
2011/02/09,72938979
2011/02/10,66071207
2011/02/11,56409475
2011/02/12,46959291
2011/02/13,31361119
2011/02/14,22445132
2011/02/15,14702816
2011/02/16,11470106
2011/02/17,8458369
2011/02/18,18499075
2011/02/19,39088377
2011/02/20,46651020
2011/02/21,54935680
2011/02/22,63062945
2011/02/23,63465525
2011/02/24,66373146
2011/02/25,65565099
2011/02/26,60119345
2011/02/27,62892668
2011/02/28,69113716
2011/03/01,56844450
2011/03/02,37503700
2011/03/03,23363838
2011/03/04,22180468
2011/03/05,22794942
2011/03/06,22323593
2011/03/07,25332799
2011/03/08,25325994
2011/03/09,22727189
2011/03/10,23940902
2011/03/11,18745913
2011/03/12,7303501
2011/03/13,7894850
2011/03/14,8327940
2011/03/15,8680014
2011/03/16,7862376
2011/03/17,6426433
2011/03/18,5603045
2011/03/19,3242808
2011/03/20,2138931
2011/03/21,2108122
2011/03/22,1473564
2011/03/23,1335191
2011/03/24,1228897
2011/03/25,1870188
2011/03/26,1713812
2011/03/27,1691431
2011/03/28,1871782
2011/03/29,1829972
2011/03/30,1830359
2011/03/31,1878017
2011/04/01,1638201
2011/04/02,1532922
2011/04/03,1502360
2011/04/04,1474672
2011/04/05,1139168
2011/04/06,1871976
2011/04/07,2227830
2011/04/08,1536813
2011/04/09,1843034
2011/04/10,1862914
2011/04/11,1496181
2011/04/12,1406151
2011/04/13,1322537
2011/04/14,1013484
2011/04/15,1084299
2011/04/16,1804872
2011/04/17,2580805
2011/04/18,2725084
2011/04/19,3435325
2011/04/20,2985337
2011/04/21,2699668
2011/04/22,3636713
2011/04/23,4607107
2011/04/24,6003870
2011/04/25,7466644
2011/04/26,7496471
2011/04/27,8301327
2011/04/28,10893383
2011/04/29,20610536
2011/04/30,30324212
2011/05/01,36926936
2011/05/02,39644146
2011/05/03,42154867
2011/05/04,41657569
2011/05/05,37492885
2011/05/06,34508844
2011/05/07,30952179
2011/05/08,30369593
2011/05/09,26351769
2011/05/10,17864535
2011/05/11,12637561
2011/05/12,8753809
2011/05/13,31917007
2011/05/14,50895664
2011/05/15,51866105
2011/05/16,64223018
2011/05/17,68938071
2011/05/18,68199335
2011/05/19,84815937
2011/05/20,91326904
2011/05/21,100277028
2011/05/22,108632409
2011/05/23,110230308
2011/05/24,104593057
2011/05/25,105935241
2011/05/26,110288696
2011/05/27,125389892
2011/05/28,118595612
2011/05/29,116910656
2011/05/30,89999120
2011/05/31,58546738
2011/06/01,28959697
2011/06/02,28827168
2011/06/03,29933727
2011/06/04,47098229
2011/06/05,61504884
2011/06/06,65886840
2011/06/07,68890081
2011/06/08,98241075
2011/06/09,148076930
2011/06/10,144852142
2011/06/11,130095850
2011/06/12,120354875
2011/06/13,101526911
2011/06/14,82201098
2011/06/15,74557633
2011/06/16,89919066
2011/06/17,108173946
2011/06/18,123527588
2011/06/19,132679021
2011/06/20,143245493
2011/06/21,150756301
2011/06/22,132936941
2011/06/23,80501747
2011/06/24,54440993
2011/06/25,48460504
2011/06/26,50964313
2011/06/27,41520172
2011/06/28,20985679
2011/06/29,12563544
2011/06/30,13426460
2011/07/01,14720902
2011/07/02,14739864
2011/07/03,13018669
2011/07/04,11089229
2011/07/05,8593014
2011/07/06,5574083
2011/07/07,2280635
2011/07/08,1788851
2011/07/09,2234153
2011/07/10,2382379
2011/07/11,2012398
2011/07/12,1851950
2011/07/13,1475686
2011/07/14,1176032
2011/07/15,1124052
2011/07/16,1098284
2011/07/17,886902
2011/07/18,642719
2011/07/19,836080
2011/07/20,738637
2011/07/21,785644
2011/07/22,509742
2011/07/23,548661
2011/07/24,546223
2011/07/25,460012
2011/07/26,459793
2011/07/27,278554
2011/07/28,315258
2011/07/29,258333
2011/07/30,264755
2011/07/31,187585
2011/08/01,261116
2011/08/02,370654
2011/08/03,654163
2011/08/04,1241586
2011/08/05,1417328
2011/08/06,2129494
2011/08/07,2628931
2011/08/08,2782994
2011/08/09,2484547
2011/08/10,2346807
2011/08/11,2214374
2011/08/12,1791142
2011/08/13,1373086
2011/08/14,740273
2011/08/15,535529
2011/08/16,581516
2011/08/17,598228
2011/08/18,623351
2011/08/19,640241
2011/08/20,696925
2011/08/21,598771
2011/08/22,474106
2011/08/23,431470
2011/08/24,389681
2011/08/25,350037
2011/08/26,350983
2011/08/27,452498
2011/08/28,523515
2011/08/29,521405
2011/08/30,468402
2011/08/31,506974
2011/09/01,595399
2011/09/02,587675
2011/09/03,426700
2011/09/04,259136
2011/09/05,203170
2011/09/06,222095
2011/09/07,281054
2011/09/08,238741
2011/09/09,291550
2011/09/10,563035
2011/09/11,719437
2011/09/12,619268
2011/09/13,581389
2011/09/14,555410
2011/09/15,565181
2011/09/16,549598
2011/09/17,473037
2011/09/18,382804
2011/09/19,249307
2011/09/20,200650
2011/09/21,190302
2011/09/22,150627
2011/09/23,131612
2011/09/24,108861
2011/09/25,99476
2011/09/26,81761
2011/09/27,81131
2011/09/28,76882
2011/09/29,85192
2011/09/30,65891
2011/10/01,80945
2011/10/02,89849
2011/10/03,86724
2011/10/04,82733
2011/10/05,84227
2011/10/06,91769
2011/10/07,91873
2011/10/08,118941
2011/10/09,122451
2011/10/10,130694
2011/10/11,172134
2011/10/12,165727
2011/10/13,168685
2011/10/14,176806
2011/10/15,132707
2011/10/16,137174
2011/10/17,122265
2011/10/18,171653
2011/10/19,148372
2011/10/20,190485
2011/10/21,190416
2011/10/22,200249
2011/10/23,189316
2011/10/24,183572
2011/10/25,190058
2011/10/26,179860
2011/10/27,171180
2011/10/28,92758
2011/10/29,75943
2011/10/30,87598
2011/10/31,130108
2011/11/01,175263
2011/11/02,189415
2011/11/03,160568
2011/11/04,155993
2011/11/05,137632
2011/11/06,137258
2011/11/07,135935
2011/11/08,114890
2011/11/09,84438
2011/11/10,52172
2011/11/11,47946
2011/11/12,44798
2011/11/13,45168
2011/11/14,51330
2011/11/15,57569
2011/11/16,70549
2011/11/17,80315
2011/11/18,80485
2011/11/19,114605
2011/11/20,112327
2011/11/21,131310
2011/11/22,109443
2011/11/23,97683
2011/11/24,98901
2011/11/25,97995
2011/11/26,57462
2011/11/27,38436
2011/11/28,39530
2011/11/29,49933
2011/11/30,113366
2011/12/01,157275
2011/12/02,153600
2011/12/03,159923
2011/12/04,161402
2011/12/05,137048
2011/12/06,145878
2011/12/07,127089
2011/12/08,123321
2011/12/09,118655
2011/12/10,93807
2011/12/11,84053
2011/12/12,68075
2011/12/13,59413
2011/12/14,58360
2011/12/15,67923
2011/12/16,59516
2011/12/17,68710
2011/12/18,61347
2011/12/19,69884
2011/12/20,72157
2011/12/21,86893
2011/12/22,113641
2011/12/23,113484
2011/12/24,120280
2011/12/25,176049
2011/12/26,169495
2011/12/27,165641
2011/12/28,182740
2011/12/29,124721
2011/12/30,139630
2011/12/31,145959
2012/01/01,157564
2012/01/02,208112
2012/01/03,201371
2012/01/04,208834
2012/01/05,429476
2012/01/06,656271
2012/01/07,858263
2012/01/08,968461
2012/01/09,946182
2012/01/10,762111
2012/01/11,725601
2012/01/12,543355
2012/01/13,492086
2012/01/14,365375
2012/01/15,320835
2012/01/16,355742
2012/01/17,313457
2012/01/18,352712
2012/01/19,347601
2012/01/20,313338
2012/01/21,273097
2012/01/22,299762
2012/01/23,294892
2012/01/24,297004
2012/01/25,305498
2012/01/26,331690
2012/01/27,367509
2012/01/28,391188
2012/01/29,387210
2012/01/30,217164
2012/01/31,259595
2012/02/01,240165
2012/02/02,194443
2012/02/03,148906
2012/02/04,125900
2012/02/05,138125
2012/02/06,97710
2012/02/07,98545
2012/02/08,94744
2012/02/09,93551
2012/02/10,97799
2012/02/11,99916
2012/02/12,92647
2012/02/13,128097
2012/02/14,134874
2012/02/15,193941
2012/02/16,188256
2012/02/17,195176
2012/02/18,186305
2012/02/19,232946
2012/02/20,268281
2012/02/21,276346
2012/02/22,240371
2012/02/23,193884
2012/02/24,181270
2012/02/25,98438
2012/02/26,63510
2012/02/27,67132
2012/02/28,67155
2012/02/29,69675
2012/03/01,62116
2012/03/02,68985
2012/03/03,74003
2012/03/04,59648
2012/03/05,42226
2012/03/06,43406
2012/03/07,44386
2012/03/08,45916
2012/03/09,39112
2012/03/10,45068
2012/03/11,48045
2012/03/12,43682
2012/03/13,33375
2012/03/14,27693
2012/03/15,29056
2012/03/16,50221
2012/03/17,50075
2012/03/18,50046
2012/03/19,58621
2012/03/20,54046
2012/03/21,56497
2012/03/22,58116
2012/03/23,67659
2012/03/24,66886
2012/03/25,88213
2012/03/26,93620
2012/03/27,93135
2012/03/28,94871
2012/03/29,101630
2012/03/30,64201
2012/03/31,44502
2012/04/01,45257
2012/04/02,62322
2012/04/03,56227
2012/04/04,56187
2012/04/05,56109
2012/04/06,62226
2012/04/07,39894
2012/04/08,36810
2012/04/09,39145
2012/04/10,35738
2012/04/11,36185
2012/04/12,38505
2012/04/13,36928
2012/04/14,46718
2012/04/15,48346
2012/04/16,62854
2012/04/17,61306
2012/04/18,62931
2012/04/19,73744
2012/04/20,69957
2012/04/21,75695
2012/04/22,75679
2012/04/23,72762
2012/04/24,75832
2012/04/25,68929
2012/04/26,65061
2012/04/27,61756
2012/04/28,61465
2012/04/29,49321
2012/04/30,42057
2012/05/01,38527
2012/05/02,41230
2012/05/03,38842
2012/05/04,37967
2012/05/05,40289
2012/05/06,38063
2012/05/07,25744
2012/05/08,26527
2012/05/09,25322
2012/05/10,74574
2012/05/11,74858
2012/05/12,107579
2012/05/13,98177
2012/05/14,98250
2012/05/15,106737
2012/05/16,107127
2012/05/17,103153
2012/05/18,97340
2012/05/19,76210
2012/05/20,71526
2012/05/21,62203
2012/05/22,54632
2012/05/23,57148
2012/05/24,40333
2012/05/25,34909
2012/05/26,39253
2012/05/27,45112
2012/05/28,44891
2012/05/29,39261
2012/05/30,45357
2012/05/31,40175
2012/06/01,59646
2012/06/02,62642
2012/06/03,56898
2012/06/04,40478
2012/06/05,35265
2012/06/06,34547
2012/06/07,27388
2012/06/08,28983
2012/06/09,41165
2012/06/10,42771
2012/06/11,50328
2012/06/12,68049
2012/06/13,67741
2012/06/14,79558
2012/06/15,88682
2012/06/16,109732
2012/06/17,105499
2012/06/18,134976
2012/06/19,150343
2012/06/20,167391
2012/06/21,161849
2012/06/22,158222
2012/06/23,157892
2012/06/24,182475
2012/06/25,127846
2012/06/26,128086
2012/06/27,115823
2012/06/28,117599
2012/06/29,118291
2012/06/30,115434
2012/07/01,114519
2012/07/02,91227
2012/07/03,66907
2012/07/04,52979
2012/07/05,52876
2012/07/06,50405
2012/07/07,51850
2012/07/08,24217
2012/07/09,25625
2012/07/10,27052
2012/07/11,26998
2012/07/12,57385
2012/07/13,87755
2012/07/14,90108
2012/07/15,90268
2012/07/16,127001
2012/07/17,197272
2012/07/18,186145
2012/07/19,167584
2012/07/20,190801
2012/07/21,182261
2012/07/22,154847
2012/07/23,138614
2012/07/24,126647
2012/07/25,84028
2012/07/26,84446
2012/07/27,103087
2012/07/28,111305
2012/07/29,101080
2012/07/30,111857
2012/07/31,129501
2012/08/01,129434
2012/08/02,157713
2012/08/03,165432
2012/08/04,190801
2012/08/05,193112
2012/08/06,189080
2012/08/07,271076
2012/08/08,295767
2012/08/09,305279
2012/08/10,308731
2012/08/11,267565
2012/08/12,266997
2012/08/13,216134
2012/08/14,96569
2012/08/15,75846
2012/08/16,84052
2012/08/17,73508
2012/08/18,72791
2012/08/19,59278
2012/08/20,255993
2012/08/21,318472
2012/08/22,340637
2012/08/23,365838
2012/08/24,420253
2012/08/25,422657
2012/08/26,419751
2012/08/27,447811
2012/08/28,430571
2012/08/29,333743
2012/08/30,249735
2012/08/31,206993
2012/09/01,111053
2012/09/02,64192
2012/09/03,57254
2012/09/04,63418
2012/09/05,59128
2012/09/06,58061
2012/09/07,62989
2012/09/08,79386
2012/09/09,65976
2012/09/10,65890
2012/09/11,67411
2012/09/12,66584
2012/09/13,78969
2012/09/14,82198
2012/09/15,83123
2012/09/16,92520
2012/09/17,87360
2012/09/18,75091
2012/09/19,71967
2012/09/20,83630
2012/09/21,85781
2012/09/22,82791
2012/09/23,82943
2012/09/24,78516
2012/09/25,83742
2012/09/26,77675
2012/09/27,74526
2012/09/28,78641
2012/09/29,81380
2012/09/30,75709
2012/10/01,88976
2012/10/02,97039
2012/10/03,104341
2012/10/04,94418
2012/10/05,88304
2012/10/06,86407
2012/10/07,120485
2012/10/08,124384
2012/10/09,138843
2012/10/10,142317
2012/10/11,124725
2012/10/12,125558
2012/10/13,111143
2012/10/14,127784
2012/10/15,130624
2012/10/16,106159
2012/10/17,112648
2012/10/18,108820
2012/10/19,131558
2012/10/20,105412
2012/10/21,97880
2012/10/22,72696
2012/10/23,89805
2012/10/24,96462
2012/10/25,98868
2012/10/26,98024
2012/10/27,116917
2012/10/28,117805
2012/10/29,106872
2012/10/30,129440
2012/10/31,133049
2012/11/01,118804
2012/11/02,124075
2012/11/03,88172
2012/11/04,84517
2012/11/05,70489
2012/11/06,77645
2012/11/07,34218
2012/11/08,30072
2012/11/09,19321
2012/11/10,23597
2012/11/11,20752
2012/11/12,24173
2012/11/13,24671
2012/11/14,23870
2012/11/15,23987
2012/11/16,30955
2012/11/17,31446
2012/11/18,31280
2012/11/19,52833
2012/11/20,47643
2012/11/21,49124
2012/11/22,46070
2012/11/23,87918
2012/11/24,76209
2012/11/25,77959
2012/11/26,64322
2012/11/27,64104
2012/11/28,65149
2012/11/29,268055
2012/11/30,469051
2012/12/01,567885
2012/12/02,711709
2012/12/03,754507
2012/12/04,838354
2012/12/05,821835
2012/12/06,812285
2012/12/07,640602
2012/12/08,570351
2012/12/09,446359
2012/12/10,287153
2012/12/11,130020
2012/12/12,22334
2012/12/13,22589
2012/12/14,17873
2012/12/15,21058
2012/12/16,16848
2012/12/17,20351
2012/12/18,13005
2012/12/19,13108
2012/12/20,14713
2012/12/21,15468
2012/12/22,21705
2012/12/23,32210
2012/12/24,32398
2012/12/25,32699
2012/12/26,44741
2012/12/27,46627
2012/12/28,47809
2012/12/29,47548
2012/12/30,55423
2012/12/31,54652
2013/01/01,52775
2013/01/02,52732
2013/01/03,46056
2013/01/04,45868
2013/01/05,45514
2013/01/06,21975
2013/01/07,24001
2013/01/08,29643
2013/01/09,26827
2013/01/10,27035
2013/01/11,30946
2013/01/12,31284
2013/01/13,24938
2013/01/14,26280
2013/01/15,31524
2013/01/16,33747
2013/01/17,35903
2013/01/18,41654
2013/01/19,57100
2013/01/20,57213
2013/01/21,54229
2013/01/22,59709
2013/01/23,59917
2013/01/24,104021
2013/01/25,94553
2013/01/26,134583
2013/01/27,140251
2013/01/28,146145
2013/01/29,140471
2013/01/30,149514
2013/01/31,158977
2013/02/01,147280
2013/02/02,150796
2013/02/03,181833
2013/02/04,136018
2013/02/05,126653
2013/02/06,98333
2013/02/07,101850
2013/02/08,83601
2013/02/09,86768
2013/02/10,88372
2013/02/11,76766
2013/02/12,78790
2013/02/13,119673
2013/02/14,116094
2013/02/15,153240
2013/02/16,170081
2013/02/17,174853
2013/02/18,162695
2013/02/19,148278
2013/02/20,147601
2013/02/21,137013
2013/02/22,130093
2013/02/23,117420
2013/02/24,116317
2013/02/25,123394
2013/02/26,111019
2013/02/27,111352
2013/02/28,96345
2013/03/01,88025
2013/03/02,90446
2013/03/03,90259
2013/03/04,55267
2013/03/05,58605
2013/03/06,68583
2013/03/07,120984
2013/03/08,149573
2013/03/09,204764
2013/03/10,246708
2013/03/11,259291
2013/03/12,282797
2013/03/13,295001
2013/03/14,289119
2013/03/15,271798
2013/03/16,214429
2013/03/17,178302
2013/03/18,136132
2013/03/19,49757
2013/03/20,295230
2013/03/21,469279
2013/03/22,662375
2013/03/23,773836
2013/03/24,778824
2013/03/25,778256
2013/03/26,775203
2013/03/27,768630
2013/03/28,982798
2013/03/29,905714
2013/03/30,851170
2013/03/31,831680
2013/04/01,736163
2013/04/02,751741
2013/04/03,1116414
2013/04/04,1418707
2013/04/05,2082572
2013/04/06,2309302
2013/04/07,2274547
2013/04/08,2134668
2013/04/09,3563293
2013/04/10,3928726
2013/04/11,4007207
2013/04/12,4044145
2013/04/13,4047471
2013/04/14,4461914
2013/04/15,4882989
2013/04/16,5797867
2013/04/17,6559205
2013/04/18,7233185
2013/04/19,7067239
2013/04/20,6966124
2013/04/21,6715105
2013/04/22,6162104
2013/04/23,3073668
2013/04/24,645980
2013/04/25,969112
2013/04/26,1028564
2013/04/27,1024992
2013/04/28,1124606
2013/04/29,1127968
2013/04/30,923164
2013/05/01,718045
2013/05/02,603136
2013/05/03,795285
2013/05/04,871146
2013/05/05,881713
2013/05/06,955507
2013/05/07,1003721
2013/05/08,1003028
2013/05/09,664000
2013/05/10,569383
2013/05/11,555744
2013/05/12,332926
2013/05/13,181806
2013/05/14,193025
2013/05/15,190434
2013/05/16,201553
2013/05/17,195388
2013/05/18,190859
2013/05/19,133946
2013/05/20,150104
2013/05/21,153720
2013/05/22,151908
2013/05/23,171947
2013/05/24,159746
2013/05/25,133525
2013/05/26,134670
2013/05/27,139237
2013/05/28,117180
2013/05/29,83960
2013/05/30,80107
2013/05/31,84342
2013/06/01,101422
2013/06/02,103600
2013/06/03,71041
2013/06/04,71688
2013/06/05,192965
2013/06/06,309113
2013/06/07,421739
2013/06/08,481342
2013/06/09,666058
2013/06/10,743355
2013/06/11,759852
2013/06/12,738130
2013/06/13,696135
2013/06/14,671638
2013/06/15,463508
2013/06/16,409271
2013/06/17,362643
2013/06/18,221291
2013/06/19,196040
2013/06/20,182232
2013/06/21,165635
2013/06/22,141726
2013/06/23,163734
2013/06/24,171807
2013/06/25,142213
2013/06/26,102500
2013/06/27,91301
2013/06/28,71332
2013/06/29,65154
2013/06/30,70740
2013/07/01,86577
2013/07/02,111717
2013/07/03,103299
2013/07/04,115999
2013/07/05,102755
2013/07/06,110441
2013/07/07,126822
2013/07/08,120428
2013/07/09,110296
2013/07/10,87437
2013/07/11,63395
2013/07/12,54779
2013/07/13,37375
2013/07/14,34610
2013/07/15,29141
2013/07/16,26439
2013/07/17,17968
2013/07/18,19601
2013/07/19,18273
2013/07/20,18263
2013/07/21,17496
2013/07/22,24831
2013/07/23,35628
2013/07/24,30609
2013/07/25,33778
2013/07/26,33738
2013/07/27,29671
2013/07/28,31709
2013/07/29,30287
2013/07/30,28808
2013/07/31,18479
2013/08/01,18679
2013/08/02,18104
2013/08/03,19572
2013/08/04,15106
2013/08/05,16138
2013/08/06,14053
2013/08/07,14582
2013/08/08,14362
2013/08/09,18605
2013/08/10,17441
2013/08/11,18265
2013/08/12,16323
2013/08/13,15557
2013/08/14,21935
2013/08/15,25968
2013/08/16,21748
2013/08/17,24558
2013/08/18,25239
2013/08/19,27262
2013/08/20,24035
2013/08/21,22051
2013/08/22,15961
2013/08/23,16077
2013/08/24,11472
2013/08/25,10925
2013/08/26,7883
2013/08/27,6681
2013/08/28,6682
2013/08/29,7013
2013/08/30,7017
2013/08/31,7100
2013/09/01,7093
2013/09/02,7100
2013/09/03,6490
2013/09/04,11112
2013/09/05,9376
2013/09/06,11639
2013/09/07,16240
2013/09/08,17654
2013/09/09,17977
2013/09/10,19139
2013/09/11,17477
2013/09/12,17232
2013/09/13,15565
2013/09/14,11273
2013/09/15,12818
2013/09/16,12085
2013/09/17,6496
2013/09/18,6706
2013/09/19,7109
2013/09/20,7484
2013/09/21,8081
2013/09/22,8363
2013/09/23,7515
2013/09/24,7350
2013/09/25,6782
2013/09/26,8298
2013/09/27,7359
2013/09/28,4851
2013/09/29,5688
2013/09/30,6273
2013/10/01,5379
2013/10/02,4607
2013/10/03,4863
2013/10/04,4390
2013/10/05,3786
2013/10/06,3745
2013/10/07,3543
2013/10/08,2462
2013/10/09,2132
2013/10/10,2187
2013/10/11,2152
2013/10/12,1836
2013/10/13,1825
2013/10/14,1619
2013/10/15,1319
2013/10/16,1475
2013/10/17,2141
2013/10/18,2122
2013/10/19,1119
2013/10/20,1210
2013/10/21,1209
2013/10/22,1292
2013/10/23,1404
2013/10/24,1412
2013/10/25,1411
2013/10/26,2299
2013/10/27,2609
2013/10/28,2678
2013/10/29,2417
2013/10/30,2430
2013/10/31,2350
2013/11/01,2368
2013/11/02,2466
2013/11/03,2515
2013/11/04,2422
2013/11/05,1948
2013/11/06,1316
2013/11/07,745.251
2013/11/08,493.312
2013/11/09,952.255
2013/11/10,1009
2013/11/11,987.885
2013/11/12,1223
2013/11/13,1301
2013/11/14,2384
2013/11/15,3096
2013/11/16,3472
2013/11/17,3594
2013/11/18,3831
2013/11/19,5544
2013/11/20,4734
2013/11/21,4306
2013/11/22,6291
2013/11/23,8594
2013/11/24,8962
2013/11/25,8731
2013/11/26,8624
2013/11/27,12659
2013/11/28,16393
2013/11/29,16989
2013/11/30,19136
2013/12/01,16470
2013/12/02,13739
2013/12/03,14390
2013/12/04,10123
2013/12/05,7582
2013/12/06,7074
2013/12/07,9123
2013/12/08,9702
2013/12/09,10493
2013/12/10,10562
2013/12/11,11477
2013/12/12,12278
2013/12/13,12518
2013/12/14,9487
2013/12/15,10937
2013/12/16,11684
2013/12/17,9980
2013/12/18,11736
2013/12/19,10141
2013/12/20,7601
2013/12/21,9279
2013/12/22,9878
2013/12/23,9890
2013/12/24,7781
2013/12/25,7519
2013/12/26,6875
2013/12/27,5385
2013/12/28,3245
2013/12/29,2521
2013/12/30,882.634
2013/12/31,585.563
2014/01/01,698.109
2014/01/02,1032
2014/01/03,1019
2014/01/04,1058
2014/01/05,1259
2014/01/06,1282
2014/01/07,1232
2014/01/08,1144
2014/01/09,1148
2014/01/10,1217
2014/01/11,1175
2014/01/12,1181
2014/01/13,1952
2014/01/14,2184
2014/01/15,2054
2014/01/16,1972
2014/01/17,2459
2014/01/18,2513
2014/01/19,2254
2014/01/20,1943
2014/01/21,1995
2014/01/22,1840
2014/01/23,1531
2014/01/24,1590
2014/01/25,1270
2014/01/26,664.824
2014/01/27,643.602
2014/01/28,887.562
2014/01/29,850.427
2014/01/30,837.088
2014/01/31,871.879
2014/02/01,779.35
2014/02/02,761.57
2014/02/03,491.26
2014/02/04,473.838
2014/02/05,285.041
2014/02/06,242.887
2014/02/07,418.398
2014/02/08,522.405
2014/02/09,827.715
2014/02/10,769.859
2014/02/11,893.668
2014/02/12,933.694
2014/02/13,909.023
2014/02/14,910.821
2014/02/15,841.164
2014/02/16,653.016
2014/02/17,674.49
2014/02/18,450.829
2014/02/19,359.04
2014/02/20,221.988
2014/02/21,284.934
2014/02/22,224.907
2014/02/23,243.446
2014/02/24,182.317
2014/02/25,223.643
2014/02/26,157.052
2014/02/27,153.665
2014/02/28,160.769
2014/03/01,188.859
2014/03/02,160.177
2014/03/03,164.054
2014/03/04,146.666
2014/03/05,122.079
2014/03/06,124.173
2014/03/07,124.209
2014/03/08,101.23
2014/03/09,97.297
2014/03/10,92.786
2014/03/11,84.084
2014/03/12,70.066
2014/03/13,73.987
2014/03/14,84.487
2014/03/15,70.701
2014/03/16,60.979
2014/03/17,75.517
2014/03/18,73.6
2014/03/19,71.191
2014/03/20,50.149
2014/03/21,50.238
2014/03/22,63.462
2014/03/23,50.841
2014/03/24,55.986
2014/03/25,70.935
2014/03/26,53.142
2014/03/27,60.323
