Date,transactions7mom
2013/04/12,-2698
2013/04/13,1795
2013/04/14,-8059
2013/04/15,-7193
2013/04/16,805
2013/04/17,-7155
2013/04/18,-21763
2013/04/19,874
2013/04/20,-5202
2013/04/21,-11270
2013/04/22,-7291
2013/04/23,-6108
2013/04/24,8326
2013/04/25,15910
2013/04/26,-4298
2013/04/27,-3926
2013/04/28,-2346
2013/04/29,4561
2013/04/30,-14050
2013/05/01,-9685
2013/05/02,-7099
2013/05/03,-3818
2013/05/04,5880
2013/05/05,8465
2013/05/06,1572
2013/05/07,9117
2013/05/08,-4902
2013/05/09,11315
2013/05/10,16434
2013/05/11,23118
2013/05/12,15093
2013/05/13,7650
2013/05/14,9749
2013/05/15,13756
2013/05/16,-5600
2013/05/17,-9139
2013/05/18,-21154
2013/05/19,-17596
2013/05/20,-12132
2013/05/21,-12525
2013/05/22,-12196
2013/05/23,-1395
2013/05/24,-3338
2013/05/25,-951
2013/05/26,-7105
2013/05/27,3890
2013/05/28,3121
2013/05/29,3058
2013/05/30,-2368
2013/05/31,-1061
2013/06/01,2983
2013/06/02,9189
2013/06/03,3079
2013/06/04,497
2013/06/05,1484
2013/06/06,-2790
2013/06/07,-2144
2013/06/08,-6061
2013/06/09,-5436
2013/06/10,-10835
2013/06/11,-7926
2013/06/12,-10672
2013/06/13,-11450
2013/06/14,-2035
2013/06/15,-12384
2013/06/16,-1531
2013/06/17,972
2013/06/18,-3606
2013/06/19,1191
2013/06/20,9354
2013/06/21,-3133
2013/06/22,8765
2013/06/23,-4439
2013/06/24,-1703
2013/06/25,-1405
2013/06/26,-1442
2013/06/27,-6400
2013/06/28,2524
2013/06/29,-8042
2013/06/30,-7542
2013/07/01,-5124
2013/07/02,-4975
2013/07/03,-10106
2013/07/04,-10834
2013/07/05,-12532
2013/07/06,-3191
2013/07/07,-630
2013/07/08,466
2013/07/09,1150
2013/07/10,3696
2013/07/11,8133
2013/07/12,11255
2013/07/13,4628
2013/07/14,4591
2013/07/15,-2847
2013/07/16,-1419
2013/07/17,1416
2013/07/18,-2251
2013/07/19,-11518
2013/07/20,-4297
2013/07/21,496
2013/07/22,3224
2013/07/23,-937
2013/07/24,1743
2013/07/25,1375
2013/07/26,621
2013/07/27,3195
2013/07/28,1877
2013/07/29,1820
2013/07/30,3645
2013/07/31,7132
2013/08/01,8343
2013/08/02,14280
2013/08/03,8865
2013/08/04,5633
2013/08/05,9178
2013/08/06,12243
2013/08/07,8086
2013/08/08,7090
2013/08/09,-2026
2013/08/10,5909
2013/08/11,-4561
2013/08/12,-800
2013/08/13,-1282
2013/08/14,-5928
2013/08/15,142
2013/08/16,21488
2013/08/17,4871
2013/08/18,17997
2013/08/19,21125
2013/08/20,10141
2013/08/21,8843
2013/08/22,8637
2013/08/23,-15952
2013/08/24,-4722
2013/08/25,-11907
2013/08/26,-15210
2013/08/27,-1020
2013/08/28,4234
2013/08/29,-7793
2013/08/30,7399
2013/08/31,-4352
2013/09/01,2081
2013/09/02,-4876
2013/09/03,-10049
2013/09/04,-11753
2013/09/05,1748
2013/09/06,-1733
2013/09/07,4540
2013/09/08,-82
2013/09/09,6422
2013/09/10,1123
2013/09/11,-3806
2013/09/12,-8464
2013/09/13,-16035
2013/09/14,-8480
2013/09/15,7196
2013/09/16,-5742
2013/09/17,14660
2013/09/18,11376
2013/09/19,7538
2013/09/20,14164
2013/09/21,8967
2013/09/22,-2791
2013/09/23,13387
2013/09/24,-5372
2013/09/25,-6044
2013/09/26,-2242
2013/09/27,-12052
2013/09/28,-9906
2013/09/29,-9689
2013/09/30,-18125
2013/10/01,-5396
2013/10/02,7431
2013/10/03,1969
2013/10/04,5018
2013/10/05,2857
2013/10/06,1661
2013/10/07,-2602
2013/10/08,-12014
2013/10/09,-11279
2013/10/10,-2691
2013/10/11,-23
2013/10/12,4000
2013/10/13,8411
2013/10/14,12811
2013/10/15,10596
2013/10/16,122
2013/10/17,-9958
2013/10/18,7732
2013/10/19,5828
2013/10/20,-1864
2013/10/21,3038
2013/10/22,9237
2013/10/23,4477
2013/10/24,16716
2013/10/25,-2233
2013/10/26,-7523
2013/10/27,-5707
2013/10/28,-9311
2013/10/29,-15033
2013/10/30,-6842
2013/10/31,-5449
2013/11/01,-12073
2013/11/02,-8586
2013/11/03,-7757
2013/11/04,-5601
2013/11/05,1653
2013/11/06,6594
2013/11/07,2421
2013/11/08,13926
2013/11/09,16077
2013/11/10,21612
2013/11/11,11890
2013/11/12,6683
2013/11/13,9857
2013/11/14,8839
2013/11/15,1659
2013/11/16,-8075
2013/11/17,-6230
2013/11/18,21658
2013/11/19,34640
2013/11/20,12692
2013/11/21,2442
2013/11/22,16027
2013/11/23,25394
2013/11/24,9556
2013/11/25,-7256
2013/11/26,-9522
2013/11/27,17964
2013/11/28,27068
2013/11/29,13136
2013/11/30,2639
2013/12/01,11254
2013/12/02,3791
2013/12/03,-5757
2013/12/04,-15905
2013/12/05,-15627
2013/12/06,-18020
2013/12/07,-7497
2013/12/08,-24665
2013/12/09,-11962
2013/12/10,-10036
2013/12/11,-12313
2013/12/12,-25057
2013/12/13,-11950
2013/12/14,-13658
2013/12/15,4849
2013/12/16,5732
2013/12/17,106
2013/12/18,14171
2013/12/19,11996
2013/12/20,4964
2013/12/21,2063
2013/12/22,597
2013/12/23,-15085
2013/12/24,-11841
2013/12/25,-26045
2013/12/26,-18956
2013/12/27,-12415
2013/12/28,-8063
2013/12/29,-1571
2013/12/30,1344
2013/12/31,-7033
2014/01/01,-12401
2014/01/02,3540
2014/01/03,8329
2014/01/04,4052
2014/01/05,7312
2014/01/06,11732
2014/01/07,14071
2014/01/08,18381
2014/01/09,4188
2014/01/10,-6840
2014/01/11,3735
2014/01/12,-8139
2014/01/13,-13880
2014/01/14,-5518
2014/01/15,182
2014/01/16,-2306
2014/01/17,4895
2014/01/18,-4247
2014/01/19,-2494
2014/01/20,9516
2014/01/21,15195
2014/01/22,4215
2014/01/23,6881
2014/01/24,6537
2014/01/25,2300
2014/01/26,5594
2014/01/27,1392
2014/01/28,-6803
2014/01/29,-6113
2014/01/30,-2776
2014/01/31,-5326
2014/02/01,950
2014/02/02,-1133
2014/02/03,-6781
2014/02/04,4019
2014/02/05,7831
2014/02/06,9355
2014/02/07,10274
2014/02/08,10178
2014/02/09,4144
2014/02/10,9275
2014/02/11,-2562
2014/02/12,-5413
2014/02/13,-2817
2014/02/14,4339
2014/02/15,-3118
2014/02/16,895
2014/02/17,-5996
2014/02/18,-1820
2014/02/19,7994
2014/02/20,3806
2014/02/21,-5460
2014/02/22,-3216
2014/02/23,2570
2014/02/24,12907
2014/02/25,14676
2014/02/26,3050
2014/02/27,-296
2014/02/28,871
2014/03/01,4765
2014/03/02,-3411
2014/03/03,7511
2014/03/04,4530
2014/03/05,-756
2014/03/06,-317
2014/03/07,2070
2014/03/08,1164
2014/03/09,5487
2014/03/10,-10381
2014/03/11,-8415
2014/03/12,3921
2014/03/13,2289
2014/03/14,-1697
2014/03/15,-4279
2014/03/16,-2821
2014/03/17,-4500
2014/03/18,-22040
2014/03/19,-2513
2014/03/20,-1818
2014/03/21,2423
2014/03/22,6360
2014/03/23,-1564
2014/03/24,4560
2014/03/25,17730
2014/03/26,-5488
2014/03/27,721
2014/03/28,-6000
2014/03/29,-13408
2014/03/30,-884
2014/03/31,-5933
2014/04/01,-7761
2014/04/02,-1440
2014/04/03,-4726
2014/04/04,-1408
2014/04/05,2529
2014/04/06,-6854
2014/04/07,797
2014/04/08,3742
2014/04/09,-1724
2014/04/10,1052
2014/04/11,66
2014/04/12,-8045
2014/04/13,1122
2014/04/14,4367
2014/04/15,4920
2014/04/16,3443
2014/04/17,-2851
2014/04/18,-8727
2014/04/19,5777
2014/04/20,-2116
2014/04/21,-12087
2014/04/22,5261
2014/04/23,5354
2014/04/24,7522
2014/04/25,15632
2014/04/26,-1344
2014/04/27,3587
2014/04/28,6455
2014/04/29,-13002
2014/04/30,-10288
2014/05/01,-13061
2014/05/02,-12648
2014/05/03,2003
2014/05/04,-834
