Date,hashrate90mom
2010/07/17,2679850891
2010/07/18,1467781145
2010/07/19,1466614377
2010/07/20,1553495679
2010/07/21,1613749255
2010/07/22,1621317645
2010/07/23,1628832028
2010/07/24,1568877154
2010/07/25,1812287169
2010/07/26,2127740328
2010/07/27,2322982246
2010/07/28,1857271632
2010/07/29,2010271465
2010/07/30,2097566458
2010/07/31,2166402392
2010/08/01,2577329198
2010/08/02,2899252876
2010/08/03,2814926912
2010/08/04,2651596864
2010/08/05,3050299307
2010/08/06,3109645019
2010/08/07,2512574411
2010/08/08,3037063785
2010/08/09,3375711384
2010/08/10,3246611929
2010/08/11,3679327840
2010/08/12,3801114151
2010/08/13,3848805908
2010/08/14,4135929476
2010/08/15,5707544749
2010/08/16,3622218569
2010/08/17,3445072444
2010/08/18,3219241033
2010/08/19,3344208948
2010/08/20,4014649408
2010/08/21,4529215435
2010/08/22,4855322394
2010/08/23,5289553245
2010/08/24,5298828611
2010/08/25,5523010956
2010/08/26,5328114759
2010/08/27,5700211210
2010/08/28,5407966552
2010/08/29,4915569771
2010/08/30,4594779162
2010/08/31,5189825351
2010/09/01,5224562557
2010/09/02,4746257679
2010/09/03,4835225151
2010/09/04,5244885055
2010/09/05,5227605153
2010/09/06,4960696831
2010/09/07,4648995918
2010/09/08,5357508877
2010/09/09,5296352539
2010/09/10,5521170995
2010/09/11,5831402111
2010/09/12,6003569203
2010/09/13,6074858310
2010/09/14,6422793176
2010/09/15,6328588913
2010/09/16,6752614088
2010/09/17,7633280991
2010/09/18,7784099644
2010/09/19,9786195397
2010/09/20,9351090791
2010/09/21,8491390328
2010/09/22,7658513024
2010/09/23,8969637161
2010/09/24,10570092616
2010/09/25,9943353216
2010/09/26,9055662587
2010/09/27,9951675312
2010/09/28,10624055451
2010/09/29,12386300934
2010/09/30,9447327194
2010/10/01,10172735507
2010/10/02,8063100428
2010/10/03,7091291193
2010/10/04,8922575427
2010/10/05,8764713724
2010/10/06,9479893114
2010/10/07,10834468927
2010/10/08,10318287437
2010/10/09,10011758175
2010/10/10,10481078650
2010/10/11,9742824375
2010/10/12,9543837941
2010/10/13,10015478408
2010/10/14,10957124996
2010/10/15,10455580510
2010/10/16,13218245918
2010/10/17,17630461496
2010/10/18,16230289273
2010/10/19,14598667841
