Date,transactions14var
2010/11/15,1344895
2010/11/16,5998857
2010/11/17,5994655
2010/11/18,5920641
2010/11/19,10313328
2010/11/20,13948932
2010/11/21,16960106
2010/11/22,16985964
2010/11/23,16982070
2010/11/24,16281275
2010/11/25,15517277
2010/11/26,15054807
2010/11/27,14978276
2010/11/28,14914215
2010/11/29,15726657
2010/11/30,14113814
2010/12/01,14061057
2010/12/02,14362595
2010/12/03,11360478
2010/12/04,7327977
2010/12/05,2021959
2010/12/06,2017705
2010/12/07,2005970
2010/12/08,1382529
2010/12/09,51375
2010/12/10,1895
2010/12/11,2876
2010/12/12,5826
2010/12/13,9193
2010/12/14,11334
2010/12/15,12564
2010/12/16,12479
2010/12/17,11281
2010/12/18,9707
2010/12/19,8038
2010/12/20,17749
2010/12/21,17551
2010/12/22,17065
2010/12/23,15441
2010/12/24,12616
2010/12/25,12371
2010/12/26,12305
2010/12/27,12357
2010/12/28,12439
2010/12/29,12860
2010/12/30,12530
2010/12/31,11321
2011/01/01,10677
2011/01/02,10424
2011/01/03,22314
2011/01/04,31560
2011/01/05,61030
2011/01/06,58989
2011/01/07,62563
2011/01/08,91584
2011/01/09,99273
2011/01/10,103989
2011/01/11,111432
2011/01/12,98225
2011/01/13,87961
2011/01/14,71077
2011/01/15,56897
2011/01/16,36457
2011/01/17,43867
2011/01/18,48383
2011/01/19,47304
2011/01/20,39904
2011/01/21,39651
2011/01/22,39240
2011/01/23,38184
2011/01/24,37612
2011/01/25,34439
2011/01/26,33965
2011/01/27,33440
2011/01/28,30019
2011/01/29,37482
2011/01/30,196875
2011/01/31,190608
2011/02/01,183825
2011/02/02,184256
2011/02/03,189817
2011/02/04,194869
2011/02/05,198628
2011/02/06,202441
2011/02/07,204868
2011/02/08,206637
2011/02/09,206450
2011/02/10,252982
2011/02/11,337430
2011/02/12,361356
2011/02/13,256367
2011/02/14,289877
2011/02/15,330139
2011/02/16,336219
2011/02/17,331127
2011/02/18,310066
2011/02/19,258799
2011/02/20,211061
2011/02/21,147389
2011/02/22,73350
2011/02/23,33613
2011/02/24,33829
2011/02/25,25956
2011/02/26,26686
2011/02/27,25996
2011/02/28,31217
2011/03/01,69262
2011/03/02,69327
2011/03/03,156020
2011/03/04,157695
2011/03/05,139909
2011/03/06,139412
2011/03/07,141322
2011/03/08,146947
2011/03/09,152992
2011/03/10,163918
2011/03/11,165473
2011/03/12,210946
2011/03/13,233842
2011/03/14,229454
2011/03/15,240661
2011/03/16,287855
2011/03/17,314640
2011/03/18,297875
2011/03/19,318903
2011/03/20,447952
2011/03/21,1050459
2011/03/22,1062065
2011/03/23,1123958
2011/03/24,1043737
2011/03/25,1031100
2011/03/26,1029558
2011/03/27,1052326
2011/03/28,1039395
2011/03/29,1049820
2011/03/30,1185609
2011/03/31,1246718
2011/04/01,1364988
2011/04/02,1446937
2011/04/03,1381024
2011/04/04,592006
2011/04/05,598043
2011/04/06,240539
2011/04/07,257896
2011/04/08,267035
2011/04/09,161719
2011/04/10,151214
2011/04/11,82960
2011/04/12,36530
2011/04/13,49993
2011/04/14,112866
2011/04/15,100585
2011/04/16,96892
2011/04/17,95019
2011/04/18,158007
2011/04/19,305016
2011/04/20,331887
2011/04/21,314887
2011/04/22,296239
2011/04/23,268758
2011/04/24,238000
2011/04/25,221071
2011/04/26,266381
2011/04/27,522723
2011/04/28,527709
2011/04/29,525101
2011/04/30,649404
2011/05/01,655718
2011/05/02,655615
2011/05/03,639699
2011/05/04,645609
2011/05/05,553048
2011/05/06,463839
2011/05/07,413521
2011/05/08,347384
2011/05/09,294366
2011/05/10,301397
2011/05/11,209515
2011/05/12,202861
2011/05/13,231906
2011/05/14,215801
2011/05/15,201644
2011/05/16,245554
2011/05/17,273416
2011/05/18,449940
2011/05/19,492561
2011/05/20,513181
2011/05/21,572714
2011/05/22,543459
2011/05/23,625907
2011/05/24,623230
2011/05/25,600994
2011/05/26,711452
2011/05/27,641389
2011/05/28,601972
2011/05/29,467995
2011/05/30,404542
2011/05/31,381894
2011/06/01,468251
2011/06/02,588096
2011/06/03,1012784
2011/06/04,1452944
2011/06/05,1733825
2011/06/06,2353054
2011/06/07,2612134
2011/06/08,4094614
2011/06/09,5572210
2011/06/10,5658978
2011/06/11,5284624
2011/06/12,4964386
2011/06/13,4077552
2011/06/14,4366867
2011/06/15,3668092
2011/06/16,3013076
2011/06/17,2520655
2011/06/18,2083799
2011/06/19,1485438
2011/06/20,1223694
2011/06/21,1014115
2011/06/22,1018138
2011/06/23,1113969
2011/06/24,1137873
2011/06/25,1328621
2011/06/26,1386747
2011/06/27,1400578
2011/06/28,823042
2011/06/29,731072
2011/06/30,558955
2011/07/01,531144
2011/07/02,896069
2011/07/03,1059586
2011/07/04,997807
2011/07/05,1061943
2011/07/06,932770
2011/07/07,951577
2011/07/08,975545
2011/07/09,1194778
2011/07/10,1259930
2011/07/11,957680
2011/07/12,890924
2011/07/13,839199
2011/07/14,827908
2011/07/15,702337
2011/07/16,646586
2011/07/17,645786
2011/07/18,611868
2011/07/19,618293
2011/07/20,415387
2011/07/21,422833
2011/07/22,425649
2011/07/23,492222
2011/07/24,503334
2011/07/25,301830
2011/07/26,292058
2011/07/27,294908
2011/07/28,303290
2011/07/29,384004
2011/07/30,692334
2011/07/31,693435
2011/08/01,653265
2011/08/02,607739
2011/08/03,577491
2011/08/04,581517
2011/08/05,545381
2011/08/06,609485
2011/08/07,694529
2011/08/08,496771
2011/08/09,633289
2011/08/10,654563
2011/08/11,645475
2011/08/12,653345
2011/08/13,490743
2011/08/14,490179
2011/08/15,506782
2011/08/16,676195
2011/08/17,676113
2011/08/18,666057
2011/08/19,655823
2011/08/20,619878
2011/08/21,534948
2011/08/22,509017
2011/08/23,395351
2011/08/24,378804
2011/08/25,391766
2011/08/26,378686
2011/08/27,489497
2011/08/28,755517
2011/08/29,722916
2011/08/30,375642
2011/08/31,363306
2011/09/01,362563
2011/09/02,357368
2011/09/03,472625
2011/09/04,454907
2011/09/05,420708
2011/09/06,457081
2011/09/07,451494
2011/09/08,470471
2011/09/09,467802
2011/09/10,512410
2011/09/11,392356
2011/09/12,320363
2011/09/13,274398
2011/09/14,287764
2011/09/15,279147
2011/09/16,288213
2011/09/17,351763
2011/09/18,347756
2011/09/19,331988
2011/09/20,399413
2011/09/21,467765
2011/09/22,481478
2011/09/23,433863
2011/09/24,456551
2011/09/25,493301
2011/09/26,529352
2011/09/27,530652
2011/09/28,536213
2011/09/29,566164
2011/09/30,574944
2011/10/01,585148
2011/10/02,672789
2011/10/03,663215
2011/10/04,355073
2011/10/05,132111
2011/10/06,126272
2011/10/07,106841
2011/10/08,115115
2011/10/09,120448
2011/10/10,121469
2011/10/11,115963
2011/10/12,114514
2011/10/13,147859
2011/10/14,157342
2011/10/15,149839
2011/10/16,155048
2011/10/17,108438
2011/10/18,146919
2011/10/19,158989
2011/10/20,198223
2011/10/21,198704
2011/10/22,204152
2011/10/23,207215
2011/10/24,210551
2011/10/25,189929
2011/10/26,163877
2011/10/27,183995
2011/10/28,135834
2011/10/29,137767
2011/10/30,137522
2011/10/31,114010
2011/11/01,125024
2011/11/02,155942
2011/11/03,175232
2011/11/04,247933
2011/11/05,245197
2011/11/06,265638
2011/11/07,253390
2011/11/08,260672
2011/11/09,301262
2011/11/10,278596
2011/11/11,282193
2011/11/12,309748
2011/11/13,280579
2011/11/14,255538
2011/11/15,259745
2011/11/16,261600
2011/11/17,296382
2011/11/18,267393
2011/11/19,315109
2011/11/20,308545
2011/11/21,349769
2011/11/22,333694
2011/11/23,268756
2011/11/24,180742
2011/11/25,178697
2011/11/26,198478
2011/11/27,202123
2011/11/28,205457
2011/11/29,249737
2011/11/30,370484
2011/12/01,408229
2011/12/02,443271
2011/12/03,390591
2011/12/04,375891
2011/12/05,335957
2011/12/06,644335
2011/12/07,638524
2011/12/08,577137
2011/12/09,570879
2011/12/10,463265
2011/12/11,441785
2011/12/12,541687
2011/12/13,552402
2011/12/14,495558
2011/12/15,541864
2011/12/16,538647
2011/12/17,571816
2011/12/18,637880
2011/12/19,612716
2011/12/20,231331
2011/12/21,196416
2011/12/22,199707
2011/12/23,202824
2011/12/24,233991
2011/12/25,233952
2011/12/26,220677
2011/12/27,222923
2011/12/28,225040
2011/12/29,210901
2011/12/30,215406
2011/12/31,209412
2012/01/01,180722
2012/01/02,165599
2012/01/03,110997
2012/01/04,118263
2012/01/05,289997
2012/01/06,384872
2012/01/07,341014
2012/01/08,376802
2012/01/09,390201
2012/01/10,436191
2012/01/11,498750
2012/01/12,491976
2012/01/13,453852
2012/01/14,392067
2012/01/15,263955
2012/01/16,206613
2012/01/17,168049
2012/01/18,114817
2012/01/19,110457
2012/01/20,112155
2012/01/21,74904
2012/01/22,190356
2012/01/23,191657
2012/01/24,222744
2012/01/25,327094
2012/01/26,327584
2012/01/27,332712
2012/01/28,365926
2012/01/29,363139
2012/01/30,366260
2012/01/31,373745
2012/02/01,372723
2012/02/02,390086
2012/02/03,402832
2012/02/04,425929
2012/02/05,296213
2012/02/06,290784
2012/02/07,275707
2012/02/08,168707
2012/02/09,214024
2012/02/10,398162
2012/02/11,362540
2012/02/12,335590
2012/02/13,323791
2012/02/14,670447
2012/02/15,860252
2012/02/16,1099823
2012/02/17,1130926
2012/02/18,1217997
2012/02/19,1368920
2012/02/20,1328045
2012/02/21,1400389
2012/02/22,1389740
2012/02/23,1399626
2012/02/24,1371544
2012/02/25,1467147
2012/02/26,1630685
2012/02/27,1615813
2012/02/28,1231060
2012/02/29,822168
2012/03/01,264292
2012/03/02,331421
2012/03/03,479266
2012/03/04,444257
2012/03/05,441422
2012/03/06,444056
2012/03/07,427306
2012/03/08,293193
2012/03/09,283964
2012/03/10,376303
2012/03/11,453572
2012/03/12,452614
2012/03/13,512989
2012/03/14,523829
2012/03/15,515271
2012/03/16,421613
2012/03/17,330820
2012/03/18,343198
2012/03/19,325255
2012/03/20,335586
2012/03/21,353303
2012/03/22,352367
2012/03/23,358199
2012/03/24,267678
2012/03/25,151984
2012/03/26,135014
2012/03/27,91687
2012/03/28,114545
2012/03/29,162188
2012/03/30,159207
2012/03/31,173132
2012/04/01,226503
2012/04/02,226752
2012/04/03,315729
2012/04/04,325408
2012/04/05,334778
2012/04/06,313939
2012/04/07,331413
2012/04/08,358412
2012/04/09,358377
2012/04/10,565155
2012/04/11,627923
2012/04/12,742021
2012/04/13,742208
2012/04/14,765933
2012/04/15,593226
2012/04/16,668152
2012/04/17,672024
2012/04/18,766842
2012/04/19,764151
2012/04/20,744359
2012/04/21,582855
2012/04/22,480472
2012/04/23,416479
2012/04/24,380781
2012/04/25,380636
2012/04/26,744514
2012/04/27,730253
2012/04/28,738457
2012/04/29,727977
2012/04/30,858015
2012/05/01,1209180
2012/05/02,1443299
2012/05/03,3689831
2012/05/04,5673706
2012/05/05,6403257
2012/05/06,5835341
2012/05/07,9838641
2012/05/08,12383515
2012/05/09,13482369
2012/05/10,13222487
2012/05/11,14309188
2012/05/12,13646619
2012/05/13,10898901
2012/05/14,21714446
2012/05/15,22111857
2012/05/16,19011514
2012/05/17,18320363
2012/05/18,20845993
2012/05/19,38254568
2012/05/20,41212626
2012/05/21,47792175
2012/05/22,46483710
2012/05/23,45885300
2012/05/24,36499735
2012/05/25,35815341
2012/05/26,32821173
2012/05/27,24366015
2012/05/28,25024426
2012/05/29,24584845
2012/05/30,19085029
2012/05/31,14213731
2012/06/01,13526224
2012/06/02,22663030
2012/06/03,24588926
2012/06/04,49111418
2012/06/05,66700718
2012/06/06,77686657
2012/06/07,79308371
2012/06/08,80610666
2012/06/09,80257469
2012/06/10,89026069
2012/06/11,89534381
2012/06/12,98675592
2012/06/13,147444359
2012/06/14,197996019
2012/06/15,220866840
2012/06/16,180196649
2012/06/17,180076815
2012/06/18,176594207
2012/06/19,174478961
2012/06/20,140460596
2012/06/21,148744335
2012/06/22,149452036
2012/06/23,165937388
2012/06/24,181118048
2012/06/25,184376069
2012/06/26,162723567
2012/06/27,135096991
2012/06/28,84260578
2012/06/29,51434558
2012/06/30,42383496
2012/07/01,30713487
2012/07/02,20385683
2012/07/03,13944747
2012/07/04,10590021
2012/07/05,10878542
2012/07/06,10845189
2012/07/07,10547695
2012/07/08,11246800
2012/07/09,9981643
2012/07/10,15632268
2012/07/11,16000728
2012/07/12,15744207
2012/07/13,15534761
2012/07/14,15495711
2012/07/15,13377911
2012/07/16,15934551
2012/07/17,21045188
2012/07/18,22429540
2012/07/19,20861828
2012/07/20,24618265
2012/07/21,25912171
2012/07/22,21709319
2012/07/23,19779230
2012/07/24,18822168
2012/07/25,19414377
2012/07/26,16739290
2012/07/27,14925480
2012/07/28,10862833
2012/07/29,8998315
2012/07/30,9193763
2012/07/31,14274949
2012/08/01,14662104
2012/08/02,14421336
2012/08/03,14912165
2012/08/04,15181840
2012/08/05,14693478
2012/08/06,15517190
2012/08/07,14973383
2012/08/08,17111916
2012/08/09,17406740
2012/08/10,16472009
2012/08/11,16114397
2012/08/12,16151680
2012/08/13,33080170
2012/08/14,28755727
2012/08/15,52748099
2012/08/16,60914741
2012/08/17,56722351
2012/08/18,51914424
2012/08/19,50607999
2012/08/20,50483553
2012/08/21,46360529
2012/08/22,46233418
2012/08/23,44152619
2012/08/24,39412893
2012/08/25,39145209
2012/08/26,44085674
2012/08/27,37476588
2012/08/28,40905680
2012/08/29,21900117
2012/08/30,13231711
2012/08/31,13286934
2012/09/01,15301812
2012/09/02,15210558
2012/09/03,15901267
2012/09/04,13750983
2012/09/05,15802795
2012/09/06,18511844
2012/09/07,17982372
2012/09/08,19163532
2012/09/09,17629367
2012/09/10,17427314
2012/09/11,14651243
2012/09/12,19260852
2012/09/13,22431169
2012/09/14,20706416
2012/09/15,22734627
2012/09/16,25248250
2012/09/17,29951622
2012/09/18,26477296
2012/09/19,21060465
2012/09/20,12269445
2012/09/21,11933098
2012/09/22,17322886
2012/09/23,17586220
2012/09/24,16673839
2012/09/25,12869316
2012/09/26,13668482
2012/09/27,13709456
2012/09/28,11088684
2012/09/29,12541055
2012/09/30,16732562
2012/10/01,16575035
2012/10/02,16628234
2012/10/03,15366796
2012/10/04,16185745
2012/10/05,20831186
2012/10/06,18930878
2012/10/07,21020683
2012/10/08,26052385
2012/10/09,24972880
2012/10/10,24806856
2012/10/11,25060269
2012/10/12,24997910
2012/10/13,22044888
2012/10/14,14957244
2012/10/15,11422274
2012/10/16,11796420
2012/10/17,9520489
2012/10/18,10736020
2012/10/19,12241133
2012/10/20,12180238
2012/10/21,17635310
2012/10/22,23857482
2012/10/23,22977450
2012/10/24,22956396
2012/10/25,23402363
2012/10/26,29504571
2012/10/27,44073639
2012/10/28,53733779
2012/10/29,57673352
2012/10/30,55531723
2012/10/31,54718521
2012/11/01,56117392
2012/11/02,55670228
2012/11/03,56391337
2012/11/04,43545426
2012/11/05,25479781
2012/11/06,25434897
2012/11/07,30604830
2012/11/08,33283117
2012/11/09,31886128
2012/11/10,23611372
2012/11/11,18094606
2012/11/12,16283626
2012/11/13,15734284
2012/11/14,16042126
2012/11/15,20487979
2012/11/16,27873730
2012/11/17,25730873
2012/11/18,23758908
2012/11/19,26073158
2012/11/20,28118177
2012/11/21,30345287
2012/11/22,30373644
2012/11/23,27042038
2012/11/24,25582555
2012/11/25,20390596
2012/11/26,13724405
2012/11/27,13241127
2012/11/28,12238811
2012/11/29,12156530
2012/11/30,11898256
2012/12/01,11751748
2012/12/02,23909277
2012/12/03,31203844
2012/12/04,29485531
2012/12/05,25832755
2012/12/06,28000191
2012/12/07,27990331
2012/12/08,27739802
2012/12/09,26078655
2012/12/10,26285629
2012/12/11,26429851
2012/12/12,26116688
2012/12/13,31533389
2012/12/14,33297201
2012/12/15,33365626
2012/12/16,20992860
2012/12/17,10625976
2012/12/18,22335479
2012/12/19,25227564
2012/12/20,25436881
2012/12/21,25795933
2012/12/22,33405656
2012/12/23,29618757
2012/12/24,29676322
2012/12/25,37900657
2012/12/26,37975164
2012/12/27,38590247
2012/12/28,42072105
2012/12/29,37768517
2012/12/30,36901272
2012/12/31,45529200
2013/01/01,43354231
2013/01/02,41124646
2013/01/03,41048448
2013/01/04,45036665
2013/01/05,34851593
2013/01/06,36912379
2013/01/07,36571782
2013/01/08,28715483
2013/01/09,28744835
2013/01/10,38440625
2013/01/11,45766553
2013/01/12,46310711
2013/01/13,49546508
2013/01/14,38825163
2013/01/15,29416602
2013/01/16,33664883
2013/01/17,33710069
2013/01/18,33999715
2013/01/19,38447442
2013/01/20,26881296
2013/01/21,26696714
2013/01/22,22171171
2013/01/23,20803376
2013/01/24,19192800
2013/01/25,17103686
2013/01/26,18745248
2013/01/27,22725983
2013/01/28,22865426
2013/01/29,22507734
2013/01/30,24481124
2013/01/31,25290683
2013/02/01,33414605
2013/02/02,31881144
2013/02/03,36394976
2013/02/04,29840006
2013/02/05,25478449
2013/02/06,29806087
2013/02/07,32794975
2013/02/08,35295552
2013/02/09,36153758
2013/02/10,36408383
2013/02/11,36778861
2013/02/12,37059812
2013/02/13,22822136
2013/02/14,23303322
2013/02/15,22592531
2013/02/16,23911145
2013/02/17,23997922
2013/02/18,25426699
2013/02/19,25307171
2013/02/20,14940664
2013/02/21,12821974
2013/02/22,13858934
2013/02/23,13893887
2013/02/24,14005691
2013/02/25,22499233
2013/02/26,25551709
2013/02/27,26379119
2013/02/28,25746854
2013/03/01,28286765
2013/03/02,25152414
2013/03/03,20393459
2013/03/04,15787859
2013/03/05,14289237
2013/03/06,14687387
2013/03/07,15481895
2013/03/08,17262710
2013/03/09,18592002
2013/03/10,28835891
2013/03/11,26951001
2013/03/12,37016793
2013/03/13,37743041
2013/03/14,37139505
2013/03/15,36068538
2013/03/16,78154206
2013/03/17,111724782
2013/03/18,117558056
2013/03/19,122354711
2013/03/20,120308307
2013/03/21,106627260
2013/03/22,110477430
2013/03/23,109816481
2013/03/24,74459316
2013/03/25,68958301
2013/03/26,68857060
2013/03/27,66380278
2013/03/28,70370200
2013/03/29,69444237
2013/03/30,54391826
2013/03/31,38950565
2013/04/01,32799583
2013/04/02,35244893
2013/04/03,35628625
2013/04/04,44155072
2013/04/05,44713414
2013/04/06,45382999
2013/04/07,46492838
2013/04/08,42275610
2013/04/09,40355673
2013/04/10,38471363
2013/04/11,42995453
2013/04/12,43050429
2013/04/13,46204878
2013/04/14,28592798
2013/04/15,26755214
2013/04/16,29570612
2013/04/17,30331970
2013/04/18,39865611
2013/04/19,39556685
2013/04/20,43975616
2013/04/21,56142137
2013/04/22,61579844
2013/04/23,55559289
2013/04/24,56934168
2013/04/25,49048535
2013/04/26,48438678
2013/04/27,56685081
2013/04/28,67942873
2013/04/29,68234148
2013/04/30,54893666
2013/05/01,54169991
2013/05/02,52276121
2013/05/03,48897463
2013/05/04,48039418
2013/05/05,43336810
2013/05/06,40868497
2013/05/07,36593775
2013/05/08,25555510
2013/05/09,33145471
2013/05/10,49185428
2013/05/11,68794585
2013/05/12,60773327
2013/05/13,59690212
2013/05/14,56576552
2013/05/15,57303484
2013/05/16,56163662
2013/05/17,50858373
2013/05/18,48260302
2013/05/19,52339898
2013/05/20,58193527
2013/05/21,60032429
2013/05/22,58089433
2013/05/23,54557922
2013/05/24,49945952
2013/05/25,35673903
2013/05/26,46495840
2013/05/27,44254941
2013/05/28,34253883
2013/05/29,26481828
2013/05/30,23212376
2013/05/31,20940360
2013/06/01,21059791
2013/06/02,19835718
2013/06/03,18875596
2013/06/04,19951176
2013/06/05,20142310
2013/06/06,17749314
2013/06/07,17685329
2013/06/08,19307592
2013/06/09,13488316
2013/06/10,18410606
2013/06/11,17780923
2013/06/12,20028983
2013/06/13,22158880
2013/06/14,21224383
2013/06/15,33958491
2013/06/16,36482642
2013/06/17,32917922
2013/06/18,25986249
2013/06/19,19281102
2013/06/20,17143931
2013/06/21,14610925
2013/06/22,14337303
2013/06/23,17773281
2013/06/24,17841783
2013/06/25,16362745
2013/06/26,16332086
2013/06/27,16190294
2013/06/28,15774108
2013/06/29,14855555
2013/06/30,28060756
2013/07/01,29474468
2013/07/02,30090008
2013/07/03,32731318
2013/07/04,27684570
2013/07/05,26063580
2013/07/06,27926825
2013/07/07,33779812
2013/07/08,31813708
2013/07/09,29600067
2013/07/10,25840929
2013/07/11,23219788
2013/07/12,21200467
2013/07/13,21080045
2013/07/14,18197912
2013/07/15,18248872
2013/07/16,18190199
2013/07/17,18113049
2013/07/18,17832994
2013/07/19,17903721
2013/07/20,17655287
2013/07/21,13233672
2013/07/22,13267735
2013/07/23,13083750
2013/07/24,13838058
2013/07/25,13363838
2013/07/26,7066317
2013/07/27,7211399
2013/07/28,6437983
2013/07/29,6883399
2013/07/30,7584108
2013/07/31,14826243
2013/08/01,23183128
2013/08/02,30230921
2013/08/03,26536131
2013/08/04,22912556
2013/08/05,26467267
2013/08/06,31515760
2013/08/07,41710422
2013/08/08,50273926
2013/08/09,43500715
2013/08/10,34905564
2013/08/11,33210830
2013/08/12,29320019
2013/08/13,25643330
2013/08/14,25698800
2013/08/15,29598471
2013/08/16,56562278
2013/08/17,54043058
2013/08/18,46400442
2013/08/19,64698853
2013/08/20,68361100
2013/08/21,69503051
2013/08/22,76593482
2013/08/23,72771157
2013/08/24,72649665
2013/08/25,58521735
2013/08/26,54339618
2013/08/27,53038899
2013/08/28,50763434
2013/08/29,50598888
2013/08/30,41796498
2013/08/31,50898832
2013/09/01,60550570
2013/09/02,49083104
2013/09/03,46681752
2013/09/04,45334279
2013/09/05,37789347
2013/09/06,40224860
2013/09/07,40136120
2013/09/08,37333308
2013/09/09,37656454
2013/09/10,34364399
2013/09/11,28383790
2013/09/12,26328968
2013/09/13,23574565
2013/09/14,27143964
2013/09/15,25281185
2013/09/16,25217626
2013/09/17,41513009
2013/09/18,44901898
2013/09/19,44057461
2013/09/20,42420384
2013/09/21,42316740
2013/09/22,39024025
2013/09/23,46816659
2013/09/24,50758657
2013/09/25,48007943
2013/09/26,47302981
2013/09/27,44211810
2013/09/28,45969182
2013/09/29,60665274
2013/09/30,64399543
2013/10/01,52027550
2013/10/02,53432235
2013/10/03,53219355
2013/10/04,51704102
2013/10/05,56217080
2013/10/06,63145981
2013/10/07,54103616
2013/10/08,45805619
2013/10/09,44245216
2013/10/10,43460734
2013/10/11,43225739
2013/10/12,39150127
2013/10/13,32603739
2013/10/14,33736156
2013/10/15,32796225
2013/10/16,24813221
2013/10/17,19949099
2013/10/18,25956888
2013/10/19,25098242
2013/10/20,20024417
2013/10/21,20353284
2013/10/22,24438578
2013/10/23,23437521
2013/10/24,28570912
2013/10/25,28041409
2013/10/26,29708294
2013/10/27,38001745
2013/10/28,38365163
2013/10/29,39501179
2013/10/30,40959045
2013/10/31,38174544
2013/11/01,41530177
2013/11/02,54965494
2013/11/03,72908197
2013/11/04,68686123
2013/11/05,52780443
2013/11/06,52579773
2013/11/07,47078731
2013/11/08,49465537
2013/11/09,51424778
2013/11/10,51815616
2013/11/11,54611558
2013/11/12,57534176
2013/11/13,67187304
2013/11/14,83661144
2013/11/15,80628828
2013/11/16,66705511
2013/11/17,39129980
2013/11/18,60023195
2013/11/19,128902943
2013/11/20,139925838
2013/11/21,143351521
2013/11/22,150910120
2013/11/23,144786528
2013/11/24,141033918
2013/11/25,134569477
2013/11/26,140642907
2013/11/27,180345243
2013/11/28,226177886
2013/11/29,226681543
2013/11/30,161589632
2013/12/01,109702233
2013/12/02,110925714
2013/12/03,97478557
2013/12/04,97463818
2013/12/05,94908798
2013/12/06,98297546
2013/12/07,104471370
2013/12/08,150839013
2013/12/09,162376757
2013/12/10,165163980
2013/12/11,139937376
2013/12/12,105834220
2013/12/13,84773567
2013/12/14,96090089
2013/12/15,109335063
2013/12/16,103542562
2013/12/17,93198947
2013/12/18,97302435
2013/12/19,74799331
2013/12/20,70216586
2013/12/21,72573625
2013/12/22,62523532
2013/12/23,67882563
2013/12/24,68664916
2013/12/25,68637775
2013/12/26,74542199
2013/12/27,78570187
2013/12/28,85993289
2013/12/29,87054422
2013/12/30,80054715
2013/12/31,78652261
2014/01/01,42648759
2014/01/02,23411950
2014/01/03,17604327
2014/01/04,16863376
2014/01/05,19252716
2014/01/06,32845752
2014/01/07,38013080
2014/01/08,41187179
2014/01/09,41109820
2014/01/10,40657855
2014/01/11,36277072
2014/01/12,36890896
2014/01/13,37341011
2014/01/14,33526242
2014/01/15,20575803
2014/01/16,19988831
2014/01/17,19408516
2014/01/18,19848486
2014/01/19,26106278
2014/01/20,20960854
2014/01/21,35678436
2014/01/22,39457052
2014/01/23,41654429
2014/01/24,43898251
2014/01/25,45007295
2014/01/26,41986567
2014/01/27,41277102
2014/01/28,43101077
2014/01/29,43004415
2014/01/30,42048054
2014/01/31,41890334
2014/02/01,38395888
2014/02/02,31539080
2014/02/03,32062006
2014/02/04,27878790
2014/02/05,29360986
2014/02/06,34933768
2014/02/07,39679758
2014/02/08,35734201
2014/02/09,32587967
2014/02/10,33657003
2014/02/11,34437308
2014/02/12,33750941
2014/02/13,34541239
2014/02/14,42036142
2014/02/15,35585031
2014/02/16,28249044
2014/02/17,25323256
2014/02/18,23964255
2014/02/19,25236595
2014/02/20,25963404
2014/02/21,25246771
2014/02/22,28320829
2014/02/23,24964075
2014/02/24,29726847
2014/02/25,43430687
2014/02/26,44353763
2014/02/27,45111564
