Date,difficulty90wma
2010/11/26,3184
2010/11/27,3286
2010/11/28,3386
2010/11/29,3485
2010/11/30,3588
2010/12/01,3710
2010/12/02,3831
2010/12/03,3949
2010/12/04,4066
2010/12/05,4181
2010/12/06,4294
2010/12/07,4405
2010/12/08,4514
2010/12/09,4625
2010/12/10,4822
2010/12/11,5017
2010/12/12,5209
2010/12/13,5398
2010/12/14,5584
2010/12/15,5768
2010/12/16,5948
2010/12/17,6126
2010/12/18,6301
2010/12/19,6473
2010/12/20,6642
2010/12/21,6817
2010/12/22,7030
2010/12/23,7239
2010/12/24,7445
2010/12/25,7648
2010/12/26,7848
2010/12/27,8044
2010/12/28,8237
2010/12/29,8427
2010/12/30,8613
2010/12/31,8796
2011/01/01,8977
2011/01/02,9153
2011/01/03,9358
2011/01/04,9569
2011/01/05,9775
2011/01/06,9978
2011/01/07,10177
2011/01/08,10373
2011/01/09,10565
2011/01/10,10753
2011/01/11,10937
2011/01/12,11118
2011/01/13,11296
2011/01/14,11469
2011/01/15,11659
2011/01/16,11872
2011/01/17,12081
2011/01/18,12285
2011/01/19,12486
2011/01/20,12682
2011/01/21,12874
2011/01/22,13063
2011/01/23,13247
2011/01/24,13428
2011/01/25,13604
2011/01/26,13777
2011/01/27,13992
2011/01/28,14234
2011/01/29,14472
2011/01/30,14705
2011/01/31,14934
2011/02/01,15158
2011/02/02,15377
2011/02/03,15592
2011/02/04,15802
2011/02/05,16007
2011/02/06,16208
2011/02/07,16404
2011/02/08,16662
2011/02/09,16936
2011/02/10,17205
2011/02/11,17469
2011/02/12,17728
2011/02/13,17981
2011/02/14,18229
2011/02/15,18472
2011/02/16,18710
2011/02/17,18942
2011/02/18,19348
2011/02/19,19799
2011/02/20,20243
2011/02/21,20680
2011/02/22,21109
2011/02/23,21531
2011/02/24,21946
2011/02/25,22354
2011/02/26,22755
2011/02/27,23332
2011/02/28,24137
2011/03/01,24929
2011/03/02,25710
2011/03/03,26480
2011/03/04,27238
2011/03/05,27984
2011/03/06,28719
2011/03/07,29442
2011/03/08,30153
2011/03/09,31008
2011/03/10,32148
2011/03/11,33272
2011/03/12,34380
2011/03/13,35472
2011/03/14,36549
2011/03/15,37610
2011/03/16,38656
2011/03/17,39686
2011/03/18,40700
2011/03/19,41699
2011/03/20,42682
2011/03/21,43650
2011/03/22,44602
2011/03/23,45539
2011/03/24,46461
2011/03/25,47223
2011/03/26,47958
2011/03/27,48679
2011/03/28,49387
2011/03/29,50082
2011/03/30,50764
2011/03/31,51432
2011/04/01,52087
2011/04/02,52729
2011/04/03,53357
2011/04/04,53973
2011/04/05,54596
2011/04/06,55480
2011/04/07,56347
2011/04/08,57198
2011/04/09,58033
2011/04/10,58851
2011/04/11,59654
2011/04/12,60440
2011/04/13,61211
2011/04/14,61965
2011/04/15,62703
2011/04/16,63425
2011/04/17,64132
2011/04/18,64979
2011/04/19,65872
2011/04/20,66748
2011/04/21,67605
2011/04/22,68444
2011/04/23,69266
2011/04/24,70069
2011/04/25,70854
2011/04/26,71621
2011/04/27,72370
2011/04/28,73102
2011/04/29,73816
2011/04/30,74850
2011/05/01,75907
2011/05/02,76942
2011/05/03,77956
2011/05/04,78949
2011/05/05,79921
2011/05/06,80870
2011/05/07,81799
2011/05/08,82706
2011/05/09,83719
2011/05/10,85632
2011/05/11,87513
2011/05/12,89362
2011/05/13,91179
2011/05/14,92963
2011/05/15,94716
2011/05/16,96436
2011/05/17,98125
2011/05/18,99894
2011/05/19,103422
2011/05/20,106899
2011/05/21,110325
2011/05/22,113701
2011/05/23,117026
2011/05/24,120300
2011/05/25,123524
2011/05/26,127433
2011/05/27,134739
2011/05/28,141949
2011/05/29,149063
2011/05/30,156084
2011/05/31,163013
2011/06/01,169849
2011/06/02,176592
2011/06/03,183243
2011/06/04,189802
2011/06/05,196267
2011/06/06,203727
2011/06/07,212905
2011/06/08,221960
2011/06/09,230894
2011/06/10,239709
2011/06/11,248405
2011/06/12,256980
2011/06/13,265435
2011/06/14,273770
2011/06/15,284645
2011/06/16,299517
2011/06/17,314193
2011/06/18,328675
2011/06/19,342960
2011/06/20,357050
2011/06/21,370945
2011/06/22,384643
2011/06/23,398147
2011/06/24,415643
2011/06/25,439744
2011/06/26,463525
2011/06/27,486985
2011/06/28,510126
2011/06/29,532947
2011/06/30,555447
2011/07/01,577628
2011/07/02,599489
2011/07/03,621030
2011/07/04,642251
2011/07/05,663152
2011/07/06,684328
2011/07/07,708630
2011/07/08,732570
2011/07/09,756148
2011/07/10,779365
2011/07/11,802221
2011/07/12,824714
2011/07/13,846846
2011/07/14,868617
2011/07/15,890026
2011/07/16,911073
2011/07/17,931759
2011/07/18,952085
2011/07/19,972507
2011/07/20,994920
2011/07/21,1016942
2011/07/22,1038574
2011/07/23,1059816
2011/07/24,1080667
2011/07/25,1101128
2011/07/26,1121199
2011/07/27,1140879
2011/07/28,1160169
2011/07/29,1179069
2011/07/30,1197582
2011/07/31,1215709
2011/08/01,1236006
2011/08/02,1257682
2011/08/03,1278922
2011/08/04,1299729
2011/08/05,1320101
2011/08/06,1340038
2011/08/07,1359542
2011/08/08,1378612
2011/08/09,1397259
2011/08/10,1415483
2011/08/11,1433285
2011/08/12,1450664
2011/08/13,1467620
2011/08/14,1484153
2011/08/15,1500235
2011/08/16,1514097
2011/08/17,1527557
2011/08/18,1540637
2011/08/19,1553335
2011/08/20,1565651
2011/08/21,1577587
2011/08/22,1589140
2011/08/23,1600313
2011/08/24,1611104
2011/08/25,1621522
2011/08/26,1631606
2011/08/27,1641354
2011/08/28,1650768
2011/08/29,1659847
2011/08/30,1668095
2011/08/31,1675897
2011/09/01,1683370
2011/09/02,1690515
2011/09/03,1697333
2011/09/04,1703822
2011/09/05,1709996
2011/09/06,1715874
2011/09/07,1721457
2011/09/08,1726743
2011/09/09,1731735
2011/09/10,1736430
2011/09/11,1740830
2011/09/12,1744935
2011/09/13,1748467
2011/09/14,1751521
2011/09/15,1754362
2011/09/16,1756987
2011/09/17,1759398
2011/09/18,1761595
2011/09/19,1763577
2011/09/20,1765344
2011/09/21,1766897
2011/09/22,1768236
2011/09/23,1769406
2011/09/24,1770485
2011/09/25,1771472
2011/09/26,1772367
2011/09/27,1773126
2011/09/28,1772385
2011/09/29,1771568
2011/09/30,1770676
2011/10/01,1769708
2011/10/02,1768664
2011/10/03,1767544
2011/10/04,1766349
2011/10/05,1765084
2011/10/06,1763789
2011/10/07,1762463
2011/10/08,1761106
2011/10/09,1759718
2011/10/10,1758299
2011/10/11,1756850
2011/10/12,1755369
2011/10/13,1753858
2011/10/14,1747700
2011/10/15,1741319
2011/10/16,1734960
2011/10/17,1728624
2011/10/18,1722317
2011/10/19,1716064
2011/10/20,1709865
2011/10/21,1703721
2011/10/22,1697631
2011/10/23,1691596
2011/10/24,1685615
2011/10/25,1679688
2011/10/26,1673816
2011/10/27,1667998
2011/10/28,1662235
2011/10/29,1656526
2011/10/30,1650871
2011/10/31,1640191
2011/11/01,1628960
2011/11/02,1617897
2011/11/03,1607001
2011/11/04,1596272
2011/11/05,1585711
2011/11/06,1575317
2011/11/07,1565090
2011/11/08,1555031
2011/11/09,1545139
2011/11/10,1535414
2011/11/11,1525857
2011/11/12,1516467
2011/11/13,1507245
2011/11/14,1498026
2011/11/15,1488878
2011/11/16,1479880
2011/11/17,1471032
2011/11/18,1462334
2011/11/19,1453785
2011/11/20,1445386
2011/11/21,1437137
2011/11/22,1429038
2011/11/23,1421088
2011/11/24,1413288
2011/11/25,1405638
2011/11/26,1398138
2011/11/27,1390787
2011/11/28,1383586
2011/11/29,1375590
2011/11/30,1366449
2011/12/01,1357477
2011/12/02,1348672
2011/12/03,1340035
2011/12/04,1331566
2011/12/05,1323265
2011/12/06,1315131
2011/12/07,1307165
2011/12/08,1299367
2011/12/09,1291737
2011/12/10,1284275
2011/12/11,1276980
2011/12/12,1270087
2011/12/13,1264536
2011/12/14,1259131
2011/12/15,1253873
2011/12/16,1248762
2011/12/17,1243797
2011/12/18,1238979
2011/12/19,1234308
2011/12/20,1229783
2011/12/21,1225405
2011/12/22,1221173
2011/12/23,1217088
2011/12/24,1213150
2011/12/25,1209358
2011/12/26,1205739
2011/12/27,1202347
2011/12/28,1199085
2011/12/29,1195951
2011/12/30,1192947
2011/12/31,1190073
2012/01/01,1187327
2012/01/02,1184711
2012/01/03,1182224
2012/01/04,1179867
2012/01/05,1177639
2012/01/06,1175540
2012/01/07,1173570
2012/01/08,1172146
2012/01/09,1172427
2012/01/10,1172814
2012/01/11,1173309
2012/01/12,1173911
2012/01/13,1174568
2012/01/14,1175279
2012/01/15,1176043
2012/01/16,1176860
2012/01/17,1177730
2012/01/18,1178653
2012/01/19,1179629
2012/01/20,1180658
2012/01/21,1181740
2012/01/22,1183935
2012/01/23,1186364
2012/01/24,1188832
2012/01/25,1191339
2012/01/26,1193885
2012/01/27,1196471
2012/01/28,1199096
2012/01/29,1201760
2012/01/30,1204407
2012/01/31,1207028
2012/02/01,1209623
2012/02/02,1212193
2012/02/03,1214738
2012/02/04,1218103
2012/02/05,1222168
2012/02/06,1226189
2012/02/07,1230168
2012/02/08,1234104
2012/02/09,1237997
2012/02/10,1241847
2012/02/11,1245654
2012/02/12,1249417
2012/02/13,1253136
2012/02/14,1256810
2012/02/15,1260437
2012/02/16,1264019
2012/02/17,1267555
2012/02/18,1271003
2012/02/19,1274375
2012/02/20,1277701
2012/02/21,1280983
2012/02/22,1284220
2012/02/23,1287412
2012/02/24,1290560
2012/02/25,1293662
2012/02/26,1296719
2012/02/27,1299732
2012/02/28,1302689
2012/02/29,1305577
2012/03/01,1308395
2012/03/02,1312667
2012/03/03,1317980
2012/03/04,1323195
2012/03/05,1328310
2012/03/06,1333326
2012/03/07,1338243
2012/03/08,1343060
2012/03/09,1347778
2012/03/10,1352397
2012/03/11,1356917
2012/03/12,1361341
2012/03/13,1365681
2012/03/14,1369937
2012/03/15,1374110
2012/03/16,1378219
2012/03/17,1382254
2012/03/18,1386204
2012/03/19,1390071
2012/03/20,1393854
2012/03/21,1397553
2012/03/22,1401169
2012/03/23,1404700
2012/03/24,1408148
2012/03/25,1411512
2012/03/26,1414792
2012/03/27,1417990
2012/03/28,1421105
2012/03/29,1426237
2012/03/30,1431982
2012/03/31,1437613
2012/04/01,1443131
2012/04/02,1448535
2012/04/03,1453824
2012/04/04,1459000
2012/04/05,1464061
2012/04/06,1469009
2012/04/07,1473843
2012/04/08,1478568
2012/04/09,1483200
2012/04/10,1487741
2012/04/11,1492190
2012/04/12,1496262
2012/04/13,1499461
2012/04/14,1502581
2012/04/15,1505621
2012/04/16,1508581
2012/04/17,1511462
2012/04/18,1514262
2012/04/19,1516982
2012/04/20,1519623
2012/04/21,1522184
2012/04/22,1524676
2012/04/23,1527103
2012/04/24,1529463
2012/04/25,1531758
2012/04/26,1533987
2012/04/27,1535054
2012/04/28,1535640
2012/04/29,1536176
2012/04/30,1536663
2012/05/01,1537101
2012/05/02,1537490
2012/05/03,1537830
2012/05/04,1538121
2012/05/05,1538372
2012/05/06,1538592
2012/05/07,1538780
2012/05/08,1538937
2012/05/09,1541204
2012/05/10,1546210
2012/05/11,1551131
2012/05/12,1555965
2012/05/13,1560712
2012/05/14,1565374
2012/05/15,1569949
2012/05/16,1574438
2012/05/17,1578840
2012/05/18,1583156
2012/05/19,1587385
2012/05/20,1591527
2012/05/21,1595582
2012/05/22,1599550
2012/05/23,1603430
2012/05/24,1606474
2012/05/25,1607065
2012/05/26,1607603
2012/05/27,1608089
2012/05/28,1608522
2012/05/29,1608903
2012/05/30,1609232
2012/05/31,1609508
2012/06/01,1609748
2012/06/02,1609966
2012/06/03,1610161
2012/06/04,1610332
2012/06/05,1610481
2012/06/06,1610607
2012/06/07,1610669
2012/06/08,1610576
2012/06/09,1610461
2012/06/10,1610326
2012/06/11,1610169
2012/06/12,1609992
2012/06/13,1609793
2012/06/14,1609573
2012/06/15,1609333
2012/06/16,1609072
2012/06/17,1608790
2012/06/18,1608487
2012/06/19,1608164
2012/06/20,1608732
2012/06/21,1611509
2012/06/22,1614229
2012/06/23,1616894
2012/06/24,1619503
2012/06/25,1622057
2012/06/26,1624554
2012/06/27,1626996
2012/06/28,1629406
2012/06/29,1631791
2012/06/30,1634151
2012/07/01,1636488
2012/07/02,1638799
2012/07/03,1641087
2012/07/04,1643641
2012/07/05,1646424
2012/07/06,1649175
2012/07/07,1651897
2012/07/08,1654587
2012/07/09,1657248
2012/07/10,1659877
2012/07/11,1662477
2012/07/12,1665042
2012/07/13,1667566
2012/07/14,1670046
2012/07/15,1672485
2012/07/16,1674881
2012/07/17,1678189
2012/07/18,1683016
2012/07/19,1687772
2012/07/20,1692458
2012/07/21,1697074
2012/07/22,1701619
2012/07/23,1706093
2012/07/24,1710497
2012/07/25,1714831
2012/07/26,1719094
2012/07/27,1723275
2012/07/28,1727368
2012/07/29,1731374
2012/07/30,1737142
2012/07/31,1744695
2012/08/01,1752119
2012/08/02,1759414
2012/08/03,1766580
2012/08/04,1773617
2012/08/05,1780526
2012/08/06,1787305
2012/08/07,1793955
2012/08/08,1800500
2012/08/09,1806971
2012/08/10,1813368
2012/08/11,1819691
2012/08/12,1827645
2012/08/13,1837189
2012/08/14,1846622
2012/08/15,1855943
2012/08/16,1865152
2012/08/17,1874250
2012/08/18,1883235
2012/08/19,1892109
2012/08/20,1900871
2012/08/21,1909522
2012/08/22,1918061
2012/08/23,1926479
2012/08/24,1934751
2012/08/25,1947929
2012/08/26,1961342
2012/08/27,1974547
2012/08/28,1987544
2012/08/29,2000335
2012/08/30,2012917
2012/08/31,2025293
2012/09/01,2037461
2012/09/02,2049421
2012/09/03,2061174
2012/09/04,2072719
2012/09/05,2084057
2012/09/06,2096295
2012/09/07,2112772
2012/09/08,2128979
2012/09/09,2144914
2012/09/10,2160578
2012/09/11,2175971
2012/09/12,2191092
2012/09/13,2205942
2012/09/14,2220521
2012/09/15,2234828
2012/09/16,2248865
2012/09/17,2262630
2012/09/18,2276123
2012/09/19,2289701
2012/09/20,2306431
2012/09/21,2322884
2012/09/22,2339060
2012/09/23,2354957
2012/09/24,2370577
2012/09/25,2385918
2012/09/26,2400982
2012/09/27,2415769
2012/09/28,2430277
2012/09/29,2444508
2012/09/30,2458461
2012/10/01,2472136
2012/10/02,2485533
2012/10/03,2502464
2012/10/04,2519459
2012/10/05,2536136
2012/10/06,2552495
2012/10/07,2568536
2012/10/08,2584258
2012/10/09,2599662
2012/10/10,2614748
2012/10/11,2629515
2012/10/12,2643964
2012/10/13,2658095
2012/10/14,2671908
2012/10/15,2685403
2012/10/16,2698607
2012/10/17,2711893
2012/10/18,2724884
2012/10/19,2737580
2012/10/20,2749982
2012/10/21,2762090
2012/10/22,2773903
2012/10/23,2785421
2012/10/24,2796645
2012/10/25,2807575
2012/10/26,2818210
2012/10/27,2828551
2012/10/28,2838597
2012/10/29,2848369
2012/10/30,2862988
2012/10/31,2877297
2012/11/01,2891297
2012/11/02,2904987
2012/11/03,2918368
2012/11/04,2931439
2012/11/05,2944201
2012/11/06,2956652
2012/11/07,2968795
2012/11/08,2980628
2012/11/09,2992151
2012/11/10,3003365
2012/11/11,3014288
2012/11/12,3025314
2012/11/13,3037105
2012/11/14,3048608
2012/11/15,3059823
2012/11/16,3070751
2012/11/17,3081391
2012/11/18,3091743
2012/11/19,3101808
2012/11/20,3111585
2012/11/21,3121075
2012/11/22,3130277
2012/11/23,3139191
2012/11/24,3147874
2012/11/25,3156330
2012/11/26,3165296
2012/11/27,3174832
2012/11/28,3184124
2012/11/29,3193173
2012/11/30,3201978
2012/12/01,3210539
2012/12/02,3218856
2012/12/03,3226929
2012/12/04,3234759
2012/12/05,3242345
2012/12/06,3249700
2012/12/07,3256872
2012/12/08,3263863
2012/12/09,3270672
2012/12/10,3276939
2012/12/11,3281878
2012/12/12,3286651
2012/12/13,3291260
2012/12/14,3295703
2012/12/15,3299981
2012/12/16,3304094
2012/12/17,3308042
2012/12/18,3311824
2012/12/19,3315446
2012/12/20,3318944
2012/12/21,3322318
2012/12/22,3325569
2012/12/23,3328696
2012/12/24,3331699
2012/12/25,3334579
2012/12/26,3333211
2012/12/27,3327307
2012/12/28,3321374
2012/12/29,3315412
2012/12/30,3309423
2012/12/31,3303406
2013/01/01,3297360
2013/01/02,3291328
2013/01/03,3285315
2013/01/04,3279320
2013/01/05,3273343
2013/01/06,3267385
2013/01/07,3261445
2013/01/08,3258556
2013/01/09,3258551
2013/01/10,3258498
2013/01/11,3258398
2013/01/12,3258250
2013/01/13,3258055
2013/01/14,3257812
2013/01/15,3257521
2013/01/16,3257188
2013/01/17,3256811
2013/01/18,3256390
2013/01/19,3255927
2013/01/20,3255420
2013/01/21,3254870
2013/01/22,3254277
2013/01/23,3252269
2013/01/24,3245433
2013/01/25,3238623
2013/01/26,3231838
2013/01/27,3225078
2013/01/28,3218344
2013/01/29,3211691
2013/01/30,3205121
2013/01/31,3198632
2013/02/01,3192226
2013/02/02,3185901
2013/02/03,3179658
2013/02/04,3173498
2013/02/05,3170648
2013/02/06,3171355
2013/02/07,3172070
2013/02/08,3172792
2013/02/09,3173521
2013/02/10,3174257
2013/02/11,3175004
2013/02/12,3175774
2013/02/13,3176566
2013/02/14,3177382
2013/02/15,3178220
2013/02/16,3179081
2013/02/17,3179965
2013/02/18,3188869
2013/02/19,3197963
2013/02/20,3206989
2013/02/21,3215945
2013/02/22,3224833
2013/02/23,3233651
2013/02/24,3242401
2013/02/25,3251090
2013/02/26,3259727
2013/02/27,3268313
2013/02/28,3276846
2013/03/01,3289578
2013/03/02,3313716
2013/03/03,3337627
2013/03/04,3361311
2013/03/05,3384769
2013/03/06,3407999
2013/03/07,3431003
2013/03/08,3453780
2013/03/09,3476330
2013/03/10,3498653
2013/03/11,3520746
2013/03/12,3542594
2013/03/13,3564199
2013/03/14,3592100
2013/03/15,3623689
2013/03/16,3654918
2013/03/17,3685786
2013/03/18,3716293
2013/03/19,3746439
2013/03/20,3776225
2013/03/21,3805650
2013/03/22,3834714
2013/03/23,3863417
2013/03/24,3907878
2013/03/25,3976300
2013/03/26,4043910
2013/03/27,4110661
2013/03/28,4176506
2013/03/29,4241442
2013/03/30,4305472
2013/03/31,4368593
2013/04/01,4430808
2013/04/02,4492115
2013/04/03,4552514
2013/04/04,4612006
2013/04/05,4677386
2013/04/06,4756464
2013/04/07,4834395
2013/04/08,4911181
2013/04/09,4986854
2013/04/10,5061446
2013/04/11,5134959
2013/04/12,5207391
2013/04/13,5278743
2013/04/14,5349015
2013/04/15,5418207
2013/04/16,5486319
2013/04/17,5561378
2013/04/18,5655840
2013/04/19,5748904
2013/04/20,5840570
2013/04/21,5930837
2013/04/22,6019707
2013/04/23,6107179
2013/04/24,6193238
2013/04/25,6277830
2013/04/26,6360955
2013/04/27,6442615
2013/04/28,6522807
2013/04/29,6601533
2013/04/30,6698136
2013/05/01,6797933
2013/05/02,6895995
2013/05/03,6992321
2013/05/04,7086912
2013/05/05,7179767
2013/05/06,7270886
2013/05/07,7360306
2013/05/08,7448065
2013/05/09,7534163
2013/05/10,7618600
2013/05/11,7701376
2013/05/12,7787434
2013/05/13,7891250
2013/05/14,7993135
2013/05/15,8093088
2013/05/16,8191109
2013/05/17,8287197
2013/05/18,8381354
2013/05/19,8473578
2013/05/20,8563960
2013/05/21,8652501
2013/05/22,8739201
2013/05/23,8824061
2013/05/24,8907081
2013/05/25,8994052
2013/05/26,9094561
2013/05/27,9192994
2013/05/28,9289350
2013/05/29,9383630
2013/05/30,9475834
2013/05/31,9566009
2013/06/01,9654282
2013/06/02,9740654
2013/06/03,9825126
2013/06/04,9907695
2013/06/05,10017229
2013/06/06,10171548
2013/06/07,10323124
2013/06/08,10471955
2013/06/09,10618042
2013/06/10,10761384
2013/06/11,10901983
2013/06/12,11039837
2013/06/13,11175019
2013/06/14,11307575
2013/06/15,11437503
2013/06/16,11572344
2013/06/17,11778992
2013/06/18,11982101
2013/06/19,12181672
2013/06/20,12377703
2013/06/21,12570196
2013/06/22,12759149
2013/06/23,12944743
2013/06/24,13127250
2013/06/25,13306669
2013/06/26,13483000
2013/06/27,13656244
2013/06/28,13826400
2013/06/29,14011899
2013/06/30,14219545
2013/07/01,14423617
2013/07/02,14624113
2013/07/03,14821034
2013/07/04,15014380
2013/07/05,15204227
2013/07/06,15390738
2013/07/07,15573912
2013/07/08,15753749
2013/07/09,15930251
2013/07/10,16103416
2013/07/11,16378125
2013/07/12,16649552
2013/07/13,16916464
2013/07/14,17178860
2013/07/15,17436742
2013/07/16,17690108
2013/07/17,17939048
2013/07/18,18183790
2013/07/19,18424335
2013/07/20,18660683
2013/07/21,18892833
2013/07/22,19143178
2013/07/23,19478642
2013/07/24,19808665
2013/07/25,20133247
2013/07/26,20452387
2013/07/27,20766085
2013/07/28,21074343
2013/07/29,21377158
2013/07/30,21674748
2013/07/31,21967165
2013/08/01,22254409
2013/08/02,22536482
2013/08/03,22876842
2013/08/04,23282717
2013/08/05,23681922
2013/08/06,24074456
2013/08/07,24460320
2013/08/08,24839512
2013/08/09,25212034
2013/08/10,25577886
2013/08/11,25937121
2013/08/12,26289957
2013/08/13,26689571
2013/08/14,27323909
2013/08/15,27948572
2013/08/16,28563558
2013/08/17,29168868
2013/08/18,29764502
2013/08/19,30350461
2013/08/20,30926743
2013/08/21,31493350
2013/08/22,32050280
2013/08/23,32597535
2013/08/24,33251803
2013/08/25,34107055
2013/08/26,34949220
2013/08/27,35778296
2013/08/28,36594283
2013/08/29,37397182
2013/08/30,38186993
2013/08/31,38963716
2013/09/01,39727350
2013/09/02,40477896
2013/09/03,41215354
2013/09/04,42291356
2013/09/05,43465457
2013/09/06,44622140
2013/09/07,45761404
2013/09/08,46883250
2013/09/09,47987679
2013/09/10,49074689
2013/09/11,50144281
2013/09/12,51196454
2013/09/13,52231210
2013/09/14,53253728
2013/09/15,54818411
2013/09/16,56360312
2013/09/17,57879432
2013/09/18,59375770
2013/09/19,60849328
2013/09/20,62300104
2013/09/21,63728098
2013/09/22,65133312
2013/09/23,66515744
2013/09/24,67875395
2013/09/25,69501852
2013/09/26,71608122
2013/09/27,73682772
2013/09/28,75726009
2013/09/29,77738113
2013/09/30,79719087
2013/10/01,81668928
2013/10/02,83587639
2013/10/03,85475217
2013/10/04,87331664
2013/10/05,89156979
2013/10/06,91287646
2013/10/07,93936235
2013/10/08,96543812
2013/10/09,99110376
2013/10/10,101637093
2013/10/11,104123977
2013/10/12,106571027
2013/10/13,108978244
2013/10/14,111345627
2013/10/15,113673176
2013/10/16,116634142
2013/10/17,120598720
2013/10/18,124504306
2013/10/19,128350902
2013/10/20,132138506
2013/10/21,135867369
2013/10/22,139538484
2013/10/23,143151852
2013/10/24,146707473
2013/10/25,150205347
2013/10/26,155966307
2013/10/27,162030538
2013/10/28,168006937
2013/10/29,173895504
2013/10/30,179696239
2013/10/31,185409142
2013/11/01,191034213
2013/11/02,196572158
2013/11/03,202023769
2013/11/04,207389046
2013/11/05,213137868
2013/11/06,220962641
2013/11/07,228671776
2013/11/08,236265273
2013/11/09,243743132
2013/11/10,251105353
2013/11/11,258351937
2013/11/12,265483473
2013/11/13,272502649
2013/11/14,279409463
2013/11/15,286203915
2013/11/16,292886007
2013/11/17,300154446
2013/11/18,308770050
2013/11/19,317249227
2013/11/20,325591975
2013/11/21,333798295
2013/11/22,341868188
2013/11/23,349802948
2013/11/24,357604929
2013/11/25,365274130
2013/11/26,372810552
2013/11/27,380214194
2013/11/28,387485056
2013/11/29,395170522
2013/11/30,404321954
2013/12/01,413316692
2013/12/02,422154738
2013/12/03,430836091
2013/12/04,439364654
2013/12/05,447741697
2013/12/06,455967219
2013/12/07,464041222
2013/12/08,471963704
2013/12/09,479734666
2013/12/10,488849216
2013/12/11,500716846
2013/12/12,512383885
2013/12/13,523850334
2013/12/14,535116250
2013/12/15,546187850
2013/12/16,557065135
2013/12/17,567748104
2013/12/18,578236758
2013/12/19,588531096
2013/12/20,598631118
2013/12/21,612034443
2013/12/22,627697573
2013/12/23,643099824
2013/12/24,658241198
2013/12/25,673124912
2013/12/26,687756586
2013/12/27,702136220
2013/12/28,716263813
2013/12/29,730139367
2013/12/30,743762880
2013/12/31,757134354
2014/01/01,770253787
2014/01/02,788069498
2014/01/03,805850929
2014/01/04,823322309
2014/01/05,840487375
2014/01/06,857352271
2014/01/07,873916995
2014/01/08,890181549
2014/01/09,906145931
2014/01/10,921810143
2014/01/11,937174183
2014/01/12,952238053
2014/01/13,973854123
2014/01/14,996396800
2014/01/15,1018556172
2014/01/16,1040343917
2014/01/17,1061760034
2014/01/18,1082804523
2014/01/19,1103477384
2014/01/20,1123778618
2014/01/21,1143708224
2014/01/22,1163266202
2014/01/23,1182452552
2014/01/24,1204605302
2014/01/25,1231922829
2014/01/26,1258800083
2014/01/27,1285237063
2014/01/28,1311233771
2014/01/29,1336790204
2014/01/30,1361906365
