comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,priceUSD
0.07417116913018418,0.008777088622548964,-0.049868782507522316,0.04185763981924121,0.006174359233614073,-0.015146583410799514,94.715
0.09519340818028177,0.06192754890824633,-0.08638569731626544,-0.016615195368257514,0.022650059337447993,-0.0560250408907789,107.749
0.0650498542289719,0.023159001619637156,-0.041600754072695485,0.01887414897313166,0.027486187214946473,-0.01628754275645685,120.003
0.06579297820599025,-0.11787584740276444,0.023313565184065545,0.03599218778780558,-0.0012582643461795365,0.01141539834897452,123.562
0.0597232403082807,-0.10518557868248413,0.023879719046082735,0.03261020338122497,-0.004796075501543638,0.006094669465468404,128.664
-0.009898495762332156,-0.00010575599962465626,0.014904127967468171,0.043356524488507006,-0.034515145752047914,0.016462758139666543,134.114
0.025398425121856055,0.02329237689905662,0.031108300055338448,0.018414441163076476,0.03702708954387928,0.02194220444081855,142.08
0.013030125646342438,0.02827290679848311,0.0300804541841599,0.011007332602653252,0.02406104735319379,0.039109777587413706,163.561
0.011730847590251071,0.027209109660702207,0.02648284576099346,0.01306808837778429,0.022154712102038347,0.03931131358192735,195.397
0.0066018397357289526,-0.003114059876856834,-0.01623410874104363,-0.015243664958688435,0.01407606351341805,0.013025741418123538,178.5
0.007373351124502862,0.00353325031847387,0.011155592895007886,0.0009306743733075301,0.008395682886046658,-0.0010096209997117003,115.0
0.014831338053787465,0.027335283898622786,0.03494190401197646,0.004907736581498595,0.03233617123002448,0.022340573126421306,92.446
0.06578025919627638,0.023660452434394224,-0.01286534051201442,0.00728485431564609,0.025992996765236358,-0.019492050061315862,98.435
-0.025149844583636036,0.013707591328243616,0.005775438996314687,-0.02070122254814089,0.024210494076680005,-0.0025082618510175905,91.849
0.022627435119625783,0.053645184557384575,0.008655819993803658,0.029875628535758907,0.004630238516185909,0.023316585188293402,87.108
0.08401540031613941,0.009881565112281004,-0.05406147123980895,0.03986402316620484,-0.014137628478237603,-0.008000559832444083,75.043
0.09214556769327424,0.011131591208528363,-0.056364074064624355,0.03928188520381421,-0.027025237830032002,-0.0037446342805758617,77.734
0.09531693876521788,0.012217031398552666,-0.05444271005555752,0.037217611936926444,-0.03445584813170259,-0.00028771698136357106,94.679
0.10114851848852702,0.0137414551484757,-0.050557683224180874,0.0321157286619205,-0.04445375879127289,-0.0006737901873732496,106.7
0.10886447560842541,0.010795591334503266,-0.038819262667529345,0.01312515769144506,-0.06303970006168037,-0.03604078283019237,114.48
0.08302988390218441,0.009823365626112539,-0.05376221599283487,0.04111462293249982,-0.009039553638365536,-0.010016737687119217,114.295
0.09038335558587769,0.01097396420621998,-0.05574308943005167,0.04009049030230923,-0.021743844893435487,-0.005530821751743704,113.535
0.09573931390656351,0.012102098956162505,-0.0553215899268847,0.03819476520488679,-0.03120411840418705,-0.0028634529665071983,120.78
0.10323945067467831,0.013282768138723922,-0.05308634874770195,0.03373856577912406,-0.043010966225231026,-0.005223740675234187,134.8
0.11113023448423433,0.01033811565072394,-0.04343576976175191,0.018494623394145766,-0.05682680986280525,-0.030358978744953507,139.74
0.08201582953542481,0.009663678113050888,-0.05353531596247945,0.041259397891191416,-0.007279142051319668,-0.010681858248114998,132.945
0.09009110509682751,0.010712935870823047,-0.05646087947548477,0.040249076177466474,-0.021689792340937705,-0.005645483582745834,126.316
0.09370459116909088,0.01163135353515954,-0.05598665358500003,0.03911391448336932,-0.028716942114078475,-0.0027412836327324604,124.045
0.09832657016169741,0.012936217600032905,-0.05336853609618757,0.035637859259493254,-0.0382740781431517,-0.0003602535385031728,130.56
0.10754580685938023,0.012957024549865259,-0.045175349079737935,0.022714586858787703,-0.056425287419381236,-0.01867516786999893,134.465
-0.0011111197337576766,-0.0005479398361220149,-0.01301143379760861,0.02770365010875101,0.07759067999231958,-0.03218629549817801,124.662
-0.003068090361733325,-0.0027488812600863955,-0.0222508399210136,0.026444810733866782,0.0542770657368724,-0.014111335129563087,111.049
-0.004292885814083709,-0.0009247966467458566,-0.03109815125585177,0.036077859359113104,0.05133736074603464,0.018555090455366578,102.694
